municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,215,215
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,209,209
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,136,136
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,120,120
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,162,162
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,25,25
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,26,26
PATACAMAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,20,20
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,30,30
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,43,43
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,283,283
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,65,65
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,149,149
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,26,26
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,282,282
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,70,70
POSTRER VALLE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,842,842
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,183,183
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,60,60
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,219,219
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,73,73
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,160,160
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,145,145
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,112,112
PUERTO RICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,47,47
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,60,60
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,124,124
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,221,221
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,403,403
QUIABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,55,55
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,447,447
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,64,64
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,170,170
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,62,62
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,211,211
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,78,78
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,1086,1086
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,4,4
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,85,85
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,120,120
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,788,788
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,59,59
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,122,122
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,130,130
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,196,196
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,70,70
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,15,15
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,142,142
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,50,50
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,90,90
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,15,15
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,144,144
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,679,679
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,50,50
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,155,155
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,194,194
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,86,86
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,38,38
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,17,17
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,479,479
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,29,29
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,37,37
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,463,463
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,13,13
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,45,45
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,92,92
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,163,163
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,63,63
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,19,19
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,169,169
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,209,209
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,12,12
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,37,37
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,936,936
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,180,180
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,337,337
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,131,131
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,52,52
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,87,87
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,163,163
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,184,184
SENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,420,420
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,94,94
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,81,81
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,92,92
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,298,298
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,110,110
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,177,177
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,417,417
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,38640,38640
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,55,55
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,44,44
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,41,41
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,51,51
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,22,22
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,477,477
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,4,4
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,67,67
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,678,678
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,212,212
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,7,7
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,228,228
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,113,113
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,296,296
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,51,51
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,90,90
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,99,99
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,275,275
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,30,30
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,222,222
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,186,186
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,109,109
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,38,38
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,106,106
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,450,450
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,40,40
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,106,106
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,252,252
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,84,84
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,46,46
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,135,135
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,488,488
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,189,189
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,83,83
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,340,340
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2023-01-01,109,109
