municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,5,5
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,67,67
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-01-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,6,6
BERMEJO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,3,3
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,11,11
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,3,3
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,15,15
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,48,48
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,12,12
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,21,21
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,9,9
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,6,6
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,112,112
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,2,2
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,2,2
TARACO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,22,22
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,7,7
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-02-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,9,9
CABEZAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,5,5
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,10,10
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,3,3
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,2,2
CURVA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,41,41
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,12,12
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,106,106
LAJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,3,3
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,19,19
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,12,12
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,6,6
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,9,9
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,6,6
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,3,3
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,58,58
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,4,4
TARVITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,4,4
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-03-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,11,11
COLLANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
COLQUENCHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,72,72
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,20,20
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,9,9
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,10,10
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,19,19
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,4,4
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,124,124
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,9,9
TIAHUANACU,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
YANACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-04-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,50,50
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,6,6
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,14,14
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,6,6
COLOMI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,4,4
HUARINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,60,60
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,4,4
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,12,12
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,3,3
OCURI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,11,11
PUCARANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,73,73
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2023-05-01,6,6
