municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,6,6
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,11,11
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,9,9
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,34,34
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,9,9
HUANUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,20,20
HUATAJATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,8,8
ICHOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,9,9
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,35,35
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,7,7
LLALLAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,15,15
LLICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,15,15
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,11,11
MALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
MAPIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,10,10
MOCOMOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,11,11
OCURI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,36,36
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,97,97
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,24,24
PATACAMAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,14,14
PAZÑA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,8,8
POCOATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,49,49
POOPO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
PORCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,26,26
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,11,11
PUERTO RICO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,7,7
QUIME,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,10,10
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,6,6
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,6,6
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,7,7
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,15,15
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,20,20
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,7,7
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,7,7
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
SENA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,29,29
TAHUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,8,8
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,21,21
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,8,8
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,130,130
TURCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,21,21
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,10,10
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,4,4
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,33,33
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,22,22
VITICHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,9,9
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,3,3
YACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,10,10
YANACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,10,10
YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-01-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,23,23
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,11,11
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,7,7
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,7,7
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
AUCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
AYATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
BOLPEBRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
CABEZAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,17,17
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,6,6
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,10,10
CARACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,11,11
CARANAVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
CATACORA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,6,6
CHACARILLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
CHAYANTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,19,19
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,11,11
CKOCHAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
COIPASA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,21,21
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,11,11
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,45,45
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
ESMERALDA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,7,7
FILADELFIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
GUAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,8,8
HUARINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,8,8
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
INQUISIVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
LA ASUNTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
LA GUARDIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
LLICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,6,6
MALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
MOCOMOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,7,7
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,53,53
PADCAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,11,11
PAZÑA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,10,10
POCOATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,19,19
POCONA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,12,12
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,14,14
QUIME,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,18,18
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,6,6
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,16,16
SAN MATIAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,18,18
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,5,5
SHINAOTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,14,14
SORACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,40,40
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,43,43
TACACOMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,8,8
TARACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,20,20
TARVITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,13,13
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,2,2
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,19,19
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
TURCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,9,9
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,14,14
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,40,40
VITICHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2023-02-01,3,3
