municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en la comunidad,TOTAL
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,10,10
PUCARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
SACABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,6,6
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,8,8
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,8,8
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,5,5
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,4,4
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,11,11
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,9,9
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,6,6
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,7,7
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,7,7
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,4,4
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-01-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,9,9
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
ALCALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,9,9
CHARAGUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,18,18
COLOMI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,5,5
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
CURVA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,12,12
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,14,14
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,4,4
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,7,7
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,10,10
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,7,7
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,12,12
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,4,4
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,5,5
SAMAIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,40,40
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,8,8
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,7,7
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,9,9
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,82,82
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,10,10
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,12,12
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,4,4
TORO TORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,9,9
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,8,8
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,5,5
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,6,6
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,3,3
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,5,5
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,12,12
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,8,8
ALCALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,4,4
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,3,3
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,3,3
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,7,7
CABEZAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,3,3
CAIROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-03-01,4,4
