municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
BOLPEBRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
CAIROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,22,22
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,24,24
CAJUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,41,41
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,13,13
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,52,52
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,15,15
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,24,24
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,16,16
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,18,18
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,24,24
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,28,28
CATACORA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,81,81
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,19,19
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,14,14
CHARAÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,60,60
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,14,14
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,17,17
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,41,41
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,75,75
COIPASA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,62,62
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,28,28
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,65,65
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,17,17
COLQUIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,32,32
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,98,98
COMBAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,31,31
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,22,22
COPACABANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,21,21
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,10,10
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,31,31
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,13,13
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,32,32
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,9,9
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,626,626
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,236,236
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,84,84
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,22,22
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,22,22
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,63,63
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,15,15
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,57,57
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,67,67
HUACARAJE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,18,18
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,24,24
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,56,56
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
HUATAJATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,39,39
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,19,19
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,48,48
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,49,49
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,13,13
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,47,47
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,20,20
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,101,101
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,38,38
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,14,14
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,49,49
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,10,10
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,16,16
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,31,31
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,15,15
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,25,25
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,19,19
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,16,16
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,28,28
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,30,30
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,24,24
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,29,29
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,191,191
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,13,13
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,7,7
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,12,12
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,661,661
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,10,10
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,38,38
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,63,63
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,9,9
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,16,16
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,11,11
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,13,13
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,64,64
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,19,19
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,12,12
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,49,49
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,20,20
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,75,75
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,30,30
PUCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,99,99
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,51,51
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,23,23
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,12,12
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,42,42
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,67,67
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,23,23
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3932,3932
QUIABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,108,108
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,25,25
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,91,91
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,34,34
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,110,110
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,44,44
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,39,39
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,98,98
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,28,28
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,142,142
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,14,14
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,82,82
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,20,20
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,36,36
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,41,41
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,28,28
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,10,10
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,39,39
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,72,72
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,34,34
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,64,64
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,31,31
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,740,740
SANTA ROSA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,8,8
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,84,84
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,18,18
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,23,23
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,25,25
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,57,57
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,91,91
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,40,40
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,22,22
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,128,128
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,19,19
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,12,12
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,6,6
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,63,63
TARACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,9,9
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,10,10
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,73,73
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,61,61
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,11,11
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,30,30
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,51,51
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,29,29
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,24,24
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,25,25
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,30,30
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,48,48
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,27,27
TRIGAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,280,280
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,23,23
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,50,50
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,47,47
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,62,62
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,64,64
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,17,17
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,20,20
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,135,135
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,28,28
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,26,26
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,10,10
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,34,34
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,187,187
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2023-01-01,9,9
