municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,345,345
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,99,99
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,227,227
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,7,7
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,85,85
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,90,90
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,112,112
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,20,20
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,628,628
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,225,225
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,76,76
COPACABANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,55,55
CORIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,39,39
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,179,179
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,79,79
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,223,223
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,669,669
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,60,60
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,218,218
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,20,20
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,70,70
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,105,105
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,91,91
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,47,47
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,16,16
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,1541,1541
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,30,30
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,67,67
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,408,408
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,194,194
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,124,124
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,273,273
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,229,229
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,30,30
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,4,4
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,130,130
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,10,10
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,10,10
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,198,198
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,48,48
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,56,56
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,47,47
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,570,570
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,23,23
HUACARAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,39,39
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,191,191
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,96,96
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,12,12
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,197,197
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,157,157
HUATAJATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,23,23
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,100,100
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,17,17
ICHOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,192,192
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,143,143
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,239,239
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,8,8
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,96,96
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,246,246
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,25,25
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,167,167
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,22,22
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,103,103
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,9,9
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,9,9
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,291,291
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,115,115
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,25,25
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,280,280
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,283,283
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,47,47
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,132,132
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,322,322
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,127,127
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,229,229
MAIRANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,24,24
MALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,62,62
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,151,151
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,230,230
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,478,478
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,530,530
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,52,52
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,137,137
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,494,494
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,437,437
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,162,162
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,11,11
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,4,4
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,66,66
OKINAWA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,151,151
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,204,204
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,765,765
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,343,343
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,209,209
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,89,89
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,240,240
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,486,486
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,14,14
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,50,50
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,85,85
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,18,18
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,66,66
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,71,71
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,43,43
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,342,342
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,99,99
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,113,113
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,120,120
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,63,63
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,282,282
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,162,162
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,29,29
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,16,16
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,849,849
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,161,161
PUCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,62,62
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,434,434
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,99,99
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,198,198
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,157,157
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,192,192
PUERTO RICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,35,35
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,48,48
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,405,405
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,342,342
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,556,556
QUIABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,59,59
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,615,615
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,49,49
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,190,190
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,72,72
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,236,236
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,91,91
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,1125,1125
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,45,45
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,136,136
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,172,172
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,1055,1055
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,128,128
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,241,241
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,120,120
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,533,533
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,105,105
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,15,15
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,200,200
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,35,35
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,83,83
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,15,15
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,298,298
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,545,545
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,50,50
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,309,309
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,189,189
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,333,333
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,5,5
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,36,36
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,61,61
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,684,684
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,96,96
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,264,264
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,377,377
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,25,25
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,35,35
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,89,89
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,383,383
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,103,103
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,18,18
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,149,149
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,29,29
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,248,248
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,11,11
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,29,29
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,101,101
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,842,842
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,175,175
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,15,15
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,9,9
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,410,410
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,139,139
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,78,78
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,155,155
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,179,179
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,166,166
SENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,318,318
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,111,111
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,148,148
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,113,113
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,474,474
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,110,110
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,380,380
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,423,423
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,1058,1058
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,42,42
TACACOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,36,36
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,102,102
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,78,78
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,102,102
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,477,477
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,103,103
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,1302,1302
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,212,212
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,12,12
TIAHUANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,164,164
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2023-01-01,447,447
