municipality,group,variable,month,Curaciones y/o suturas,TOTAL
BATALLAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,38,38
BAURES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,130,130
BELEN DE ANDAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
BELEN DE URMIRI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,6,6
BELLA FLOR,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,43,43
BERMEJO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1213,1213
BETANZOS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,247,247
BOLIVAR,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,4,4
BOLPEBRA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,30,30
BOYUIBE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,134,134
CABEZAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,116,116
CAIROMA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,67,67
"CAIZA ""D""",otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,84,84
CAJUATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,144,144
CALACOTO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
CALAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,62,62
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,50,50
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,23,23
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,669,669
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,189,189
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,38,38
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,171,171
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,554,554
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,116,116
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,19,19
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,176,176
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,17,17
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,8,8
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,248,248
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,76,76
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,95,95
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,9,9
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,57,57
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,196,196
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,37,37
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,3,3
CHUA COCANI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,10,10
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,175,175
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,56,56
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,75,75
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,54,54
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,88,88
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1806,1806
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,36,36
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,8597,8597
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1,1
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1841,1841
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,60,60
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,26,26
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,182,182
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,151,151
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,87,87
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,120,120
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,21,21
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,20,20
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,156,156
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,19,19
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,253,253
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,68,68
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,87,87
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,43,43
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,192,192
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,25,25
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,380,380
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1337,1337
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1,1
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,374,374
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,19,19
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,109,109
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,33,33
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,46,46
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,32,32
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,8509,8509
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,111,111
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,58,58
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1721,1721
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,39,39
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,160,160
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,511,511
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,2,2
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,37,37
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,27,27
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,4,4
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,13,13
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,203,203
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,15,15
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,116,116
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,42,42
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,32,32
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1248,1248
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,84,84
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,22,22
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,583,583
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,48,48
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,75,75
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,17,17
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,10,10
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,22,22
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,72,72
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,65,65
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,11,11
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,54,54
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,82,82
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,97,97
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,61,61
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,158,158
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1871,1871
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,17387,17387
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,3,3
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,61,61
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,43,43
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,22,22
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,10,10
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,833,833
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,12,12
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,32,32
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,34,34
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,23,23
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,43,43
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,157,157
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,299,299
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,85,85
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,69,69
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,321,321
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,205,205
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,60,60
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,3,3
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,66,66
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,443,443
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,4200,4200
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,46,46
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,12,12
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,54,54
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,66,66
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,112,112
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,58,58
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,7124,7124
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,137,137
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,58,58
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,322,322
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,117,117
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,186,186
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,15,15
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,99,99
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,39,39
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,28,28
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,136,136
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,35,35
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,39,39
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,98,98
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,95,95
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,68,68
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,31,31
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,75,75
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,36,36
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,153,153
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,175,175
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,56,56
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,5,5
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,4287,4287
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,62,62
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,2,2
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,127,127
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,30,30
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,78,78
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,52,52
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,28,28
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,151,151
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,15,15
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1,1
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,36,36
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,482,482
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,102,102
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,229,229
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,11,11
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,916,916
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,81,81
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,49,49
RAQAYPAMPA(ETA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,18,18
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,37,37
REYES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,609,609
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,15757,15757
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,289,289
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,308,308
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,23,23
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1569,1569
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,28,28
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,57,57
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,70,70
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,45,45
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,129,129
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,30,30
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,93,93
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,29,29
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,11,11
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,39,39
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,96,96
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,604,604
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,59,59
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,347,347
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,397,397
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,756,756
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,10,10
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,162,162
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,55,55
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,532,532
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,106,106
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,666,666
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,27,27
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,204,204
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,267,267
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,155,155
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,100,100
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,13,13
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,244,244
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,62,62
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,35,35
SAN PEDRO DE MACHA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,47,47
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,31,31
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,42,42
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,140,140
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,101,101
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,730,730
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,62398,62398
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,192,192
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,262,262
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,15,15
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,66,66
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,43,43
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,6,6
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,31,31
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,11,11
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,41,41
SENA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,58,58
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,180,180
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,114,114
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,384,384
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,42,42
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,34,34
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,138,138
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,6319,6319
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,2,2
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,84,84
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,22,22
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,32,32
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,31,31
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,49,49
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,52,52
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,32,32
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,56,56
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,9469,9469
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,109,109
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,61,61
TIAHUANACU,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,41,41
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,69,69
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,78,78
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,529,529
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,89,89
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,13,13
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,73,73
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,28,28
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,25,25
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,83,83
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,90,90
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,21,21
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,29,29
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,34,34
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,11,11
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,12039,12039
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,731,731
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,28,28
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,56,56
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,97,97
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,97,97
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,37,37
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,1482,1482
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,32,32
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,333,333
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,773,773
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,14,14
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,29,29
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,629,629
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,8,8
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2021-01-01,60,60
