municipality,group,variable,month,Sueros,TOTAL
BOLPEBRA,otras actividades de enfermeria,sueros,2021-01-01,6,6
BOYUIBE,otras actividades de enfermeria,sueros,2021-01-01,1,1
BUENA VISTA,otras actividades de enfermeria,sueros,2021-01-01,33,33
CABEZAS,otras actividades de enfermeria,sueros,2021-01-01,130,130
CAIROMA,otras actividades de enfermeria,sueros,2021-01-01,16,16
"CAIZA ""D""",otras actividades de enfermeria,sueros,2021-01-01,21,21
CAJUATA,otras actividades de enfermeria,sueros,2021-01-01,25,25
CALACOTO,otras actividades de enfermeria,sueros,2021-01-01,5,5
CALAMARCA,otras actividades de enfermeria,sueros,2021-01-01,4,4
CAMARGO,otras actividades de enfermeria,sueros,2021-01-01,308,308
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2021-01-01,42,42
CAMIRI,otras actividades de enfermeria,sueros,2021-01-01,704,704
CAPINOTA,otras actividades de enfermeria,sueros,2021-01-01,86,86
CAQUIAVIRI,otras actividades de enfermeria,sueros,2021-01-01,9,9
CARACOLLO,otras actividades de enfermeria,sueros,2021-01-01,41,41
CARANAVI,otras actividades de enfermeria,sueros,2021-01-01,161,161
CARAPARI,otras actividades de enfermeria,sueros,2021-01-01,118,118
CARIPUYO,otras actividades de enfermeria,sueros,2021-01-01,13,13
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2021-01-01,40,40
CATACORA,otras actividades de enfermeria,sueros,2021-01-01,1,1
CHACARILLA,otras actividades de enfermeria,sueros,2021-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,sueros,2021-01-01,49,49
CHAQUI,otras actividades de enfermeria,sueros,2021-01-01,25,25
CHARAGUA,otras actividades de enfermeria,sueros,2021-01-01,169,169
CHAYANTA,otras actividades de enfermeria,sueros,2021-01-01,15,15
CHIMORE,otras actividades de enfermeria,sueros,2021-01-01,71,71
CHIPAYA,otras actividades de enfermeria,sueros,2021-01-01,1,1
CHOQUE COTA,otras actividades de enfermeria,sueros,2021-01-01,10,10
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2021-01-01,776,776
CHUMA,otras actividades de enfermeria,sueros,2021-01-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,sueros,2021-01-01,15,15
CKOCHAS,otras actividades de enfermeria,sueros,2021-01-01,20,20
CLIZA,otras actividades de enfermeria,sueros,2021-01-01,29,29
COBIJA,otras actividades de enfermeria,sueros,2021-01-01,1194,1194
COCAPATA,otras actividades de enfermeria,sueros,2021-01-01,19,19
COCHABAMBA,otras actividades de enfermeria,sueros,2021-01-01,17902,17902
COIPASA,otras actividades de enfermeria,sueros,2021-01-01,1,1
COLCAPIRHUA,otras actividades de enfermeria,sueros,2021-01-01,1135,1135
"COLCHA ""K""",otras actividades de enfermeria,sueros,2021-01-01,24,24
COLLANA,otras actividades de enfermeria,sueros,2021-01-01,1,1
COLOMI,otras actividades de enfermeria,sueros,2021-01-01,43,43
COLPA BELGICA,otras actividades de enfermeria,sueros,2021-01-01,42,42
COLQUECHACA,otras actividades de enfermeria,sueros,2021-01-01,14,14
COLQUENCHA,otras actividades de enfermeria,sueros,2021-01-01,10,10
COLQUIRI,otras actividades de enfermeria,sueros,2021-01-01,2,2
COMARAPA,otras actividades de enfermeria,sueros,2021-01-01,90,90
COMBAYA,otras actividades de enfermeria,sueros,2021-01-01,4,4
CONCEPCION,otras actividades de enfermeria,sueros,2021-01-01,272,272
COPACABANA,otras actividades de enfermeria,sueros,2021-01-01,26,26
CORIPATA,otras actividades de enfermeria,sueros,2021-01-01,7,7
CORO CORO,otras actividades de enfermeria,sueros,2021-01-01,6,6
COROICO,otras actividades de enfermeria,sueros,2021-01-01,200,200
CORQUE,otras actividades de enfermeria,sueros,2021-01-01,11,11
COTAGAITA,otras actividades de enfermeria,sueros,2021-01-01,115,115
COTOCA,otras actividades de enfermeria,sueros,2021-01-01,1043,1043
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2021-01-01,153,153
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,sueros,2021-01-01,9,9
CUEVO,otras actividades de enfermeria,sueros,2021-01-01,22,22
CULPINA,otras actividades de enfermeria,sueros,2021-01-01,81,81
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2021-01-01,6,6
CURVA,otras actividades de enfermeria,sueros,2021-01-01,3,3
DESAGUADERO,otras actividades de enfermeria,sueros,2021-01-01,3,3
EL ALTO,otras actividades de enfermeria,sueros,2021-01-01,18028,18028
EL CHORO,otras actividades de enfermeria,sueros,2021-01-01,1,1
EL PUENTE(STC),otras actividades de enfermeria,sueros,2021-01-01,54,54
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2021-01-01,20,20
EL TORNO,otras actividades de enfermeria,sueros,2021-01-01,411,411
EL VILLAR,otras actividades de enfermeria,sueros,2021-01-01,33,33
ENTRE RIOS TRJ,otras actividades de enfermeria,sueros,2021-01-01,131,131
ENTRE RIOS CBBA,otras actividades de enfermeria,sueros,2021-01-01,98,98
ESCARA,otras actividades de enfermeria,sueros,2021-01-01,2,2
ESCOMA,otras actividades de enfermeria,sueros,2021-01-01,8,8
ESMERALDA,otras actividades de enfermeria,sueros,2021-01-01,2,2
EUCALIPTUS,otras actividades de enfermeria,sueros,2021-01-01,2,2
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2021-01-01,5,5
EXALTACION,otras actividades de enfermeria,sueros,2021-01-01,3,3
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2021-01-01,55,55
FILADELFIA,otras actividades de enfermeria,sueros,2021-01-01,31,31
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2021-01-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2021-01-01,9,9
GUANAY,otras actividades de enfermeria,sueros,2021-01-01,127,127
GUAYARAMERIN,otras actividades de enfermeria,sueros,2021-01-01,3770,3770
GUTIERREZ,otras actividades de enfermeria,sueros,2021-01-01,115,115
HUACARETA,otras actividades de enfermeria,sueros,2021-01-01,198,198
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2021-01-01,44,44
HUACHACALLA,otras actividades de enfermeria,sueros,2021-01-01,13,13
HUANUNI,otras actividades de enfermeria,sueros,2021-01-01,708,708
HUARACAJE,otras actividades de enfermeria,sueros,2021-01-01,94,94
HUARINA,otras actividades de enfermeria,sueros,2021-01-01,40,40
HUATAJATA,otras actividades de enfermeria,sueros,2021-01-01,3,3
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2021-01-01,16,16
ICHOCA,otras actividades de enfermeria,sueros,2021-01-01,6,6
ICLA,otras actividades de enfermeria,sueros,2021-01-01,35,35
INCAHUASI,otras actividades de enfermeria,sueros,2021-01-01,69,69
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2021-01-01,11,11
INQUISIVI,otras actividades de enfermeria,sueros,2021-01-01,7,7
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2021-01-01,19,19
IXIAMAS,otras actividades de enfermeria,sueros,2021-01-01,82,82
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2021-01-01,8,8
LA ASUNTA,otras actividades de enfermeria,sueros,2021-01-01,97,97
LA GUARDIA,otras actividades de enfermeria,sueros,2021-01-01,586,586
LA PAZ,otras actividades de enfermeria,sueros,2021-01-01,50160,50160
LA RIVERA,otras actividades de enfermeria,sueros,2021-01-01,1,1
LAGUNILLAS,otras actividades de enfermeria,sueros,2021-01-01,44,44
LAJA,otras actividades de enfermeria,sueros,2021-01-01,6,6
LAS CARRERAS,otras actividades de enfermeria,sueros,2021-01-01,30,30
LICOMA PAMPA,otras actividades de enfermeria,sueros,2021-01-01,2,2
LLALLAGUA,otras actividades de enfermeria,sueros,2021-01-01,658,658
LLICA,otras actividades de enfermeria,sueros,2021-01-01,7,7
LORETO,otras actividades de enfermeria,sueros,2021-01-01,30,30
LURIBAY,otras actividades de enfermeria,sueros,2021-01-01,8,8
MACHACAMARCA,otras actividades de enfermeria,sueros,2021-01-01,8,8
MACHARETI,otras actividades de enfermeria,sueros,2021-01-01,57,57
MAGDALENA,otras actividades de enfermeria,sueros,2021-01-01,210,210
MAIRANA,otras actividades de enfermeria,sueros,2021-01-01,93,93
MALLA,otras actividades de enfermeria,sueros,2021-01-01,5,5
MAPIRI,otras actividades de enfermeria,sueros,2021-01-01,114,114
MECAPACA,otras actividades de enfermeria,sueros,2021-01-01,6,6
MINEROS,otras actividades de enfermeria,sueros,2021-01-01,284,284
MIZQUE,otras actividades de enfermeria,sueros,2021-01-01,47,47
MOCOMOCO,otras actividades de enfermeria,sueros,2021-01-01,8,8
MOJINETE,otras actividades de enfermeria,sueros,2021-01-01,7,7
MOJOCOYA,otras actividades de enfermeria,sueros,2021-01-01,27,27
MONTEAGUDO,otras actividades de enfermeria,sueros,2021-01-01,1078,1078
MONTERO,otras actividades de enfermeria,sueros,2021-01-01,6925,6925
MORO MORO,otras actividades de enfermeria,sueros,2021-01-01,4,4
MOROCHATA,otras actividades de enfermeria,sueros,2021-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2021-01-01,23,23
NAZACARA DE PACAJES,otras actividades de enfermeria,sueros,2021-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2021-01-01,21,21
OCURI,otras actividades de enfermeria,sueros,2021-01-01,18,18
OKINAWA,otras actividades de enfermeria,sueros,2021-01-01,49,49
OMEREQUE,otras actividades de enfermeria,sueros,2021-01-01,38,38
ORURO,otras actividades de enfermeria,sueros,2021-01-01,11701,11701
PADCAYA,otras actividades de enfermeria,sueros,2021-01-01,50,50
PADILLA,otras actividades de enfermeria,sueros,2021-01-01,212,212
PAILON,otras actividades de enfermeria,sueros,2021-01-01,237,237
PALCA,otras actividades de enfermeria,sueros,2021-01-01,6,6
PALOS BLANCOS,otras actividades de enfermeria,sueros,2021-01-01,49,49
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2021-01-01,7,7
PAMPA GRANDE,otras actividades de enfermeria,sueros,2021-01-01,33,33
PAPEL PAMPA,otras actividades de enfermeria,sueros,2021-01-01,8,8
PASORAPA,otras actividades de enfermeria,sueros,2021-01-01,11,11
PATACAMAYA,otras actividades de enfermeria,sueros,2021-01-01,43,43
PAZÑA,otras actividades de enfermeria,sueros,2021-01-01,8,8
PELECHUCO,otras actividades de enfermeria,sueros,2021-01-01,3,3
POCOATA,otras actividades de enfermeria,sueros,2021-01-01,9,9
POCONA,otras actividades de enfermeria,sueros,2021-01-01,4,4
POJO (CBBA),otras actividades de enfermeria,sueros,2021-01-01,41,41
POOPO,otras actividades de enfermeria,sueros,2021-01-01,9,9
PORCO,otras actividades de enfermeria,sueros,2021-01-01,26,26
POROMA,otras actividades de enfermeria,sueros,2021-01-01,19,19
PORONGO,otras actividades de enfermeria,sueros,2021-01-01,49,49
PORTACHUELO,otras actividades de enfermeria,sueros,2021-01-01,339,339
PORVENIR,otras actividades de enfermeria,sueros,2021-01-01,89,89
POSTRER VALLE,otras actividades de enfermeria,sueros,2021-01-01,4,4
POTOSI,otras actividades de enfermeria,sueros,2021-01-01,10721,10721
PRESTO,otras actividades de enfermeria,sueros,2021-01-01,61,61
PUCARA,otras actividades de enfermeria,sueros,2021-01-01,24,24
PUCARANI,otras actividades de enfermeria,sueros,2021-01-01,9,9
PUERTO ACOSTA,otras actividades de enfermeria,sueros,2021-01-01,9,9
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2021-01-01,4,4
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2021-01-01,52,52
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2021-01-01,129,129
PUERTO RICO,otras actividades de enfermeria,sueros,2021-01-01,36,36
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2021-01-01,4,4
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2021-01-01,737,737
PUNA,otras actividades de enfermeria,sueros,2021-01-01,9,9
PUNATA,otras actividades de enfermeria,sueros,2021-01-01,269,269
QUIABAYA,otras actividades de enfermeria,sueros,2021-01-01,7,7
QUILLACOLLO,otras actividades de enfermeria,sueros,2021-01-01,583,583
QUIME,otras actividades de enfermeria,sueros,2021-01-01,6,6
QUIRUSILLAS,otras actividades de enfermeria,sueros,2021-01-01,5,5
RAQAYPAMPA(ETA),otras actividades de enfermeria,sueros,2021-01-01,4,4
RAVELO,otras actividades de enfermeria,sueros,2021-01-01,33,33
REYES,otras actividades de enfermeria,sueros,2021-01-01,23,23
RIBERALTA,otras actividades de enfermeria,sueros,2021-01-01,6277,6277
ROBORE,otras actividades de enfermeria,sueros,2021-01-01,455,455
RURRENABAQUE,otras actividades de enfermeria,sueros,2021-01-01,212,212
SABAYA,otras actividades de enfermeria,sueros,2021-01-01,14,14
SACABA,otras actividades de enfermeria,sueros,2021-01-01,1276,1276
SACABAMBA,otras actividades de enfermeria,sueros,2021-01-01,11,11
SACACA,otras actividades de enfermeria,sueros,2021-01-01,14,14
SAIPINA,otras actividades de enfermeria,sueros,2021-01-01,20,20
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2021-01-01,25,25
SAMAIPATA,otras actividades de enfermeria,sueros,2021-01-01,39,39
SAN AGUSTIN,otras actividades de enfermeria,sueros,2021-01-01,2,2
SAN ANDRES,otras actividades de enfermeria,sueros,2021-01-01,72,72
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2021-01-01,3,3
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2021-01-01,6,6
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2021-01-01,56,56
SAN BENITO,otras actividades de enfermeria,sueros,2021-01-01,2,2
SAN BORJA,otras actividades de enfermeria,sueros,2021-01-01,117,117
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2021-01-01,131,131
SAN CARLOS,otras actividades de enfermeria,sueros,2021-01-01,334,334
SAN IGNACIO,otras actividades de enfermeria,sueros,2021-01-01,239,239
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2021-01-01,1228,1228
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2021-01-01,6,6
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2021-01-01,20,20
SAN JOAQUIN,otras actividades de enfermeria,sueros,2021-01-01,22,22
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2021-01-01,535,535
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2021-01-01,24,24
SAN JULIAN,otras actividades de enfermeria,sueros,2021-01-01,703,703
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2021-01-01,278,278
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2021-01-01,40,40
SAN LUCAS,otras actividades de enfermeria,sueros,2021-01-01,265,265
SAN MATIAS,otras actividades de enfermeria,sueros,2021-01-01,147,147
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2021-01-01,83,83
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2021-01-01,5,5
SAN PEDRO,otras actividades de enfermeria,sueros,2021-01-01,64,64
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2021-01-01,24,24
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2021-01-01,2,2
SAN PEDRO DE MACHA,otras actividades de enfermeria,sueros,2021-01-01,15,15
SAN PEDRO DE QUEMES,otras actividades de enfermeria,sueros,2021-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2021-01-01,15,15
SAN PEDRO(PND),otras actividades de enfermeria,sueros,2021-01-01,17,17
SAN RAFAEL,otras actividades de enfermeria,sueros,2021-01-01,42,42
SAN RAMON BENI,otras actividades de enfermeria,sueros,2021-01-01,98,98
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2021-01-01,149,149
SANTA ANA,otras actividades de enfermeria,sueros,2021-01-01,464,464
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2021-01-01,69569,69569
SANTA ROSA,otras actividades de enfermeria,sueros,2021-01-01,306,306
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2021-01-01,555,555
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2021-01-01,1,1
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2021-01-01,12,12
SANTIAGO DE HUATA,otras actividades de enfermeria,sueros,2021-01-01,7,7
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2021-01-01,3,3
SANTIVAÑES,otras actividades de enfermeria,sueros,2021-01-01,9,9
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2021-01-01,3,3
SAPAHAQUI,otras actividades de enfermeria,sueros,2021-01-01,6,6
SENA,otras actividades de enfermeria,sueros,2021-01-01,55,55
SHINAOTA,otras actividades de enfermeria,sueros,2021-01-01,153,153
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2021-01-01,19,19
SICAYA,otras actividades de enfermeria,sueros,2021-01-01,2,2
SIPE SIPE,otras actividades de enfermeria,sueros,2021-01-01,34,34
SOPACHUY,otras actividades de enfermeria,sueros,2021-01-01,32,32
SORACACHI,otras actividades de enfermeria,sueros,2021-01-01,5,5
SORATA,otras actividades de enfermeria,sueros,2021-01-01,60,60
SUCRE,otras actividades de enfermeria,sueros,2021-01-01,21886,21886
TACACOMA,otras actividades de enfermeria,sueros,2021-01-01,10,10
TACOBAMBA,otras actividades de enfermeria,sueros,2021-01-01,5,5
TACOPAYA,otras actividades de enfermeria,sueros,2021-01-01,13,13
TAHUA,otras actividades de enfermeria,sueros,2021-01-01,12,12
TAPACARI,otras actividades de enfermeria,sueros,2021-01-01,11,11
TARABUCO,otras actividades de enfermeria,sueros,2021-01-01,109,109
TARACO,otras actividades de enfermeria,sueros,2021-01-01,3,3
TARATA,otras actividades de enfermeria,sueros,2021-01-01,6,6
TARIJA,otras actividades de enfermeria,sueros,2021-01-01,45840,45840
TARVITA,otras actividades de enfermeria,sueros,2021-01-01,106,106
TEOPONTE,otras actividades de enfermeria,sueros,2021-01-01,70,70
TIAHUANACU,otras actividades de enfermeria,sueros,2021-01-01,8,8
TINGUIPAYA,otras actividades de enfermeria,sueros,2021-01-01,12,12
TIPUANI,otras actividades de enfermeria,sueros,2021-01-01,28,28
TIQUIPAYA,otras actividades de enfermeria,sueros,2021-01-01,90,90
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2021-01-01,17,17
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2021-01-01,4,4
TOCO,otras actividades de enfermeria,sueros,2021-01-01,11,11
TOLATA,otras actividades de enfermeria,sueros,2021-01-01,5,5
TOLEDO,otras actividades de enfermeria,sueros,2021-01-01,8,8
TOMAVE,otras actividades de enfermeria,sueros,2021-01-01,48,48
TOMINA,otras actividades de enfermeria,sueros,2021-01-01,41,41
TORO TORO,otras actividades de enfermeria,sueros,2021-01-01,12,12
TOTORA(CBBA),otras actividades de enfermeria,sueros,2021-01-01,34,34
TOTORA(ORR),otras actividades de enfermeria,sueros,2021-01-01,5,5
TRINIDAD,otras actividades de enfermeria,sueros,2021-01-01,32567,32567
TUPIZA,otras actividades de enfermeria,sueros,2021-01-01,487,487
TURCO,otras actividades de enfermeria,sueros,2021-01-01,3,3
UMALA,otras actividades de enfermeria,sueros,2021-01-01,10,10
UNCIA,otras actividades de enfermeria,sueros,2021-01-01,11,11
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2021-01-01,25,25
URUBICHA,otras actividades de enfermeria,sueros,2021-01-01,45,45
UYUNI,otras actividades de enfermeria,sueros,2021-01-01,586,586
VACAS,otras actividades de enfermeria,sueros,2021-01-01,5,5
VALLEGRANDE,otras actividades de enfermeria,sueros,2021-01-01,356,356
VIACHA,otras actividades de enfermeria,sueros,2021-01-01,968,968
VILA VILA,otras actividades de enfermeria,sueros,2021-01-01,4,4
VILLA CHARCAS,otras actividades de enfermeria,sueros,2021-01-01,25,25
VILLA MONTES,otras actividades de enfermeria,sueros,2021-01-01,1057,1057
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2021-01-01,6,6
VILLA RIVERO,otras actividades de enfermeria,sueros,2021-01-01,12,12
VILLA SERRANO,otras actividades de enfermeria,sueros,2021-01-01,40,40
VILLA TUNARI,otras actividades de enfermeria,sueros,2021-01-01,245,245
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2021-01-01,45,45
VILLAZON,otras actividades de enfermeria,sueros,2021-01-01,663,663
VINTO,otras actividades de enfermeria,sueros,2021-01-01,181,181
VITICHI,otras actividades de enfermeria,sueros,2021-01-01,18,18
WALDO BALLIVIAN,otras actividades de enfermeria,sueros,2021-01-01,2,2
WARNES,otras actividades de enfermeria,sueros,2021-01-01,933,933
YACO,otras actividades de enfermeria,sueros,2021-01-01,24,24
YACUIBA,otras actividades de enfermeria,sueros,2021-01-01,2656,2656
YAMPARAEZ,otras actividades de enfermeria,sueros,2021-01-01,14,14
YANACACHI,otras actividades de enfermeria,sueros,2021-01-01,10,10
YAPACANI,otras actividades de enfermeria,sueros,2021-01-01,1129,1129
YOCALLA,otras actividades de enfermeria,sueros,2021-01-01,5,5
YOTALA,otras actividades de enfermeria,sueros,2021-01-01,18,18
YUNCHARA,otras actividades de enfermeria,sueros,2021-01-01,12,12
ZUDAÑEZ,otras actividades de enfermeria,sueros,2021-01-01,23,23
ACACIO,otras actividades de enfermeria,sueros,2021-02-01,3,3
ACHACACHI,otras actividades de enfermeria,sueros,2021-02-01,153,153
ACHOCALLA,otras actividades de enfermeria,sueros,2021-02-01,9,9
AIQUILE,otras actividades de enfermeria,sueros,2021-02-01,72,72
ALALAY,otras actividades de enfermeria,sueros,2021-02-01,5,5
ALCALA,otras actividades de enfermeria,sueros,2021-02-01,3,3
ALTO BENI,otras actividades de enfermeria,sueros,2021-02-01,22,22
ANCORAIMES,otras actividades de enfermeria,sueros,2021-02-01,5,5
ANDAMARCA,otras actividades de enfermeria,sueros,2021-02-01,11,11
ANZALDO,otras actividades de enfermeria,sueros,2021-02-01,33,33
APOLO,otras actividades de enfermeria,sueros,2021-02-01,16,16
ARAMPAMPA,otras actividades de enfermeria,sueros,2021-02-01,12,12
ARANI,otras actividades de enfermeria,sueros,2021-02-01,3,3
ARBIETO,otras actividades de enfermeria,sueros,2021-02-01,8,8
ARQUE,otras actividades de enfermeria,sueros,2021-02-01,9,9
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2021-02-01,657,657
ATOCHA,otras actividades de enfermeria,sueros,2021-02-01,219,219
AUCAPATA,otras actividades de enfermeria,sueros,2021-02-01,3,3
AYATA,otras actividades de enfermeria,sueros,2021-02-01,6,6
AYO AYO,otras actividades de enfermeria,sueros,2021-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2021-02-01,58,58
AZURDUY,otras actividades de enfermeria,sueros,2021-02-01,121,121
BATALLAS,otras actividades de enfermeria,sueros,2021-02-01,5,5
BAURES,otras actividades de enfermeria,sueros,2021-02-01,89,89
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2021-02-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2021-02-01,1,1
BELLA FLOR,otras actividades de enfermeria,sueros,2021-02-01,22,22
BERMEJO,otras actividades de enfermeria,sueros,2021-02-01,993,993
BETANZOS,otras actividades de enfermeria,sueros,2021-02-01,60,60
BOLIVAR,otras actividades de enfermeria,sueros,2021-02-01,3,3
BOLPEBRA,otras actividades de enfermeria,sueros,2021-02-01,9,9
BUENA VISTA,otras actividades de enfermeria,sueros,2021-02-01,11,11
CABEZAS,otras actividades de enfermeria,sueros,2021-02-01,237,237
CAIROMA,otras actividades de enfermeria,sueros,2021-02-01,13,13
"CAIZA ""D""",otras actividades de enfermeria,sueros,2021-02-01,15,15
CAJUATA,otras actividades de enfermeria,sueros,2021-02-01,32,32
CALACOTO,otras actividades de enfermeria,sueros,2021-02-01,4,4
CALAMARCA,otras actividades de enfermeria,sueros,2021-02-01,4,4
CAMARGO,otras actividades de enfermeria,sueros,2021-02-01,275,275
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2021-02-01,19,19
CAMIRI,otras actividades de enfermeria,sueros,2021-02-01,1046,1046
CAPINOTA,otras actividades de enfermeria,sueros,2021-02-01,104,104
CAQUIAVIRI,otras actividades de enfermeria,sueros,2021-02-01,4,4
CARACOLLO,otras actividades de enfermeria,sueros,2021-02-01,35,35
CARANAVI,otras actividades de enfermeria,sueros,2021-02-01,224,224
CARAPARI,otras actividades de enfermeria,sueros,2021-02-01,95,95
CARIPUYO,otras actividades de enfermeria,sueros,2021-02-01,9,9
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2021-02-01,145,145
CATACORA,otras actividades de enfermeria,sueros,2021-02-01,2,2
CHALLAPATA,otras actividades de enfermeria,sueros,2021-02-01,99,99
CHAQUI,otras actividades de enfermeria,sueros,2021-02-01,9,9
CHARAGUA,otras actividades de enfermeria,sueros,2021-02-01,174,174
CHAYANTA,otras actividades de enfermeria,sueros,2021-02-01,24,24
CHIMORE,otras actividades de enfermeria,sueros,2021-02-01,65,65
CHOQUE COTA,otras actividades de enfermeria,sueros,2021-02-01,8,8
CHUA COCANI,otras actividades de enfermeria,sueros,2021-02-01,5,5
