municipality,group,variable,month,Inyectables,TOTAL
CHUA COCANI,otras actividades de enfermeria,inyectables,2021-01-01,86,86
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2021-01-01,521,521
CHUMA,otras actividades de enfermeria,inyectables,2021-01-01,212,212
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2021-01-01,349,349
CKOCHAS,otras actividades de enfermeria,inyectables,2021-01-01,681,681
CLIZA,otras actividades de enfermeria,inyectables,2021-01-01,214,214
COBIJA,otras actividades de enfermeria,inyectables,2021-01-01,26404,26404
COCAPATA,otras actividades de enfermeria,inyectables,2021-01-01,402,402
COCHABAMBA,otras actividades de enfermeria,inyectables,2021-01-01,80489,80489
COIPASA,otras actividades de enfermeria,inyectables,2021-01-01,54,54
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2021-01-01,4388,4388
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2021-01-01,615,615
COLLANA,otras actividades de enfermeria,inyectables,2021-01-01,74,74
COLOMI,otras actividades de enfermeria,inyectables,2021-01-01,304,304
COLPA BELGICA,otras actividades de enfermeria,inyectables,2021-01-01,733,733
COLQUECHACA,otras actividades de enfermeria,inyectables,2021-01-01,678,678
COLQUENCHA,otras actividades de enfermeria,inyectables,2021-01-01,155,155
COLQUIRI,otras actividades de enfermeria,inyectables,2021-01-01,202,202
COMANCHE,otras actividades de enfermeria,inyectables,2021-01-01,41,41
COMARAPA,otras actividades de enfermeria,inyectables,2021-01-01,1830,1830
COMBAYA,otras actividades de enfermeria,inyectables,2021-01-01,30,30
CONCEPCION,otras actividades de enfermeria,inyectables,2021-01-01,2126,2126
COPACABANA,otras actividades de enfermeria,inyectables,2021-01-01,271,271
CORIPATA,otras actividades de enfermeria,inyectables,2021-01-01,634,634
CORO CORO,otras actividades de enfermeria,inyectables,2021-01-01,224,224
COROICO,otras actividades de enfermeria,inyectables,2021-01-01,1558,1558
CORQUE,otras actividades de enfermeria,inyectables,2021-01-01,315,315
COTAGAITA,otras actividades de enfermeria,inyectables,2021-01-01,3145,3145
COTOCA,otras actividades de enfermeria,inyectables,2021-01-01,6741,6741
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2021-01-01,29,29
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2021-01-01,1213,1213
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2021-01-01,76,76
CUEVO,otras actividades de enfermeria,inyectables,2021-01-01,253,253
CULPINA,otras actividades de enfermeria,inyectables,2021-01-01,1053,1053
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2021-01-01,125,125
CURVA,otras actividades de enfermeria,inyectables,2021-01-01,44,44
DESAGUADERO,otras actividades de enfermeria,inyectables,2021-01-01,124,124
EL ALTO,otras actividades de enfermeria,inyectables,2021-01-01,69151,69151
EL CHORO,otras actividades de enfermeria,inyectables,2021-01-01,234,234
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2021-01-01,600,600
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2021-01-01,520,520
EL TORNO,otras actividades de enfermeria,inyectables,2021-01-01,7353,7353
EL VILLAR,otras actividades de enfermeria,inyectables,2021-01-01,571,571
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2021-01-01,1840,1840
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2021-01-01,998,998
ESCARA,otras actividades de enfermeria,inyectables,2021-01-01,27,27
ESCOMA,otras actividades de enfermeria,inyectables,2021-01-01,139,139
ESMERALDA,otras actividades de enfermeria,inyectables,2021-01-01,76,76
EUCALIPTUS,otras actividades de enfermeria,inyectables,2021-01-01,158,158
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2021-01-01,55,55
EXALTACION,otras actividades de enfermeria,inyectables,2021-01-01,459,459
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2021-01-01,804,804
FILADELFIA,otras actividades de enfermeria,inyectables,2021-01-01,482,482
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2021-01-01,812,812
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2021-01-01,284,284
GUANAY,otras actividades de enfermeria,inyectables,2021-01-01,488,488
GUAQUI,otras actividades de enfermeria,inyectables,2021-01-01,71,71
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2021-01-01,1371,1371
GUTIERREZ,otras actividades de enfermeria,inyectables,2021-01-01,481,481
HUACARETA,otras actividades de enfermeria,inyectables,2021-01-01,2171,2171
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2021-01-01,333,333
HUACHACALLA,otras actividades de enfermeria,inyectables,2021-01-01,128,128
HUANUNI,otras actividades de enfermeria,inyectables,2021-01-01,5104,5104
HUARACAJE,otras actividades de enfermeria,inyectables,2021-01-01,736,736
HUARINA,otras actividades de enfermeria,inyectables,2021-01-01,363,363
HUATAJATA,otras actividades de enfermeria,inyectables,2021-01-01,77,77
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2021-01-01,297,297
HUMANATA,otras actividades de enfermeria,inyectables,2021-01-01,10,10
ICHOCA,otras actividades de enfermeria,inyectables,2021-01-01,57,57
ICLA,otras actividades de enfermeria,inyectables,2021-01-01,499,499
INCAHUASI,otras actividades de enfermeria,inyectables,2021-01-01,977,977
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2021-01-01,359,359
INQUISIVI,otras actividades de enfermeria,inyectables,2021-01-01,349,349
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2021-01-01,564,564
IXIAMAS,otras actividades de enfermeria,inyectables,2021-01-01,524,524
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2021-01-01,238,238
LA ASUNTA,otras actividades de enfermeria,inyectables,2021-01-01,1332,1332
LA GUARDIA,otras actividades de enfermeria,inyectables,2021-01-01,4138,4138
LA PAZ,otras actividades de enfermeria,inyectables,2021-01-01,191156,191156
LA RIVERA,otras actividades de enfermeria,inyectables,2021-01-01,22,22
LAGUNILLAS,otras actividades de enfermeria,inyectables,2021-01-01,605,605
LAJA,otras actividades de enfermeria,inyectables,2021-01-01,213,213
LAS CARRERAS,otras actividades de enfermeria,inyectables,2021-01-01,261,261
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2021-01-01,78,78
LLALLAGUA,otras actividades de enfermeria,inyectables,2021-01-01,7767,7767
LLICA,otras actividades de enfermeria,inyectables,2021-01-01,164,164
LORETO,otras actividades de enfermeria,inyectables,2021-01-01,150,150
LURIBAY,otras actividades de enfermeria,inyectables,2021-01-01,330,330
MACHACAMARCA,otras actividades de enfermeria,inyectables,2021-01-01,138,138
MACHARETI,otras actividades de enfermeria,inyectables,2021-01-01,378,378
MAGDALENA,otras actividades de enfermeria,inyectables,2021-01-01,1982,1982
MAIRANA,otras actividades de enfermeria,inyectables,2021-01-01,704,704
MALLA,otras actividades de enfermeria,inyectables,2021-01-01,57,57
MAPIRI,otras actividades de enfermeria,inyectables,2021-01-01,650,650
MECAPACA,otras actividades de enfermeria,inyectables,2021-01-01,104,104
MINEROS,otras actividades de enfermeria,inyectables,2021-01-01,2174,2174
MIZQUE,otras actividades de enfermeria,inyectables,2021-01-01,679,679
MOCOMOCO,otras actividades de enfermeria,inyectables,2021-01-01,177,177
MOJINETE,otras actividades de enfermeria,inyectables,2021-01-01,72,72
MOJOCOYA,otras actividades de enfermeria,inyectables,2021-01-01,963,963
MONTEAGUDO,otras actividades de enfermeria,inyectables,2021-01-01,7181,7181
MONTERO,otras actividades de enfermeria,inyectables,2021-01-01,57109,57109
MORO MORO,otras actividades de enfermeria,inyectables,2021-01-01,145,145
MOROCHATA,otras actividades de enfermeria,inyectables,2021-01-01,297,297
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2021-01-01,348,348
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2021-01-01,34,34
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2021-01-01,258,258
OCURI,otras actividades de enfermeria,inyectables,2021-01-01,581,581
OKINAWA,otras actividades de enfermeria,inyectables,2021-01-01,365,365
OMEREQUE,otras actividades de enfermeria,inyectables,2021-01-01,552,552
ORURO,otras actividades de enfermeria,inyectables,2021-01-01,32217,32217
PADCAYA,otras actividades de enfermeria,inyectables,2021-01-01,1191,1191
PADILLA,otras actividades de enfermeria,inyectables,2021-01-01,1586,1586
PAILON,otras actividades de enfermeria,inyectables,2021-01-01,1794,1794
PALCA,otras actividades de enfermeria,inyectables,2021-01-01,248,248
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2021-01-01,956,956
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2021-01-01,191,191
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2021-01-01,365,365
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2021-01-01,276,276
PASORAPA,otras actividades de enfermeria,inyectables,2021-01-01,183,183
PATACAMAYA,otras actividades de enfermeria,inyectables,2021-01-01,415,415
PAZÑA,otras actividades de enfermeria,inyectables,2021-01-01,264,264
PELECHUCO,otras actividades de enfermeria,inyectables,2021-01-01,198,198
POCOATA,otras actividades de enfermeria,inyectables,2021-01-01,514,514
POCONA,otras actividades de enfermeria,inyectables,2021-01-01,446,446
POJO (CBBA),otras actividades de enfermeria,inyectables,2021-01-01,399,399
POOPO,otras actividades de enfermeria,inyectables,2021-01-01,298,298
PORCO,otras actividades de enfermeria,inyectables,2021-01-01,335,335
POROMA,otras actividades de enfermeria,inyectables,2021-01-01,1104,1104
PORONGO,otras actividades de enfermeria,inyectables,2021-01-01,623,623
PORTACHUELO,otras actividades de enfermeria,inyectables,2021-01-01,549,549
PORVENIR,otras actividades de enfermeria,inyectables,2021-01-01,832,832
POSTRER VALLE,otras actividades de enfermeria,inyectables,2021-01-01,67,67
POTOSI,otras actividades de enfermeria,inyectables,2021-01-01,43524,43524
PRESTO,otras actividades de enfermeria,inyectables,2021-01-01,686,686
PUCARA,otras actividades de enfermeria,inyectables,2021-01-01,147,147
PUCARANI,otras actividades de enfermeria,inyectables,2021-01-01,191,191
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2021-01-01,259,259
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2021-01-01,166,166
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2021-01-01,469,469
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2021-01-01,72,72
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2021-01-01,685,685
PUERTO RICO,otras actividades de enfermeria,inyectables,2021-01-01,1076,1076
PUERTO SILES,otras actividades de enfermeria,inyectables,2021-01-01,48,48
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2021-01-01,184,184
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2021-01-01,3796,3796
PUNA,otras actividades de enfermeria,inyectables,2021-01-01,749,749
PUNATA,otras actividades de enfermeria,inyectables,2021-01-01,2888,2888
QUIABAYA,otras actividades de enfermeria,inyectables,2021-01-01,149,149
QUILLACOLLO,otras actividades de enfermeria,inyectables,2021-01-01,4166,4166
QUIME,otras actividades de enfermeria,inyectables,2021-01-01,265,265
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2021-01-01,113,113
RAQAYPAMPA(ETA),otras actividades de enfermeria,inyectables,2021-01-01,213,213
RAVELO,otras actividades de enfermeria,inyectables,2021-01-01,977,977
REYES,otras actividades de enfermeria,inyectables,2021-01-01,517,517
RIBERALTA,otras actividades de enfermeria,inyectables,2021-01-01,18781,18781
ROBORE,otras actividades de enfermeria,inyectables,2021-01-01,5890,5890
RURRENABAQUE,otras actividades de enfermeria,inyectables,2021-01-01,2579,2579
SABAYA,otras actividades de enfermeria,inyectables,2021-01-01,382,382
SACABA,otras actividades de enfermeria,inyectables,2021-01-01,7837,7837
SACABAMBA,otras actividades de enfermeria,inyectables,2021-01-01,94,94
SACACA,otras actividades de enfermeria,inyectables,2021-01-01,281,281
SAIPINA,otras actividades de enfermeria,inyectables,2021-01-01,302,302
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2021-01-01,798,798
SAMAIPATA,otras actividades de enfermeria,inyectables,2021-01-01,572,572
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2021-01-01,212,212
SAN ANDRES,otras actividades de enfermeria,inyectables,2021-01-01,697,697
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2021-01-01,107,107
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2021-01-01,114,114
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2021-01-01,482,482
SAN BENITO,otras actividades de enfermeria,inyectables,2021-01-01,154,154
SAN BORJA,otras actividades de enfermeria,inyectables,2021-01-01,1894,1894
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2021-01-01,902,902
SAN CARLOS,otras actividades de enfermeria,inyectables,2021-01-01,1746,1746
SAN IGNACIO,otras actividades de enfermeria,inyectables,2021-01-01,2042,2042
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2021-01-01,8897,8897
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2021-01-01,84,84
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2021-01-01,371,371
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2021-01-01,246,246
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2021-01-01,5810,5810
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2021-01-01,305,305
SAN JULIAN,otras actividades de enfermeria,inyectables,2021-01-01,2958,2958
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2021-01-01,395,395
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2021-01-01,905,905
SAN LUCAS,otras actividades de enfermeria,inyectables,2021-01-01,2738,2738
SAN MATIAS,otras actividades de enfermeria,inyectables,2021-01-01,972,972
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2021-01-01,1321,1321
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2021-01-01,171,171
SAN PEDRO,otras actividades de enfermeria,inyectables,2021-01-01,1382,1382
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2021-01-01,447,447
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2021-01-01,132,132
SAN PEDRO DE MACHA,otras actividades de enfermeria,inyectables,2021-01-01,742,742
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2021-01-01,56,56
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2021-01-01,457,457
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2021-01-01,317,317
SAN RAFAEL,otras actividades de enfermeria,inyectables,2021-01-01,893,893
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2021-01-01,828,828
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2021-01-01,1402,1402
SANTA ANA,otras actividades de enfermeria,inyectables,2021-01-01,3273,3273
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2021-01-01,319730,319730
SANTA ROSA,otras actividades de enfermeria,inyectables,2021-01-01,1238,1238
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2021-01-01,851,851
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2021-01-01,53,53
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2021-01-01,510,510
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2021-01-01,128,128
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2021-01-01,115,115
SANTIVAÑES,otras actividades de enfermeria,inyectables,2021-01-01,271,271
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2021-01-01,130,130
SAPAHAQUI,otras actividades de enfermeria,inyectables,2021-01-01,206,206
SENA,otras actividades de enfermeria,inyectables,2021-01-01,519,519
SHINAOTA,otras actividades de enfermeria,inyectables,2021-01-01,1280,1280
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2021-01-01,489,489
SICAYA,otras actividades de enfermeria,inyectables,2021-01-01,66,66
SIPE SIPE,otras actividades de enfermeria,inyectables,2021-01-01,884,884
SOPACHUY,otras actividades de enfermeria,inyectables,2021-01-01,586,586
SORACACHI,otras actividades de enfermeria,inyectables,2021-01-01,225,225
SORATA,otras actividades de enfermeria,inyectables,2021-01-01,566,566
SUCRE,otras actividades de enfermeria,inyectables,2021-01-01,111989,111989
TACACHI,otras actividades de enfermeria,inyectables,2021-01-01,18,18
TACACOMA,otras actividades de enfermeria,inyectables,2021-01-01,445,445
TACOBAMBA,otras actividades de enfermeria,inyectables,2021-01-01,395,395
TACOPAYA,otras actividades de enfermeria,inyectables,2021-01-01,181,181
TAHUA,otras actividades de enfermeria,inyectables,2021-01-01,144,144
TAPACARI,otras actividades de enfermeria,inyectables,2021-01-01,367,367
TARABUCO,otras actividades de enfermeria,inyectables,2021-01-01,1119,1119
TARACO,otras actividades de enfermeria,inyectables,2021-01-01,85,85
TARATA,otras actividades de enfermeria,inyectables,2021-01-01,36,36
TARIJA,otras actividades de enfermeria,inyectables,2021-01-01,79208,79208
TARVITA,otras actividades de enfermeria,inyectables,2021-01-01,1526,1526
TEOPONTE,otras actividades de enfermeria,inyectables,2021-01-01,483,483
TIAHUANACU,otras actividades de enfermeria,inyectables,2021-01-01,266,266
TINGUIPAYA,otras actividades de enfermeria,inyectables,2021-01-01,548,548
TIPUANI,otras actividades de enfermeria,inyectables,2021-01-01,540,540
TIQUIPAYA,otras actividades de enfermeria,inyectables,2021-01-01,505,505
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2021-01-01,432,432
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2021-01-01,45,45
TOCO,otras actividades de enfermeria,inyectables,2021-01-01,211,211
TODOS SANTOS,otras actividades de enfermeria,inyectables,2021-01-01,34,34
TOLATA,otras actividades de enfermeria,inyectables,2021-01-01,63,63
TOLEDO,otras actividades de enfermeria,inyectables,2021-01-01,184,184
TOMAVE,otras actividades de enfermeria,inyectables,2021-01-01,1120,1120
TOMINA,otras actividades de enfermeria,inyectables,2021-01-01,763,763
TORO TORO,otras actividades de enfermeria,inyectables,2021-01-01,413,413
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2021-01-01,386,386
TOTORA(ORR),otras actividades de enfermeria,inyectables,2021-01-01,240,240
TRIGAL,otras actividades de enfermeria,inyectables,2021-01-01,103,103
TRINIDAD,otras actividades de enfermeria,inyectables,2021-01-01,86916,86916
TUPIZA,otras actividades de enfermeria,inyectables,2021-01-01,7558,7558
TURCO,otras actividades de enfermeria,inyectables,2021-01-01,244,244
UMALA,otras actividades de enfermeria,inyectables,2021-01-01,79,79
UNCIA,otras actividades de enfermeria,inyectables,2021-01-01,426,426
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2021-01-01,357,357
URUBICHA,otras actividades de enfermeria,inyectables,2021-01-01,476,476
UYUNI,otras actividades de enfermeria,inyectables,2021-01-01,5760,5760
VACAS,otras actividades de enfermeria,inyectables,2021-01-01,198,198
VALLEGRANDE,otras actividades de enfermeria,inyectables,2021-01-01,4255,4255
VIACHA,otras actividades de enfermeria,inyectables,2021-01-01,5505,5505
VILA VILA,otras actividades de enfermeria,inyectables,2021-01-01,165,165
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2021-01-01,519,519
VILLA MONTES,otras actividades de enfermeria,inyectables,2021-01-01,7980,7980
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2021-01-01,122,122
VILLA RIVERO,otras actividades de enfermeria,inyectables,2021-01-01,291,291
VILLA SERRANO,otras actividades de enfermeria,inyectables,2021-01-01,732,732
VILLA TUNARI,otras actividades de enfermeria,inyectables,2021-01-01,2305,2305
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2021-01-01,687,687
VILLAZON,otras actividades de enfermeria,inyectables,2021-01-01,4594,4594
VINTO,otras actividades de enfermeria,inyectables,2021-01-01,1090,1090
VITICHI,otras actividades de enfermeria,inyectables,2021-01-01,540,540
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2021-01-01,8,8
WARNES,otras actividades de enfermeria,inyectables,2021-01-01,6439,6439
YACO,otras actividades de enfermeria,inyectables,2021-01-01,118,118
YACUIBA,otras actividades de enfermeria,inyectables,2021-01-01,16611,16611
YAMPARAEZ,otras actividades de enfermeria,inyectables,2021-01-01,778,778
YANACACHI,otras actividades de enfermeria,inyectables,2021-01-01,330,330
YAPACANI,otras actividades de enfermeria,inyectables,2021-01-01,7240,7240
YOCALLA,otras actividades de enfermeria,inyectables,2021-01-01,236,236
YOTALA,otras actividades de enfermeria,inyectables,2021-01-01,502,502
YUNCHARA,otras actividades de enfermeria,inyectables,2021-01-01,304,304
YUNGUYO DE LITORAL,otras actividades de enfermeria,inyectables,2021-01-01,4,4
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2021-01-01,567,567
ACACIO,otras actividades de enfermeria,inyectables,2021-02-01,266,266
ACHACACHI,otras actividades de enfermeria,inyectables,2021-02-01,1127,1127
ACHOCALLA,otras actividades de enfermeria,inyectables,2021-02-01,347,347
AIQUILE,otras actividades de enfermeria,inyectables,2021-02-01,776,776
ALALAY,otras actividades de enfermeria,inyectables,2021-02-01,48,48
ALCALA,otras actividades de enfermeria,inyectables,2021-02-01,225,225
ALTO BENI,otras actividades de enfermeria,inyectables,2021-02-01,517,517
ANCORAIMES,otras actividades de enfermeria,inyectables,2021-02-01,134,134
ANDAMARCA,otras actividades de enfermeria,inyectables,2021-02-01,248,248
ANTEQUERA,otras actividades de enfermeria,inyectables,2021-02-01,45,45
ANZALDO,otras actividades de enfermeria,inyectables,2021-02-01,383,383
APOLO,otras actividades de enfermeria,inyectables,2021-02-01,524,524
ARAMPAMPA,otras actividades de enfermeria,inyectables,2021-02-01,135,135
ARANI,otras actividades de enfermeria,inyectables,2021-02-01,124,124
ARBIETO,otras actividades de enfermeria,inyectables,2021-02-01,259,259
ARQUE,otras actividades de enfermeria,inyectables,2021-02-01,187,187
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2021-02-01,6589,6589
ATOCHA,otras actividades de enfermeria,inyectables,2021-02-01,2661,2661
AUCAPATA,otras actividades de enfermeria,inyectables,2021-02-01,217,217
AYATA,otras actividades de enfermeria,inyectables,2021-02-01,144,144
AYO AYO,otras actividades de enfermeria,inyectables,2021-02-01,67,67
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2021-02-01,789,789
AZURDUY,otras actividades de enfermeria,inyectables,2021-02-01,1287,1287
BATALLAS,otras actividades de enfermeria,inyectables,2021-02-01,255,255
BAURES,otras actividades de enfermeria,inyectables,2021-02-01,788,788
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2021-02-01,59,59
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2021-02-01,26,26
BELLA FLOR,otras actividades de enfermeria,inyectables,2021-02-01,141,141
