municipality,group,variable,month,Vaginales,TOTAL
"COLCHA ""K""",atencion de partos en servicio,vaginales,2008-01-01,3,3
COLLANA,atencion de partos en servicio,vaginales,2008-01-01,2,2
COLOMI,atencion de partos en servicio,vaginales,2008-01-01,30,30
COLPA BELGICA,atencion de partos en servicio,vaginales,2008-01-01,4,4
COLQUECHACA,atencion de partos en servicio,vaginales,2008-01-01,13,13
COLQUENCHA,atencion de partos en servicio,vaginales,2008-01-01,3,3
COLQUIRI,atencion de partos en servicio,vaginales,2008-01-01,11,11
COMARAPA,atencion de partos en servicio,vaginales,2008-01-01,16,16
COMBAYA,atencion de partos en servicio,vaginales,2008-01-01,1,1
CONCEPCION,atencion de partos en servicio,vaginales,2008-01-01,15,15
COPACABANA,atencion de partos en servicio,vaginales,2008-01-01,13,13
CORIPATA,atencion de partos en servicio,vaginales,2008-01-01,14,14
COROICO,atencion de partos en servicio,vaginales,2008-01-01,8,8
COTAGAITA,atencion de partos en servicio,vaginales,2008-01-01,7,7
COTOCA,atencion de partos en servicio,vaginales,2008-01-01,40,40
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2008-01-01,14,14
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,vaginales,2008-01-01,2,2
CULPINA,atencion de partos en servicio,vaginales,2008-01-01,9,9
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2008-01-01,5,5
DESAGUADERO,atencion de partos en servicio,vaginales,2008-01-01,6,6
EL ALTO,atencion de partos en servicio,vaginales,2008-01-01,931,931
EL CHORO,atencion de partos en servicio,vaginales,2008-01-01,1,1
EL PUENTE(STC),atencion de partos en servicio,vaginales,2008-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2008-01-01,9,9
EL TORNO,atencion de partos en servicio,vaginales,2008-01-01,36,36
EL VILLAR,atencion de partos en servicio,vaginales,2008-01-01,4,4
ENTRE RIOS,atencion de partos en servicio,vaginales,2008-01-01,25,25
ENTRE RIOS,atencion de partos en servicio,vaginales,2008-01-01,17,17
EUCALIPTUS,atencion de partos en servicio,vaginales,2008-01-01,3,3
EXALTACION,atencion de partos en servicio,vaginales,2008-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2008-01-01,7,7
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2008-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,vaginales,2008-01-01,1,1
GUANAY,atencion de partos en servicio,vaginales,2008-01-01,10,10
GUAQUI,atencion de partos en servicio,vaginales,2008-01-01,2,2
GUAYARAMERIN,atencion de partos en servicio,vaginales,2008-01-01,61,61
GUTIERREZ,atencion de partos en servicio,vaginales,2008-01-01,11,11
HUACARETA,atencion de partos en servicio,vaginales,2008-01-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,vaginales,2008-01-01,2,2
HUANUNI,atencion de partos en servicio,vaginales,2008-01-01,23,23
HUARACAJE,atencion de partos en servicio,vaginales,2008-01-01,8,8
ICLA,atencion de partos en servicio,vaginales,2008-01-01,4,4
INCAHUASI,atencion de partos en servicio,vaginales,2008-01-01,27,27
INQUISIVI,atencion de partos en servicio,vaginales,2008-01-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2008-01-01,6,6
IXIAMAS,atencion de partos en servicio,vaginales,2008-01-01,7,7
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2008-01-01,4,4
LA ASUNTA,atencion de partos en servicio,vaginales,2008-01-01,17,17
LA GUARDIA,atencion de partos en servicio,vaginales,2008-01-01,36,36
LA PAZ,atencion de partos en servicio,vaginales,2008-01-01,1006,1006
LAGUNILLAS,atencion de partos en servicio,vaginales,2008-01-01,2,2
LAJA,atencion de partos en servicio,vaginales,2008-01-01,5,5
LICOMA PAMPA,atencion de partos en servicio,vaginales,2008-01-01,2,2
LLALLAGUA,atencion de partos en servicio,vaginales,2008-01-01,42,42
LLICA,atencion de partos en servicio,vaginales,2008-01-01,3,3
LURIBAY,atencion de partos en servicio,vaginales,2008-01-01,6,6
MACHACAMARCA,atencion de partos en servicio,vaginales,2008-01-01,5,5
MACHARETI,atencion de partos en servicio,vaginales,2008-01-01,3,3
MAGDALENA,atencion de partos en servicio,vaginales,2008-01-01,10,10
MAIRANA,atencion de partos en servicio,vaginales,2008-01-01,13,13
MAPIRI,atencion de partos en servicio,vaginales,2008-01-01,23,23
MECAPACA,atencion de partos en servicio,vaginales,2008-01-01,1,1
MINEROS,atencion de partos en servicio,vaginales,2008-01-01,18,18
MIZQUE,atencion de partos en servicio,vaginales,2008-01-01,33,33
MOCOMOCO,atencion de partos en servicio,vaginales,2008-01-01,3,3
MOJOCOYA,atencion de partos en servicio,vaginales,2008-01-01,7,7
MONTEAGUDO,atencion de partos en servicio,vaginales,2008-01-01,37,37
MONTERO,atencion de partos en servicio,vaginales,2008-01-01,160,160
MORO MORO,atencion de partos en servicio,vaginales,2008-01-01,2,2
MOROCHATA,atencion de partos en servicio,vaginales,2008-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,vaginales,2008-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,vaginales,2008-01-01,1,1
OCURI,atencion de partos en servicio,vaginales,2008-01-01,11,11
OKINAWA,atencion de partos en servicio,vaginales,2008-01-01,19,19
OMEREQUE,atencion de partos en servicio,vaginales,2008-01-01,5,5
ORURO,atencion de partos en servicio,vaginales,2008-01-01,288,288
PADCAYA,atencion de partos en servicio,vaginales,2008-01-01,14,14
PADILLA,atencion de partos en servicio,vaginales,2008-01-01,18,18
PAILON,atencion de partos en servicio,vaginales,2008-01-01,23,23
PALCA,atencion de partos en servicio,vaginales,2008-01-01,4,4
PALOS BLANCOS,atencion de partos en servicio,vaginales,2008-01-01,41,41
PAMPA GRANDE,atencion de partos en servicio,vaginales,2008-01-01,4,4
PAPEL PAMPA,atencion de partos en servicio,vaginales,2008-01-01,1,1
PASORAPA,atencion de partos en servicio,vaginales,2008-01-01,1,1
PATACAMAYA,atencion de partos en servicio,vaginales,2008-01-01,20,20
PAZÑA,atencion de partos en servicio,vaginales,2008-01-01,2,2
POCOATA,atencion de partos en servicio,vaginales,2008-01-01,10,10
POCONA,atencion de partos en servicio,vaginales,2008-01-01,7,7
POJO (CBBA),atencion de partos en servicio,vaginales,2008-01-01,8,8
POOPO,atencion de partos en servicio,vaginales,2008-01-01,6,6
PORCO,atencion de partos en servicio,vaginales,2008-01-01,9,9
POROMA,atencion de partos en servicio,vaginales,2008-01-01,14,14
PORONGO,atencion de partos en servicio,vaginales,2008-01-01,2,2
PORTACHUELO,atencion de partos en servicio,vaginales,2008-01-01,21,21
PORVENIR,atencion de partos en servicio,vaginales,2008-01-01,3,3
POTOSI,atencion de partos en servicio,vaginales,2008-01-01,308,308
PRESTO,atencion de partos en servicio,vaginales,2008-01-01,3,3
PUCARA,atencion de partos en servicio,vaginales,2008-01-01,2,2
PUCARANI,atencion de partos en servicio,vaginales,2008-01-01,4,4
PUERTO ACOSTA,atencion de partos en servicio,vaginales,2008-01-01,12,12
PUERTO CARABUCO,atencion de partos en servicio,vaginales,2008-01-01,4,4
PUERTO GONZALO MORENO,atencion de partos en servicio,vaginales,2008-01-01,5,5
PUERTO PEREZ,atencion de partos en servicio,vaginales,2008-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,vaginales,2008-01-01,16,16
PUERTO RICO,atencion de partos en servicio,vaginales,2008-01-01,3,3
PUERTO SILES,atencion de partos en servicio,vaginales,2008-01-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,vaginales,2008-01-01,17,17
PUERTO VILLARROEL,atencion de partos en servicio,vaginales,2008-01-01,57,57
PUNA,atencion de partos en servicio,vaginales,2008-01-01,17,17
PUNATA,atencion de partos en servicio,vaginales,2008-01-01,49,49
QUILLACOLLO,atencion de partos en servicio,vaginales,2008-01-01,82,82
QUIME,atencion de partos en servicio,vaginales,2008-01-01,3,3
QUIRUSILLAS,atencion de partos en servicio,vaginales,2008-01-01,2,2
RAVELO,atencion de partos en servicio,vaginales,2008-01-01,5,5
REYES,atencion de partos en servicio,vaginales,2008-01-01,15,15
RIBERALTA,atencion de partos en servicio,vaginales,2008-01-01,140,140
ROBORE,atencion de partos en servicio,vaginales,2008-01-01,22,22
RURRENABAQUE,atencion de partos en servicio,vaginales,2008-01-01,22,22
SACABA,atencion de partos en servicio,vaginales,2008-01-01,102,102
SACABAMBA,atencion de partos en servicio,vaginales,2008-01-01,4,4
SACACA,atencion de partos en servicio,vaginales,2008-01-01,5,5
SAIPINA,atencion de partos en servicio,vaginales,2008-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,vaginales,2008-01-01,6,6
SAMAIPATA,atencion de partos en servicio,vaginales,2008-01-01,6,6
SAN AGUSTIN,atencion de partos en servicio,vaginales,2008-01-01,1,1
SAN ANDRES,atencion de partos en servicio,vaginales,2008-01-01,5,5
SAN ANDRES DE MACHACA,atencion de partos en servicio,vaginales,2008-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,vaginales,2008-01-01,5,5
SAN BENITO,atencion de partos en servicio,vaginales,2008-01-01,5,5
SAN BORJA,atencion de partos en servicio,vaginales,2008-01-01,37,37
SAN BUENA VENTURA,atencion de partos en servicio,vaginales,2008-01-01,12,12
SAN CARLOS,atencion de partos en servicio,vaginales,2008-01-01,49,49
SAN IGNACIO,atencion de partos en servicio,vaginales,2008-01-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicio,vaginales,2008-01-01,62,62
SAN JAVIER(STC),atencion de partos en servicio,vaginales,2008-01-01,20,20
SAN JOAQUIN,atencion de partos en servicio,vaginales,2008-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,vaginales,2008-01-01,23,23
SAN JUAN DE YAPACANI,atencion de partos en servicio,vaginales,2008-01-01,5,5
SAN JULIAN,atencion de partos en servicio,vaginales,2008-01-01,51,51
SAN LORENZO(PND),atencion de partos en servicio,vaginales,2008-01-01,3,3
SAN LUCAS,atencion de partos en servicio,vaginales,2008-01-01,25,25
SAN MATIAS,atencion de partos en servicio,vaginales,2008-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicio,vaginales,2008-01-01,12,12
SAN PABLO DE LIPEZ,atencion de partos en servicio,vaginales,2008-01-01,1,1
SAN PEDRO,atencion de partos en servicio,vaginales,2008-01-01,24,24
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,vaginales,2008-01-01,7,7
SAN RAFAEL,atencion de partos en servicio,vaginales,2008-01-01,5,5
SAN RAMON,atencion de partos en servicio,vaginales,2008-01-01,10,10
SAN RAMON,atencion de partos en servicio,vaginales,2008-01-01,10,10
SANTA ANA,atencion de partos en servicio,vaginales,2008-01-01,19,19
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,vaginales,2008-01-01,1355,1355
SANTA ROSA,atencion de partos en servicio,vaginales,2008-01-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicio,vaginales,2008-01-01,18,18
SANTIAGO DE HUARI,atencion de partos en servicio,vaginales,2008-01-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicio,vaginales,2008-01-01,2,2
SANTIVAÑES,atencion de partos en servicio,vaginales,2008-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicio,vaginales,2008-01-01,2,2
SENA,atencion de partos en servicio,vaginales,2008-01-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en servicio,vaginales,2008-01-01,14,14
SICAYA,atencion de partos en servicio,vaginales,2008-01-01,2,2
SIPE SIPE,atencion de partos en servicio,vaginales,2008-01-01,27,27
SOPACHUY,atencion de partos en servicio,vaginales,2008-01-01,4,4
SORACACHI,atencion de partos en servicio,vaginales,2008-01-01,1,1
SORATA,atencion de partos en servicio,vaginales,2008-01-01,9,9
SUCRE,atencion de partos en servicio,vaginales,2008-01-01,328,328
TACACHI,atencion de partos en servicio,vaginales,2008-01-01,3,3
TACACOMA,atencion de partos en servicio,vaginales,2008-01-01,6,6
TACOBAMBA,atencion de partos en servicio,vaginales,2008-01-01,1,1
TAPACARI,atencion de partos en servicio,vaginales,2008-01-01,3,3
TARABUCO,atencion de partos en servicio,vaginales,2008-01-01,26,26
TARATA,atencion de partos en servicio,vaginales,2008-01-01,8,8
TARIJA,atencion de partos en servicio,vaginales,2008-01-01,226,226
TARVITA,atencion de partos en servicio,vaginales,2008-01-01,18,18
TEOPONTE,atencion de partos en servicio,vaginales,2008-01-01,4,4
TIAWANACU,atencion de partos en servicio,vaginales,2008-01-01,14,14
TIPUANI,atencion de partos en servicio,vaginales,2008-01-01,21,21
TIQUIPAYA,atencion de partos en servicio,vaginales,2008-01-01,35,35
TIRAQUE (CBBA),atencion de partos en servicio,vaginales,2008-01-01,71,71
TOCO,atencion de partos en servicio,vaginales,2008-01-01,3,3
TOLATA,atencion de partos en servicio,vaginales,2008-01-01,5,5
TOLEDO,atencion de partos en servicio,vaginales,2008-01-01,8,8
TOMAVE,atencion de partos en servicio,vaginales,2008-01-01,5,5
TOMINA,atencion de partos en servicio,vaginales,2008-01-01,7,7
TORO TORO,atencion de partos en servicio,vaginales,2008-01-01,3,3
TOTORA(CBBA),atencion de partos en servicio,vaginales,2008-01-01,10,10
TOTORA(ORR),atencion de partos en servicio,vaginales,2008-01-01,1,1
TRIGAL,atencion de partos en servicio,vaginales,2008-01-01,2,2
TRINIDAD,atencion de partos en servicio,vaginales,2008-01-01,177,177
TUPIZA,atencion de partos en servicio,vaginales,2008-01-01,59,59
TURCO,atencion de partos en servicio,vaginales,2008-01-01,1,1
UMALA,atencion de partos en servicio,vaginales,2008-01-01,1,1
UNCIA,atencion de partos en servicio,vaginales,2008-01-01,23,23
URIONDO (A. CONCEPCION),atencion de partos en servicio,vaginales,2008-01-01,16,16
URUBICHA,atencion de partos en servicio,vaginales,2008-01-01,14,14
UYUNI,atencion de partos en servicio,vaginales,2008-01-01,27,27
VACAS,atencion de partos en servicio,vaginales,2008-01-01,5,5
VALLEGRANDE,atencion de partos en servicio,vaginales,2008-01-01,8,8
VIACHA,atencion de partos en servicio,vaginales,2008-01-01,22,22
VILA VILA,atencion de partos en servicio,vaginales,2008-01-01,1,1
VILLA MONTES,atencion de partos en servicio,vaginales,2008-01-01,31,31
VILLA RIVERO,atencion de partos en servicio,vaginales,2008-01-01,1,1
VILLA SERRANO,atencion de partos en servicio,vaginales,2008-01-01,9,9
VILLA TUNARI,atencion de partos en servicio,vaginales,2008-01-01,67,67
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,vaginales,2008-01-01,4,4
VILLAZON,atencion de partos en servicio,vaginales,2008-01-01,53,53
VINTO,atencion de partos en servicio,vaginales,2008-01-01,45,45
VITICHI,atencion de partos en servicio,vaginales,2008-01-01,8,8
WARNES,atencion de partos en servicio,vaginales,2008-01-01,56,56
YACUIBA,atencion de partos en servicio,vaginales,2008-01-01,102,102
YAMPARAEZ,atencion de partos en servicio,vaginales,2008-01-01,4,4
YAPACANI,atencion de partos en servicio,vaginales,2008-01-01,40,40
YOCALLA,atencion de partos en servicio,vaginales,2008-01-01,3,3
YOTALA,atencion de partos en servicio,vaginales,2008-01-01,3,3
YUNCHARA,atencion de partos en servicio,vaginales,2008-01-01,1,1
ZUDAÑEZ,atencion de partos en servicio,vaginales,2008-01-01,8,8
ACACIO,atencion de partos en servicio,vaginales,2008-02-01,3,3
ACHACACHI,atencion de partos en servicio,vaginales,2008-02-01,14,14
ACHOCALLA,atencion de partos en servicio,vaginales,2008-02-01,12,12
AIQUILE,atencion de partos en servicio,vaginales,2008-02-01,25,25
ALALAY,atencion de partos en servicio,vaginales,2008-02-01,4,4
ANCORAIMES,atencion de partos en servicio,vaginales,2008-02-01,2,2
ANDAMARCA,atencion de partos en servicio,vaginales,2008-02-01,4,4
ANTEQUERA,atencion de partos en servicio,vaginales,2008-02-01,1,1
ANZALDO,atencion de partos en servicio,vaginales,2008-02-01,1,1
APOLO,atencion de partos en servicio,vaginales,2008-02-01,11,11
ARAMPAMPA,atencion de partos en servicio,vaginales,2008-02-01,2,2
ARANI,atencion de partos en servicio,vaginales,2008-02-01,3,3
ARBIETO,atencion de partos en servicio,vaginales,2008-02-01,5,5
ARQUE,atencion de partos en servicio,vaginales,2008-02-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicio,vaginales,2008-02-01,38,38
ATOCHA,atencion de partos en servicio,vaginales,2008-02-01,16,16
AUCAPATA,atencion de partos en servicio,vaginales,2008-02-01,1,1
AYO AYO,atencion de partos en servicio,vaginales,2008-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,vaginales,2008-02-01,22,22
AZURDUY,atencion de partos en servicio,vaginales,2008-02-01,7,7
BATALLAS,atencion de partos en servicio,vaginales,2008-02-01,5,5
BAURES,atencion de partos en servicio,vaginales,2008-02-01,4,4
BELEN DE ANDAMARCA,atencion de partos en servicio,vaginales,2008-02-01,1,1
BERMEJO,atencion de partos en servicio,vaginales,2008-02-01,37,37
BETANZOS,atencion de partos en servicio,vaginales,2008-02-01,21,21
BOLIVAR,atencion de partos en servicio,vaginales,2008-02-01,1,1
BOYUIBE,atencion de partos en servicio,vaginales,2008-02-01,3,3
BUENA VISTA,atencion de partos en servicio,vaginales,2008-02-01,15,15
CABEZAS,atencion de partos en servicio,vaginales,2008-02-01,20,20
CAIROMA,atencion de partos en servicio,vaginales,2008-02-01,9,9
"CAIZA ""D""",atencion de partos en servicio,vaginales,2008-02-01,10,10
CAJUATA,atencion de partos en servicio,vaginales,2008-02-01,8,8
CALAMARCA,atencion de partos en servicio,vaginales,2008-02-01,2,2
CAMARGO,atencion de partos en servicio,vaginales,2008-02-01,17,17
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,vaginales,2008-02-01,5,5
CAMIRI,atencion de partos en servicio,vaginales,2008-02-01,41,41
CAPINOTA,atencion de partos en servicio,vaginales,2008-02-01,20,20
CAQUIAVIRI,atencion de partos en servicio,vaginales,2008-02-01,1,1
CARACOLLO,atencion de partos en servicio,vaginales,2008-02-01,20,20
CARANAVI,atencion de partos en servicio,vaginales,2008-02-01,83,83
CARAPARI,atencion de partos en servicio,vaginales,2008-02-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en servicio,vaginales,2008-02-01,3,3
CHALLAPATA,atencion de partos en servicio,vaginales,2008-02-01,34,34
CHAQUI,atencion de partos en servicio,vaginales,2008-02-01,6,6
CHARAGUA,atencion de partos en servicio,vaginales,2008-02-01,47,47
CHARAÑA,atencion de partos en servicio,vaginales,2008-02-01,1,1
CHAYANTA,atencion de partos en servicio,vaginales,2008-02-01,9,9
CHIMORE,atencion de partos en servicio,vaginales,2008-02-01,7,7
CHIPAYA,atencion de partos en servicio,vaginales,2008-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,vaginales,2008-02-01,25,25
CHUMA,atencion de partos en servicio,vaginales,2008-02-01,3,3
CLIZA,atencion de partos en servicio,vaginales,2008-02-01,19,19
COBIJA,atencion de partos en servicio,vaginales,2008-02-01,68,68
COCHABAMBA,atencion de partos en servicio,vaginales,2008-02-01,799,799
COIPASA,atencion de partos en servicio,vaginales,2008-02-01,2,2
COLCAPIRHUA,atencion de partos en servicio,vaginales,2008-02-01,28,28
"COLCHA ""K""",atencion de partos en servicio,vaginales,2008-02-01,1,1
COLLANA,atencion de partos en servicio,vaginales,2008-02-01,2,2
COLOMI,atencion de partos en servicio,vaginales,2008-02-01,24,24
COLPA BELGICA,atencion de partos en servicio,vaginales,2008-02-01,2,2
COLQUECHACA,atencion de partos en servicio,vaginales,2008-02-01,14,14
COLQUENCHA,atencion de partos en servicio,vaginales,2008-02-01,6,6
COLQUIRI,atencion de partos en servicio,vaginales,2008-02-01,10,10
COMARAPA,atencion de partos en servicio,vaginales,2008-02-01,22,22
COMBAYA,atencion de partos en servicio,vaginales,2008-02-01,3,3
CONCEPCION,atencion de partos en servicio,vaginales,2008-02-01,21,21
COPACABANA,atencion de partos en servicio,vaginales,2008-02-01,11,11
CORIPATA,atencion de partos en servicio,vaginales,2008-02-01,8,8
CORO CORO,atencion de partos en servicio,vaginales,2008-02-01,1,1
COROICO,atencion de partos en servicio,vaginales,2008-02-01,11,11
COTAGAITA,atencion de partos en servicio,vaginales,2008-02-01,12,12
COTOCA,atencion de partos en servicio,vaginales,2008-02-01,45,45
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2008-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,vaginales,2008-02-01,3,3
CULPINA,atencion de partos en servicio,vaginales,2008-02-01,15,15
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2008-02-01,5,5
CURVA,atencion de partos en servicio,vaginales,2008-02-01,1,1
DESAGUADERO,atencion de partos en servicio,vaginales,2008-02-01,9,9
EL ALTO,atencion de partos en servicio,vaginales,2008-02-01,792,792
EL CHORO,atencion de partos en servicio,vaginales,2008-02-01,2,2
EL PUENTE(STC),atencion de partos en servicio,vaginales,2008-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2008-02-01,9,9
EL TORNO,atencion de partos en servicio,vaginales,2008-02-01,41,41
EL VILLAR,atencion de partos en servicio,vaginales,2008-02-01,4,4
ENTRE RIOS,atencion de partos en servicio,vaginales,2008-02-01,14,14
ENTRE RIOS,atencion de partos en servicio,vaginales,2008-02-01,14,14
EUCALIPTUS,atencion de partos en servicio,vaginales,2008-02-01,3,3
EXALTACION,atencion de partos en servicio,vaginales,2008-02-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2008-02-01,12,12
FILADELFIA,atencion de partos en servicio,vaginales,2008-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2008-02-01,14,14
GUANAY,atencion de partos en servicio,vaginales,2008-02-01,14,14
GUAQUI,atencion de partos en servicio,vaginales,2008-02-01,6,6
GUAYARAMERIN,atencion de partos en servicio,vaginales,2008-02-01,57,57
GUTIERREZ,atencion de partos en servicio,vaginales,2008-02-01,11,11
HUACARETA,atencion de partos en servicio,vaginales,2008-02-01,14,14
HUANUNI,atencion de partos en servicio,vaginales,2008-02-01,14,14
HUARACAJE,atencion de partos en servicio,vaginales,2008-02-01,7,7
HUAYLLAMARCA,atencion de partos en servicio,vaginales,2008-02-01,7,7
ICLA,atencion de partos en servicio,vaginales,2008-02-01,6,6
INCAHUASI,atencion de partos en servicio,vaginales,2008-02-01,24,24
INQUISIVI,atencion de partos en servicio,vaginales,2008-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2008-02-01,8,8
IXIAMAS,atencion de partos en servicio,vaginales,2008-02-01,8,8
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2008-02-01,4,4
LA ASUNTA,atencion de partos en servicio,vaginales,2008-02-01,20,20
LA GUARDIA,atencion de partos en servicio,vaginales,2008-02-01,33,33
LA PAZ,atencion de partos en servicio,vaginales,2008-02-01,953,953
LAGUNILLAS,atencion de partos en servicio,vaginales,2008-02-01,6,6
LAJA,atencion de partos en servicio,vaginales,2008-02-01,4,4
LAS CARRERAS,atencion de partos en servicio,vaginales,2008-02-01,1,1
LLALLAGUA,atencion de partos en servicio,vaginales,2008-02-01,32,32
LLICA,atencion de partos en servicio,vaginales,2008-02-01,6,6
LURIBAY,atencion de partos en servicio,vaginales,2008-02-01,3,3
MACHACAMARCA,atencion de partos en servicio,vaginales,2008-02-01,2,2
MACHARETI,atencion de partos en servicio,vaginales,2008-02-01,3,3
MAGDALENA,atencion de partos en servicio,vaginales,2008-02-01,15,15
MAIRANA,atencion de partos en servicio,vaginales,2008-02-01,8,8
