municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-01-01,2,2
ATOCHA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,2,2
AZURDUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
CAPINOTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,3,3
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,17,17
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,20,20
ENTRE RIOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,16,16
MOJOCOYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,14,14
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,3,3
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,2,2
SAN IGNACIO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,2,2
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,3,3
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,2,2
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-02-01,4,4
APOLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,24,24
COLOMI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,13,13
EL TORNO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
GUTIERREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,3,3
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,3,3
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,7,7
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,3,3
SACABA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
SAN IGNACIO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,9,9
SOPACHUY,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,5,5
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,5,5
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-03-01,2,2
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,2,2
CARACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,3,3
CLIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,9,9
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,9,9
LA ASUNTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,14,14
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,4,4
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,5,5
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,8,8
PAILON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,3,3
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,0,0
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,8,8
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,7,7
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,2,2
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-04-01,2,2
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
CHALLAPATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,19,19
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
CULPINA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,3,3
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,10,10
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
ICLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
LA GUARDIA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,17,17
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,3,3
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
RURRENABAQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,3,3
SORATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,14,14
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,2,2
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-05-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
BETANZOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,2,2
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,13,13
COROICO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,2,2
CULPINA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,16,16
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,17,17
MINEROS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
OCURI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,4,4
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
SACACA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,7,7
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,7,7
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
TARVITA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,3,3
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-06-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
APOLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,4,4
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,9,9
COLQUECHACA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,3,3
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,11,11
EL VILLAR,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
HUACARETA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,13,13
LLALLAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,5,5
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,10,10
PADILLA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,2,2
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,26,26
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,2,2
RURRENABAQUE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,4,4
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,0,0
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,7,7
TARABUCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,3,3
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-07-01,1,1
CARACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,4,4
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,19,19
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,15,15
EL TORNO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
HUANUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,7,7
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,6,6
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,4,4
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,3,3
RIBERALTA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,3,3
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,5,5
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
TOMAVE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
UYUNI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
YAPACANI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-08-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
COBIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,17,17
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,12,12
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,16,16
LAGUNILLAS,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,3,3
ORURO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,10,10
PAILON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,7,7
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
QUILLACOLLO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
SAN IGNACIO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,4,4
TARIJA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,3,3
TRINIDAD,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
WARNES,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,2,2
YAMPARAEZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-09-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,2,2
COCHABAMBA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,18,18
COMARAPA,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,13,13
HUARACAJE,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos con peso menor a 2500g,2008-10-01,11,11
