municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
GUTIERREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
HUACHACALLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
HUANUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,114,114
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
MAGDALENA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,6,6
MOROCHATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
OCURI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,35,35
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
POJO (CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
POROMA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
PORTACHUELO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,15,15
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,6,6
PUNATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,12,12
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
REYES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,12,12
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
RURRENABAQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
SACACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
SAN ANDRES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,4,4
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
SAN IGNACIO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SAN MATIAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,95,95
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,24,24
TARABUCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,5,5
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,8,8
TUPIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,6,6
UNCIA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
UYUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,6,6
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
VILLA SERRANO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
VILLA TUNARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
WARNES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,2,2
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,3,3
YOCALLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-03-01,1,1
AIQUILE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,6,6
ANZALDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
ATOCHA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
BERMEJO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
CABEZAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
CAMARGO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,4,4
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
CARACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,13,13
CARANAVI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,6,6
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,91,91
COLOMI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
COMARAPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
CONCEPCION,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
CULPINA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,48,48
ENTRE RIOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,6,6
HUACHACALLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
INQUISIVI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,105,105
LAGUNILLAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
MAGDALENA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
MINEROS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
MIZQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,7,7
MOROCHATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,39,39
PATACAMAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
PORCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,22,22
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
PUNATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,6,6
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
SACACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SAMAIPATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,72,72
SANTIAGO DE CALLAPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SIPE SIPE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SOPACHUY,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SORATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,33,33
TAPACARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,16,16
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
TOLEDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2008-04-01,1,1
