,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,0,2,2
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,8,15,2,1,26
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,2,0,0,2
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,6,4,2,2,14
PADILLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,0,3,3
PRESTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,0,1,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,1,2,0,0,3
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,3,3,6
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,1,1,0,2
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,2,0,0,0,2
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,2,0,0,0,2
SAN JOAQUIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,5,4,0,0,9
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,12,8,3,3,26
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,1,0,1
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,1,0,1
SORATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,0,1,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,1,3,1,0,5
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
TARVITA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
URUBICHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,3,7,2,9,21
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,6,3,0,0,9
YAPACANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-03-01,1,1,0,0,2
ACACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,2,0,2
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,1,0,0,2
ALTO BENI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,5,3,8
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,3,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,0,1
BATALLAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,5,3,8
CALAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,1,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,2,3
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,0,1,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,1,0,1,3
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,5,2,0,0,7
CHAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,4,4,0,2,10
CHAYANTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,5,3,0,0,8
CHUA COCANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,5,3,0,0,8
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,4,4,3,3,14
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,2,0,0,3
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,2,5,7
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,0,1,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,3,1,4
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,3,6,0,0,9
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,23,18,35,50,126
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,3,4
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,1,2
HUACHACALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,1,0,2
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,5,6,2,2,15
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,0,1,2
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,15,15,6,7,43
LAJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,1,2
LORETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,3,0,0,5
MAIRANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,0,1,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
OCURI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,1,0,0,3
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,6,3,2,13
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,3,0,2,5
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,0,0,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,0,1,1
PUNA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,1,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,3,2,5
SACABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,1,1,2
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,4,5,10
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,6,1,1,10
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,1,2,3,8
SAN JOAQUIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,22,16,0,0,38
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,2,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,0,1,1
SAN PEDRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,0,2,0,4
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,2,5,10,19
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,3,5,0,0,8
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,62,77,17,12,168
SANTIVAÑES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,0,0,0,1
SORACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,1,1,0,0,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,3,2,1,0,6
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,1,0,2
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,0,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,14,18,32
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,0,7,5,12
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,2,0,1,0,3
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-04-01,0,1,1,1,3
ACACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,0,0,0,1
CALAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,2,3,3,0,8
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,5,2,0,0,7
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,10,2,0,0,12
CHUA COCANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,1,0,0,2
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,2,5,1,1,9
CORQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,19,14,30,17,80
ESCARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,1,0,0,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,2,1,0,0,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,14,18,2,10,44
LAJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,14,10,7,7,38
OMEREQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,4,1,1,6
PADILLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
POCONA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
POROMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,1,1,3
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,1,2,0,4
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,6,2,8
PUNA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,0,1,2,4
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,2,1,1,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,3,0,0,3
SAN JOAQUIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,4,3,0,0,7
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,3,2,5
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,2,0,2,0,4
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
SAN RAFAEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,41,45,9,8,103
SANTA ROSA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,5,5
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,1,2,0,4
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,2,0,0,0,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,8,7,1,0,16
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,2,0,0,0,2
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,0,0,1
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,3,2,0,0,5
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,1,0,4,4,9
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-05-01,0,1,0,0,1
ANDAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
APOLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,3,4,2,0,9
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,6,5,2,2,15
INCAHUASI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,1,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,5,8,14,11,38
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,1,0,0,2
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,0,0,1
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,3,0,3
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,5,1,6
POROMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,6,7,0,1,14
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,3,2,5
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,1,0,0,2
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,1,2,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,20,36,9,4,69
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,2,0,0,3
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,0,0,1
SORATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,3,1,0,5
TACOBAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,0,0,1
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,1,0,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,3,1,0,0,4
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,2,0,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-06-01,2,2,0,0,4
APOLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,2,1,0,0,3
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,1,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,9,5,1,2,17
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,4,6,5,4,19
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,1,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,6,7,4,5,22
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,9,1,1,4,15
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,14,2,7,23
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,1,0,1,3
SAIPINA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,0,0,1,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,3,1,0,0,4
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,0,0,0,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,0,1,2,3
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,0,0,0,1
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,0,1,1,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,18,20,6,2,46
SANTA ROSA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,0,2,0,0,2
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2018-07-01,1,0,0,0,1
