,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,4,2,1,9
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,6,7,2,3,18
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,48,34,40,42,164
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,2,1,1,7
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,6,1,1,11
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,0,0,0,2
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,3,0,2,5
COMBAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,7,17,14,40
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,5,2,0,1,8
CORO CORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,2,5,9
CORQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,2,2,1,8
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,13,6,1,0,20
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,4,2,1,9
DESAGUADERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,7,24,27,60
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,199,205,676,669,1749
EL CHORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,1,2
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,7,4,2,6,19
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,4,8,8,6,26
EUCALIPTUS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,2,0,0,2
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,9,25,34
FILADELFIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,1,0,0,3
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,2,2,5,9
GUAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,9,4,32,31,76
GUTIERREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,4,2,3,4,13
HUARINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,3,3
HUATAJATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,2,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,2,5,5,15
INCAHUASI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,2,1,0,4
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,0,0,0,3
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,67,46,10,13,136
LAJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,3,2,2,10
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,5,6,70,53,134
LLICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,4,0,0,4
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
MACHARETI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,2,1,3
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,0,0,0,2
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,9,7,0,3,19
MOCOMOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,3,4,7
MOJOCOYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,13,18,4,8,43
OCURI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,35,32,24,20,111
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,1,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,5,4,3,1,13
PELECHUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,9,6,17
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,5,16,12,33
POOPO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,4,1,0,2,7
PORCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,2,2,2,9
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,51,50,37,39,177
PUCARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,29,22,53
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,2,0,5,7
PUERTO PEREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,3,8,11
QUIABAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,5,7,12
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,7,0,1,9
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,4,1,0,5
SABAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,2,0,2
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,6,6,0,1,13
SACACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,1,3,2,9
SAIPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,5,1,0,9
SAMAIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,1,1,1,5
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,2,2,0,7
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,2,1,0,3
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,10,0,0,10
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,2,0,0,4
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,3,1,5
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,2,0,0,5
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,1,1,3
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,2,0,2,4
SAN PEDRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,4,0,0,5
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,4,0,6,2,12
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,1,0,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,59,55,10,9,133
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,0,2,3,7
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,1,2,6,11
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,3,1,3,8
SORATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,3,3,4,5,15
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,41,33,10,12,96
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,9,7,4,0,20
TAHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,5,7,6,18
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
TARABUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,20,10,1,2,33
TIAWANACU,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,15,10,10,7,42
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,3,2,6
TOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
TOLEDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,2,0,0,2
TOMAVE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,1,2,0,4
TOMINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,0,2,4,6
TOTORA(ORR),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,6,1,1,8
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,7,5,1,2,15
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,4,3,5,4,16
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,3,0,0,5
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,11,7,1,0,19
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,3,2,0,6
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,9,7,4,6,26
VILLA SERRANO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,5,11,4,6,26
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,4,1,0,1,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,3,1,5
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,1,0,0,3
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,8,7,0,0,15
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,1,3,0,1,5
YANACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,2,1,0,0,3
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,11,17,2,3,33
ZUDAÑEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
ACACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,5,1,1,8
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,3,13,5,25
ACHOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,3,1,0,4
AIQUILE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,2,3,3,3,11
ALALAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,0,1,1
ALCALA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,9,6,9,8,32
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,2,5,7,11,25
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,2,0,2
ANDAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,1,3,1,8
ANZALDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,0,1,1
APOLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,1,0,0,1
ARAMPAMPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,2,4,6,4,16
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,2,5,7
ARBIETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,3,5,2,14
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,8,6,0,0,14
ATOCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,1,2,3
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,2,3,1,7
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,6,3,9,9,27
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,6,9,9,28
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,0,1,2
BELLA FLOR,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,1,8,9,18
BERMEJO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,5,4,3,3,15
BOLPEBRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,2,2,4
BOYUIBE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,3,6,9
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,4,5,3,15
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,22,11,5,7,45
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,12,13,5,1,31
CAJUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,1,4,5
CALACOTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,1,1,2
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,4,2,4,14
CAMARGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,4,4,1,10
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,2,0,0,0,2
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,6,4,8,6,24
CAPINOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,1,1,0,3
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,1,0,2
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,3,15,14,35
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,18,10,10,8,46
CARAPARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,20,21,0,0,41
CARIPUYO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,1,8,5,18
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,19,10,3,10,42
CHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,1,0,1,2
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,2,4,6
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,7,43,44,97
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,9,10,33,30,82
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,5,0,11,13,29
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,1,10,6,17
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,10,13,11,14,48
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,5,8,36,28,77
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,0,2,2
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,190,174,162,156,682
COIPASA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,7,7,14
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,20,18,30,17,85
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,13,11,10,3,37
COLLANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,1,0,1,2
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,6,0,0,9
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,4,4,1,13
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,0,2,2
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,2,8,22,19,51
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,1,4,0,8
COMBAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,1,2,3
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,3,40,47,94
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,2,4,7,7,20
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,8,5,9,25
CORO CORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,3,2,5
COROICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,3,10,20,37
CORQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,2,5,3,14
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,2,0,1,3
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,28,26,32,46,132
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,2,14,13,32
CUEVO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,3,2,6
CULPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,3,5,6,18
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,2,1,4
CURVA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,0,0,1
DESAGUADERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,7,5,13
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,422,392,766,765,2345
EL CHORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,2,0,2
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,3,17,10,34
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,5,3,5,14
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,34,35,0,0,69
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,7,7,3,2,19
ESCOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,4,4,8
EUCALIPTUS,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,2,0,2
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,3,5,3,2,13
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,8,5,10,5,28
FILADELFIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,12,5,17
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,14,12,10,10,46
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,6,7,14
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,1,8,10,19
GUAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,0,2,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,22,26,6,12,66
GUTIERREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,4,1,13,17,35
HUACARETA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,10,7,0,0,17
HUACHACALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,1,0,1,0,2
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,9,5,3,4,21
HUARINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,4,2,1,7
HUATAJATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2018-04-01,0,0,0,1,1
