municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,13,13
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,26,26
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,75,75
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1099,1099
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,41,41
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,49,49
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,13,13
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,48,48
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,37,37
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,34,34
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,22,22
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,38,38
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,48,48
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1516,1516
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,48,48
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,11,11
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,14,14
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,29,29
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,32,32
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,16,16
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,203,203
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,41,41
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,17,17
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,477,477
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,17,17
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,22,22
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,30,30
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,22,22
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,23,23
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,16,16
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,28,28
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,28,28
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,752,752
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,11,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,30,30
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,33,33
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,143,143
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,24,24
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,38,38
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,214,214
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,13,13
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,19,19
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,105,105
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,24,24
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,174,174
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,19,19
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,11,11
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,49,49
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,22,22
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,33,33
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,71,71
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,11,11
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,36,36
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,13,13
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,61,61
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,14,14
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,39,39
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,23,23
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,17,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,26,26
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,34,34
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2383,2383
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,30,30
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,10,10
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,29,29
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,56,56
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,35,35
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,460,460
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,16,16
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,14,14
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,208,208
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,12,12
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,88,88
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,91,91
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,27,27
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,193,193
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,62,62
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,5,5
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,1,1
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,45,45
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,19,19
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,15,15
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,20,20
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,13,13
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,11,11
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,58,58
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,4,4
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,77,77
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,16,16
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,30,30
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,44,44
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,2,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,99,99
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,6,6
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,84,84
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,8,8
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,61,61
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,9,9
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,3,3
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-01-01,7,7
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-02-01,8,8
