municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,26,26
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,42,42
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,11,11
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,35,35
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,6,6
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,18,18
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,93,93
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,19,19
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,22,22
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,42,42
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,36,36
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,12,12
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,20,20
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,19,19
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,40,40
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,66,66
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1572,1572
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,6,6
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,74,74
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,13,13
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,36,36
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,20,20
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,23,23
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,5,5
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,53,53
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,37,37
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,16,16
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,55,55
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,245,245
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,19,19
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,31,31
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,10,10
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,550,550
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,20,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,38,38
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,14,14
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,44,44
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,14,14
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,24,24
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,5,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,31,31
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,16,16
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,20,20
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,10,10
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,32,32
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,12,12
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,442,442
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,22,22
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,22,22
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,21,21
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,49,49
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,110,110
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,24,24
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,52,52
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,184,184
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,23,23
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,22,22
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,27,27
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,161,161
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,31,31
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,57,57
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,235,235
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,19,19
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,16,16
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,12,12
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,6,6
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,28,28
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,60,60
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,21,21
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,36,36
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,24,24
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,95,95
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,25,25
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,32,32
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,15,15
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,90,90
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,15,15
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,25,25
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,64,64
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,29,29
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,32,32
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,34,34
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,20,20
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,6,6
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,9,9
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,25,25
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,12,12
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,23,23
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2534,2534
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,18,18
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,26,26
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,5,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,21,21
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,5,5
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,47,47
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,5,5
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,17,17
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,583,583
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,18,18
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,30,30
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,37,37
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,338,338
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,34,34
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,11,11
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,10,10
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,13,13
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,51,51
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,69,69
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,6,6
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,8,8
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,26,26
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,12,12
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,31,31
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,261,261
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,88,88
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,38,38
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,16,16
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,11,11
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,40,40
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,11,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,26,26
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,44,44
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,7,7
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,87,87
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,1,1
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,4,4
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,16,16
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,148,148
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,15,15
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,84,84
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,73,73
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,11,11
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,3,3
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,100,100
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,2,2
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,105,105
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-01-01,12,12
