municipality,group,variable,month,AQV femenino,TOTAL
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,5,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,40,40
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,52,52
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,5,5
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,4,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,32,32
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,4,4
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,5,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,6,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,6,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,4,4
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-01-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,6,6
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,4,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,19,19
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,65,65
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,23,23
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,18,18
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,9,9
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,27,27
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,14,14
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,13,13
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,5,5
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,5,5
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,4,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,6,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,6,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,15,15
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,9,9
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,6,6
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,10,10
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,9,9
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,41,41
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,29,29
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,3,3
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,31,31
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,4,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,2,2
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,6,6
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,4,4
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,3,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,5,5
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,6,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,88,88
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,4,4
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,27,27
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,5,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,11,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,13,13
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,4,4
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,10,10
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,19,19
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,3,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,9,9
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,4,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,4,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,17,17
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,11,11
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,6,6
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,12,12
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,5,5
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,36,36
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,30,30
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,8,8
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,33,33
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,5,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,15,15
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,2,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-03-01,3,3
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,5,5
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,2,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,3,3
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,17,17
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,75,75
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,3,3
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,22,22
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,17,17
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,26,26
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,3,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,11,11
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,12,12
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,2,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,18,18
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,8,8
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,6,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,25,25
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,20,20
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,5,5
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,12,12
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,34,34
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,41,41
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,38,38
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,12,12
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,1,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-04-01,7,7
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,4,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,4,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,7,7
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,3,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,19,19
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,96,96
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,42,42
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,11,11
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,42,42
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,3,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,6,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,11,11
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,11,11
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,8,8
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,6,6
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,4,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,7,7
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,8,8
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,12,12
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,8,8
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,4,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,3,3
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,8,8
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,34,34
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,44,44
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,8,8
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,3,3
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,5,5
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,24,24
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,3,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,1,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,2,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2013-05-01,2,2
