municipality,group,variable,month,Métodos naturales: Usuarias Continuas,TOTAL
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,8,8
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,9,9
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,4,4
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,81,81
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,5,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,306,306
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,6,6
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,13,13
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,31,31
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,18,18
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,5,5
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,6,6
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,19,19
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,102,102
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,15,15
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,5,5
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,80,80
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,12,12
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,13,13
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,28,28
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,167,167
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,34,34
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,13,13
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,14,14
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,49,49
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,9,9
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,10,10
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,10,10
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,5,5
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,21,21
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,83,83
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,24,24
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,28,28
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,10,10
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,118,118
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,8,8
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,7,7
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,1,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,5,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,6,6
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,4,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,77,77
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,3,3
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,8,8
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,5,5
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,46,46
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,2,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,10,10
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-01-01,7,7
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,22,22
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,7,7
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,6,6
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,30,30
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,10,10
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,4,4
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,389,389
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,30,30
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,15,15
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,6,6
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,437,437
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,9,9
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,74,74
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,277,277
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,22,22
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,4,4
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,42,42
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,10,10
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,10,10
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,11,11
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,118,118
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,15,15
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,8,8
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,40,40
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,4,4
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,9,9
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,11,11
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,134,134
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,15,15
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,31,31
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,4,4
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,12,12
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,7,7
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,28,28
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,11,11
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,6,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,1,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,4,4
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,5,5
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,3,3
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,9,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,31,31
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,2,2
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias continuas,2013-02-01,29,29
