municipality,group,variable,month,Número de DIU Insertados,TOTAL
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,4,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,4,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,6,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,5,5
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,4,4
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,3,3
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,8,8
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,3,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,289,289
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,7,7
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,4,4
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,148,148
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,90,90
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,18,18
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,45,45
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,18,18
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,5,5
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,7,7
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,3,3
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,13,13
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,4,4
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,2,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,4,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,22,22
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-01-01,1,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,9,9
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,7,7
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,13,13
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,288,288
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,7,7
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,92,92
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,17,17
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,5,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,183,183
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,5,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,15,15
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,10,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,25,25
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,5,5
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,10,10
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,8,8
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,35,35
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,88,88
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,6,6
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,6,6
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,27,27
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,5,5
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,7,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,7,7
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,191,191
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,9,9
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,5,5
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,104,104
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,98,98
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,10,10
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,57,57
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,3,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,11,11
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,5,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,7,7
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,2,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,7,7
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,12,12
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-02-01,1,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,3,3
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,6,6
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,3,3
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,11,11
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,2,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,2,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,5,5
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,3,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,3,3
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,4,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,12,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,295,295
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,2,2
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,4,4
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,2,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,4,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,6,6
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,129,129
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu insertados,2013-03-01,9,9
