municipality,group,variable,month,Número de condones entregados,TOTAL
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,49,49
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,54,54
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,816,816
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,132,132
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,204,204
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,204,204
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,444,444
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,108,108
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,348,348
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,432,432
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,132,132
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,288,288
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,108,108
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,708,708
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,37,37
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,123,123
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,314,314
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,79,79
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,3127,3127
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,67,67
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,252,252
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,420,420
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,82,82
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,180,180
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,222,222
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,252,252
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,288,288
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,11165,11165
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,228,228
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,408,408
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,108,108
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,276,276
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,240,240
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,168,168
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,228,228
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,984,984
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,132,132
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,108,108
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,84,84
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,216,216
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,2404,2404
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,27,27
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,337,337
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,84,84
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,108,108
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,232,232
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,84,84
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,216,216
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,264,264
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,552,552
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,300,300
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,4891,4891
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,420,420
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,132,132
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,130,130
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,37,37
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,348,348
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,216,216
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,180,180
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,168,168
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,216,216
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,171,171
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,105,105
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,192,192
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,192,192
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,2824,2824
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,228,228
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,144,144
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,15,15
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,276,276
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,132,132
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,180,180
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,298,298
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,156,156
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,210,210
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,476,476
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,228,228
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,51,51
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,288,288
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,300,300
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,342,342
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,375,375
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,60,60
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,180,180
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,84,84
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,176,176
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,204,204
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,183,183
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,204,204
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,240,240
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,36,36
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,2129,2129
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,228,228
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,132,132
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,204,204
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,240,240
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,20,20
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,12,12
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,120,120
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,156,156
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,3947,3947
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,84,84
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,24,24
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,48,48
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,72,72
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-01-01,96,96
