municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,18,18
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,34,34
CALACOTO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,195,195
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,7,7
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,267,267
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,33,33
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,200,200
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,5,5
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,169,169
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,131,131
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,21,21
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,23,23
CHIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,101,101
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,107,107
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,789,789
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,27,27
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6405,6405
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,123,123
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,21,21
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,36,36
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,110,110
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,89,89
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,14,14
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,19,19
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,126,126
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,11,11
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,105,105
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,19,19
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,65,65
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4056,4056
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,17,17
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,428,428
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,38,38
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,59,59
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,8,8
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,26,26
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,8,8
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,59,59
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,346,346
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,14,14
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,18,18
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,60,60
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,14,14
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,24,24
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,10,10
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,64,64
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,119,119
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,5332,5332
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,7,7
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,216,216
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,82,82
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,106,106
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,25,25
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,25,25
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,76,76
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,18,18
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,203,203
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,883,883
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,7,7
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,9,9
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2207,2207
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,114,114
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,94,94
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,54,54
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,93,93
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,53,53
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,42,42
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,5,5
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,10,10
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,90,90
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1480,1480
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,30,30
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,7,7
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,33,33
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,218,218
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,13,13
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,235,235
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,613,613
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
REYES,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,49,49
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,992,992
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,62,62
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,124,124
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,528,528
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,48,48
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,7,7
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,8,8
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,19,19
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,17,17
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,243,243
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,50,50
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,54,54
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,103,103
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,444,444
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,66,66
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,14,14
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,210,210
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,31,31
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,112,112
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,193,193
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,33,33
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,19,19
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,28,28
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,10,10
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,37,37
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,806,806
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,120,120
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,11233,11233
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,21,21
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,8,8
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
SENA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,18,18
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,63,63
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,6,6
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,46,46
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,15,15
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,32,32
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,11,11
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2094,2094
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,10,10
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,75,75
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,10,10
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1602,1602
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,51,51
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,14,14
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,8,8
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,330,330
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,13,13
TODOS SANTOS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,24,24
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,12,12
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,43,43
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,5,5
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1110,1110
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,243,243
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,27,27
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,4,4
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,154,154
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,162,162
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,278,278
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,22,22
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,286,286
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,3,3
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,15,15
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,396,396
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,17,17
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,247,247
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,83,83
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,246,246
YACO,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,2,2
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,440,440
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,11,11
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,154,154
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,63,63
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2017-01-01,32,32
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,2,2
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,98,98
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,4,4
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,55,55
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,12,12
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,4,4
ANTEQUERA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,3,3
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,17,17
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,12,12
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,205,205
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,52,52
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,3,3
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,55,55
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,22,22
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,5,5
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,17,17
BELLA FLOR,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,10,10
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,105,105
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,20,20
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,12,12
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,12,12
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,6,6
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,1,1
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,3,3
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,20,20
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,13,13
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,103,103
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,2,2
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,390,390
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,32,32
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,1,1
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,49,49
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,208,208
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,9,9
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,12,12
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,123,123
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,136,136
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,6,6
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,26,26
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,137,137
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,8,8
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,95,95
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,788,788
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,5,5
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,6082,6082
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,129,129
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,3,3
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,20,20
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,4,4
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,14,14
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,9,9
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,4,4
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,68,68
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,90,90
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,4,4
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,11,11
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,145,145
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,13,13
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2017-02-01,140,140
