,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,2,3,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,16,4,0,20
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,3,1,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,1,2,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,20,12,0,32
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,1,0,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,0,2,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,7,2,0,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,1,1,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,14,3,0,17
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,2,2,0,4
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,3,1,0,4
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,6,0,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,2,24,14,0,40
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,8,7,0,15
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,3,6,0,9
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,1,3,0,4
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,2,5,0,7
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,4,1,0,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,13,5,0,18
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,4,6,0,10
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,5,1,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-01-01,0,0,8,3,0,11
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,10,3,5,18
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,1,0,2
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,9,2,0,11
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,5,2,0,7
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,1,0,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,12,5,0,17
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,48,37,0,85
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,4,4,0,8
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,21,13,0,34
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,2,0,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,0,2,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,1,7,3,0,11
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,22,15,0,37
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,1,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,4,7,0,11
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,10,20,0,30
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,3,0,4
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,0,1,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,6,1,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,5,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,15,7,0,22
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,4,0,7
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,0,2,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,2,1,0,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,1,0,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,2,1,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,8,3,0,11
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,3,2,0,5
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,4,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,9,10,0,19
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,9,7,0,16
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,2,3,0,5
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,1,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,8,1,0,9
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,5,1,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,5,0,0,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-02-01,0,0,8,4,0,12
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,2,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,8,4,0,12
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,3,2,0,5
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,3,3,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,1,0,12,1,0,14
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,68,50,0,118
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,4,15,17,1,37
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,4,2,0,6
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,9,4,0,13
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,2,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,30,24,0,54
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,15,3,0,18
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,2,2,0,4
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,4,7,0,11
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,8,13,0,21
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,2,2,0,4
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,15,9,0,24
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,4,2,0,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,2,0,2
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,3,4,0,7
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,1,1,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,33,7,0,40
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,1,2,1,0,4
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,6,0,6
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,6,3,0,9
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,7,4,0,11
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,3,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,15,5,0,20
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,4,1,0,5
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,27,13,1,41
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,1,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,20,10,0,30
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,15,5,0,20
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,1,1,4,0,6
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,3,0,0,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,3,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,7,3,0,10
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,4,1,0,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,5,1,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,4,2,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-03-01,0,0,8,5,0,13
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,0,0,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,3,1,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,6,6,0,12
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,0,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,5,2,0,7
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,5,1,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,11,2,0,13
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,52,29,0,81
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,1,20,24,0,45
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,1,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,1,8,7,0,0,16
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,24,31,0,55
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,0,0,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,7,5,0,12
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,5,3,0,8
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,0,3,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,12,0,16
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,2,0,3
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,3,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,6,7,0,13
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,1,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,4,0,8
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,20,6,0,26
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,5,0,0,5
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,0,3,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,0,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,1,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,2,0,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,13,7,0,20
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,6,1,0,7
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,2,0,4
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,5,3,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,6,25,14,0,45
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,10,6,0,16
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,10,6,0,16
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,4,2,0,6
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,1,9,3,0,13
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,7,1,0,8
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,0,0,7,4,0,11
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-04-01,1,0,3,4,0,8
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,1,0,3
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,8,3,0,11
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,0,0,2
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,1,0,0,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,1,1,0,2
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,0,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,4,0,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,3,3,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,2,0,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,17,0,0,17
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,1,54,42,0,97
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,32,16,2,50
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,3,2,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2023-05-01,0,0,6,1,0,7
