,group,variable,month,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO < 15,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 15 - 19,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 20 - 34,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 35 - 49,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 50 Y +,TOTALES
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,4,5,0,0,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,0,1,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,1,7,12,2,0,22
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,8,27,11,0,0,46
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,0,4,5,0,9
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,2,3,1,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,4,36,63,4,0,107
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,0,12,5,0,17
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,8,20,1,0,29
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-01-01,0,3,6,4,0,13
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,3,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,3,2,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,1,1,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,1,5,1,0,7
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,2,11,8,0,21
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,2,19,7,0,28
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,8,10,2,0,20
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,1,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,7,45,21,0,73
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,4,1,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,1,4,18,2,0,25
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,1,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,7,6,0,13
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,6,34,56,4,0,100
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,0,8,1,0,9
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,3,20,5,0,28
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-02-01,0,5,23,13,0,41
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,2,2,0,4
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,7,5,0,12
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,5,1,0,6
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,5,1,0,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,7,0,0,7
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,1,5,0,0,6
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,12,3,0,15
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,8,10,0,0,18
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,5,0,0,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,9,25,9,0,43
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,7,21,4,0,32
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,14,7,0,21
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,6,41,72,5,0,124
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,7,3,0,10
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,2,0,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,5,24,2,0,31
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-03-01,0,0,20,0,0,20
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,1,5,2,0,8
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,2,0,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,1,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,3,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,4,2,0,6
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,0,1,0,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,0,1,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,2,4,0,0,6
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,7,5,0,12
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,2,11,5,1,0,19
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,2,0,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,1,2,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,10,20,5,0,35
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,13,7,0,20
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,4,12,1,0,17
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,4,11,6,0,21
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,1,39,57,5,0,102
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,1,9,3,0,13
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,2,0,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,1,15,5,0,21
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,6,20,6,0,32
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-04-01,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,1,8,6,0,15
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,1,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,0,1,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,1,3,0,0,4
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,1,8,0,0,9
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,0,0,1,1
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,7,0,12,0,19
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,1,1,0,0,2
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,8,11,3,0,22
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,4,22,22,1,0,49
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,1,0,0,1,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,1,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,1,13,46,16,0,76
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,5,3,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,2,0,3,0,0,5
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,12,5,0,17
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,4,43,87,5,0,139
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,9,5,0,14
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,5,21,0,0,26
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-05-01,0,0,2,22,1,25
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,12,10,0,22
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,1,1,1,0,3
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,4,5,0,0,9
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,7,5,0,12
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,13,54,0,67
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,1,0,1,0,2
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,2,0,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,9,0,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,1,4,5,1,0,11
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,2,9,4,0,15
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,1,7,6,0,14
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,11,24,7,0,42
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,2,5,9,0,0,16
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,1,2,7,0,0,10
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,1,4,13,3,0,21
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,9,0,0,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,5,5,0,0,10
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,0,2,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,10,6,0,16
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,1,1,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,3,27,81,6,0,117
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,13,2,0,15
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,2,8,1,11
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-06-01,2,7,16,5,0,30
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,1,1,0,0,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,4,0,0,4
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,1,9,0,0,10
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,0,1,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,0,1,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,2,0,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,4,0,0,4
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,3,12,1,0,16
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,3,12,2,0,17
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,4,1,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,2,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,8,4,0,12
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,2,6,0,8
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,1,1,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,3,7,0,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,8,1,0,9
