,group,variable,month,CONDÓN FEMENINO: USUARIAS CONTINUAS < 15,CONDÓN FEMENINO: USUARIAS CONTINUAS 15 - 19,CONDÓN FEMENINO: USUARIAS CONTINUAS 20 - 34,CONDÓN FEMENINO: USUARIAS CONTINUAS 35 - 49,CONDÓN FEMENINO: USUARIAS CONTINUAS 50 Y +,TOTALES
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-02-01,0,0,2,1,0,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-02-01,0,0,0,1,0,1
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-02-01,0,0,9,2,1,12
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-02-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,0,1,2,0,3
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,0,1,1,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,0,12,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,252,132,156,0,540
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-03-01,0,12,132,24,24,192
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,0,1,0,1
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,12,0,0,12,24
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,1,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,0,12,12,0,24
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-04-01,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,0,1,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,0,12,0,12
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,0,12,0,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,5,0,0,5
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,1,1,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,1,0,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,0,2,0,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-05-01,0,1,10,1,0,12
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,0,0,0,0
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,3,0,0,3
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,138,62,0,200
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,12,0,0,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,1,12,0,13
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,8,12,0,0,20
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,8,0,0,8
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,1,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,1,0,0,1
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-06-01,0,0,12,0,0,12
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,1,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,0,12,0,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,4,0,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,336,60,24,420
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,1,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,30,0,0,0,30
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,0,12,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,1,0,12,0,13
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-08-01,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,50,125,3000,800,275,4250
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,8,2,1,0,11
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,48,0,0,48
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,4,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,0,12,0,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,4,1,0,5
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,0,1,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-09-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,0,12,0,12
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,175,2775,700,450,4100
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,12,0,0,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,9,34,57,0,100
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,5,1,0,0,6
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,1,1,0,2
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-10-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,1,0,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,12,24,0,0,36
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,0,3,1,0,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,0,1,0,0,1
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,2,10,4,0,16
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-11-01,0,0,0,1,0,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,0,1,0,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,0,1,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,1,0,0,1
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,2,1,0,0,3
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,1,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,1,2,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,1,0,0,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,0,0,1,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2023-12-01,0,0,1,0,0,1
