,group,variable,month,CONDÓN FEMENINO: USUARIAS NUEVAS < 15,CONDÓN FEMENINO: USUARIAS NUEVAS 15 - 19,CONDÓN FEMENINO: USUARIAS NUEVAS 20 - 34,CONDÓN FEMENINO: USUARIAS NUEVAS 35 - 49,CONDÓN FEMENINO: USUARIAS NUEVAS 50 Y +,TOTALES
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,6,12,2,0,0,20
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,12,0,13
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,2,9,0,0,11
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,1,1,0,0,2
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,0,2,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-02-01,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,4,0,0,4
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,1,3,1,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,0,1,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,5,0,0,0,5
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-03-01,0,36,552,72,24,684
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,1,3,1,0,5
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,1,7,3,1,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,1,0,0,0,1
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,3,3,0,0,6
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,0,24,0,24
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-04-01,0,0,7,4,1,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,1,1,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,4,0,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,1,4,0,5
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,3,1,0,0,4
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,2,0,0,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,3,0,0,0,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,1,1,0,0,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,36,24,0,60
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,24,12,0,36
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,12,0,0,12
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,2,0,0,2
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,1,0,0,1
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-05-01,0,0,24,0,0,24
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,0,0,0,0
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,2,0,0,2
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,1,0,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,2,3,3,0,8
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,0,1,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,21,8,1,30
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,1,1,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,1,0,0,1
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-06-01,0,0,15,0,0,15
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,1,2,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,6,2,1,0,9
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,114,0,0,114
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-07-01,0,0,2,0,0,2
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,1,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,1,2,1,0,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,0,1,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,4,0,0,4
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,1,0,1,1,3
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,4,1,0,5
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,1,0,2
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,1,1,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,0,1,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-08-01,0,0,1,0,0,1
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,72,12,0,84
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,2,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,0,1,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,1,0,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,3,1,0,4
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-09-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,2,3,1,0,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,3,1,0,5
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,0,12,0,12
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,1,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,0,1,0,1
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,12,12,0,0,24
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,0,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,1,20,0,21
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,0,0,12,0,12
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-10-01,0,1,0,0,0,1
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,4,3,3,1,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,0,2,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,4,0,0,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,0,1,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,2,7,2,0,11
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,2,0,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-11-01,0,0,1,2,1,4
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,3,18,17,11,49
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,6,2,0,8
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,3,1,0,4
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,36,0,0,0,36
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,2,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,2,4,0,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,4,0,0,0,4
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2023-12-01,0,0,1,4,0,5
