municipality,group,variable,month,Número de ciclos entregados,TOTAL
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,37,37
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,22,22
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,124,124
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,30,30
CUEVO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,54,54
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,39,39
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,404,404
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,49,49
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,120,120
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,14,14
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,19,19
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,45,45
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,21,21
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,27,27
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,113,113
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,176,176
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,57,57
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,21,21
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,12,12
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,12,12
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,12,12
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,7,7
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,9,9
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,188,188
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,383,383
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,61,61
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,48,48
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,18,18
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,184,184
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,33,33
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,17,17
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,79,79
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,15,15
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,9,9
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,17,17
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,530,530
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,12,12
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,91,91
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,121,121
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,18,18
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,17,17
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,26,26
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,34,34
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,7,7
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,9,9
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,12,12
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,15,15
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,32,32
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,60,60
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,176,176
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,34,34
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,5,5
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,130,130
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,8,8
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,15,15
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,74,74
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,57,57
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,18,18
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,26,26
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,48,48
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,8,8
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,114,114
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,224,224
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,56,56
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,133,133
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,14,14
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,32,32
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,5,5
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,53,53
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,186,186
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,170,170
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,20,20
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,50,50
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,156,156
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,456,456
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,78,78
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,164,164
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,59,59
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,51,51
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,73,73
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,28,28
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,16,16
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,19,19
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,65,65
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,270,270
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,5,5
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,7,7
SAN PEDRO DE QUEMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,57,57
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,9,9
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,282,282
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1618,1618
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,122,122
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,202,202
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,15,15
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,16,16
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,5,5
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,5,5
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,248,248
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,11,11
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,28,28
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,120,120
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,2,2
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,22,22
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,76,76
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,5,5
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,7,7
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,42,42
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,8,8
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1,1
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,6,6
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,1026,1026
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,31,31
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,4,4
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,10,10
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,25,25
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de ciclos entregados,2005-01-01,80,80
