municipality,group,variable,month,Niños de 6 meses a menores de 2 años con dosis com,TOTAL
CHARAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,50,50
CHARAÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
CHAYANTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
CHIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
COBIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,110,110
COCHABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,526,526
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,11,11
COLQUECHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,20,20
COLQUENCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,61,61
COLQUIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,52,52
COMANCHE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
CONCEPCION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,34,34
CORIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,5,5
CORO CORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,14,14
COROICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
CORQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,15,15
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,57,57
CUEVO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,92,92
CULPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,89,89
CURVA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,11,11
DESAGUADERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,27,27
EL ALTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1298,1298
EL CHORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,11,11
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,22,22
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
EXALTACION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,38,38
FILADELFIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,10,10
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,55,55
GUAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,98,98
GUTIERREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,38,38
HUACARETA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
HUACHACALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,10,10
ICHOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,22,22
ICLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
INCAHUASI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,25,25
INQUISIVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,81,81
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,17,17
IXIAMAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,48,48
LA GUARDIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,97,97
LA PAZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1229,1229
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,49,49
LAJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,43,43
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,21,21
LLICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
LORETO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,5,5
LURIBAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,8,8
MACHARETI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,69,69
MAGDALENA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,45,45
MAIRANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,35,35
MALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
MAPIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
MECAPACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
MINEROS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,19,19
MIZQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,16,16
MOCOMOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,21,21
MOJOCOYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,7,7
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,15,15
MONTERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,123,123
MORO MORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,15,15
MOROCHATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
OCURI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,21,21
OKINAWA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,68,68
OMEREQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,19,19
ORURO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,411,411
PADCAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
PADILLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
PAILON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,24,24
PALCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,14,14
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,11,11
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
PASORAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,13,13
PAZÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,13,13
PELECHUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,7,7
POCONA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,5,5
POOPO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
POROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
PORTACHUELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
PORVENIR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,18,18
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
POTOSI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,188,188
PRESTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
PUCARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,15,15
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,5,5
PUERTO RICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,13,13
PUERTO SILES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,33,33
PUNA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,59,59
PUNATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,10,10
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,105,105
QUIME,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,54,54
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
REYES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,8,8
RIBERALTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,61,61
ROBORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,7,7
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,14,14
SABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
SACABA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,17,17
SAMAIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,23,23
SAN ANDRES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,44,44
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,19,19
SAN BENITO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
SAN BORJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,81,81
SAN CARLOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,41,41
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,10,10
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,133,133
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,8,8
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,8,8
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,42,42
SAN JULIAN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,162,162
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,15,15
SAN LUCAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,118,118
SAN MATIAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,92,92
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,18,18
SAN PEDRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,42,42
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,10,10
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,34,34
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,11,11
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,69,69
SANTA ANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,20,20
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,586,586
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,10,10
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,8,8
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,11,11
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,48,48
SENA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,14,14
SICAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
SORACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,14,14
SORATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
SUCRE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,562,562
TACOBAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
TACOPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
TAPACARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,61,61
TARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,45,45
TARACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,3,3
TARIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,82,82
TARVITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,73,73
TIAWANACU,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,53,53
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,51,51
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
TOLEDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,12,12
TOMAVE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,5,5
TOMINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,4,4
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
TRIGAL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,6,6
TRINIDAD,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,115,115
TURCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,2,2
UNCIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,49,49
VACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,1,1
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,14,14
VILLA MONTES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,117,117
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,20,20
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,62,62
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,93,93
VILLAZON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,9,9
VINTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,64,64
WARNES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,365,365
YACUIBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,115,115
YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,143,143
YOCALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,20,20
YUNCHARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-01-01,7,7
ACHACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,27,27
ALCALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,38,38
ANDAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,3,3
ANTEQUERA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,1,1
ANZALDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,3,3
APOLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,16,16
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,33,33
ARBIETO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,7,7
ARQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,3,3
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,342,342
ATOCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,3,3
AUCAPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,3,3
AYATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,18,18
AYO AYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,42,42
AZURDUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,161,161
BATALLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,57,57
BAURES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,3,3
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,5,5
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,16,16
BELLA FLOR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,12,12
BERMEJO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,118,118
BOLIVAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2007-02-01,26,26
