,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,3,1,4
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,2,2,4
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,29,23,52
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,2,3,5
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,1,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,3,1,4
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,2,7,9
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,0,1
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,0,1,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,1,3,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,3,2,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-01-01,5,1,6
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,0,2
ARBIETO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,4,1,5
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,0,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,4,5,9
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,7,4,11
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
CUEVO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,12,8,20
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,0,2
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,4,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,6,9
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,2,5
MECAPACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,2,5
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,4,2,6
PATACAMAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,5,2,7
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,4,0,4
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,3,6
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,0,3
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,2,2
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,29,18,47
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,2,2
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,4,2,6
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
TARATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,4,0,4
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,5,0,5
TOTORA(CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,5,8
TUPIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,3,2,5
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,1,1,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,2,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-02-01,2,0,2
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
ARQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,1,2
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,7,5,12
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,0,2
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,3,4
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,5,2,7
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,5,6
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,2,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,11,7,18
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,4,4,8
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,3,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,15,8,23
LAGUNILLAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,6,1,7
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,6,2,8
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
PUCARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,3,5,8
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,0,2
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,4,0,4
SAN ANDRES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,4,0,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,4,1,5
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,24,18,42
SANTIAGO DE HUARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
SENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,2,3
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,2,2
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,3,2,5
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,3,0,3
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,6,1,7
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,5,3,8
TUPIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,4,2,6
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,3,1,4
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,0,2,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,5,6,11
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,2,5,7
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-03-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
ARQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,1,4
BOLIVAR,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,1,3
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,6,4,10
COLOMI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,4,1,5
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,2,3
CORQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,1,3
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,1,4
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,9,13,22
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,2,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,0,3
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,6,2,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,9,8,17
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,0,2
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,2,5
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,5,6,11
OKINAWA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,4,6
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,1,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,1,3
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,0,2
PUERTO GONZALO MORENO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,4,7
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,2,4
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,1,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,1,2
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,0,3
SAN IGNACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,2,4
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,2,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,18,19,37
SANTIAGO DE MACHACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,3,3
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,7,7,14
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,2,3
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,4,1,5
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,0,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,3,5
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,2,4
TOMAVE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,4,1,5
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,3,5
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,5,4,9
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-04-01,2,1,3
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,1,3
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,4,6
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
CHAYANTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
COCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,5,3,8
