,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
JESUS DE MACHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,6,0,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,3,4,7
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,24,24,48
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,5,0,5
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,3,5,8
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,2,3,5
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,4,2,6
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,2,2
POCOATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
POSTRER VALLE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,7,0,7
PUERTO GONZALO MORENO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,10,2,12
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,3,2,5
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,5,0,5
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,6,2,8
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,3,4
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,2,3
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,66,26,92
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,2,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,1,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,3,1,4
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,7,6,13
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,2,1,3
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,5,4,9
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,1,2
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,9,3,12
TURCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,2,3
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,2,3
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,2,1,3
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,4,6,10
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-01-01,4,4,8
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,2,2
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,4,1,5
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,2,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,4,4,8
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,0,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,17,6,23
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,1,4
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,21,15,36
EL PUENTE(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,3,5
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
EUREKA (SANTOS MERCADO),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
HUMANATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
JESUS DE MACHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,0,2
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,2,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,23,12,35
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,0,3
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,8,2,10
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,4,7
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,0,3
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
PAPEL PAMPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
PUERTO GONZALO MORENO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,6,7,13
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,5,1,6
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,7,3,10
SACABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,2,4
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,48,41,89
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,3,4
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,7,5,12
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,2,2
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
TARATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,1,4
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,4,3,7
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,3,0,3
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,1,3
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,7,2,9
VILLA SERRANO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,2,3,5
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,2,2
VITICHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,4,0,4
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,1,2
YACO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,10,7,17
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,5,4,9
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,0,4
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,2,4
ANCORAIMES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
AZURDUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
BELEN DE URMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,2,4
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
CAIROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,1,3
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,6,10
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
CHUMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,13,9,22
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,2,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,3,2,5
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,2,3
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,17,16,33
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
HUARINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
HUMANATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,3,5
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,4,6
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,30,12,42
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,6,3,9
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,5,0,5
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,2,2
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,3,0,3
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,3,7
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,1,5
QUIME,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,5,6
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,5,5,10
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,1,3
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
