,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,21,9,30
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,2,4
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,10,12
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,28,22,50
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,105,110,215
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,17,23,40
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,3,7
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,2,7
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,4,8
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,2,2
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,7,3,10
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,8,14
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,3,9
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,15,21,36
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,8,12
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,8,7,15
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,245,197,442
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,18,33,51
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,5,11
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,14,15,29
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,6,11
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,5,10
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,6,9
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,14,6,20
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,18,8,26
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,5,11
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,11,2,13
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
HUMANATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,2,5
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,4,7
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,6,9
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,7,0,7
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,0,3
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,3,8
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,25,11,36
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,34,42,76
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,393,376,769
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,2,2
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,8,6,14
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,3,4
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,10,3,13
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,6,10
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,2,2
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,4,4
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,15,17,32
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,44,37,81
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,1,6
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,6,7
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,105,76,181
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,3,7
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,2,8
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,22,13,35
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,3,3
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,3,9
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,2,2
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,2,2
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,0,4
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,6,7
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
POSTRER VALLE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,2,4
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,44,16,60
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,2,4
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,2,2
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,4,5
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,39,23,62
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,7,6,13
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,16,17,33
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,26,13,39
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
QUIRUSILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,3,6
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,41,29,70
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,4,7
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,31,24,55
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,0,3
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,5,10
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
SAN AGUSTIN,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,9,9,18
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,11,4,15
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,8,3,11
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,6,12
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,5,8
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,2,4
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,19,8,27
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,4,8
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,8,14
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,2,6
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,431,417,848
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,3,6
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,2,4
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,0,4
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,5,5,10
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,6,10
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,8,9,17
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,17,4,21
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,76,80,156
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,0,4
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,3,4
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,3,6
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,11,6,17
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,42,47,89
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,3,5
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,3,9
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,1,4
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,23,4,27
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,12,23,35
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,1,2
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,2,5
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,2,4
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,4,7
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,3,5
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,36,33,69
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,4,1,5
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,0,3
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,6,5,11
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,0,2
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,3,3
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,15,15,30
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,7,10
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,11,7,18
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,8,1,9
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,20,11,31
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,4,4
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,11,4,15
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,7,6,13
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,10,10,20
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,48,48,96
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,0,1,1
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,33,23,56
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,3,2,5
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,2,1,3
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2011-01-01,1,2,3
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,11,9,20
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,6,3,9
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,2,1,3
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,2,2
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,5,6
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,0,3
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,3,4
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,1,2
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,2,2
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,0,1
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,1,1
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,0,1
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,5,8
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,2,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,5,5,10
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,1,2
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,2,1,3
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,1,1
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,2,3,5
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,3,6
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,7,6,13
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,1,4
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,12,20,32
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,3,6
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,1,1,2
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,5,0,5
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,1,1
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,7,8,15
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,2,2,4
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,2,1,3
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,6,3,9
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,4,6,10
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,7,10
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,1,1
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,7,7,14
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,3,10,13
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,6,9,15
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,49,37,86
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2011-02-01,0,2,2
