,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,3,0,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,21,21,42
LURIBAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,2,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,8,6,14
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,3,0,3
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,1,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,2,0,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,16,11,27
SANTIAGO DE HUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,3,0,3
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,2,0,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,3,0,3
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,2,0,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,2,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,2,2
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
CAIROMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,9,4,13
CORO CORO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,8,8,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,2,3
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
GUAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,23,15,38
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,3,3,6
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
POCONA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,3,1,4
PUERTO ACOSTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,26,13,39
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,2,3
TARVITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,2,0,2
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,5,4,9
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,4,8,12
GUAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,30,17,47
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,4,1,5
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,9,1,10
PUERTO GONZALO MORENO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,5,2,7
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,1,2
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,16,15,31
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,4,2,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,2,2,4
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,0,1
TOLATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,2,1,3
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,1,2,3
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,2,0,2
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-04-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
ANCORAIMES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,2,0,2
CHAYANTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,1,2
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,13,2,15
COPACABANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,1,2
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,15,10,25
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
GUAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,1,2
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,23,22,45
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,2,3,5
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,3,4
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,2,3
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,18,8,26
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,6,0,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,2,0,2
YOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-05-01,0,1,1
APOLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,1,2
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,2,0,2
CARAPARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,2,1,3
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,12,5,17
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,1,2
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,8,8,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,1,2
ESCOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,5,3,8
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,27,23,50
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,4,3,7
PADILLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,3,3,6
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
PUNA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
QUIME,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,24,12,36
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,2,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,3,2,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,3,1,4
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,1,2
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,10,7,17
COPACABANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,18,5,23
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,0,2,2
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,30,13,43
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,5,1,6
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,3,4
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,4,2,6
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,22,18,40
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,4,0,4
TACOBAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,4,2,6
TARVITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,0,1,1
UMALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-07-01,1,0,1
ARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
