municipality,group,variable,month,Nacidos muertos atendidos por personal de sal,TOTAL
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-02-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-02-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-02-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-02-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-02-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-02-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
COMBAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,2,2
VILLA MONTES,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
YACO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
COMBAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
VILLA RIVERO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-04-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
VIACHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-05-01,1,1
ACACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
COLLANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,2,2
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-06-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
CHACARILLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,2,2
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-07-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,2,2
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
UYUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
VACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-08-01,1,1
ACACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,2,2
SUCRE,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-10-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
LAS CARRERAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,2,2
VACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-11-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
TOLATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de sal,2007-12-01,1,1
