municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
CLIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,11,11
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,23,23
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,14,14
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,9,9
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
FERNANDEZ ALONSO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,12,12
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,6,6
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,12,12
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,16,16
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,13,13
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,6,6
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,9,9
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,14,14
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,6,6
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,14,14
OKINAWA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,12,12
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
POSTRER VALLE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,27,27
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,11,11
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,30,30
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,6,6
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,12,12
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,11,11
SAN JOAQUIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,6,6
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,21,21
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,10,10
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,10,10
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,8,8
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,10,10
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,23,23
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,9,9
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,14,14
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,12,12
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,13,13
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,16,16
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,10,10
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,9,9
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,11,11
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,5,5
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,3,3
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,7,7
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,4,4
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,9,9
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-01-01,6,6
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,20,20
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,10,10
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,8,8
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
BAURES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,12,12
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,5,5
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,6,6
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,4,4
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,9,9
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,20,20
CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,5,5
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,7,7
CATACORA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,5,5
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,3,3
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2007-02-01,10,10
