municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,25,25
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,54,54
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,29,29
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,15,15
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,113,113
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,65,65
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,17,17
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,1101,1101
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,32,32
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,5,5
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,46,46
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,13,13
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,413,413
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,14,14
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,9,9
SACACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,270,270
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,10,10
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,121,121
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,39,39
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,99,99
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,45,45
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,293,293
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,4,4
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,4,4
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,24,24
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,1352,1352
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,2,2
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,1,1
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,26,26
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,138,138
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,38,38
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,172,172
TARATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,29,29
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,217,217
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,27,27
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,3,3
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,122,122
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,9,9
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,4,4
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,210,210
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,437,437
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,164,164
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,75,75
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-01-01,73,73
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,3,3
ALALAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,37,37
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,27,27
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,4,4
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,88,88
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,42,42
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,11,11
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,9,9
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,100,100
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,11,11
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,13,13
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,28,28
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,75,75
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,28,28
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,2,2
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,98,98
CLIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,12,12
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,12,12
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,379,379
CONCEPCION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,4,4
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,41,41
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,197,197
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,113,113
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,1,1
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,63,63
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,9,9
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,46,46
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,43,43
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,4,4
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,308,308
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,26,26
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,58,58
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,35,35
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,898,898
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,42,42
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,3,3
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,30,30
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,54,54
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,2,2
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,357,357
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,45,45
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,44,44
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,95,95
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,2,2
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,145,145
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,35,35
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,12,12
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,119,119
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,43,43
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,139,139
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,1,1
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,22,22
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,18,18
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,13,13
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,568,568
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,126,126
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,84,84
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,134,134
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,110,110
TARATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,3,3
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,342,342
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,26,26
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,4,4
TOLATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,10,10
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,112,112
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,3,3
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,20,20
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,15,15
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,111,111
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,890,890
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,341,341
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,107,107
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,151,151
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-02-01,86,86
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,73,73
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,28,28
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,4,4
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,56,56
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,33,33
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,41,41
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,60,60
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,10,10
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,77,77
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,28,28
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,26,26
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,38,38
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,3,3
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,131,131
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,18,18
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,521,521
CONCEPCION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,4,4
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,107,107
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,7,7
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,231,231
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,116,116
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,16,16
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,60,60
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,109,109
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,68,68
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,20,20
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,106,106
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,36,36
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,55,55
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,22,22
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,1,1
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,167,167
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,352,352
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,4,4
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,85,85
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,104,104
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,16,16
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,1111,1111
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,38,38
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,2,2
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,60,60
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,137,137
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,466,466
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,66,66
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,9,9
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,28,28
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,75,75
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,96,96
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,39,39
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,5,5
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,173,173
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,28,28
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,103,103
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,94,94
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,21,21
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,217,217
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,1,1
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,2,2
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,2,2
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,15,15
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,57,57
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,993,993
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,2,2
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,6,6
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,206,206
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,325,325
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,80,80
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,146,146
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,1,1
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,966,966
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,22,22
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,218,218
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,24,24
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,37,37
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,31,31
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,1,1
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,44,44
VILA VILA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,5,5
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,2,2
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,18,18
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,601,601
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,492,492
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,304,304
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,139,139
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-03-01,173,173
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,1,1
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,5,5
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,23,23
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,19,19
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,28,28
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,7,7
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,56,56
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,12,12
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,13,13
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,35,35
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,72,72
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,7,7
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,33,33
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,101,101
CHIMORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,6,6
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,271,271
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,8,8
CONCEPCION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,348,348
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,104,104
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,7,7
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,30,30
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,81,81
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,40,40
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,26,26
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,13,13
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,40,40
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,61,61
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,17,17
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,94,94
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,13,13
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,52,52
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,1,1
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,18,18
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,7,7
