,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
ARBIETO,atencion odontologica,restauraciones,2023-01-01,26,26,69,46,50,58,22,70,8,1,0,0,0,0,376
ARQUE,atencion odontologica,restauraciones,2023-01-01,1,12,14,18,34,20,16,18,3,0,0,0,0,0,136
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2023-01-01,12,6,83,40,37,49,49,102,0,0,0,0,0,0,378
ATOCHA,atencion odontologica,restauraciones,2023-01-01,10,9,41,48,59,71,59,111,6,8,0,0,0,0,422
AUCAPATA,atencion odontologica,restauraciones,2023-01-01,0,1,0,10,6,4,18,33,3,1,0,0,0,0,76
AYATA,atencion odontologica,restauraciones,2023-01-01,2,2,9,14,18,11,38,49,0,0,0,0,0,0,143
AYO AYO,atencion odontologica,restauraciones,2023-01-01,1,4,20,17,24,39,18,38,3,7,0,0,0,0,171
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2023-01-01,12,21,114,158,93,176,122,243,0,12,0,0,0,0,951
AZURDUY,atencion odontologica,restauraciones,2023-01-01,0,18,13,26,31,54,23,64,2,9,0,0,0,0,240
BATALLAS,atencion odontologica,restauraciones,2023-01-01,7,12,26,41,12,13,8,34,0,1,0,0,0,0,154
BAURES,atencion odontologica,restauraciones,2023-01-01,4,0,5,6,0,2,6,6,2,0,0,0,0,0,31
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2023-01-01,11,12,15,7,17,2,7,6,1,1,0,0,0,0,79
BELEN DE URMIRI,atencion odontologica,restauraciones,2023-01-01,4,2,10,4,16,5,12,13,4,5,0,0,0,0,75
BELLA FLOR,atencion odontologica,restauraciones,2023-01-01,0,1,2,3,4,3,2,13,0,0,0,0,0,0,28
BERMEJO,atencion odontologica,restauraciones,2023-01-01,8,10,77,71,45,79,95,168,15,19,0,0,0,0,587
BETANZOS,atencion odontologica,restauraciones,2023-01-01,20,21,161,155,70,96,84,215,10,7,0,0,0,0,839
BOLIVAR,atencion odontologica,restauraciones,2023-01-01,0,0,0,1,0,1,3,5,1,0,0,0,0,0,11
BOLPEBRA,atencion odontologica,restauraciones,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,restauraciones,2023-01-01,0,1,7,20,4,6,7,28,2,0,0,0,0,0,75
BUENA VISTA,atencion odontologica,restauraciones,2023-01-01,13,29,31,48,9,43,24,45,7,0,0,0,0,0,249
CABEZAS,atencion odontologica,restauraciones,2023-01-01,4,1,19,40,20,20,20,46,0,3,0,0,0,0,173
CAIROMA,atencion odontologica,restauraciones,2023-01-01,0,2,7,2,3,3,6,7,0,0,0,0,0,0,30
"CAIZA ""D""",atencion odontologica,restauraciones,2023-01-01,3,2,23,33,7,36,15,42,0,0,0,0,0,0,161
CAJUATA,atencion odontologica,restauraciones,2023-01-01,2,12,18,23,35,12,34,38,0,1,0,0,0,0,175
CALACOTO,atencion odontologica,restauraciones,2023-01-01,0,3,7,5,2,0,4,3,0,3,0,0,0,0,27
CALAMARCA,atencion odontologica,restauraciones,2023-01-01,6,8,49,39,66,59,22,41,1,4,0,0,0,0,295
CAMARGO,atencion odontologica,restauraciones,2023-01-01,0,2,16,73,29,43,27,102,8,4,0,0,0,0,304
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2023-01-01,7,0,22,19,23,11,14,22,0,4,0,0,0,0,122
CAMIRI,atencion odontologica,restauraciones,2023-01-01,11,14,47,56,27,46,62,141,5,4,0,0,0,0,413
CAPINOTA,atencion odontologica,restauraciones,2023-01-01,13,4,42,51,73,51,27,59,17,0,0,0,0,0,337
CAQUIAVIRI,atencion odontologica,restauraciones,2023-01-01,7,7,32,38,12,22,13,17,1,4,0,0,0,0,153
CARACOLLO,atencion odontologica,restauraciones,2023-01-01,20,17,49,85,50,90,79,118,9,11,0,0,0,0,528
CARANAVI,atencion odontologica,restauraciones,2023-01-01,8,9,35,51,59,39,23,46,4,0,0,0,0,0,274
CARANGAS,atencion odontologica,restauraciones,2023-01-01,1,1,1,10,1,4,1,3,1,1,0,0,0,0,24
CARAPARI,atencion odontologica,restauraciones,2023-01-01,1,16,75,89,48,60,93,177,11,9,0,0,0,0,579
CARIPUYO,atencion odontologica,restauraciones,2023-01-01,2,8,3,4,28,1,25,29,0,0,0,0,0,0,100
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2023-01-01,4,1,12,13,5,7,7,7,1,0,0,0,0,0,57
CHALLAPATA,atencion odontologica,restauraciones,2023-01-01,29,21,125,108,193,115,73,208,25,13,0,0,0,0,910
CHAQUI,atencion odontologica,restauraciones,2023-01-01,2,18,22,12,6,19,9,54,4,0,0,0,0,0,146
CHARAGUA,atencion odontologica,restauraciones,2023-01-01,1,2,13,12,8,32,14,54,0,0,0,0,0,0,136
CHARAÑA,atencion odontologica,restauraciones,2023-01-01,4,1,0,12,16,51,16,27,9,0,0,0,0,0,136
CHAYANTA,atencion odontologica,restauraciones,2023-01-01,7,6,22,32,26,18,28,46,3,0,0,0,0,0,188
CHIMORE,atencion odontologica,restauraciones,2023-01-01,7,14,49,67,93,55,71,95,4,6,0,0,0,0,461
CHIPAYA,atencion odontologica,restauraciones,2023-01-01,0,0,0,5,0,4,0,9,0,0,0,0,0,0,18
CHUA COCANI,atencion odontologica,restauraciones,2023-01-01,8,8,8,19,7,9,5,30,1,0,0,0,0,0,95
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2023-01-01,0,0,2,16,17,3,7,4,0,0,0,0,0,0,49
CHUMA,atencion odontologica,restauraciones,2023-01-01,7,9,9,19,23,31,32,38,6,6,0,0,0,0,180
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2023-01-01,5,2,18,19,14,13,9,55,0,0,0,0,0,0,135
CKOCHAS,atencion odontologica,restauraciones,2023-01-01,3,1,10,7,1,10,6,18,3,3,0,0,0,0,62
CLIZA,atencion odontologica,restauraciones,2023-01-01,49,51,79,86,31,53,23,84,13,13,0,0,0,0,482
COBIJA,atencion odontologica,restauraciones,2023-01-01,36,40,228,248,138,142,171,287,13,12,0,0,0,0,1315
COCAPATA,atencion odontologica,restauraciones,2023-01-01,2,0,11,11,13,35,6,29,0,0,0,0,0,0,107
COCHABAMBA,atencion odontologica,restauraciones,2023-01-01,435,477,2022,1897,855,1102,1601,3093,575,424,0,0,0,0,12481
COIPASA,atencion odontologica,restauraciones,2023-01-01,2,4,0,11,3,0,3,3,2,4,0,0,0,0,32
COLCAPIRHUA,atencion odontologica,restauraciones,2023-01-01,23,16,125,111,46,93,60,160,11,11,0,0,0,0,656
"COLCHA ""K""",atencion odontologica,restauraciones,2023-01-01,3,0,3,7,4,8,4,14,1,7,0,0,0,0,51
COLLANA,atencion odontologica,restauraciones,2023-01-01,0,0,31,7,49,25,18,19,0,0,0,0,0,0,149
COLOMI,atencion odontologica,restauraciones,2023-01-01,19,19,74,88,39,46,22,51,2,10,0,0,0,0,370
COLPA BELGICA,atencion odontologica,restauraciones,2023-01-01,0,0,0,3,2,3,0,7,0,0,0,0,0,0,15
COLQUECHACA,atencion odontologica,restauraciones,2023-01-01,12,5,18,36,20,42,16,41,0,0,0,0,0,0,190
COLQUENCHA,atencion odontologica,restauraciones,2023-01-01,17,8,61,34,76,59,27,78,4,0,0,0,0,0,364
COLQUIRI,atencion odontologica,restauraciones,2023-01-01,7,45,61,109,125,107,95,232,8,8,0,0,0,0,797
COMANCHE,atencion odontologica,restauraciones,2023-01-01,0,0,2,3,3,5,7,6,0,0,0,0,0,0,26
COMARAPA,atencion odontologica,restauraciones,2023-01-01,16,13,51,111,34,84,38,90,3,0,0,0,0,0,440
COMBAYA,atencion odontologica,restauraciones,2023-01-01,2,0,1,1,5,0,11,5,1,2,0,0,0,0,28
CONCEPCION,atencion odontologica,restauraciones,2023-01-01,4,4,17,1,10,3,10,9,1,0,0,0,0,0,59
COPACABANA,atencion odontologica,restauraciones,2023-01-01,0,2,7,22,8,15,14,16,0,0,0,0,0,0,84
CORIPATA,atencion odontologica,restauraciones,2023-01-01,5,6,72,57,53,41,19,45,0,0,0,0,0,0,298
CORO CORO,atencion odontologica,restauraciones,2023-01-01,12,13,55,104,47,90,31,81,2,0,0,0,0,0,435
COROICO,atencion odontologica,restauraciones,2023-01-01,3,21,67,65,63,51,29,120,12,3,0,0,0,0,434
CORQUE,atencion odontologica,restauraciones,2023-01-01,3,0,11,8,10,17,6,14,4,6,0,0,0,0,79
COTAGAITA,atencion odontologica,restauraciones,2023-01-01,24,35,62,78,89,127,85,166,16,5,0,0,0,0,687
COTOCA,atencion odontologica,restauraciones,2023-01-01,2,0,25,29,10,17,11,45,0,1,0,0,0,0,140
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2023-01-01,0,0,2,2,3,5,15,17,7,8,0,0,0,0,59
CUATRO CAÑADAS,atencion odontologica,restauraciones,2023-01-01,24,31,72,135,30,79,51,124,5,5,0,0,0,0,556
CUEVO,atencion odontologica,restauraciones,2023-01-01,0,0,3,5,1,8,9,17,4,0,0,0,0,0,47
CULPINA,atencion odontologica,restauraciones,2023-01-01,0,2,12,20,17,31,12,51,0,4,0,0,0,0,149
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2023-01-01,10,18,62,83,11,13,20,56,1,1,0,0,0,0,275
CURVA,atencion odontologica,restauraciones,2023-01-01,0,0,3,0,11,0,5,10,2,0,0,0,0,0,31
DESAGUADERO,atencion odontologica,restauraciones,2023-01-01,7,0,6,7,18,12,10,18,0,0,0,0,0,0,78
EL ALTO,atencion odontologica,restauraciones,2023-01-01,437,433,1286,1675,1051,1167,763,1617,117,91,0,0,0,0,8637
EL CHORO,atencion odontologica,restauraciones,2023-01-01,12,0,6,8,8,8,4,20,2,2,0,0,0,0,70
EL PUENTE(STC),atencion odontologica,restauraciones,2023-01-01,5,6,12,21,10,35,19,37,0,0,0,0,0,0,145
EL PUENTE(TJA),atencion odontologica,restauraciones,2023-01-01,2,7,10,13,7,41,18,27,3,5,0,0,0,0,133
EL TORNO,atencion odontologica,restauraciones,2023-01-01,58,63,44,36,14,57,36,123,28,19,0,0,0,0,478
EL VILLAR,atencion odontologica,restauraciones,2023-01-01,1,0,20,26,25,31,31,46,3,3,0,0,0,0,186
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2023-01-01,4,12,47,90,49,58,37,99,4,2,0,0,0,0,402
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2023-01-01,13,20,52,88,53,62,23,99,3,0,0,0,0,0,413
ESCARA,atencion odontologica,restauraciones,2023-01-01,0,0,5,5,0,0,0,33,0,10,0,0,0,0,53
ESCOMA,atencion odontologica,restauraciones,2023-01-01,5,1,15,25,35,7,7,37,4,8,0,0,0,0,144
ESMERALDA,atencion odontologica,restauraciones,2023-01-01,0,0,0,0,0,1,0,1,2,4,0,0,0,0,8
EUCALIPTUS,atencion odontologica,restauraciones,2023-01-01,0,5,9,12,18,15,5,20,0,2,0,0,0,0,86
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2023-01-01,12,11,52,35,35,32,36,79,7,2,0,0,0,0,301
FILADELFIA,atencion odontologica,restauraciones,2023-01-01,0,0,0,13,12,2,3,0,0,0,0,0,0,0,30
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2023-01-01,6,5,22,35,24,15,0,33,0,3,0,0,0,0,143
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2023-01-01,6,33,21,26,43,32,40,44,5,6,0,0,0,0,256
GUANAY,atencion odontologica,restauraciones,2023-01-01,4,5,5,7,6,12,8,27,0,0,0,0,0,0,74
GUAQUI,atencion odontologica,restauraciones,2023-01-01,2,1,10,6,18,8,16,30,4,3,0,0,0,0,98
GUAYARAMERIN,atencion odontologica,restauraciones,2023-01-01,14,12,62,108,20,74,11,58,0,4,0,0,0,0,363
GUTIERREZ,atencion odontologica,restauraciones,2023-01-01,0,2,6,26,9,18,31,32,5,2,0,0,0,0,131
HUACARAJE,atencion odontologica,restauraciones,2023-01-01,4,3,2,7,4,5,12,9,2,0,0,0,0,0,48
HUACARETA,atencion odontologica,restauraciones,2023-01-01,1,3,14,47,0,34,22,30,2,1,0,0,0,0,154
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2023-01-01,0,2,8,1,0,0,7,4,0,0,0,0,0,0,22
HUACHACALLA,atencion odontologica,restauraciones,2023-01-01,4,1,3,9,11,1,16,9,1,6,0,0,0,0,61
HUANUNI,atencion odontologica,restauraciones,2023-01-01,19,4,105,201,151,194,55,145,31,10,0,0,0,0,915
HUARINA,atencion odontologica,restauraciones,2023-01-01,4,1,11,8,21,12,13,20,2,5,0,0,0,0,97
HUATAJATA,atencion odontologica,restauraciones,2023-01-01,1,3,16,26,4,6,5,21,0,0,0,0,0,0,82
HUAYLLAMARCA,atencion odontologica,restauraciones,2023-01-01,7,8,11,22,16,21,11,17,8,4,0,0,0,0,125
HUMANATA,atencion odontologica,restauraciones,2023-01-01,0,1,13,11,9,23,28,54,9,19,0,0,0,0,167
ICHOCA,atencion odontologica,restauraciones,2023-01-01,2,0,0,5,7,10,4,7,3,0,0,0,0,0,38
ICLA,atencion odontologica,restauraciones,2023-01-01,14,9,23,44,46,37,23,63,5,0,0,0,0,0,264
INCAHUASI,atencion odontologica,restauraciones,2023-01-01,2,6,21,49,13,54,24,71,4,1,0,0,0,0,245
INQUISIVI,atencion odontologica,restauraciones,2023-01-01,0,4,1,10,15,9,8,4,2,2,0,0,0,0,55
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2023-01-01,11,17,30,35,26,29,34,52,6,1,0,0,0,0,241
IXIAMAS,atencion odontologica,restauraciones,2023-01-01,0,3,28,26,9,22,13,28,0,0,0,0,0,0,129
JESUS DE MACHACA,atencion odontologica,restauraciones,2023-01-01,4,6,20,20,32,17,25,69,1,4,0,0,0,0,198
LA ASUNTA,atencion odontologica,restauraciones,2023-01-01,30,28,97,142,158,133,147,222,13,2,0,0,0,0,972
LA GUARDIA,atencion odontologica,restauraciones,2023-01-01,23,19,42,66,20,52,41,138,4,5,0,0,0,0,410
LA PAZ,atencion odontologica,restauraciones,2023-01-01,805,783,2389,2485,1284,1573,1941,3329,590,436,0,0,0,0,15615
LA RIVERA,atencion odontologica,restauraciones,2023-01-01,0,4,1,0,0,0,4,8,0,0,0,0,0,0,17
LAGUNILLAS,atencion odontologica,restauraciones,2023-01-01,4,0,3,26,18,21,1,48,2,0,0,0,0,0,123
LAJA,atencion odontologica,restauraciones,2023-01-01,23,48,38,75,33,30,17,56,5,8,0,0,0,0,333
LAS CARRERAS,atencion odontologica,restauraciones,2023-01-01,1,2,8,10,3,14,23,57,4,5,0,0,0,0,127
LICOMA PAMPA,atencion odontologica,restauraciones,2023-01-01,2,4,1,18,2,11,4,13,0,0,0,0,0,0,55
LLALLAGUA,atencion odontologica,restauraciones,2023-01-01,23,16,98,124,120,116,55,197,4,9,0,0,0,0,762
LORETO,atencion odontologica,restauraciones,2023-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
LURIBAY,atencion odontologica,restauraciones,2023-01-01,5,4,9,21,5,22,22,38,2,1,0,0,0,0,129
MACHACAMARCA,atencion odontologica,restauraciones,2023-01-01,3,1,22,18,10,10,10,16,5,2,0,0,0,0,97
MACHARETI,atencion odontologica,restauraciones,2023-01-01,0,3,7,22,3,10,6,29,0,2,0,0,0,0,82
MAGDALENA,atencion odontologica,restauraciones,2023-01-01,0,2,2,12,9,17,7,29,9,5,0,0,0,0,92
MAIRANA,atencion odontologica,restauraciones,2023-01-01,4,5,32,62,2,74,31,82,3,0,0,0,0,0,295
MALLA,atencion odontologica,restauraciones,2023-01-01,2,4,4,10,5,2,18,5,0,0,0,0,0,0,50
MAPIRI,atencion odontologica,restauraciones,2023-01-01,11,1,3,10,3,2,4,16,0,0,0,0,0,0,50
MECAPACA,atencion odontologica,restauraciones,2023-01-01,15,6,22,11,27,28,17,32,2,1,0,0,0,0,161
MINEROS,atencion odontologica,restauraciones,2023-01-01,2,1,15,16,23,25,4,23,0,1,0,0,0,0,110
MIZQUE,atencion odontologica,restauraciones,2023-01-01,6,11,30,72,30,43,10,64,0,1,0,0,0,0,267
MOCOMOCO,atencion odontologica,restauraciones,2023-01-01,2,5,31,39,79,39,50,54,6,1,0,0,0,0,306
MOJINETE,atencion odontologica,restauraciones,2023-01-01,0,0,3,2,0,5,1,3,0,0,0,0,0,0,14
MOJOCOYA,atencion odontologica,restauraciones,2023-01-01,4,12,28,55,41,13,20,73,1,0,0,0,0,0,247
MONTEAGUDO,atencion odontologica,restauraciones,2023-01-01,7,12,110,183,37,177,87,135,3,2,0,0,0,0,753
MONTERO,atencion odontologica,restauraciones,2023-01-01,23,41,135,205,85,224,84,285,41,8,0,0,0,0,1131
MORO MORO,atencion odontologica,restauraciones,2023-01-01,0,0,5,11,1,7,11,22,0,1,0,0,0,0,58
MOROCHATA,atencion odontologica,restauraciones,2023-01-01,13,2,19,33,39,50,35,59,1,8,0,0,0,0,259
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2023-01-01,0,1,0,0,1,2,4,4,0,0,0,0,0,0,12
OCURI,atencion odontologica,restauraciones,2023-01-01,1,3,22,21,6,47,23,43,5,4,0,0,0,0,175
OKINAWA,atencion odontologica,restauraciones,2023-01-01,1,2,1,0,1,1,1,0,1,0,0,0,0,0,8
OMEREQUE,atencion odontologica,restauraciones,2023-01-01,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9
ORURO,atencion odontologica,restauraciones,2023-01-01,327,336,1127,1382,855,1016,1133,2372,183,153,0,0,0,0,8884
PADCAYA,atencion odontologica,restauraciones,2023-01-01,1,2,15,21,27,56,17,99,2,2,0,0,0,0,242
PADILLA,atencion odontologica,restauraciones,2023-01-01,6,8,42,75,22,74,34,99,12,2,0,0,0,0,374
PAILON,atencion odontologica,restauraciones,2023-01-01,4,7,19,23,10,17,24,34,2,5,0,0,0,0,145
PALCA,atencion odontologica,restauraciones,2023-01-01,13,15,38,54,60,45,25,60,5,6,0,0,0,0,321
PALOS BLANCOS,atencion odontologica,restauraciones,2023-01-01,5,0,23,27,16,31,23,39,0,1,0,0,0,0,165
PAMPA AULLAGAS,atencion odontologica,restauraciones,2023-01-01,5,0,6,8,13,0,2,11,2,11,0,0,0,0,58
PAMPA GRANDE,atencion odontologica,restauraciones,2023-01-01,1,3,2,14,3,14,8,26,0,3,0,0,0,0,74
PAPEL PAMPA,atencion odontologica,restauraciones,2023-01-01,0,1,5,4,7,2,18,25,5,5,0,0,0,0,72
PASORAPA,atencion odontologica,restauraciones,2023-01-01,0,2,29,15,11,11,13,58,8,4,0,0,0,0,151
PATACAMAYA,atencion odontologica,restauraciones,2023-01-01,25,25,94,71,82,64,22,107,4,2,0,0,0,0,496
PAZÑA,atencion odontologica,restauraciones,2023-01-01,6,14,27,32,23,22,25,40,9,8,0,0,0,0,206
PELECHUCO,atencion odontologica,restauraciones,2023-01-01,15,15,21,35,10,25,35,60,0,0,0,0,0,0,216
POCOATA,atencion odontologica,restauraciones,2023-01-01,3,2,12,15,5,11,12,40,0,8,0,0,0,0,108
POCONA,atencion odontologica,restauraciones,2023-01-01,2,3,16,18,27,21,17,24,1,4,0,0,0,0,133
POJO (CBBA),atencion odontologica,restauraciones,2023-01-01,17,7,40,95,52,50,30,104,9,11,0,0,0,0,415
POOPO,atencion odontologica,restauraciones,2023-01-01,16,17,38,45,13,65,30,36,8,5,0,0,0,0,273
PORCO,atencion odontologica,restauraciones,2023-01-01,1,2,0,18,0,21,0,25,0,0,0,0,0,0,67
POROMA,atencion odontologica,restauraciones,2023-01-01,1,0,5,8,5,2,17,24,2,2,0,0,0,0,66
PORONGO,atencion odontologica,restauraciones,2023-01-01,0,5,7,19,11,28,4,35,12,1,0,0,0,0,122
PORTACHUELO,atencion odontologica,restauraciones,2023-01-01,1,1,14,10,5,6,3,6,0,0,0,0,0,0,46
PORVENIR,atencion odontologica,restauraciones,2023-01-01,1,1,27,84,21,56,8,53,1,1,0,0,0,0,253
POTOSI,atencion odontologica,restauraciones,2023-01-01,96,113,411,510,170,319,272,657,44,20,0,0,0,0,2612
PRESTO,atencion odontologica,restauraciones,2023-01-01,3,2,27,54,31,37,24,77,2,0,0,0,0,0,257
PUCARA,atencion odontologica,restauraciones,2023-01-01,0,0,6,15,0,0,0,11,0,0,0,0,0,0,32
PUCARANI,atencion odontologica,restauraciones,2023-01-01,16,17,40,80,50,69,29,104,2,7,0,0,0,0,414
PUERTO ACOSTA,atencion odontologica,restauraciones,2023-01-01,1,1,21,19,33,14,5,18,1,0,0,0,0,0,113
PUERTO CARABUCO,atencion odontologica,restauraciones,2023-01-01,9,5,16,44,31,40,33,60,0,3,0,0,0,0,241
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2023-01-01,8,7,9,18,9,7,7,30,0,0,0,0,0,0,95
PUERTO PEREZ,atencion odontologica,restauraciones,2023-01-01,0,1,3,6,9,6,7,16,7,2,0,0,0,0,57
PUERTO QUIJARRO,atencion odontologica,restauraciones,2023-01-01,0,0,0,2,6,0,1,0,2,0,0,0,0,0,11
PUERTO RICO,atencion odontologica,restauraciones,2023-01-01,2,0,16,19,7,7,10,26,0,0,0,0,0,0,87
PUERTO SUAREZ,atencion odontologica,restauraciones,2023-01-01,1,1,15,13,10,13,24,21,1,0,0,0,0,0,99
PUERTO VILLARROEL,atencion odontologica,restauraciones,2023-01-01,2,14,65,107,65,84,68,62,13,2,0,0,0,0,482
PUNA,atencion odontologica,restauraciones,2023-01-01,4,1,16,33,22,42,15,36,4,7,0,0,0,0,180
PUNATA,atencion odontologica,restauraciones,2023-01-01,65,27,97,85,31,66,43,90,4,7,0,0,0,0,515
QUIABAYA,atencion odontologica,restauraciones,2023-01-01,1,3,4,7,13,6,17,14,0,0,0,0,0,0,65
QUILLACOLLO,atencion odontologica,restauraciones,2023-01-01,58,136,294,388,227,238,236,545,56,42,0,0,0,0,2220
QUIME,atencion odontologica,restauraciones,2023-01-01,2,23,8,21,39,31,17,60,0,2,0,0,0,0,203
QUIRUSILLAS,atencion odontologica,restauraciones,2023-01-01,5,0,12,9,6,0,8,12,0,0,0,0,0,0,52
RAVELO,atencion odontologica,restauraciones,2023-01-01,10,8,23,33,25,47,25,62,6,3,0,0,0,0,242
REYES,atencion odontologica,restauraciones,2023-01-01,3,1,18,0,4,8,10,51,13,0,0,0,0,0,108
RIBERALTA,atencion odontologica,restauraciones,2023-01-01,14,8,180,185,56,71,88,112,40,12,0,0,0,0,766
ROBORE,atencion odontologica,restauraciones,2023-01-01,0,9,36,37,13,25,66,83,23,12,0,0,0,0,304
RURRENABAQUE,atencion odontologica,restauraciones,2023-01-01,8,10,32,23,19,32,28,65,15,10,0,0,0,0,242
SABAYA,atencion odontologica,restauraciones,2023-01-01,6,12,16,20,17,16,46,36,6,11,0,0,0,0,186
SACABA,atencion odontologica,restauraciones,2023-01-01,170,178,593,692,320,433,378,988,70,42,0,0,0,0,3864
SACABAMBA,atencion odontologica,restauraciones,2023-01-01,1,0,4,3,2,1,1,8,1,1,0,0,0,0,22
SACACA,atencion odontologica,restauraciones,2023-01-01,0,0,5,0,7,25,22,25,2,5,0,0,0,0,91
SAIPINA,atencion odontologica,restauraciones,2023-01-01,1,0,6,21,7,5,4,21,0,3,0,0,0,0,68
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2023-01-01,8,7,26,30,27,19,24,42,8,12,0,0,0,0,203
SAMAIPATA,atencion odontologica,restauraciones,2023-01-01,8,6,14,35,7,19,25,38,2,1,0,0,0,0,155
SAN AGUSTIN,atencion odontologica,restauraciones,2023-01-01,0,0,7,2,0,0,2,3,0,0,0,0,0,0,14
SAN ANDRES,atencion odontologica,restauraciones,2023-01-01,5,2,3,5,2,2,0,6,0,0,0,0,0,0,25
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2023-01-01,6,10,33,13,9,15,23,33,4,8,0,0,0,0,154
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2023-01-01,0,0,0,3,3,5,5,0,0,0,0,0,0,0,16
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2023-01-01,0,2,3,2,5,9,3,6,2,0,0,0,0,0,32
SAN BENITO,atencion odontologica,restauraciones,2023-01-01,19,4,29,42,26,46,32,100,0,4,0,0,0,0,302
SAN BORJA,atencion odontologica,restauraciones,2023-01-01,22,9,45,76,29,52,51,101,2,0,0,0,0,0,387
SAN BUENA VENTURA,atencion odontologica,restauraciones,2023-01-01,1,6,8,4,4,10,2,9,0,1,0,0,0,0,45
