,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
ARBIETO,atencion odontologica,periodoncia,2023-01-01,0,0,3,7,14,22,9,78,8,4,0,0,0,0,145
ARQUE,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,2,4,6,0,0,0,0,0,0,12
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2023-01-01,0,0,1,8,3,7,10,27,0,0,0,0,0,0,56
ATOCHA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,3,19,4,0,0,0,0,0,28
AUCAPATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,3,5,2,3,0,0,0,0,14
AYATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,0,0,3,6,0,0,0,0,0,0,10
AYO AYO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,2,4,3,0,0,0,0,0,0,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2023-01-01,0,0,2,1,1,7,18,41,6,5,0,0,0,0,81
AZURDUY,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,1,3,0,3,0,1,0,0,0,0,10
BATALLAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,2,0,1,6,0,0,0,0,0,0,9
BAURES,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,2,0,0,3,0,0,0,0,0,0,7
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,1,1,1,2,0,0,0,0,0,0,6
BERMEJO,atencion odontologica,periodoncia,2023-01-01,0,0,3,4,5,4,20,16,2,3,0,0,0,0,57
BETANZOS,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,6,8,7,27,3,4,0,0,0,0,56
BOLIVAR,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
BUENA VISTA,atencion odontologica,periodoncia,2023-01-01,0,0,0,4,2,9,1,11,1,0,0,0,0,0,28
CABEZAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,0,2,5,7,0,0,0,0,0,0,16
CAIROMA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5
"CAIZA ""D""",atencion odontologica,periodoncia,2023-01-01,0,0,1,1,1,0,0,6,0,1,0,0,0,0,10
CAJUATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CALAMARCA,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,5,3,1,3,0,0,0,0,0,0,14
CAMARGO,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,0,3,4,17,0,2,0,0,0,0,27
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,periodoncia,2023-01-01,0,0,19,5,3,11,14,40,8,3,0,0,0,0,103
CAPINOTA,atencion odontologica,periodoncia,2023-01-01,0,0,0,3,2,4,2,7,4,1,0,0,0,0,23
CAQUIAVIRI,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,1,1,2,2,3,6,0,0,0,0,16
CARACOLLO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,3,4,8,4,0,0,0,0,0,0,19
CARANAVI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,9,6,7,24,2,0,0,0,0,0,48
CARAPARI,atencion odontologica,periodoncia,2023-01-01,0,0,4,0,2,25,6,16,5,0,0,0,0,0,58
CARIPUYO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,6,0,6,4,1,0,0,0,0,0,17
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,2,9,2,0,0,0,0,0,14
CHALLAPATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,14,10,7,63,4,11,0,0,0,0,109
CHAQUI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,1,3,1,1,0,0,0,0,7
CHARAGUA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHARAÑA,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,1,2,0,1,0,0,0,0,0,0,5
CHAYANTA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,2,9,13,0,0,0,0,0,0,25
CHIMORE,atencion odontologica,periodoncia,2023-01-01,0,0,5,7,7,6,2,12,1,0,0,0,0,0,40
CHIPAYA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,3,2,3,0,0,0,0,0,0,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHUMA,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,3,6,4,16,3,2,0,0,0,0,35
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CKOCHAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,1,1,6,8,2,0,0,0,0,0,19
CLIZA,atencion odontologica,periodoncia,2023-01-01,0,0,1,5,4,1,8,20,0,6,0,0,0,0,45
COBIJA,atencion odontologica,periodoncia,2023-01-01,0,0,21,17,15,20,50,57,8,5,0,0,0,0,193
COCAPATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,1,6,0,0,0,0,0,0,8
COCHABAMBA,atencion odontologica,periodoncia,2023-01-01,0,0,35,24,78,68,249,575,68,75,0,0,0,0,1172
COIPASA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,periodoncia,2023-01-01,0,0,3,1,0,13,14,30,6,2,0,0,0,0,69
"COLCHA ""K""",atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
COLLANA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
COLOMI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,3,4,7,20,4,1,0,0,0,0,39
COLPA BELGICA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,3,2,1,0,0,0,0,0,6
COLQUECHACA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,0,11,0,0,0,0,0,0,13
COLQUENCHA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,4,1,2,2,1,0,0,0,0,0,10
COLQUIRI,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,4,3,11,15,7,4,0,0,0,0,46
COMARAPA,atencion odontologica,periodoncia,2023-01-01,0,0,0,5,1,5,9,30,3,0,0,0,0,0,53
COMBAYA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
CONCEPCION,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,1,2,5,2,0,0,0,0,0,0,12
COPACABANA,atencion odontologica,periodoncia,2023-01-01,0,0,6,5,5,6,7,9,0,0,0,0,0,0,38
CORIPATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,5,0,1,8,0,0,0,0,0,0,16
CORO CORO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,6,12,6,12,0,0,0,0,0,0,36
COROICO,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,0,3,3,6,0,0,0,0,0,0,14
CORQUE,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,2,1,4,2,4,0,0,0,0,13
COTAGAITA,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,3,4,8,15,3,0,0,0,0,0,34
COTOCA,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,2,5,5,16,0,1,0,0,0,0,31
CUATRO CAÑADAS,atencion odontologica,periodoncia,2023-01-01,0,0,2,3,1,6,10,10,0,3,0,0,0,0,35
CUEVO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,5
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,3,11,2,8,0,0,0,0,25
CURVA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
DESAGUADERO,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,4,1,1,6,0,1,0,0,0,0,14
EL ALTO,atencion odontologica,periodoncia,2023-01-01,0,0,48,67,90,79,101,409,17,17,0,0,0,0,828
EL CHORO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,0,3,1,0,0,0,0,0,5
EL PUENTE(STC),atencion odontologica,periodoncia,2023-01-01,0,0,1,2,3,5,6,12,0,0,0,0,0,0,29
EL PUENTE(TJA),atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,3,0,0,0,0,0,0,0,5
EL TORNO,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,5,11,19,34,7,8,0,0,0,0,86
EL VILLAR,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,0,1,6,0,0,0,0,0,8
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,5,2,1,12,0,0,0,0,0,0,22
ESCARA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
ESCOMA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4
ESMERALDA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,3,2,2,0,0,0,0,7
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,4,1,6,12,0,0,0,0,0,0,23
FILADELFIA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,1,1,2,2,0,0,0,0,7
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,4,3,1,4,1,0,0,0,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2023-01-01,0,0,1,1,0,0,10,4,3,0,0,0,0,0,19
GUANAY,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,3,2,2,5,0,0,0,0,0,0,12
GUAQUI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,periodoncia,2023-01-01,0,0,0,5,3,4,7,12,0,1,0,0,0,0,32
GUTIERREZ,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
HUACARAJE,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
HUACARETA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,2,0,7,0,0,0,0,0,0,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
HUACHACALLA,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,7,2,6,22,1,1,0,0,0,0,40
HUARINA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
HUATAJATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,4,2,2,9,0,0,0,0,0,0,19
HUAYLLAMARCA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,1,1,3,0,0,0,0,0,6
HUMANATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,2,1,2,0,0,0,0,5
ICHOCA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ICLA,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,1,4,2,11,1,0,0,0,0,0,20
INCAHUASI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,2,4,1,3,0,0,0,0,0,0,10
INQUISIVI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,3,3,2,0,0,0,0,0,10
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,3,11,1,0,0,0,0,0,17
IXIAMAS,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4
JESUS DE MACHACA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,periodoncia,2023-01-01,0,0,3,5,9,11,12,36,2,2,0,0,0,0,80
LA GUARDIA,atencion odontologica,periodoncia,2023-01-01,0,0,8,2,5,12,6,37,4,0,0,0,0,0,74
LA PAZ,atencion odontologica,periodoncia,2023-01-01,0,0,88,62,229,233,384,560,85,101,0,0,0,0,1742
LAGUNILLAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
LAJA,atencion odontologica,periodoncia,2023-01-01,0,0,3,0,7,3,5,34,4,9,0,0,0,0,65
LAS CARRERAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,8,7,1,0,0,0,0,0,17
LICOMA PAMPA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,2,5,0,0,0,0,0,0,8
LLALLAGUA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,3,1,8,12,1,0,0,0,0,0,25
LURIBAY,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,3,6,2,0,3,0,0,0,0,14
MACHACAMARCA,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,2,3,6,0,4,2,0,0,0,0,19
MACHARETI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,1,2,1,1,0,0,0,0,0,6
MAIRANA,atencion odontologica,periodoncia,2023-01-01,0,0,0,4,2,1,5,17,0,0,0,0,0,0,29
MAPIRI,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,2,3,6,18,1,1,0,0,0,0,32
MECAPACA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
MINEROS,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,2,4,3,8,0,0,0,0,0,0,19
MIZQUE,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,4,3,10,34,0,1,0,0,0,0,52
MOCOMOCO,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,1,1,7,7,0,0,0,0,0,0,17
MOJOCOYA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,2,1,6,11,0,0,0,0,0,0,20
MONTEAGUDO,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,2,8,6,8,0,1,0,0,0,0,26
MONTERO,atencion odontologica,periodoncia,2023-01-01,0,0,14,18,37,48,53,253,15,16,0,0,0,0,454
MOROCHATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,5,7,8,23,2,1,0,0,0,0,47
OCURI,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,1,1,1,11,3,0,0,0,0,0,18
ORURO,atencion odontologica,periodoncia,2023-01-01,0,0,18,13,50,42,157,267,27,30,0,0,0,0,604
PADCAYA,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,1,0,1,3,0,0,0,0,0,0,6
PADILLA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,2,7,4,8,0,0,0,0,0,0,21
PAILON,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,0,3,3,10,0,1,0,0,0,0,19
PALCA,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,5,3,8,4,0,1,0,0,0,0,22
PALOS BLANCOS,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,5,7,11,0,0,0,0,0,0,24
PAMPA AULLAGAS,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PAMPA GRANDE,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,1,2,2,4,0,0,0,0,0,0,10
PAPEL PAMPA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,4,3,1,0,0,0,0,10
PASORAPA,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,0,1,2,9,2,0,0,0,0,0,15
PATACAMAYA,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,5,4,3,5,0,0,0,0,0,0,18
PAZÑA,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,3,0,7,8,1,0,0,0,0,0,20
PELECHUCO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,3,6,0,0,0,0,0,0,10
POCOATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,4,10,4,0,0,0,0,0,18
POCONA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5
POJO (CBBA),atencion odontologica,periodoncia,2023-01-01,0,0,0,2,1,2,1,5,0,1,0,0,0,0,12
POOPO,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,2,6,20,32,7,12,0,0,0,0,81
PORCO,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
POROMA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
PORONGO,atencion odontologica,periodoncia,2023-01-01,0,0,0,3,2,7,5,10,0,0,0,0,0,0,27
PORTACHUELO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,4,0,2,0,0,0,0,0,0,7
PORVENIR,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
POTOSI,atencion odontologica,periodoncia,2023-01-01,0,0,5,1,6,7,38,45,1,2,0,0,0,0,105
PRESTO,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,0,5,3,5,0,0,0,0,0,0,14
PUCARANI,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,2,1,6,9,0,2,0,0,0,0,22
PUERTO ACOSTA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,3,2,2,2,0,0,0,0,0,9
PUERTO CARABUCO,atencion odontologica,periodoncia,2023-01-01,0,0,0,2,9,7,4,11,0,2,0,0,0,0,35
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,1,7,0,0,0,0,0,0,9
PUERTO PEREZ,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
PUERTO RICO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,2,0,6,0,0,0,0,0,0,9
PUERTO SUAREZ,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,periodoncia,2023-01-01,0,0,1,3,9,10,11,34,0,2,0,0,0,0,70
PUNA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,3,2,5,8,2,2,0,0,0,0,22
PUNATA,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,2,3,28,33,7,3,0,0,0,0,78
QUIABAYA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5
QUILLACOLLO,atencion odontologica,periodoncia,2023-01-01,0,0,2,3,13,8,24,60,6,3,0,0,0,0,119
QUIME,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,0,0,16,9,0,1,0,0,0,0,28
QUIRUSILLAS,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
RAVELO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,3,3,36,0,2,0,0,0,0,44
REYES,atencion odontologica,periodoncia,2023-01-01,0,0,2,2,0,3,3,8,0,0,0,0,0,0,18
RIBERALTA,atencion odontologica,periodoncia,2023-01-01,0,0,5,6,14,29,24,62,4,2,0,0,0,0,146
ROBORE,atencion odontologica,periodoncia,2023-01-01,0,0,2,1,1,4,9,22,4,2,0,0,0,0,45
RURRENABAQUE,atencion odontologica,periodoncia,2023-01-01,0,0,4,3,7,8,6,12,2,1,0,0,0,0,43
SABAYA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,2,2,0,1,0,0,0,0,5
SACABA,atencion odontologica,periodoncia,2023-01-01,0,0,5,6,39,35,76,177,13,16,0,0,0,0,367
SACABAMBA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4
SACACA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
SAIPINA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,4,4,3,0,0,0,0,0,12
SAMAIPATA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,2,1,0,6,0,0,0,0,0,0,9
SAN ANDRES,atencion odontologica,periodoncia,2023-01-01,0,0,0,1,5,4,8,8,2,2,0,0,0,0,30
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
SAN BENITO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,3,7,0,1,0,0,0,0,12
SAN BORJA,atencion odontologica,periodoncia,2023-01-01,0,0,1,4,3,4,2,10,0,0,0,0,0,0,24
SAN BUENA VENTURA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,periodoncia,2023-01-01,0,0,3,3,2,3,2,6,0,0,0,0,0,0,19
SAN IGNACIO,atencion odontologica,periodoncia,2023-01-01,0,0,2,2,4,4,6,20,1,0,0,0,0,0,39
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5
SAN JAVIER(STC),atencion odontologica,periodoncia,2023-01-01,0,0,0,3,1,0,3,5,2,0,0,0,0,0,14
SAN JOAQUIN,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,1,2,2,6,0,0,0,0,0,0,13
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,2,1,5,1,0,0,0,0,0,10
SAN JULIAN,atencion odontologica,periodoncia,2023-01-01,0,0,9,13,4,5,16,38,8,3,0,0,0,0,96
SAN LORENZO(PND),atencion odontologica,periodoncia,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,periodoncia,2023-01-01,0,0,2,1,2,3,8,21,2,0,0,0,0,0,39
SAN LUCAS,atencion odontologica,periodoncia,2023-01-01,0,0,1,0,2,1,5,14,0,0,0,0,0,0,23
SAN MATIAS,atencion odontologica,periodoncia,2023-01-01,0,0,2,3,1,2,1,5,1,0,0,0,0,0,15
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2023-01-01,0,0,2,0,3,6,11,9,0,6,0,0,0,0,37
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,3,0,4,5,1,0,0,0,0,0,13
SAN PEDRO,atencion odontologica,periodoncia,2023-01-01,0,0,4,2,8,14,12,38,2,0,0,0,0,0,80
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2023-01-01,0,0,1,1,0,5,3,6,3,6,0,0,0,0,25
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN PEDRO DE MACHA,atencion odontologica,periodoncia,2023-01-01,0,0,0,0,1,0,3,6,1,1,0,0,0,0,12
