,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
ATOCHA,atencion odontologica,endodoncia,2023-01-01,0,0,7,11,5,10,11,21,0,0,0,0,0,0,65
AUCAPATA,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,1,1,4,1,1,0,0,0,0,9
AYATA,atencion odontologica,endodoncia,2023-01-01,0,1,1,1,1,0,4,9,1,0,0,0,0,0,18
AYO AYO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2023-01-01,2,5,20,18,10,18,32,42,2,2,0,0,0,0,151
BATALLAS,atencion odontologica,endodoncia,2023-01-01,0,0,2,3,1,9,2,3,0,1,0,0,0,0,21
BAURES,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11
BELEN DE URMIRI,atencion odontologica,endodoncia,2023-01-01,0,0,3,0,2,0,2,4,0,1,0,0,0,0,12
BERMEJO,atencion odontologica,endodoncia,2023-01-01,1,5,3,2,5,2,10,23,0,2,0,0,0,0,53
BETANZOS,atencion odontologica,endodoncia,2023-01-01,2,0,1,6,1,0,22,9,0,0,0,0,0,0,41
BUENA VISTA,atencion odontologica,endodoncia,2023-01-01,1,3,1,3,1,8,2,8,2,0,0,0,0,0,29
CABEZAS,atencion odontologica,endodoncia,2023-01-01,0,0,2,2,3,0,5,15,0,0,0,0,0,0,27
CAIROMA,atencion odontologica,endodoncia,2023-01-01,0,0,0,3,1,2,2,4,0,0,0,0,0,0,12
"CAIZA ""D""",atencion odontologica,endodoncia,2023-01-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
CAJUATA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,2,3,1,0,1,0,0,0,0,7
CALAMARCA,atencion odontologica,endodoncia,2023-01-01,4,1,4,5,3,4,6,9,0,2,0,0,0,0,38
CAMARGO,atencion odontologica,endodoncia,2023-01-01,2,8,21,33,6,8,3,25,13,0,0,0,0,0,119
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,1,0,7,0,1,0,0,0,0,10
CAMIRI,atencion odontologica,endodoncia,2023-01-01,2,10,1,4,0,2,11,0,0,0,0,0,0,0,30
CAPINOTA,atencion odontologica,endodoncia,2023-01-01,3,1,2,5,51,6,4,23,3,0,0,0,0,0,98
CAQUIAVIRI,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,0,5,4,0,0,0,0,0,0,10
CARACOLLO,atencion odontologica,endodoncia,2023-01-01,1,2,6,12,1,8,4,15,2,0,0,0,0,0,51
CARANAVI,atencion odontologica,endodoncia,2023-01-01,1,0,10,1,4,6,10,5,1,0,0,0,0,0,38
CARAPARI,atencion odontologica,endodoncia,2023-01-01,0,2,7,5,8,6,13,15,0,0,0,0,0,0,56
CARIPUYO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,endodoncia,2023-01-01,3,1,3,4,0,1,3,3,1,2,0,0,0,0,21
CHAQUI,atencion odontologica,endodoncia,2023-01-01,1,6,3,5,1,2,1,7,0,0,0,0,0,0,26
CHARAGUA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17
CHAYANTA,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4
CHIMORE,atencion odontologica,endodoncia,2023-01-01,0,0,1,5,1,2,6,7,1,0,0,0,0,0,23
CHUA COCANI,atencion odontologica,endodoncia,2023-01-01,1,0,0,1,0,12,0,31,2,0,0,0,0,0,47
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2023-01-01,0,0,0,1,1,5,1,1,1,0,0,0,0,0,10
CHUMA,atencion odontologica,endodoncia,2023-01-01,0,0,4,2,1,3,6,16,2,0,0,0,0,0,34
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2023-01-01,2,0,2,3,1,0,16,6,0,0,0,0,0,0,30
CLIZA,atencion odontologica,endodoncia,2023-01-01,2,5,6,6,1,2,4,6,6,1,0,0,0,0,39
COBIJA,atencion odontologica,endodoncia,2023-01-01,2,5,9,18,19,14,36,89,1,7,0,0,0,0,200
COCHABAMBA,atencion odontologica,endodoncia,2023-01-01,58,54,161,186,36,64,167,414,98,106,0,0,0,0,1344
COIPASA,atencion odontologica,endodoncia,2023-01-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
COLCAPIRHUA,atencion odontologica,endodoncia,2023-01-01,1,2,7,3,0,6,4,13,0,1,0,0,0,0,37
COLLANA,atencion odontologica,endodoncia,2023-01-01,0,0,6,4,9,7,3,4,0,0,0,0,0,0,33
COLOMI,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
COLPA BELGICA,atencion odontologica,endodoncia,2023-01-01,0,0,9,9,3,0,10,16,2,3,0,0,0,0,52
COLQUECHACA,atencion odontologica,endodoncia,2023-01-01,10,3,10,21,7,25,2,7,0,0,0,0,0,0,85
COLQUENCHA,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,4,1,2,5,3,0,0,0,0,0,16
COLQUIRI,atencion odontologica,endodoncia,2023-01-01,1,3,7,22,6,14,14,28,2,0,0,0,0,0,97
COMARAPA,atencion odontologica,endodoncia,2023-01-01,0,0,6,7,6,20,6,23,2,0,0,0,0,0,70
COMBAYA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COPACABANA,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,1,0,5,4,0,0,0,0,0,0,11
CORIPATA,atencion odontologica,endodoncia,2023-01-01,0,0,4,4,0,1,5,9,0,0,0,0,0,0,23
CORO CORO,atencion odontologica,endodoncia,2023-01-01,0,0,6,6,0,2,11,12,0,0,0,0,0,0,37
COROICO,atencion odontologica,endodoncia,2023-01-01,0,2,3,5,5,11,6,16,0,0,0,0,0,0,48
CORQUE,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,endodoncia,2023-01-01,12,6,31,27,9,25,19,45,4,1,0,0,0,0,179
CUATRO CAÑADAS,atencion odontologica,endodoncia,2023-01-01,4,4,18,20,0,1,1,9,0,0,0,0,0,0,57
CUEVO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CULPINA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2023-01-01,0,2,1,0,0,1,0,3,0,1,0,0,0,0,8
CURVA,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
DESAGUADERO,atencion odontologica,endodoncia,2023-01-01,3,0,1,0,0,5,4,3,0,0,0,0,0,0,16
EL ALTO,atencion odontologica,endodoncia,2023-01-01,46,61,82,114,48,92,103,148,33,31,0,0,0,0,758
EL CHORO,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,1,0,0,1,1,1,0,0,0,0,5
EL PUENTE(STC),atencion odontologica,endodoncia,2023-01-01,3,1,3,2,2,2,5,10,0,1,0,0,0,0,29
EL PUENTE(TJA),atencion odontologica,endodoncia,2023-01-01,0,1,1,3,0,1,4,0,0,1,0,0,0,0,11
EL TORNO,atencion odontologica,endodoncia,2023-01-01,2,3,5,1,0,0,8,6,3,3,0,0,0,0,31
EL VILLAR,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2023-01-01,0,0,4,4,1,0,5,7,0,0,0,0,0,0,21
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
ESCOMA,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,6,0,1,5,0,0,0,0,0,0,14
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,0,0,7,0,0,0,0,0,0,8
FILADELFIA,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2023-01-01,0,3,3,0,2,4,8,6,2,1,0,0,0,0,29
GUANAY,atencion odontologica,endodoncia,2023-01-01,0,0,0,3,4,2,2,9,0,0,0,0,0,0,20
GUAQUI,atencion odontologica,endodoncia,2023-01-01,1,0,1,1,1,2,4,10,0,1,0,0,0,0,21
GUAYARAMERIN,atencion odontologica,endodoncia,2023-01-01,3,1,7,5,0,6,2,3,0,0,0,0,0,0,27
GUTIERREZ,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,1,3,8,0,2,0,0,0,0,15
HUACARAJE,atencion odontologica,endodoncia,2023-01-01,0,0,2,0,1,0,1,1,1,0,0,0,0,0,6
HUACARETA,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACHACALLA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
HUANUNI,atencion odontologica,endodoncia,2023-01-01,0,1,13,9,16,20,9,28,11,9,0,0,0,0,116
HUATAJATA,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,0,2,1,3,0,0,0,0,0,0,8
HUAYLLAMARCA,atencion odontologica,endodoncia,2023-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,0,2,0,6,0,0,0,0,0,0,10
ICHOCA,atencion odontologica,endodoncia,2023-01-01,0,0,0,2,0,0,0,1,4,0,0,0,0,0,7
ICLA,atencion odontologica,endodoncia,2023-01-01,1,0,2,2,0,1,4,3,1,0,0,0,0,0,14
INCAHUASI,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
INQUISIVI,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2023-01-01,1,1,4,4,0,3,9,7,1,0,0,0,0,0,30
IXIAMAS,atencion odontologica,endodoncia,2023-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,endodoncia,2023-01-01,0,0,1,2,0,1,0,3,0,0,0,0,0,0,7
LA ASUNTA,atencion odontologica,endodoncia,2023-01-01,4,2,5,15,15,19,19,40,0,0,0,0,0,0,119
LA GUARDIA,atencion odontologica,endodoncia,2023-01-01,2,0,3,0,0,0,1,9,0,0,0,0,0,0,15
LA PAZ,atencion odontologica,endodoncia,2023-01-01,107,158,328,311,148,214,414,598,153,129,0,0,0,0,2560
LAGUNILLAS,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
LAJA,atencion odontologica,endodoncia,2023-01-01,0,0,1,9,0,0,0,0,0,0,0,0,0,0,10
LAS CARRERAS,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16
LLALLAGUA,atencion odontologica,endodoncia,2023-01-01,0,0,1,3,0,3,0,5,3,0,0,0,0,0,15
LURIBAY,atencion odontologica,endodoncia,2023-01-01,0,1,2,2,0,4,4,2,0,0,0,0,0,0,15
MACHACAMARCA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,14,4,0,0,0,0,0,0,18
MACHARETI,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
MAGDALENA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MAIRANA,atencion odontologica,endodoncia,2023-01-01,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5
MALLA,atencion odontologica,endodoncia,2023-01-01,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,endodoncia,2023-01-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3
MECAPACA,atencion odontologica,endodoncia,2023-01-01,0,1,3,4,1,2,0,1,0,0,0,0,0,0,12
MIZQUE,atencion odontologica,endodoncia,2023-01-01,1,0,5,14,1,9,0,5,0,1,0,0,0,0,36
MOCOMOCO,atencion odontologica,endodoncia,2023-01-01,0,0,6,11,6,12,7,17,0,0,0,0,0,0,59
MOJINETE,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,endodoncia,2023-01-01,0,3,1,7,6,5,4,4,0,0,0,0,0,0,30
MONTEAGUDO,atencion odontologica,endodoncia,2023-01-01,0,6,3,7,1,4,2,8,0,0,0,0,0,0,31
MONTERO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,6
MORO MORO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
MOROCHATA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
NAZACARA DE PACAJES,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
OCURI,atencion odontologica,endodoncia,2023-01-01,0,0,2,2,2,3,2,4,0,1,0,0,0,0,16
ORURO,atencion odontologica,endodoncia,2023-01-01,37,40,117,132,35,50,105,204,32,13,0,0,0,0,765
PADCAYA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13
PADILLA,atencion odontologica,endodoncia,2023-01-01,2,8,3,3,0,5,6,7,5,0,0,0,0,0,39
PAILON,atencion odontologica,endodoncia,2023-01-01,0,0,2,0,0,0,1,7,0,1,0,0,0,0,11
PALCA,atencion odontologica,endodoncia,2023-01-01,0,3,5,8,4,6,5,6,0,1,0,0,0,0,38
PALOS BLANCOS,atencion odontologica,endodoncia,2023-01-01,0,0,5,8,12,4,2,15,0,0,0,0,0,0,46
PAMPA AULLAGAS,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4
PAPEL PAMPA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,1,0,7,0,2,0,0,0,0,11
PATACAMAYA,atencion odontologica,endodoncia,2023-01-01,2,4,7,6,2,0,0,7,1,0,0,0,0,0,29
PAZÑA,atencion odontologica,endodoncia,2023-01-01,0,2,4,1,3,0,3,2,2,3,0,0,0,0,20
PELECHUCO,atencion odontologica,endodoncia,2023-01-01,6,3,2,2,0,2,2,13,0,0,0,0,0,0,30
POCOATA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13
POCONA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
POJO (CBBA),atencion odontologica,endodoncia,2023-01-01,0,0,3,7,0,1,4,5,4,0,0,0,0,0,24
POOPO,atencion odontologica,endodoncia,2023-01-01,2,3,0,4,1,1,6,5,9,0,0,0,0,0,31
PORCO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
POROMA,atencion odontologica,endodoncia,2023-01-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
PORONGO,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,3,1,0,0,0,0,0,0,5
PORVENIR,atencion odontologica,endodoncia,2023-01-01,0,0,6,5,3,3,0,7,1,0,0,0,0,0,25
POTOSI,atencion odontologica,endodoncia,2023-01-01,58,46,101,140,59,67,76,137,17,14,0,0,0,0,715
PRESTO,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,7,2,0,0,0,0,0,0,10
PUCARANI,atencion odontologica,endodoncia,2023-01-01,1,0,4,5,3,9,5,16,0,3,0,0,0,0,46
PUERTO ACOSTA,atencion odontologica,endodoncia,2023-01-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
PUERTO CARABUCO,atencion odontologica,endodoncia,2023-01-01,0,0,1,3,5,3,13,18,1,1,0,0,0,0,45
PUERTO PEREZ,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
PUERTO RICO,atencion odontologica,endodoncia,2023-01-01,1,0,1,9,0,2,0,5,0,0,0,0,0,0,18
PUERTO SUAREZ,atencion odontologica,endodoncia,2023-01-01,2,0,0,8,1,0,1,0,0,0,0,0,0,0,12
PUERTO VILLARROEL,atencion odontologica,endodoncia,2023-01-01,0,0,5,5,7,2,8,13,5,0,0,0,0,0,45
PUNA,atencion odontologica,endodoncia,2023-01-01,1,0,1,1,2,4,2,5,0,1,0,0,0,0,17
PUNATA,atencion odontologica,endodoncia,2023-01-01,13,1,25,13,1,11,8,21,3,4,0,0,0,0,100
QUIABAYA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,endodoncia,2023-01-01,1,7,22,29,5,6,23,37,13,9,0,0,0,0,152
QUIME,atencion odontologica,endodoncia,2023-01-01,0,0,3,5,0,8,6,1,0,0,0,0,0,0,23
QUIRUSILLAS,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
RAVELO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12
REYES,atencion odontologica,endodoncia,2023-01-01,3,1,8,0,0,1,0,5,4,0,0,0,0,0,22
RIBERALTA,atencion odontologica,endodoncia,2023-01-01,1,2,16,14,1,8,4,5,9,2,0,0,0,0,62
ROBORE,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,6,8,0,0,0,0,0,0,15
SABAYA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SACABA,atencion odontologica,endodoncia,2023-01-01,1,3,19,19,4,8,38,31,14,1,0,0,0,0,138
SACACA,atencion odontologica,endodoncia,2023-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SAIPINA,atencion odontologica,endodoncia,2023-01-01,2,0,5,1,1,4,1,6,0,0,0,0,0,0,20
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2023-01-01,0,0,2,1,1,1,5,5,2,3,0,0,0,0,20
SAMAIPATA,atencion odontologica,endodoncia,2023-01-01,0,0,0,8,0,5,6,7,0,0,0,0,0,0,26
SAN AGUSTIN,atencion odontologica,endodoncia,2023-01-01,0,0,1,2,0,0,2,1,0,0,0,0,0,0,6
SAN ANDRES,atencion odontologica,endodoncia,2023-01-01,0,0,2,2,5,7,10,10,2,0,0,0,0,0,38
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2023-01-01,3,1,2,0,0,1,0,1,0,0,0,0,0,0,8
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2023-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,2,2,1,3,0,0,0,0,0,0,10
SAN BORJA,atencion odontologica,endodoncia,2023-01-01,0,2,0,6,6,3,6,5,0,0,0,0,0,0,28
SAN BUENA VENTURA,atencion odontologica,endodoncia,2023-01-01,0,1,0,1,2,2,1,2,0,0,0,0,0,0,9
SAN CARLOS,atencion odontologica,endodoncia,2023-01-01,0,0,1,8,7,5,7,7,3,0,0,0,0,0,38
SAN IGNACIO,atencion odontologica,endodoncia,2023-01-01,0,0,2,9,4,8,2,27,0,0,0,0,0,0,52
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2023-01-01,0,0,4,1,0,1,0,3,0,0,0,0,0,0,9
SAN JAVIER(BNI),atencion odontologica,endodoncia,2023-01-01,1,0,3,1,0,0,0,5,0,0,0,0,0,0,10
SAN JAVIER(STC),atencion odontologica,endodoncia,2023-01-01,0,0,3,1,0,0,0,2,0,0,0,0,0,0,6
SAN JOAQUIN,atencion odontologica,endodoncia,2023-01-01,1,0,0,7,0,1,0,0,0,0,0,0,0,0,9
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2023-01-01,0,1,0,3,0,0,0,1,0,0,0,0,0,0,5
SAN JULIAN,atencion odontologica,endodoncia,2023-01-01,1,6,5,1,3,6,9,13,1,1,0,0,0,0,46
SAN LORENZO(PND),atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10
SAN LUCAS,atencion odontologica,endodoncia,2023-01-01,0,1,4,14,2,19,7,15,0,0,0,0,0,0,62
SAN MATIAS,atencion odontologica,endodoncia,2023-01-01,0,0,1,0,3,5,2,7,0,0,0,0,0,0,18
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
SAN PEDRO,atencion odontologica,endodoncia,2023-01-01,0,0,2,4,5,9,3,13,0,0,0,0,0,0,36
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2023-01-01,0,2,2,6,1,2,2,3,0,0,0,0,0,0,18
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2023-01-01,0,0,2,3,0,1,2,3,0,0,0,0,0,0,11
SAN PEDRO DE MACHA,atencion odontologica,endodoncia,2023-01-01,0,4,3,6,0,4,4,9,0,0,0,0,0,0,30
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,2,1,4,2,0,0,0,0,0,0,11
SAN RAMON BENI,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,7,0,8,0,0,0,0,0,0,15
SANTA ANA,atencion odontologica,endodoncia,2023-01-01,2,0,0,0,0,5,4,1,0,1,0,0,0,0,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2023-01-01,63,56,271,310,124,156,555,902,203,122,0,0,0,0,2762
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2023-01-01,0,0,2,9,4,8,5,15,0,0,0,0,0,0,43
SANTIAGO DE CALLAPA,atencion odontologica,endodoncia,2023-01-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2023-01-01,3,1,0,2,2,0,2,2,1,0,0,0,0,0,13
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2023-01-01,0,1,0,0,0,3,1,3,0,0,0,0,0,0,8
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2023-01-01,0,0,0,2,1,0,0,2,0,0,0,0,0,0,5
SAPAHAQUI,atencion odontologica,endodoncia,2023-01-01,2,0,3,3,4,4,3,1,0,0,0,0,0,0,20
SENA,atencion odontologica,endodoncia,2023-01-01,1,1,0,0,0,0,2,0,5,0,0,0,0,0,9
SHINAOTA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2023-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,endodoncia,2023-01-01,3,1,5,8,4,4,6,14,0,1,0,0,0,0,46
SOPACHUY,atencion odontologica,endodoncia,2023-01-01,3,2,1,8,3,0,1,4,0,0,0,0,0,0,22
SORACACHI,atencion odontologica,endodoncia,2023-01-01,0,0,1,1,1,0,6,1,0,0,0,0,0,0,10
SORATA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
SUCRE,atencion odontologica,endodoncia,2023-01-01,28,29,108,84,49,61,103,158,15,4,0,0,0,0,639
TACACHI,atencion odontologica,endodoncia,2023-01-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4
TACACOMA,atencion odontologica,endodoncia,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
