,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2023-01-01,0,0,5,2,1,3,0,7,0,0,0,0,0,0,18
ATOCHA,atencion odontologica,consulta repetida,2023-01-01,2,0,16,13,9,27,74,82,22,5,0,2,0,1,253
AYO AYO,atencion odontologica,consulta repetida,2023-01-01,0,0,2,6,0,1,3,1,1,0,0,0,0,0,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2023-01-01,1,6,14,12,6,15,22,48,2,4,0,2,0,0,132
AZURDUY,atencion odontologica,consulta repetida,2023-01-01,0,2,0,4,10,18,2,14,0,0,0,0,0,0,50
BATALLAS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,4,5,12,2,8,0,0,0,0,0,0,31
BAURES,atencion odontologica,consulta repetida,2023-01-01,0,0,3,0,1,1,0,2,0,0,0,0,0,0,7
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11
BELEN DE URMIRI,atencion odontologica,consulta repetida,2023-01-01,0,1,0,0,3,0,3,5,1,1,0,0,0,0,14
BELLA FLOR,atencion odontologica,consulta repetida,2023-01-01,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8
BERMEJO,atencion odontologica,consulta repetida,2023-01-01,3,4,20,39,15,15,23,29,5,5,0,0,0,0,158
BETANZOS,atencion odontologica,consulta repetida,2023-01-01,1,0,14,11,8,34,22,57,6,1,0,1,0,0,155
BOLIVAR,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BOLPEBRA,atencion odontologica,consulta repetida,2023-01-01,1,1,4,0,0,2,2,0,0,0,0,0,0,0,10
BOYUIBE,atencion odontologica,consulta repetida,2023-01-01,0,1,1,2,1,3,2,6,0,0,0,0,0,0,16
BUENA VISTA,atencion odontologica,consulta repetida,2023-01-01,1,5,0,5,0,1,1,2,0,1,0,1,0,0,17
CABEZAS,atencion odontologica,consulta repetida,2023-01-01,0,0,2,2,3,1,3,14,0,0,0,0,0,0,25
CAIROMA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,3,0,1,1,4,0,0,0,0,0,0,9
"CAIZA ""D""",atencion odontologica,consulta repetida,2023-01-01,0,0,6,10,3,3,2,7,1,0,0,0,0,0,32
CAJUATA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,7,8,3,1,0,0,0,0,0,19
CALAMARCA,atencion odontologica,consulta repetida,2023-01-01,5,0,3,7,4,14,3,31,0,9,0,1,0,0,77
CAMARGO,atencion odontologica,consulta repetida,2023-01-01,3,7,25,36,15,18,10,51,10,3,0,1,0,0,179
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,3,1,2,2,0,0,0,0,0,0,8
CAMIRI,atencion odontologica,consulta repetida,2023-01-01,6,2,22,20,8,19,38,61,14,2,0,4,0,0,196
CAPINOTA,atencion odontologica,consulta repetida,2023-01-01,0,0,5,4,8,7,8,18,4,0,0,3,0,0,57
CARACOLLO,atencion odontologica,consulta repetida,2023-01-01,0,5,24,13,9,26,11,47,2,2,0,0,0,0,139
CARANAVI,atencion odontologica,consulta repetida,2023-01-01,0,0,4,0,6,5,6,8,0,0,0,0,0,0,29
CARANGAS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,consulta repetida,2023-01-01,0,2,13,11,8,7,17,39,2,0,0,2,0,0,101
CARIPUYO,atencion odontologica,consulta repetida,2023-01-01,1,5,1,2,17,0,17,14,0,0,0,0,0,1,58
CARMEN RIVERO TORREZ,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,0,0,1,0,5,0,0,0,0,0,7
CHALLAPATA,atencion odontologica,consulta repetida,2023-01-01,1,1,2,6,1,11,8,11,5,4,0,1,0,0,51
CHAQUI,atencion odontologica,consulta repetida,2023-01-01,0,0,5,4,4,8,8,25,3,1,0,1,0,0,59
CHARAGUA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,3,9,10,2,0,0,0,0,0,25
CHARAÑA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,4,0,12,3,7,5,0,0,0,0,0,32
CHAYANTA,atencion odontologica,consulta repetida,2023-01-01,0,1,0,4,10,1,2,10,0,0,0,0,0,0,28
CHIMORE,atencion odontologica,consulta repetida,2023-01-01,0,1,0,9,3,8,13,17,1,0,0,0,0,0,52
CHUA COCANI,atencion odontologica,consulta repetida,2023-01-01,1,0,0,0,0,7,0,23,0,0,0,0,0,0,31
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,1,5,1,0,0,0,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2023-01-01,4,0,13,15,12,12,12,49,0,0,0,1,0,0,118
CKOCHAS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
CLIZA,atencion odontologica,consulta repetida,2023-01-01,6,13,10,14,2,8,6,16,7,5,0,0,0,0,87
COBIJA,atencion odontologica,consulta repetida,2023-01-01,4,19,57,54,27,19,62,85,10,14,0,1,0,0,352
COCAPATA,atencion odontologica,consulta repetida,2023-01-01,7,3,5,3,3,9,8,22,3,6,0,3,0,0,72
COCHABAMBA,atencion odontologica,consulta repetida,2023-01-01,205,193,699,692,408,485,1390,2032,284,288,0,9,0,10,6695
COIPASA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,consulta repetida,2023-01-01,0,0,3,3,4,0,0,0,0,0,0,0,0,0,10
"COLCHA ""K""",atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
COLLANA,atencion odontologica,consulta repetida,2023-01-01,0,0,6,2,5,9,4,2,0,0,0,0,0,0,28
COLPA BELGICA,atencion odontologica,consulta repetida,2023-01-01,0,0,9,9,1,9,31,23,0,0,0,0,0,0,82
COLQUECHACA,atencion odontologica,consulta repetida,2023-01-01,10,2,2,13,7,19,2,15,0,0,0,0,0,0,70
COLQUENCHA,atencion odontologica,consulta repetida,2023-01-01,0,0,2,0,8,10,6,15,3,0,0,1,0,0,45
COLQUIRI,atencion odontologica,consulta repetida,2023-01-01,7,6,10,9,42,17,51,80,5,0,0,0,0,0,227
COMARAPA,atencion odontologica,consulta repetida,2023-01-01,4,2,7,12,7,20,15,18,1,0,0,0,0,0,86
COMBAYA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
CONCEPCION,atencion odontologica,consulta repetida,2023-01-01,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4
CORIPATA,atencion odontologica,consulta repetida,2023-01-01,3,13,20,16,9,15,19,26,3,0,0,0,0,0,124
CORO CORO,atencion odontologica,consulta repetida,2023-01-01,2,1,11,25,2,15,10,15,0,0,0,0,0,0,81
CORQUE,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
COTAGAITA,atencion odontologica,consulta repetida,2023-01-01,17,24,42,33,20,47,33,95,18,3,0,2,0,2,336
COTOCA,atencion odontologica,consulta repetida,2023-01-01,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2023-01-01,8,6,16,15,3,16,7,8,0,0,0,1,0,0,80
CUEVO,atencion odontologica,consulta repetida,2023-01-01,0,0,0,2,0,5,3,5,2,0,0,0,0,0,17
CULPINA,atencion odontologica,consulta repetida,2023-01-01,0,1,7,9,3,6,4,24,0,1,0,0,0,0,55
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2023-01-01,1,0,0,0,0,1,0,3,0,2,0,0,0,0,7
DESAGUADERO,atencion odontologica,consulta repetida,2023-01-01,3,0,2,0,1,5,3,5,0,0,0,0,0,0,19
EL ALTO,atencion odontologica,consulta repetida,2023-01-01,96,122,304,282,171,244,242,496,81,58,0,71,0,0,2167
EL CHORO,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,1,0,3,2,0,0,0,0,0,7
EL PUENTE(STC),atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EL PUENTE(TJA),atencion odontologica,consulta repetida,2023-01-01,0,0,0,3,3,5,2,7,1,0,0,0,0,0,21
EL TORNO,atencion odontologica,consulta repetida,2023-01-01,30,15,11,7,9,16,12,34,8,5,0,7,0,7,161
EL VILLAR,atencion odontologica,consulta repetida,2023-01-01,0,0,9,2,0,6,7,8,1,2,0,0,0,0,35
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2023-01-01,0,0,6,4,4,5,1,9,0,0,0,0,0,0,29
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,2,1,0,1,4,0,0,0,0,0,0,8
ESCOMA,atencion odontologica,consulta repetida,2023-01-01,2,0,3,0,6,0,2,9,6,1,0,0,0,0,29
EUCALIPTUS,atencion odontologica,consulta repetida,2023-01-01,0,0,3,2,3,4,0,4,2,2,0,0,0,0,20
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2023-01-01,3,1,6,7,3,0,3,25,0,0,0,0,0,0,48
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2023-01-01,0,1,0,1,0,7,2,7,0,0,0,1,0,0,19
GUANAY,atencion odontologica,consulta repetida,2023-01-01,0,1,6,21,5,14,9,55,1,1,0,0,0,0,113
GUAQUI,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,1,0,2,2,1,0,0,0,0,0,6
GUAYARAMERIN,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,0,1,5,0,0,0,0,0,0,7
GUTIERREZ,atencion odontologica,consulta repetida,2023-01-01,0,0,0,3,0,2,4,9,0,1,0,0,0,0,19
HUACARAJE,atencion odontologica,consulta repetida,2023-01-01,0,0,2,1,2,2,0,1,4,0,0,0,0,0,12
HUACARETA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,3,1,9,0,0,0,0,0,0,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUACHACALLA,atencion odontologica,consulta repetida,2023-01-01,0,0,3,2,1,0,2,4,0,3,0,0,0,0,15
HUANUNI,atencion odontologica,consulta repetida,2023-01-01,1,1,21,43,27,34,10,42,16,7,0,4,0,0,206
HUARINA,atencion odontologica,consulta repetida,2023-01-01,0,0,6,0,0,3,2,4,0,0,0,0,0,0,15
HUATAJATA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4
HUAYLLAMARCA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,consulta repetida,2023-01-01,1,3,15,23,6,19,12,39,2,17,0,1,0,1,139
ICLA,atencion odontologica,consulta repetida,2023-01-01,2,1,5,2,0,3,4,5,0,0,0,0,0,0,22
INCAHUASI,atencion odontologica,consulta repetida,2023-01-01,1,1,6,6,3,7,1,25,2,0,0,0,0,0,52
INQUISIVI,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IXIAMAS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
JESUS DE MACHACA,atencion odontologica,consulta repetida,2023-01-01,0,0,2,8,4,4,3,14,2,1,0,0,0,0,38
LA ASUNTA,atencion odontologica,consulta repetida,2023-01-01,2,0,0,5,12,15,9,22,0,0,0,1,0,0,66
LA GUARDIA,atencion odontologica,consulta repetida,2023-01-01,92,89,63,60,10,14,8,37,3,1,0,4,0,0,381
LA PAZ,atencion odontologica,consulta repetida,2023-01-01,237,248,988,910,626,649,1077,1649,329,282,0,2,0,3,7000
LAGUNILLAS,atencion odontologica,consulta repetida,2023-01-01,3,0,5,6,4,11,2,42,0,0,0,0,0,0,73
LAJA,atencion odontologica,consulta repetida,2023-01-01,5,7,13,16,8,5,3,24,4,3,0,0,0,0,88
LAS CARRERAS,atencion odontologica,consulta repetida,2023-01-01,0,0,1,5,0,2,20,27,0,2,0,0,0,0,57
LICOMA PAMPA,atencion odontologica,consulta repetida,2023-01-01,2,1,12,20,4,21,8,15,0,0,0,0,0,0,83
LLALLAGUA,atencion odontologica,consulta repetida,2023-01-01,0,1,19,30,37,38,19,61,10,2,0,4,0,0,221
LURIBAY,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,0,2,0,0,0,1,0,0,0,0,4
MACHACAMARCA,atencion odontologica,consulta repetida,2023-01-01,0,0,5,4,2,8,9,8,5,1,0,0,0,0,42
MACHARETI,atencion odontologica,consulta repetida,2023-01-01,0,2,3,7,3,0,0,4,0,0,0,0,0,0,19
MAGDALENA,atencion odontologica,consulta repetida,2023-01-01,0,0,2,0,0,2,0,5,1,0,0,0,0,0,10
MAIRANA,atencion odontologica,consulta repetida,2023-01-01,0,0,4,8,1,11,1,8,1,0,0,0,0,0,34
MAPIRI,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,2,3,0,6,0,0,0,1,0,0,13
MINEROS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,consulta repetida,2023-01-01,10,10,52,72,21,50,24,88,1,5,0,0,0,2,335
MOCOMOCO,atencion odontologica,consulta repetida,2023-01-01,0,0,1,4,3,8,0,3,0,0,0,0,0,0,19
MOJINETE,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,consulta repetida,2023-01-01,4,6,0,10,3,3,10,35,0,2,0,0,0,0,73
MONTEAGUDO,atencion odontologica,consulta repetida,2023-01-01,0,9,5,6,3,19,3,19,1,1,0,0,0,0,66
MONTERO,atencion odontologica,consulta repetida,2023-01-01,3,3,6,11,10,20,15,25,5,3,0,0,0,0,101
MORO MORO,atencion odontologica,consulta repetida,2023-01-01,0,0,3,1,0,3,3,5,0,0,0,0,0,0,15
NAZACARA DE PACAJES,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,consulta repetida,2023-01-01,0,1,1,2,0,2,2,4,0,1,0,0,0,0,13
OMEREQUE,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,7
ORURO,atencion odontologica,consulta repetida,2023-01-01,129,102,342,435,198,268,428,890,109,72,0,25,0,27,3025
PADCAYA,atencion odontologica,consulta repetida,2023-01-01,1,0,5,15,1,13,8,52,1,0,0,0,0,0,96
PADILLA,atencion odontologica,consulta repetida,2023-01-01,0,1,2,6,1,15,4,16,1,0,0,0,0,0,46
PAILON,atencion odontologica,consulta repetida,2023-01-01,1,0,2,10,0,2,6,5,0,1,0,0,0,0,27
PALCA,atencion odontologica,consulta repetida,2023-01-01,1,2,2,2,6,4,15,3,0,1,0,0,0,0,36
PALOS BLANCOS,atencion odontologica,consulta repetida,2023-01-01,0,0,1,4,7,8,5,16,1,0,0,1,0,0,43
PAMPA GRANDE,atencion odontologica,consulta repetida,2023-01-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
PASORAPA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PATACAMAYA,atencion odontologica,consulta repetida,2023-01-01,1,0,4,2,5,4,0,6,0,0,0,0,0,0,22
PAZÑA,atencion odontologica,consulta repetida,2023-01-01,0,6,6,12,6,2,2,5,4,2,0,0,0,0,45
POCOATA,atencion odontologica,consulta repetida,2023-01-01,0,0,3,10,2,0,5,16,1,5,0,0,0,0,42
POCONA,atencion odontologica,consulta repetida,2023-01-01,0,1,15,10,0,0,1,6,0,1,0,0,0,0,34
POJO (CBBA),atencion odontologica,consulta repetida,2023-01-01,0,1,5,11,9,6,10,31,7,2,0,4,0,0,86
POOPO,atencion odontologica,consulta repetida,2023-01-01,2,2,9,10,5,15,9,20,3,1,0,2,0,0,78
PORCO,atencion odontologica,consulta repetida,2023-01-01,2,5,5,11,2,10,1,11,0,0,0,0,0,0,47
POROMA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,3,0,0,2,4,0,0,0,0,0,0,10
PORTACHUELO,atencion odontologica,consulta repetida,2023-01-01,2,1,25,16,11,16,6,13,2,2,0,0,0,0,94
PORVENIR,atencion odontologica,consulta repetida,2023-01-01,0,0,4,3,1,4,2,8,0,0,0,0,0,0,22
POSTRER VALLE,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
POTOSI,atencion odontologica,consulta repetida,2023-01-01,94,86,255,419,170,289,268,579,45,25,0,13,0,0,2243
PRESTO,atencion odontologica,consulta repetida,2023-01-01,2,0,0,1,3,3,1,5,0,0,0,0,0,0,15
PUCARANI,atencion odontologica,consulta repetida,2023-01-01,0,0,1,3,3,5,2,9,0,1,0,0,0,0,24
PUERTO ACOSTA,atencion odontologica,consulta repetida,2023-01-01,1,1,1,2,0,0,0,4,0,0,0,0,0,0,9
PUERTO CARABUCO,atencion odontologica,consulta repetida,2023-01-01,1,0,0,12,4,11,9,27,0,2,0,1,0,0,67
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2023-01-01,2,0,1,3,0,1,3,5,0,2,0,0,0,0,17
PUERTO RICO,atencion odontologica,consulta repetida,2023-01-01,0,0,0,7,1,1,0,10,0,0,0,0,0,0,19
PUERTO SUAREZ,atencion odontologica,consulta repetida,2023-01-01,3,0,1,13,9,1,7,6,1,0,0,0,0,0,41
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2023-01-01,1,1,14,7,6,9,3,10,6,0,0,0,0,1,58
PUNA,atencion odontologica,consulta repetida,2023-01-01,0,0,4,6,6,19,5,11,1,1,0,0,0,0,53
PUNATA,atencion odontologica,consulta repetida,2023-01-01,6,1,23,22,8,34,12,27,1,4,0,2,0,0,140
QUIABAYA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,0,1,2,3,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,consulta repetida,2023-01-01,5,8,14,28,4,8,15,32,16,16,0,4,0,0,150
QUIME,atencion odontologica,consulta repetida,2023-01-01,1,1,6,7,3,6,12,7,1,0,0,0,0,0,44
QUIRUSILLAS,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
RAVELO,atencion odontologica,consulta repetida,2023-01-01,0,0,2,1,5,8,8,22,2,0,0,5,0,1,54
REYES,atencion odontologica,consulta repetida,2023-01-01,4,2,29,6,4,16,6,37,9,1,0,0,0,0,114
RIBERALTA,atencion odontologica,consulta repetida,2023-01-01,4,13,34,38,25,27,43,31,22,9,0,1,0,0,247
ROBORE,atencion odontologica,consulta repetida,2023-01-01,5,1,33,27,9,19,36,68,14,8,0,0,0,0,220
RURRENABAQUE,atencion odontologica,consulta repetida,2023-01-01,0,0,2,2,2,2,1,6,0,0,0,0,0,0,15
SABAYA,atencion odontologica,consulta repetida,2023-01-01,0,2,1,1,2,1,2,4,1,0,0,1,0,0,15
SACABA,atencion odontologica,consulta repetida,2023-01-01,9,14,57,46,19,35,58,102,15,10,0,0,0,0,365
SACABAMBA,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
SACACA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,0,0,1,3,0,1,0,0,0,0,6
SAIPINA,atencion odontologica,consulta repetida,2023-01-01,0,1,4,8,1,7,2,11,0,1,0,3,0,0,38
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2023-01-01,0,0,2,0,4,5,7,13,6,2,0,0,0,0,39
SAMAIPATA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,9,0,2,9,10,1,0,0,0,0,0,32
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2023-01-01,2,0,1,0,0,0,1,2,0,0,0,0,0,0,6
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2023-01-01,4,0,0,0,0,4,0,5,0,0,0,0,0,0,13
SAN BENITO,atencion odontologica,consulta repetida,2023-01-01,2,1,2,7,2,14,5,13,0,1,0,0,0,0,47
SAN BORJA,atencion odontologica,consulta repetida,2023-01-01,6,2,2,10,5,2,8,14,9,0,0,0,0,0,58
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2023-01-01,0,1,0,0,0,0,2,2,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,consulta repetida,2023-01-01,0,0,2,23,9,13,13,18,0,1,0,2,0,0,81
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2023-01-01,0,0,5,0,0,3,2,11,2,1,0,2,0,0,26
SAN JAVIER(STC),atencion odontologica,consulta repetida,2023-01-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
SAN JOAQUIN,atencion odontologica,consulta repetida,2023-01-01,0,1,4,16,5,2,15,17,0,0,0,0,0,2,62
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,6,1,0,0,0,0,0,0,8
SAN JULIAN,atencion odontologica,consulta repetida,2023-01-01,6,10,2,3,0,2,1,0,1,0,0,0,0,0,25
SAN LORENZO(PND),atencion odontologica,consulta repetida,2023-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2023-01-01,5,2,30,23,12,15,16,23,2,2,0,0,0,0,130
SAN LUCAS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,14,2,6,2,25,0,0,0,0,0,0,49
SAN MATIAS,atencion odontologica,consulta repetida,2023-01-01,1,1,8,3,7,9,1,1,4,0,0,0,0,0,35
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2023-01-01,0,0,16,25,6,28,23,48,6,4,0,2,0,0,158
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2023-01-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,consulta repetida,2023-01-01,0,2,1,9,7,17,8,24,0,0,0,0,0,0,68
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2023-01-01,0,0,2,1,1,1,3,7,0,2,0,1,0,1,19
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,2,0,0,0,1,1,0,0,0,0,0,5
SAN PEDRO DE MACHA,atencion odontologica,consulta repetida,2023-01-01,1,4,12,11,20,16,14,41,4,8,0,0,0,0,131
SAN RAFAEL,atencion odontologica,consulta repetida,2023-01-01,0,1,1,0,4,1,2,0,0,0,0,0,0,0,9
SAN RAMON BENI,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10
SANTA ANA,atencion odontologica,consulta repetida,2023-01-01,0,1,7,8,2,5,8,7,2,2,0,0,0,0,42
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2023-01-01,155,157,376,542,267,398,969,1840,326,260,0,3,0,0,5293
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,2,0,5,0,4,0,0,0,0,0,0,12
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2023-01-01,8,8,5,8,5,4,12,14,5,1,0,0,0,0,70
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2023-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SANTIVAÑES,atencion odontologica,consulta repetida,2023-01-01,0,7,0,0,0,0,0,1,1,0,0,0,0,0,9
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2023-01-01,0,0,0,5,3,1,4,4,0,0,0,3,0,0,20
SAPAHAQUI,atencion odontologica,consulta repetida,2023-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
