,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,2,7,0,5,0,2,0,0,0,0,0,0,16
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,5,3,0,1,0,1,2,1,0,0,0,0,13
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,12,15,5,5,7,9,3,2,0,0,0,0,58
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
IXIAMAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,10,21,2,11,13,14,4,4,0,0,0,0,79
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,6,2,3,7,3,10,0,0,0,0,0,0,31
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,2,5,1,2,1,6,0,3,0,0,0,0,20
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,2,2,1,7,6,20,34,0,0,0,0,0,0,72
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,2,0,19,6,2,6,9,17,4,2,0,0,0,0,67
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,7,11,3,0,0,0,0,0,0,0,0,0,21
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,1,1,7,6,2,1,2,6,1,0,0,0,0,0,27
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,0,2,3,2,9,0,2,0,0,0,0,18
SAN JAVIER(BNI),atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,1,3,0,0,2,1,0,0,0,0,0,0,7
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,2,2,1,8,3,7,1,0,0,0,0,0,24
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,20,13,2,2,2,27,10,2,0,0,0,0,78
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,6,5,1,2,6,26,0,1,0,0,0,0,47
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,5,5,1,1,2,2,2,0,0,0,0,0,18
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,1,0,3,7,0,2,0,9,1,0,0,0,0,0,23
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,3,4,0,1,21,26,0,1,0,0,0,0,56
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,13,10,6,4,12,3,6,5,0,0,0,0,59
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2023-01-01,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,2,3,0,0,0,3,9,1,0,0,0,0,18
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,7,0,20,19,9,11,13,53,5,1,0,0,0,0,138
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,3,1,2,0,7,4,3,4,0,0,0,0,24
BAURES,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,4,1,0,1,0,0,0,0,0,0,0,0,6
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
BOLPEBRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,8,3,1,1,2,0,1,0,0,0,0,0,16
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,1,0,1,0,0,0,6,5,2,0,0,0,0,0,15
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,1,3,7,6,18,15,1,2,0,0,0,0,53
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,2,0,0,1,1,1,1,0,0,0,0,6
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,6,0,0,9,11,8,2,19,0,5,0,0,0,0,60
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,16,12,2,15,3,10,8,40,0,3,0,0,0,0,109
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,2,1,0,2,1,1,0,0,0,0,0,7
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,1,0,0,0,1,2,4,4,3,0,0,0,0,15
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,2,0,0,0,0,4,1,0,0,0,0,0,7
JESUS DE MACHACA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,2,1,0,0,1,4,0,3,0,0,0,0,11
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,1,4,7,12,23,5,7,0,0,0,0,59
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,4,0,0,0,1,1,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,2,7,4,15,12,37,45,4,3,0,0,0,0,129
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,2,4,0,4,0,0,0,1,0,0,0,0,11
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,6,5,1,2,2,3,0,0,0,0,0,0,19
SAIPINA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,2,2,1,0,4,10,2,0,0,0,0,0,21
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,3,2,0,3,4,0,0,0,0,0,0,0,12
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,2,1,1,1,1,0,4,0,0,0,0,0,0,10
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,1,7,14,0,0,0,0,0,0,0,0,0,0,22
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,1,1,1,1,2,4,0,0,0,0,0,0,10
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,6,10,3,6,9,21,3,3,0,0,0,0,61
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,3,7,6,2,1,14,17,5,1,0,0,0,0,56
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,0,2,6,4,3,4,0,0,0,0,0,0,19
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,5,2,2,1,4,9,1,0,0,0,0,0,24
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,5,1,5,2,0,1,31,35,5,2,0,0,0,0,87
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,1,3,5,1,1,13,5,4,2,0,0,0,0,35
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,1,0,8,6,0,1,1,11,12,0,0,0,0,0,40
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-02-01,0,0,1,0,0,0,0,3,1,2,0,0,0,0,7
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,2,0,2,7,2,0,2,3,6,1,0,0,0,0,25
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,3,1,5,2,0,1,5,17,0,1,0,0,0,0,35
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,0,3,10,2,2,0,0,0,0,17
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4
CARANGAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,5,11,0,0,1,3,1,0,0,0,0,0,21
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,1,2,1,1,1,1,2,6,3,0,0,0,0,0,18
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,1,4,5,23,28,1,1,0,0,0,0,63
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,3,0,0,1,10,4,0,0,0,0,0,0,18
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,1,3,3,0,1,0,1,3,3,0,0,0,0,15
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,13,23,21,15,16,14,16,5,0,0,0,0,123
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4
ESCOMA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GUANAY,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,1,0,52,50,10,25,48,69,30,31,0,0,0,0,316
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,8,2,0,2,3,12,6,3,0,0,0,0,36
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,1,0,25,52,42,59,121,146,5,7,0,0,0,0,458
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,1,10,8,5,3,21,7,6,0,0,0,0,0,61
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,2,1,0,0,1,1,4,1,0,0,0,0,10
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,6,11,3,1,11,12,5,1,0,0,0,0,50
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,0,1,2,8,15,6,0,0,0,0,0,32
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,1,0,0,0,1,0,0,0,1,3,0,0,0,0,6
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,3,4,3,1,6,17,5,1,0,0,0,0,40
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,8,3,4,5,7,20,3,2,0,0,0,0,52
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,6,2,2,12,7,8,0,2,0,0,0,0,39
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,4,1,14,8,3,4,14,22,15,5,0,0,0,0,90
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,1,1,9,8,5,6,27,47,4,1,0,0,0,0,109
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,7,3,2,0,15,7,9,13,0,0,0,0,56
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-03-01,0,0,3,0,0,0,2,1,0,0,0,0,0,0,6
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,1,4,4,3,2,0,1,0,0,0,0,0,0,15
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,3,3,24,37,5,4,3,27,4,6,0,0,0,0,116
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,20,8,5,3,5,9,0,3,0,0,0,0,53
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,15,11,1,4,5,18,1,1,0,0,0,0,56
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,1,0,3,3,3,1,3,6,0,1,0,0,0,0,21
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,1,2,2,6,25,27,1,1,0,0,0,0,65
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,2,0,0,1,7,0,0,0,0,0,0,10
CONCEPCION,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,1,1,0,0,0,4,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,3,4,11,28,1,9,15,14,1,4,0,0,0,0,90
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,3,2,0,0,3,12,2,7,0,0,0,0,29
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,7,3,0,0,0,0,0,0,0,0,0,0,10
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,16,12,3,3,27,60,13,20,0,0,0,0,154
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,3,1,5,4,7,3,22,46,5,3,0,0,0,0,99
PALOS BLANCOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,3,7,5,0,0,0,0,0,0,0,0,15
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,4,4,7,0,7,20,1,0,0,0,0,0,43
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,2,0,0,1,4,0,0,0,0,0,0,7
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,1,0,0,0,2,0,0,0,1,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,1,15,7,1,2,13,17,6,5,0,0,0,0,67
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,2,1,2,12,1,15,3,0,0,0,0,0,36
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,11,3,1,5,15,15,6,3,0,0,0,0,59
TOTORA(CBBA),atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,3,10,11,9,7,8,6,6,4,0,0,0,0,64
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,6,10,11,9,7,37,62,7,1,0,0,0,0,150
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,1,3,2,1,4,2,4,2,0,0,0,0,19
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,1,0,3,9,1,1,3,16,5,1,0,0,0,0,40
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,5,0,2,0,3,3,0,0,0,0,0,13
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,2,26,27,3,5,2,22,2,6,0,0,0,0,96
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,1,0,0,0,1,13,0,0,0,0,0,0,15
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,5,5,1,0,3,7,0,0,0,0,0,0,21
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,1,0,0,0,2,2,1,1,0,0,0,0,7
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,0,8,2,5,3,32,19,2,5,0,0,0,0,77
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,1,0,0,2,3,1,3,0,0,0,0,10
COTOCA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,1,8,8,4,2,7,8,1,6,0,0,0,0,45
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,2,3,1,0,3,8,13,2,0,0,0,0,32
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,3,31,20,27,38,100,151,45,53,0,0,0,0,469
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,8,10,11,27,24,36,37,1,4,0,0,0,0,159
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,1,0,1,1,3,1,0,0,0,0,0,7
PUERTO RICO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,8,4,0,7,4,9,2,0,0,0,0,0,34
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,0,0,3,0,0,2,0,1,0,0,0,0,0,7
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,0,12,9,2,11,2,50,17,3,0,0,0,0,107
