,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,TOTALES
AYO AYO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,5,2,4,0,1,0,0,0,0,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,2,0,7,0,0,0,0,0,0,9
BATALLAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,3,2,1,0,0,0,0,6
BETANZOS,atencion odontologica,rayos x dental,2023-01-01,0,0,3,0,1,2,5,8,0,0,0,0,0,0,19
CABEZAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,2,3,0,5,15,0,0,0,0,0,0,25
CAMARGO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,3,3,2,3,5,2,0,0,0,0,0,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2023-01-01,1,0,0,3,4,1,2,9,0,0,0,0,0,0,20
CAPINOTA,atencion odontologica,rayos x dental,2023-01-01,0,0,2,6,1,5,5,12,1,4,0,0,0,0,36
CARACOLLO,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,2,1,1,0,1,0,0,0,0,0,6
CARANGAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,3,0,5,1,2,0,2,0,0,0,0,13
CARAPARI,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
CARIPUYO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,2,5,3,8,0,0,0,0,0,0,19
CHAQUI,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,1,2,5,5,1,0,0,0,0,0,16
CHARAGUA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,2,4,3,2,1,2,0,0,0,0,15
CHAYANTA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
CHIMORE,atencion odontologica,rayos x dental,2023-01-01,0,0,2,0,0,0,1,8,0,0,0,0,0,0,11
CHUMA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
COBIJA,atencion odontologica,rayos x dental,2023-01-01,0,0,2,3,2,2,5,11,0,0,0,0,0,0,25
COCHABAMBA,atencion odontologica,rayos x dental,2023-01-01,6,19,78,82,68,122,214,400,105,110,0,0,0,0,1204
COIPASA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COLCAPIRHUA,atencion odontologica,rayos x dental,2023-01-01,2,1,6,2,7,8,5,21,5,4,0,0,0,0,61
COLLANA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
COLPA BELGICA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,2,2,2,1,0,0,0,0,0,7
COLQUECHACA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,1,2,2,10,0,0,0,0,0,0,16
COLQUIRI,atencion odontologica,rayos x dental,2023-01-01,1,3,6,7,8,18,10,28,0,0,0,0,0,0,81
COMARAPA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,0,0,2,3,0,0,0,0,0,0,6
COPACABANA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,1,0,3,0,0,0,0,0,0,6
COTAGAITA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,4,0,5,8,14,0,0,0,0,0,0,32
COTOCA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,3,1,1,0,0,0,0,6
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CULPINA,atencion odontologica,rayos x dental,2023-01-01,0,0,7,8,12,5,10,32,0,2,0,0,0,0,76
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2023-01-01,0,0,3,4,0,0,0,4,0,0,0,0,0,0,11
EL ALTO,atencion odontologica,rayos x dental,2023-01-01,1,0,7,3,6,4,12,9,1,0,0,0,0,0,43
EL CHORO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,1,1,3,1,0,0,0,0,0,7
EL PUENTE(TJA),atencion odontologica,rayos x dental,2023-01-01,0,0,0,2,1,1,1,6,0,0,0,0,0,0,11
EL TORNO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,4,4,6,2,2,0,0,0,0,18
EL VILLAR,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ESCARA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,4,0,5,0,0,0,0,10
ESCOMA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
FERNANDEZ ALONSO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,7
GUANAY,atencion odontologica,rayos x dental,2023-01-01,0,1,2,10,1,2,4,12,0,0,0,0,0,0,32
GUTIERREZ,atencion odontologica,rayos x dental,2023-01-01,0,0,0,3,0,0,2,2,0,0,0,0,0,0,7
HUACARETA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
HUACHACALLA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
HUANUNI,atencion odontologica,rayos x dental,2023-01-01,0,0,10,16,12,25,31,22,3,2,0,0,0,0,121
INCAHUASI,atencion odontologica,rayos x dental,2023-01-01,0,0,4,1,3,5,3,12,0,0,0,0,0,0,28
IXIAMAS,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,0,2,3,0,0,0,0,0,0,7
LA ASUNTA,atencion odontologica,rayos x dental,2023-01-01,1,1,1,2,0,1,2,2,0,0,0,0,0,0,10
LA PAZ,atencion odontologica,rayos x dental,2023-01-01,19,7,54,99,93,117,310,366,73,54,0,0,0,0,1192
LAGUNILLAS,atencion odontologica,rayos x dental,2023-01-01,2,0,1,2,0,0,0,1,0,0,0,0,0,0,6
LAS CARRERAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,5,7,0,0,0,0,0,0,12
LLALLAGUA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LURIBAY,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,rayos x dental,2023-01-01,0,0,4,0,2,0,4,5,0,0,0,0,0,0,15
MAGDALENA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,4,2,1,0,1,0,0,0,0,9
MAIRANA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,2,4,4,0,5,5,0,0,0,0,0,21
MAPIRI,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,1,4,0,0,0,0,0,0,6
MOCOMOCO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
MONTEAGUDO,atencion odontologica,rayos x dental,2023-01-01,1,0,7,3,0,0,0,1,0,0,0,0,0,0,12
MONTERO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
MORO MORO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
OCURI,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,2,0,2,3,1,1,0,0,0,0,11
ORURO,atencion odontologica,rayos x dental,2023-01-01,17,12,56,82,64,100,126,268,34,28,0,0,0,0,787
PADILLA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,10,1,6,2,0,0,0,0,0,21
PAILON,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PALCA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
PAZÑA,atencion odontologica,rayos x dental,2023-01-01,0,0,2,11,2,0,2,3,1,0,0,0,0,0,21
POOPO,atencion odontologica,rayos x dental,2023-01-01,0,0,5,4,2,7,6,6,4,2,0,0,0,0,36
PORCO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PORONGO,atencion odontologica,rayos x dental,2023-01-01,0,1,3,7,1,1,4,7,0,3,0,0,0,0,27
PORVENIR,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
POTOSI,atencion odontologica,rayos x dental,2023-01-01,1,3,11,8,6,17,28,33,8,1,0,0,0,0,116
PUCARANI,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,5,0,22,0,0,0,0,0,0,27
PUERTO SUAREZ,atencion odontologica,rayos x dental,2023-01-01,0,1,1,0,1,2,0,6,0,0,0,0,0,0,11
PUNA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,2,2,3,0,5,0,1,0,0,0,0,14
PUNATA,atencion odontologica,rayos x dental,2023-01-01,0,0,2,4,1,1,0,0,0,0,0,0,0,0,8
QUIABAYA,atencion odontologica,rayos x dental,2023-01-01,0,0,2,0,0,2,1,2,0,0,0,0,0,0,7
QUILLACOLLO,atencion odontologica,rayos x dental,2023-01-01,1,0,4,13,3,3,14,18,5,3,0,0,0,0,64
QUIRUSILLAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,5,4,6,12,1,0,0,0,0,0,29
SACABA,atencion odontologica,rayos x dental,2023-01-01,0,1,15,12,13,12,46,46,20,7,0,0,0,0,172
SACACA,atencion odontologica,rayos x dental,2023-01-01,0,1,2,0,0,10,3,10,3,1,0,0,0,0,30
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2023-01-01,0,0,2,6,0,2,7,4,0,1,0,0,0,0,22
SAN BENITO,atencion odontologica,rayos x dental,2023-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
SAN BORJA,atencion odontologica,rayos x dental,2023-01-01,0,1,2,3,5,4,2,9,0,1,0,0,0,0,27
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2023-01-01,0,0,2,2,0,1,2,5,0,0,0,0,0,0,12
SAN LUCAS,atencion odontologica,rayos x dental,2023-01-01,0,0,2,6,3,1,6,11,0,0,0,0,0,0,29
SAN MATIAS,atencion odontologica,rayos x dental,2023-01-01,0,0,5,5,4,4,2,3,1,0,0,0,0,0,24
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2023-01-01,0,0,1,2,2,0,2,3,1,0,0,0,0,0,11
SAN PEDRO,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,2,4,5,0,0,0,0,0,0,13
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,3,5,7,4,0,0,0,0,0,0,19
SAN PEDRO DE CURAHUARA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,2,0,1,1,0,2,0,0,0,0,0,6
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2023-01-01,0,0,3,0,0,1,0,0,1,1,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2023-01-01,20,13,178,190,122,148,469,742,163,133,0,0,0,0,2178
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2023-01-01,0,3,6,2,4,3,6,12,2,0,0,0,0,0,38
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,4,0,1,5,4,1,0,0,0,0,16
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,3,0,2,0,0,0,0,0,0,0,6
SAPAHAQUI,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,3,3,2,4,0,0,0,0,0,0,12
SENA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,1,0,4,0,0,0,0,0,0,6
SIPE SIPE,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SOPACHUY,atencion odontologica,rayos x dental,2023-01-01,0,0,0,4,3,0,3,10,1,1,0,0,0,0,22
SORACACHI,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,5
SORATA,atencion odontologica,rayos x dental,2023-01-01,3,4,4,5,0,2,8,10,1,1,0,0,0,0,38
SUCRE,atencion odontologica,rayos x dental,2023-01-01,0,0,34,17,18,12,28,67,17,10,0,0,0,0,203
TAPACARI,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
TARATA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
TARIJA,atencion odontologica,rayos x dental,2023-01-01,0,1,13,18,5,19,31,40,4,2,0,0,0,0,133
TIQUIPAYA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
TOLEDO,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,3,3,1,6,0,1,0,0,0,0,16
TOMAVE,atencion odontologica,rayos x dental,2023-01-01,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4
TRIGAL,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8
TRINIDAD,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
TURCO,atencion odontologica,rayos x dental,2023-01-01,0,0,0,2,3,1,1,0,2,0,0,0,0,0,9
UNCIA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2023-01-01,0,0,4,1,1,4,3,7,1,0,0,0,0,0,21
UYUNI,atencion odontologica,rayos x dental,2023-01-01,0,0,7,7,3,3,16,26,0,0,0,0,0,0,62
VACAS,atencion odontologica,rayos x dental,2023-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
VALLEGRANDE,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,7,0,1,0,0,0,0,9
VIACHA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,rayos x dental,2023-01-01,1,0,2,0,2,6,10,11,3,0,0,0,0,0,35
VILLA TUNARI,atencion odontologica,rayos x dental,2023-01-01,0,1,2,4,0,1,0,5,0,1,0,0,0,0,14
VILLAZON,atencion odontologica,rayos x dental,2023-01-01,0,0,1,2,0,0,0,2,1,0,0,0,0,0,6
YACUIBA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,0,1,0,2,3,0,0,0,0,0,0,7
YOCALLA,atencion odontologica,rayos x dental,2023-01-01,0,0,1,3,0,1,0,2,0,1,0,0,0,0,8
YOTALA,atencion odontologica,rayos x dental,2023-01-01,0,1,0,2,0,0,0,1,0,0,0,0,0,0,4
YUNCHARA,atencion odontologica,rayos x dental,2023-01-01,0,0,0,1,0,1,1,4,1,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,rayos x dental,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACACIO,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,1,2,0,0,0,0,0,0,0,4
ACHACACHI,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,4,4,1,9,0,1,0,0,0,0,19
ACHOCALLA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,rayos x dental,2023-02-01,0,0,1,1,0,2,3,5,1,1,0,0,0,0,14
ANDAMARCA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ARANI,atencion odontologica,rayos x dental,2023-02-01,0,0,1,0,0,2,1,7,3,1,0,0,0,0,15
ATOCHA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,3,4,0,6,2,0,0,0,0,0,0,15
AYO AYO,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,2,2,5,0,1,0,0,0,0,11
BERMEJO,atencion odontologica,rayos x dental,2023-02-01,0,0,0,3,1,0,2,4,0,1,0,0,0,0,11
BETANZOS,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,2,5,5,0,0,0,0,0,0,13
CABEZAS,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,6,2,5,2,0,0,0,0,0,16
CAMARGO,atencion odontologica,rayos x dental,2023-02-01,0,0,1,2,4,4,4,15,0,3,0,0,0,0,33
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9
CAPINOTA,atencion odontologica,rayos x dental,2023-02-01,0,0,2,2,0,2,7,4,0,2,0,0,0,0,19
CARACOLLO,atencion odontologica,rayos x dental,2023-02-01,2,0,1,1,0,1,1,2,2,0,0,0,0,0,10
CARANGAS,atencion odontologica,rayos x dental,2023-02-01,0,0,1,0,0,2,0,0,2,1,0,0,0,0,6
CARAPARI,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CARIPUYO,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
CHAQUI,atencion odontologica,rayos x dental,2023-02-01,0,0,3,0,3,0,6,4,0,1,0,0,0,0,17
CHARAGUA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
CHAYANTA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
CHIMORE,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,5
CHUA COCANI,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHUMA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2023-02-01,0,0,3,3,5,4,4,12,0,1,0,0,0,0,32
COCHABAMBA,atencion odontologica,rayos x dental,2023-02-01,12,13,44,68,41,75,120,365,127,96,0,0,0,0,961
COIPASA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3
COLCAPIRHUA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,0,10,7,1,4,0,0,0,0,23
"COLCHA ""K""",atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COLLANA,atencion odontologica,rayos x dental,2023-02-01,0,0,1,0,2,3,0,3,0,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,rayos x dental,2023-02-01,0,0,2,0,0,0,6,3,2,0,0,0,0,0,13
COLQUECHACA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5
COLQUIRI,atencion odontologica,rayos x dental,2023-02-01,1,1,2,7,5,5,11,19,2,2,0,0,0,0,55
COMARAPA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,rayos x dental,2023-02-01,2,0,1,1,0,0,2,5,0,0,0,0,0,0,11
COTOCA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,2,2,0,3,0,0,0,0,0,0,7
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,rayos x dental,2023-02-01,0,0,2,3,7,2,14,32,2,3,0,0,0,0,65
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2023-02-01,0,1,3,0,0,0,0,3,0,0,0,0,0,0,7
DESAGUADERO,atencion odontologica,rayos x dental,2023-02-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,rayos x dental,2023-02-01,0,1,4,10,6,5,7,9,5,1,0,0,0,0,48
EL CHORO,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL PUENTE(STC),atencion odontologica,rayos x dental,2023-02-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
EL PUENTE(TJA),atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,3,9,0,0,0,0,0,0,12
EL TORNO,atencion odontologica,rayos x dental,2023-02-01,0,0,2,2,2,1,1,11,0,5,0,0,0,0,24
EL VILLAR,atencion odontologica,rayos x dental,2023-02-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2023-02-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
ESCARA,atencion odontologica,rayos x dental,2023-02-01,0,0,2,1,0,0,0,0,6,6,0,0,0,0,15
ESCOMA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2023-02-01,0,0,1,1,2,5,2,7,0,0,0,0,0,0,18
GUANAY,atencion odontologica,rayos x dental,2023-02-01,1,0,1,3,2,2,6,4,2,1,0,0,0,0,22
GUTIERREZ,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,8,0,0,0,0,0,0,9
HUACHACALLA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,2,3,0,0,2,0,1,0,0,0,0,8
HUANUNI,atencion odontologica,rayos x dental,2023-02-01,1,1,3,12,12,6,15,14,4,1,0,0,0,0,69
HUATAJATA,atencion odontologica,rayos x dental,2023-02-01,0,0,2,0,0,1,0,4,0,0,0,0,0,0,7
INCAHUASI,atencion odontologica,rayos x dental,2023-02-01,0,0,3,3,0,1,4,5,0,0,0,0,0,0,16
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2023-02-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
IXIAMAS,atencion odontologica,rayos x dental,2023-02-01,0,0,1,0,1,2,2,1,1,0,0,0,0,0,8
JESUS DE MACHACA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LA ASUNTA,atencion odontologica,rayos x dental,2023-02-01,0,1,0,3,0,4,5,3,0,0,0,0,0,0,16
LA PAZ,atencion odontologica,rayos x dental,2023-02-01,12,9,67,80,47,62,230,347,82,56,0,0,0,0,992
LAGUNILLAS,atencion odontologica,rayos x dental,2023-02-01,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4
LAS CARRERAS,atencion odontologica,rayos x dental,2023-02-01,0,0,1,2,0,0,1,2,1,0,0,0,0,0,7
LLALLAGUA,atencion odontologica,rayos x dental,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,rayos x dental,2023-02-01,0,0,1,4,0,2,0,6,1,0,0,0,0,0,14
