,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
ARAMPAMPA,atencion odontologica,medidas preventivas,2023-01-01,3,12,12,6,6,1,4,3,3,5,0,0,0,0,55
ARANI,atencion odontologica,medidas preventivas,2023-01-01,0,1,18,15,0,0,1,1,0,0,0,0,0,0,36
ARBIETO,atencion odontologica,medidas preventivas,2023-01-01,27,34,78,81,30,34,7,68,5,1,0,0,0,0,365
ARQUE,atencion odontologica,medidas preventivas,2023-01-01,5,13,15,13,6,11,9,9,2,2,0,0,0,0,85
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2023-01-01,4,11,27,29,4,9,0,6,0,0,0,0,0,0,90
ATOCHA,atencion odontologica,medidas preventivas,2023-01-01,12,7,89,77,34,71,84,104,0,16,0,0,0,0,494
AUCAPATA,atencion odontologica,medidas preventivas,2023-01-01,0,2,0,0,0,2,0,2,0,0,0,0,0,0,6
AYATA,atencion odontologica,medidas preventivas,2023-01-01,12,15,8,15,2,2,2,7,7,5,0,0,0,0,75
AYO AYO,atencion odontologica,medidas preventivas,2023-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2023-01-01,9,20,118,139,51,79,70,151,8,10,0,0,0,0,655
AZURDUY,atencion odontologica,medidas preventivas,2023-01-01,0,35,10,19,3,3,0,6,0,1,0,0,0,0,77
BATALLAS,atencion odontologica,medidas preventivas,2023-01-01,14,16,8,9,0,0,1,3,0,0,0,0,0,0,51
BAURES,atencion odontologica,medidas preventivas,2023-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2023-01-01,2,2,4,3,0,2,0,4,0,0,0,0,0,0,17
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2023-01-01,3,5,12,4,3,2,3,9,4,3,0,0,0,0,48
BELLA FLOR,atencion odontologica,medidas preventivas,2023-01-01,14,20,0,0,0,0,0,0,0,0,0,0,0,0,34
BERMEJO,atencion odontologica,medidas preventivas,2023-01-01,9,11,87,84,56,44,55,103,16,5,0,0,0,0,470
BETANZOS,atencion odontologica,medidas preventivas,2023-01-01,40,52,52,74,21,9,4,25,9,6,0,0,0,0,292
BOLIVAR,atencion odontologica,medidas preventivas,2023-01-01,4,1,4,4,0,0,3,8,2,0,0,0,0,0,26
BOLPEBRA,atencion odontologica,medidas preventivas,2023-01-01,2,0,2,6,0,2,0,0,0,0,0,0,0,0,12
BOYUIBE,atencion odontologica,medidas preventivas,2023-01-01,2,2,0,2,1,4,0,1,0,1,0,0,0,0,13
BUENA VISTA,atencion odontologica,medidas preventivas,2023-01-01,2,9,12,16,1,8,0,0,0,0,0,0,0,0,48
CABEZAS,atencion odontologica,medidas preventivas,2023-01-01,64,49,34,59,9,9,4,19,0,0,0,0,0,0,247
CAIROMA,atencion odontologica,medidas preventivas,2023-01-01,2,0,8,10,2,3,1,8,0,0,0,0,0,0,34
"CAIZA ""D""",atencion odontologica,medidas preventivas,2023-01-01,8,9,17,6,2,7,4,11,0,4,0,0,0,0,68
CAJUATA,atencion odontologica,medidas preventivas,2023-01-01,24,3,37,11,10,5,8,18,0,0,0,0,0,0,116
CALACOTO,atencion odontologica,medidas preventivas,2023-01-01,0,0,0,6,0,0,0,1,0,0,0,0,0,0,7
CALAMARCA,atencion odontologica,medidas preventivas,2023-01-01,8,14,10,22,15,15,6,11,0,2,0,0,0,0,103
CAMARGO,atencion odontologica,medidas preventivas,2023-01-01,8,5,15,41,7,11,4,14,2,1,0,0,0,0,108
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2023-01-01,12,2,33,18,12,8,0,2,0,0,0,0,0,0,87
CAMIRI,atencion odontologica,medidas preventivas,2023-01-01,13,15,54,39,5,22,24,67,14,9,0,0,0,0,262
CAPINOTA,atencion odontologica,medidas preventivas,2023-01-01,12,11,57,86,11,62,43,91,29,10,0,0,0,0,412
CAQUIAVIRI,atencion odontologica,medidas preventivas,2023-01-01,14,2,15,23,4,25,2,7,0,0,0,0,0,0,92
CARACOLLO,atencion odontologica,medidas preventivas,2023-01-01,20,21,44,73,14,50,21,56,4,6,0,0,0,0,309
CARANAVI,atencion odontologica,medidas preventivas,2023-01-01,11,5,24,16,3,3,0,7,0,0,0,0,0,0,69
CARANGAS,atencion odontologica,medidas preventivas,2023-01-01,0,1,0,1,0,1,0,2,0,0,0,0,0,0,5
CARAPARI,atencion odontologica,medidas preventivas,2023-01-01,2,8,95,79,11,21,46,87,6,5,0,0,0,0,360
CARIPUYO,atencion odontologica,medidas preventivas,2023-01-01,2,9,12,2,7,0,0,1,0,0,0,0,0,0,33
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2023-01-01,16,2,9,15,0,0,0,0,0,0,0,0,0,0,42
CHALLAPATA,atencion odontologica,medidas preventivas,2023-01-01,22,22,91,91,46,33,5,18,3,1,0,0,0,0,332
CHAQUI,atencion odontologica,medidas preventivas,2023-01-01,28,21,11,11,2,5,0,12,1,1,0,0,0,0,92
CHARAGUA,atencion odontologica,medidas preventivas,2023-01-01,34,31,28,24,3,13,4,22,9,2,0,0,0,0,170
CHARAÑA,atencion odontologica,medidas preventivas,2023-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,medidas preventivas,2023-01-01,28,37,19,25,5,9,8,14,6,4,0,0,0,0,155
CHIMORE,atencion odontologica,medidas preventivas,2023-01-01,16,21,77,97,41,37,14,36,0,0,0,0,0,0,339
CHIPAYA,atencion odontologica,medidas preventivas,2023-01-01,1,0,0,8,0,2,0,3,0,0,0,0,0,0,14
CHUA COCANI,atencion odontologica,medidas preventivas,2023-01-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2023-01-01,4,2,6,3,5,3,0,1,0,0,0,0,0,0,24
CHUMA,atencion odontologica,medidas preventivas,2023-01-01,21,18,20,20,3,6,6,21,2,1,0,0,0,0,118
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2023-01-01,8,3,18,30,23,10,12,36,0,0,0,0,0,0,140
CKOCHAS,atencion odontologica,medidas preventivas,2023-01-01,2,1,10,12,1,7,1,10,0,1,0,0,0,0,45
CLIZA,atencion odontologica,medidas preventivas,2023-01-01,5,15,42,32,3,11,6,14,2,1,0,0,0,0,131
COBIJA,atencion odontologica,medidas preventivas,2023-01-01,212,197,159,199,53,69,87,187,14,15,0,0,0,0,1192
COCAPATA,atencion odontologica,medidas preventivas,2023-01-01,8,2,0,15,0,13,0,4,1,0,0,0,0,0,43
COCHABAMBA,atencion odontologica,medidas preventivas,2023-01-01,588,744,2853,2901,1401,1461,2136,3473,695,676,0,0,0,0,16928
COIPASA,atencion odontologica,medidas preventivas,2023-01-01,0,0,1,1,1,0,2,0,0,0,0,0,0,0,5
COLCAPIRHUA,atencion odontologica,medidas preventivas,2023-01-01,6,18,156,122,63,96,22,46,5,10,0,0,0,0,544
"COLCHA ""K""",atencion odontologica,medidas preventivas,2023-01-01,0,0,10,6,2,3,4,6,0,0,0,0,0,0,31
COLLANA,atencion odontologica,medidas preventivas,2023-01-01,4,0,6,7,12,4,1,8,0,0,0,0,0,0,42
COLOMI,atencion odontologica,medidas preventivas,2023-01-01,20,20,39,88,45,38,25,56,8,9,0,0,0,0,348
COLPA BELGICA,atencion odontologica,medidas preventivas,2023-01-01,2,4,46,42,12,8,24,42,0,4,0,0,0,0,184
COLQUECHACA,atencion odontologica,medidas preventivas,2023-01-01,22,10,37,55,34,73,16,52,0,3,0,0,0,0,302
COLQUENCHA,atencion odontologica,medidas preventivas,2023-01-01,19,12,49,35,17,26,5,17,0,0,0,0,0,0,180
COLQUIRI,atencion odontologica,medidas preventivas,2023-01-01,15,21,48,50,27,8,9,25,2,2,0,0,0,0,207
COMANCHE,atencion odontologica,medidas preventivas,2023-01-01,0,11,0,0,1,6,0,0,0,0,0,0,0,0,18
COMARAPA,atencion odontologica,medidas preventivas,2023-01-01,18,23,20,36,7,14,11,24,3,1,0,0,0,0,157
COMBAYA,atencion odontologica,medidas preventivas,2023-01-01,1,1,1,0,0,0,2,3,1,1,0,0,0,0,10
CONCEPCION,atencion odontologica,medidas preventivas,2023-01-01,4,3,5,1,0,4,0,0,0,0,0,0,0,0,17
COPACABANA,atencion odontologica,medidas preventivas,2023-01-01,6,8,10,11,15,11,11,21,0,4,0,0,0,0,97
CORIPATA,atencion odontologica,medidas preventivas,2023-01-01,7,15,22,15,7,9,8,8,0,0,0,0,0,0,91
CORO CORO,atencion odontologica,medidas preventivas,2023-01-01,13,28,62,112,16,53,24,71,4,0,0,0,0,0,383
COROICO,atencion odontologica,medidas preventivas,2023-01-01,5,3,6,6,2,6,1,4,3,0,0,0,0,0,36
CORQUE,atencion odontologica,medidas preventivas,2023-01-01,5,3,14,25,7,9,9,14,4,8,0,0,0,0,98
COTAGAITA,atencion odontologica,medidas preventivas,2023-01-01,64,43,77,63,27,46,47,101,20,9,0,0,0,0,497
COTOCA,atencion odontologica,medidas preventivas,2023-01-01,41,19,12,13,3,1,1,7,0,0,0,0,0,0,97
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2023-01-01,0,0,1,1,1,2,7,6,2,5,0,0,0,0,25
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2023-01-01,46,38,54,159,12,25,6,30,0,1,0,0,0,0,371
CUEVO,atencion odontologica,medidas preventivas,2023-01-01,0,1,0,1,0,0,2,1,0,0,0,0,0,0,5
CULPINA,atencion odontologica,medidas preventivas,2023-01-01,2,4,13,7,2,0,1,2,0,0,0,0,0,0,31
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2023-01-01,22,13,37,24,5,9,0,8,0,0,0,0,0,0,118
CURVA,atencion odontologica,medidas preventivas,2023-01-01,7,0,2,12,4,0,0,5,6,3,0,0,0,0,39
DESAGUADERO,atencion odontologica,medidas preventivas,2023-01-01,1,2,2,6,2,2,0,10,5,4,0,0,0,0,34
EL ALTO,atencion odontologica,medidas preventivas,2023-01-01,484,580,1372,1723,771,903,489,1262,142,90,0,0,0,0,7816
EL CHORO,atencion odontologica,medidas preventivas,2023-01-01,5,0,1,17,3,1,0,5,3,1,0,0,0,0,36
EL PUENTE(STC),atencion odontologica,medidas preventivas,2023-01-01,7,12,28,100,10,19,32,58,2,2,0,0,0,0,270
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2023-01-01,0,1,4,3,1,2,3,6,1,1,0,0,0,0,22
EL TORNO,atencion odontologica,medidas preventivas,2023-01-01,172,124,31,14,7,15,2,34,4,7,0,0,0,0,410
EL VILLAR,atencion odontologica,medidas preventivas,2023-01-01,0,0,3,8,2,6,0,3,0,0,0,0,0,0,22
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2023-01-01,4,2,25,23,6,7,4,10,1,0,0,0,0,0,82
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2023-01-01,20,20,70,107,36,47,12,66,0,1,0,0,0,0,379
ESCARA,atencion odontologica,medidas preventivas,2023-01-01,0,0,13,2,0,0,0,3,0,1,0,0,0,0,19
ESCOMA,atencion odontologica,medidas preventivas,2023-01-01,5,0,0,3,1,1,0,1,0,0,0,0,0,0,11
ESMERALDA,atencion odontologica,medidas preventivas,2023-01-01,0,0,7,4,2,4,0,5,2,3,0,0,0,0,27
EUCALIPTUS,atencion odontologica,medidas preventivas,2023-01-01,0,2,2,2,0,6,0,0,0,0,0,0,0,0,12
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2023-01-01,6,7,35,55,5,14,13,40,1,2,0,0,0,0,178
FILADELFIA,atencion odontologica,medidas preventivas,2023-01-01,14,11,21,26,3,6,3,20,4,1,0,0,0,0,109
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2023-01-01,3,5,12,18,5,3,0,2,0,0,0,0,0,0,48
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2023-01-01,9,17,15,19,11,15,16,34,6,11,0,0,0,0,153
GUANAY,atencion odontologica,medidas preventivas,2023-01-01,2,2,5,10,2,4,0,2,1,0,0,0,0,0,28
GUAQUI,atencion odontologica,medidas preventivas,2023-01-01,2,3,0,5,1,0,1,3,10,7,0,0,0,0,32
GUAYARAMERIN,atencion odontologica,medidas preventivas,2023-01-01,14,7,25,40,7,11,3,10,0,3,0,0,0,0,120
GUTIERREZ,atencion odontologica,medidas preventivas,2023-01-01,4,6,0,2,0,1,0,4,1,0,0,0,0,0,18
HUACARAJE,atencion odontologica,medidas preventivas,2023-01-01,1,2,7,10,2,5,2,1,1,0,0,0,0,0,31
HUACARETA,atencion odontologica,medidas preventivas,2023-01-01,0,0,4,1,0,8,0,1,0,0,0,0,0,0,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2023-01-01,1,2,0,2,1,2,1,1,0,0,0,0,0,0,10
HUACHACALLA,atencion odontologica,medidas preventivas,2023-01-01,3,2,13,10,0,2,0,1,0,0,0,0,0,0,31
HUANUNI,atencion odontologica,medidas preventivas,2023-01-01,17,3,66,103,71,58,27,56,11,9,0,0,0,0,421
HUARINA,atencion odontologica,medidas preventivas,2023-01-01,3,8,1,2,0,0,0,0,3,1,0,0,0,0,18
HUATAJATA,atencion odontologica,medidas preventivas,2023-01-01,8,14,16,19,5,3,4,10,0,2,0,0,0,0,81
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2023-01-01,8,7,10,6,1,10,5,10,5,2,0,0,0,0,64
HUMANATA,atencion odontologica,medidas preventivas,2023-01-01,5,7,23,37,12,20,18,60,15,34,0,0,0,0,231
ICHOCA,atencion odontologica,medidas preventivas,2023-01-01,0,0,1,0,3,4,6,8,2,1,0,0,0,0,25
ICLA,atencion odontologica,medidas preventivas,2023-01-01,26,29,1,2,2,5,1,5,1,0,0,0,0,0,72
INCAHUASI,atencion odontologica,medidas preventivas,2023-01-01,0,0,10,2,4,4,2,4,0,0,0,0,0,0,26
INQUISIVI,atencion odontologica,medidas preventivas,2023-01-01,8,1,4,9,6,6,3,0,1,1,0,0,0,0,39
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2023-01-01,17,15,22,25,3,8,16,19,3,2,0,0,0,0,130
IXIAMAS,atencion odontologica,medidas preventivas,2023-01-01,2,2,12,10,0,3,0,0,0,0,0,0,0,0,29
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2023-01-01,4,4,15,15,2,3,0,2,0,0,0,0,0,0,45
LA ASUNTA,atencion odontologica,medidas preventivas,2023-01-01,141,120,125,120,41,57,60,168,11,11,0,0,0,0,854
LA GUARDIA,atencion odontologica,medidas preventivas,2023-01-01,112,110,130,124,10,10,12,39,10,6,0,0,0,0,563
LA PAZ,atencion odontologica,medidas preventivas,2023-01-01,817,860,3749,3669,1306,1585,1537,2434,588,510,0,0,0,0,17055
LA RIVERA,atencion odontologica,medidas preventivas,2023-01-01,0,0,3,10,0,4,0,2,0,0,0,0,0,0,19
LAGUNILLAS,atencion odontologica,medidas preventivas,2023-01-01,5,0,4,15,2,1,0,2,0,0,0,0,0,0,29
LAJA,atencion odontologica,medidas preventivas,2023-01-01,54,84,46,60,14,8,5,39,0,2,0,0,0,0,312
LAS CARRERAS,atencion odontologica,medidas preventivas,2023-01-01,0,0,5,4,0,2,0,3,0,0,0,0,0,0,14
LICOMA PAMPA,atencion odontologica,medidas preventivas,2023-01-01,7,6,23,30,4,8,1,3,0,0,0,0,0,0,82
LLALLAGUA,atencion odontologica,medidas preventivas,2023-01-01,34,39,70,68,51,43,41,59,13,1,0,0,0,0,419
LORETO,atencion odontologica,medidas preventivas,2023-01-01,0,1,1,1,0,6,1,4,0,0,0,0,0,0,14
LURIBAY,atencion odontologica,medidas preventivas,2023-01-01,10,7,7,10,3,5,5,15,0,1,0,0,0,0,63
MACHACAMARCA,atencion odontologica,medidas preventivas,2023-01-01,1,0,8,12,5,2,18,18,0,0,0,0,0,0,64
MACHARETI,atencion odontologica,medidas preventivas,2023-01-01,0,0,4,2,0,0,0,4,0,0,0,0,0,0,10
MAGDALENA,atencion odontologica,medidas preventivas,2023-01-01,2,0,3,0,3,0,0,0,0,0,0,0,0,0,8
MAIRANA,atencion odontologica,medidas preventivas,2023-01-01,17,28,114,147,11,48,13,30,8,6,0,0,0,0,422
MALLA,atencion odontologica,medidas preventivas,2023-01-01,2,8,3,4,3,5,7,13,3,1,0,0,0,0,49
MAPIRI,atencion odontologica,medidas preventivas,2023-01-01,4,3,38,46,3,1,1,10,0,0,0,0,0,0,106
MECAPACA,atencion odontologica,medidas preventivas,2023-01-01,8,5,7,30,0,15,1,2,0,0,0,0,0,0,68
MINEROS,atencion odontologica,medidas preventivas,2023-01-01,17,17,16,17,2,15,0,31,6,8,0,0,0,0,129
MIZQUE,atencion odontologica,medidas preventivas,2023-01-01,10,7,33,48,16,20,12,56,0,3,0,0,0,0,205
MOCOMOCO,atencion odontologica,medidas preventivas,2023-01-01,7,12,7,4,4,5,12,6,2,0,0,0,0,0,59
MOJINETE,atencion odontologica,medidas preventivas,2023-01-01,1,1,4,4,0,3,1,4,0,0,0,0,0,0,18
MOJOCOYA,atencion odontologica,medidas preventivas,2023-01-01,5,10,16,14,6,3,6,18,1,0,0,0,0,0,79
MONTEAGUDO,atencion odontologica,medidas preventivas,2023-01-01,2,15,41,48,6,26,12,24,0,1,0,0,0,0,175
MONTERO,atencion odontologica,medidas preventivas,2023-01-01,127,136,242,317,59,139,60,209,22,30,0,0,0,0,1341
MORO MORO,atencion odontologica,medidas preventivas,2023-01-01,2,16,0,4,0,0,0,1,0,0,0,0,0,0,23
MOROCHATA,atencion odontologica,medidas preventivas,2023-01-01,7,5,41,37,9,19,7,31,1,0,0,0,0,0,157
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2023-01-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
OCURI,atencion odontologica,medidas preventivas,2023-01-01,29,19,9,37,3,8,9,13,14,23,0,0,0,0,164
OKINAWA,atencion odontologica,medidas preventivas,2023-01-01,0,0,3,1,0,5,0,11,1,0,0,0,0,0,21
ORURO,atencion odontologica,medidas preventivas,2023-01-01,202,169,767,925,373,406,402,768,118,69,0,0,0,0,4199
PADCAYA,atencion odontologica,medidas preventivas,2023-01-01,1,1,9,13,2,1,4,13,1,0,0,0,0,0,45
PADILLA,atencion odontologica,medidas preventivas,2023-01-01,16,13,50,50,3,19,11,24,0,1,0,0,0,0,187
PAILON,atencion odontologica,medidas preventivas,2023-01-01,2,8,11,25,2,17,4,15,1,1,0,0,0,0,86
PALCA,atencion odontologica,medidas preventivas,2023-01-01,36,29,40,45,7,16,5,18,0,0,0,0,0,0,196
PALOS BLANCOS,atencion odontologica,medidas preventivas,2023-01-01,24,24,56,46,10,23,6,21,2,0,0,0,0,0,212
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2023-01-01,0,0,12,2,0,0,0,1,2,0,0,0,0,0,17
PAMPA GRANDE,atencion odontologica,medidas preventivas,2023-01-01,2,2,4,13,4,4,3,9,0,0,0,0,0,0,41
PAPEL PAMPA,atencion odontologica,medidas preventivas,2023-01-01,2,4,0,0,0,1,0,2,0,0,0,0,0,0,9
PASORAPA,atencion odontologica,medidas preventivas,2023-01-01,2,4,41,45,1,10,2,10,1,0,0,0,0,0,116
PATACAMAYA,atencion odontologica,medidas preventivas,2023-01-01,42,28,46,36,7,21,1,6,0,0,0,0,0,0,187
PAZÑA,atencion odontologica,medidas preventivas,2023-01-01,1,2,47,39,14,8,6,17,4,4,0,0,0,0,142
PELECHUCO,atencion odontologica,medidas preventivas,2023-01-01,21,20,22,22,2,9,10,16,2,3,0,0,0,0,127
POCOATA,atencion odontologica,medidas preventivas,2023-01-01,11,8,18,18,7,25,20,35,5,8,0,0,0,0,155
POCONA,atencion odontologica,medidas preventivas,2023-01-01,0,1,4,2,4,8,1,2,0,1,0,0,0,0,23
POJO (CBBA),atencion odontologica,medidas preventivas,2023-01-01,6,5,31,39,30,19,8,23,1,5,0,0,0,0,167
POOPO,atencion odontologica,medidas preventivas,2023-01-01,15,10,45,50,6,21,4,15,2,3,0,0,0,0,171
PORCO,atencion odontologica,medidas preventivas,2023-01-01,15,45,19,32,0,12,4,43,3,1,0,0,0,0,174
POROMA,atencion odontologica,medidas preventivas,2023-01-01,19,25,10,5,0,0,1,1,0,0,0,0,0,0,61
PORONGO,atencion odontologica,medidas preventivas,2023-01-01,26,46,45,31,8,26,44,90,40,34,0,0,0,0,390
PORTACHUELO,atencion odontologica,medidas preventivas,2023-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,medidas preventivas,2023-01-01,14,16,19,33,14,22,12,28,2,1,0,0,0,0,161
POTOSI,atencion odontologica,medidas preventivas,2023-01-01,89,85,206,224,53,77,47,91,15,13,0,0,0,0,900
PRESTO,atencion odontologica,medidas preventivas,2023-01-01,0,4,35,41,18,22,17,38,3,1,0,0,0,0,179
PUCARANI,atencion odontologica,medidas preventivas,2023-01-01,10,30,19,24,7,16,6,18,0,1,0,0,0,0,131
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2023-01-01,15,5,11,2,5,2,2,10,0,1,0,0,0,0,53
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2023-01-01,4,5,15,10,2,0,0,2,0,0,0,0,0,0,38
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2023-01-01,6,5,10,27,2,6,10,28,0,0,0,0,0,0,94
PUERTO PEREZ,atencion odontologica,medidas preventivas,2023-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2023-01-01,17,6,1,2,0,1,0,0,0,0,0,0,0,0,27
PUERTO RICO,atencion odontologica,medidas preventivas,2023-01-01,5,7,8,5,1,0,0,0,0,0,0,0,0,0,26
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2023-01-01,2,1,7,10,3,6,4,5,0,0,0,0,0,0,38
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2023-01-01,9,8,17,42,15,25,11,54,1,1,0,0,0,0,183
PUNA,atencion odontologica,medidas preventivas,2023-01-01,21,17,12,17,4,6,3,12,11,20,0,0,0,0,123
PUNATA,atencion odontologica,medidas preventivas,2023-01-01,83,35,192,181,34,93,127,185,23,25,0,0,0,0,978
QUIABAYA,atencion odontologica,medidas preventivas,2023-01-01,6,7,0,5,1,0,0,0,0,0,0,0,0,0,19
QUILLACOLLO,atencion odontologica,medidas preventivas,2023-01-01,85,117,424,603,245,306,241,571,78,64,0,0,0,0,2734
QUIME,atencion odontologica,medidas preventivas,2023-01-01,8,17,20,37,3,14,18,15,2,0,0,0,0,0,134
QUIRUSILLAS,atencion odontologica,medidas preventivas,2023-01-01,3,0,6,0,0,0,2,2,1,1,0,0,0,0,15
RAVELO,atencion odontologica,medidas preventivas,2023-01-01,26,61,3,13,1,7,12,19,16,20,0,0,0,0,178
REYES,atencion odontologica,medidas preventivas,2023-01-01,2,3,25,16,7,11,1,3,2,0,0,0,0,0,70
RIBERALTA,atencion odontologica,medidas preventivas,2023-01-01,73,101,75,147,48,98,67,259,17,5,0,0,0,0,890
ROBORE,atencion odontologica,medidas preventivas,2023-01-01,7,10,50,119,5,29,30,47,22,13,0,0,0,0,332
RURRENABAQUE,atencion odontologica,medidas preventivas,2023-01-01,8,8,17,11,5,9,12,10,5,3,0,0,0,0,88
SABAYA,atencion odontologica,medidas preventivas,2023-01-01,5,4,6,6,0,1,1,5,0,0,0,0,0,0,28
SACABA,atencion odontologica,medidas preventivas,2023-01-01,170,152,868,1088,358,479,225,454,47,37,0,0,0,0,3878
SACABAMBA,atencion odontologica,medidas preventivas,2023-01-01,3,2,0,1,0,1,0,0,0,1,0,0,0,0,8
SACACA,atencion odontologica,medidas preventivas,2023-01-01,0,0,3,0,2,1,5,7,0,1,0,0,0,0,19
SAIPINA,atencion odontologica,medidas preventivas,2023-01-01,0,2,0,1,0,0,0,1,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2023-01-01,4,3,27,15,5,10,16,32,1,5,0,0,0,0,118
SAMAIPATA,atencion odontologica,medidas preventivas,2023-01-01,0,0,10,33,0,12,0,0,0,0,0,0,0,0,55
SAN ANDRES,atencion odontologica,medidas preventivas,2023-01-01,6,6,4,9,2,7,4,6,0,0,0,0,0,0,44
