,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
ARANI,atencion odontologica,primera consulta,2023-01-01,0,1,8,2,3,8,9,10,3,4,0,0,0,0,48
ARBIETO,atencion odontologica,primera consulta,2023-01-01,35,34,81,84,40,48,20,123,14,9,0,16,0,8,512
ARQUE,atencion odontologica,primera consulta,2023-01-01,6,11,21,23,16,20,24,37,4,3,0,16,0,2,183
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2023-01-01,8,9,41,23,17,24,27,77,2,1,0,8,0,3,240
ATOCHA,atencion odontologica,primera consulta,2023-01-01,13,10,51,46,24,40,71,106,2,2,0,10,0,4,379
AUCAPATA,atencion odontologica,primera consulta,2023-01-01,0,2,1,12,5,8,18,44,2,3,0,8,0,6,109
AYATA,atencion odontologica,primera consulta,2023-01-01,5,10,15,22,10,13,27,47,10,11,0,9,0,4,183
AYO AYO,atencion odontologica,primera consulta,2023-01-01,2,5,22,15,23,37,13,50,4,13,0,3,0,0,187
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2023-01-01,8,11,49,62,17,43,59,102,12,12,0,4,0,15,394
AZURDUY,atencion odontologica,primera consulta,2023-01-01,0,9,4,18,7,19,8,33,1,4,0,11,0,0,114
BATALLAS,atencion odontologica,primera consulta,2023-01-01,21,28,49,65,28,43,27,107,16,16,0,5,0,0,405
BAURES,atencion odontologica,primera consulta,2023-01-01,3,1,17,10,3,5,12,18,4,1,0,1,0,0,75
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2023-01-01,6,3,6,4,2,3,3,8,2,5,0,3,0,0,45
BELEN DE URMIRI,atencion odontologica,primera consulta,2023-01-01,2,2,6,2,3,3,5,10,5,2,0,0,0,0,40
BELLA FLOR,atencion odontologica,primera consulta,2023-01-01,9,13,6,4,2,2,3,10,0,0,0,3,0,3,55
BERMEJO,atencion odontologica,primera consulta,2023-01-01,19,10,78,69,27,54,99,163,27,17,0,2,0,0,565
BETANZOS,atencion odontologica,primera consulta,2023-01-01,47,53,111,118,44,55,77,203,29,32,0,15,0,16,800
BOLIVAR,atencion odontologica,primera consulta,2023-01-01,1,1,5,6,0,2,4,9,2,0,0,2,0,1,33
BOLPEBRA,atencion odontologica,primera consulta,2023-01-01,3,1,4,0,6,1,5,2,4,0,0,2,0,0,28
BOYUIBE,atencion odontologica,primera consulta,2023-01-01,1,4,12,13,3,11,7,31,4,2,0,0,0,0,88
BUENA VISTA,atencion odontologica,primera consulta,2023-01-01,11,14,32,44,12,31,27,44,8,1,0,13,0,1,238
CABEZAS,atencion odontologica,primera consulta,2023-01-01,34,28,54,64,43,30,36,107,14,14,0,15,0,2,441
CAIROMA,atencion odontologica,primera consulta,2023-01-01,2,4,5,5,4,5,6,20,1,0,0,15,0,0,67
"CAIZA ""D""",atencion odontologica,primera consulta,2023-01-01,21,15,22,27,9,22,17,63,24,33,0,11,0,4,268
CAJUATA,atencion odontologica,primera consulta,2023-01-01,13,9,28,25,14,17,33,48,7,6,0,0,0,2,202
CALACOTO,atencion odontologica,primera consulta,2023-01-01,0,1,4,2,1,0,4,3,0,3,0,0,0,0,18
CALAMARCA,atencion odontologica,primera consulta,2023-01-01,11,12,37,42,38,52,32,73,5,5,0,7,0,2,316
CAMARGO,atencion odontologica,primera consulta,2023-01-01,4,5,21,46,8,15,19,69,6,4,0,18,0,0,215
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2023-01-01,6,1,17,13,11,10,11,22,2,3,0,2,0,0,98
CAMIRI,atencion odontologica,primera consulta,2023-01-01,14,29,82,85,23,50,85,226,20,24,0,25,0,0,663
CAPINOTA,atencion odontologica,primera consulta,2023-01-01,15,2,21,28,5,20,7,34,3,4,0,1,0,1,141
CAQUIAVIRI,atencion odontologica,primera consulta,2023-01-01,7,5,13,23,10,19,17,39,13,14,0,8,0,1,169
CARACOLLO,atencion odontologica,primera consulta,2023-01-01,12,16,46,59,27,44,41,78,9,11,0,12,0,0,355
CARANAVI,atencion odontologica,primera consulta,2023-01-01,19,11,59,53,41,25,23,74,10,4,0,12,0,1,332
CARANGAS,atencion odontologica,primera consulta,2023-01-01,1,1,1,6,1,3,2,5,1,2,0,0,0,0,23
CARAPARI,atencion odontologica,primera consulta,2023-01-01,8,14,76,89,33,53,61,184,14,8,0,6,0,1,547
CARIPUYO,atencion odontologica,primera consulta,2023-01-01,0,6,7,5,6,6,24,35,2,6,0,2,0,4,103
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2023-01-01,12,2,13,19,1,7,12,26,7,0,0,1,0,0,100
CHALLAPATA,atencion odontologica,primera consulta,2023-01-01,48,32,114,109,81,71,49,196,42,46,0,59,0,1,848
CHAQUI,atencion odontologica,primera consulta,2023-01-01,11,12,21,21,2,13,14,39,7,10,0,8,0,1,159
CHARAGUA,atencion odontologica,primera consulta,2023-01-01,14,18,41,37,33,52,50,121,23,14,0,5,0,0,408
CHARAÑA,atencion odontologica,primera consulta,2023-01-01,2,3,4,10,5,7,8,10,3,2,0,0,0,0,54
CHAYANTA,atencion odontologica,primera consulta,2023-01-01,17,31,27,33,12,21,36,51,14,12,0,2,0,4,260
CHIMORE,atencion odontologica,primera consulta,2023-01-01,15,15,57,66,29,35,40,90,8,2,0,1,0,0,358
CHIPAYA,atencion odontologica,primera consulta,2023-01-01,1,0,0,3,0,2,0,5,1,1,0,1,0,1,15
CHUA COCANI,atencion odontologica,primera consulta,2023-01-01,5,7,10,14,1,8,9,19,3,3,0,0,0,0,79
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2023-01-01,5,2,7,12,6,7,4,7,0,0,0,0,0,0,50
CHUMA,atencion odontologica,primera consulta,2023-01-01,16,18,20,51,19,33,61,101,22,15,0,7,0,4,367
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2023-01-01,8,2,25,20,19,10,20,46,2,2,0,1,0,0,155
CKOCHAS,atencion odontologica,primera consulta,2023-01-01,9,6,19,32,6,12,31,66,13,14,0,15,0,3,226
CLIZA,atencion odontologica,primera consulta,2023-01-01,18,14,53,54,18,28,27,67,11,13,0,1,0,0,304
COBIJA,atencion odontologica,primera consulta,2023-01-01,151,118,179,218,65,86,149,291,18,16,0,80,0,25,1396
COCAPATA,atencion odontologica,primera consulta,2023-01-01,8,3,7,5,4,8,13,33,3,6,0,3,0,0,93
COCHABAMBA,atencion odontologica,primera consulta,2023-01-01,233,210,579,621,231,332,448,930,162,187,0,68,0,24,4025
COIPASA,atencion odontologica,primera consulta,2023-01-01,1,2,2,9,2,0,2,4,2,2,0,0,0,0,26
COLCAPIRHUA,atencion odontologica,primera consulta,2023-01-01,7,13,55,48,24,39,34,74,10,11,0,5,0,2,322
"COLCHA ""K""",atencion odontologica,primera consulta,2023-01-01,0,0,4,1,1,3,2,4,0,0,0,0,0,0,15
COLLANA,atencion odontologica,primera consulta,2023-01-01,4,1,18,8,14,18,7,19,0,0,0,0,0,0,89
COLOMI,atencion odontologica,primera consulta,2023-01-01,21,14,36,63,26,32,25,62,8,9,0,12,0,0,308
COLPA BELGICA,atencion odontologica,primera consulta,2023-01-01,1,2,24,28,5,7,35,23,0,2,0,0,0,0,127
COLQUECHACA,atencion odontologica,primera consulta,2023-01-01,30,31,54,71,26,64,71,105,34,49,0,6,0,11,552
COLQUENCHA,atencion odontologica,primera consulta,2023-01-01,12,12,49,38,36,39,28,64,7,6,0,10,0,1,302
COLQUIRI,atencion odontologica,primera consulta,2023-01-01,20,19,64,79,56,73,122,178,19,15,0,4,0,2,651
COMANCHE,atencion odontologica,primera consulta,2023-01-01,1,3,2,1,3,5,3,8,1,1,0,0,0,0,28
COMARAPA,atencion odontologica,primera consulta,2023-01-01,11,13,36,62,17,44,38,86,6,3,0,7,0,12,335
COMBAYA,atencion odontologica,primera consulta,2023-01-01,2,1,2,1,2,1,7,8,4,5,0,0,0,0,33
CONCEPCION,atencion odontologica,primera consulta,2023-01-01,8,8,43,11,14,9,21,23,18,4,0,2,0,0,161
COPACABANA,atencion odontologica,primera consulta,2023-01-01,4,5,13,23,16,18,17,28,1,4,0,3,0,1,133
CORIPATA,atencion odontologica,primera consulta,2023-01-01,7,11,43,37,16,20,21,39,3,0,0,1,0,0,198
CORO CORO,atencion odontologica,primera consulta,2023-01-01,5,8,22,41,18,23,24,51,9,3,0,1,0,0,205
COROICO,atencion odontologica,primera consulta,2023-01-01,9,28,73,71,69,61,48,157,9,16,0,9,0,2,552
CORQUE,atencion odontologica,primera consulta,2023-01-01,5,3,10,12,7,11,10,17,8,13,0,4,0,0,100
COTAGAITA,atencion odontologica,primera consulta,2023-01-01,29,23,49,51,32,45,73,118,17,12,0,41,0,10,500
COTOCA,atencion odontologica,primera consulta,2023-01-01,40,36,45,68,15,28,17,99,6,10,0,13,0,1,378
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2023-01-01,0,1,1,1,1,2,7,6,3,4,0,0,0,0,26
CUATRO CAÑADAS,atencion odontologica,primera consulta,2023-01-01,77,37,80,97,15,34,43,70,7,5,0,9,0,2,476
CUEVO,atencion odontologica,primera consulta,2023-01-01,1,2,10,17,5,16,16,48,3,3,0,1,0,0,122
CULPINA,atencion odontologica,primera consulta,2023-01-01,4,8,31,31,20,36,31,88,0,9,0,14,0,1,273
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2023-01-01,9,11,25,27,7,9,9,42,2,13,0,2,0,1,157
CURVA,atencion odontologica,primera consulta,2023-01-01,3,0,5,7,7,3,8,10,6,3,0,2,0,1,55
DESAGUADERO,atencion odontologica,primera consulta,2023-01-01,7,2,17,16,19,16,12,31,5,11,0,6,0,4,146
EL ALTO,atencion odontologica,primera consulta,2023-01-01,374,469,837,976,413,499,386,1156,95,88,0,429,0,15,5737
EL CHORO,atencion odontologica,primera consulta,2023-01-01,8,4,12,11,6,7,7,31,10,2,0,3,0,2,103
EL PUENTE(STC),atencion odontologica,primera consulta,2023-01-01,8,9,27,44,10,18,25,44,3,3,0,0,0,1,192
EL PUENTE(TJA),atencion odontologica,primera consulta,2023-01-01,4,6,24,30,13,29,33,72,8,13,0,5,0,0,237
EL TORNO,atencion odontologica,primera consulta,2023-01-01,105,104,57,63,30,51,46,130,53,76,0,57,0,27,799
EL VILLAR,atencion odontologica,primera consulta,2023-01-01,2,0,12,19,4,9,14,30,4,2,0,3,0,0,99
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2023-01-01,7,9,74,94,32,51,43,151,8,4,0,3,0,0,476
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2023-01-01,15,13,39,63,28,34,18,89,3,2,0,4,0,2,310
ESCARA,atencion odontologica,primera consulta,2023-01-01,0,0,2,1,0,0,0,3,0,2,0,0,0,0,8
ESCOMA,atencion odontologica,primera consulta,2023-01-01,15,6,26,29,15,12,19,52,14,10,0,2,0,3,203
ESMERALDA,atencion odontologica,primera consulta,2023-01-01,0,0,3,1,1,2,0,3,3,3,0,0,0,0,16
EUCALIPTUS,atencion odontologica,primera consulta,2023-01-01,0,1,7,6,5,13,6,18,2,4,0,5,0,0,67
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2023-01-01,51,17,37,43,20,20,22,103,6,1,0,15,0,1,336
FILADELFIA,atencion odontologica,primera consulta,2023-01-01,7,6,15,17,3,9,7,34,6,3,0,15,0,2,124
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2023-01-01,8,6,31,34,13,23,7,60,4,3,0,19,0,2,210
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2023-01-01,10,21,21,32,18,25,36,61,15,13,0,9,0,1,262
GUANAY,atencion odontologica,primera consulta,2023-01-01,5,5,9,32,9,17,25,48,7,2,0,2,0,0,161
GUAQUI,atencion odontologica,primera consulta,2023-01-01,6,11,19,23,19,13,26,69,30,26,0,6,0,2,250
GUAYARAMERIN,atencion odontologica,primera consulta,2023-01-01,23,16,58,69,24,50,29,84,8,10,0,32,0,4,407
GUTIERREZ,atencion odontologica,primera consulta,2023-01-01,2,4,9,11,0,13,18,36,4,1,0,3,0,0,101
HUACARAJE,atencion odontologica,primera consulta,2023-01-01,3,5,13,16,6,9,21,11,5,1,0,2,0,1,93
HUACARETA,atencion odontologica,primera consulta,2023-01-01,2,3,17,22,1,24,11,36,2,0,0,8,0,0,126
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2023-01-01,2,1,6,7,2,2,6,13,1,0,0,3,0,0,43
HUACHACALLA,atencion odontologica,primera consulta,2023-01-01,2,3,10,12,9,1,12,12,2,1,0,1,0,0,65
HUANUNI,atencion odontologica,primera consulta,2023-01-01,12,9,44,59,36,33,34,75,13,7,0,14,0,0,336
HUARINA,atencion odontologica,primera consulta,2023-01-01,4,4,17,17,6,11,17,25,6,6,0,0,0,1,114
HUATAJATA,atencion odontologica,primera consulta,2023-01-01,11,18,27,22,5,5,6,17,3,3,0,0,0,0,117
HUAYLLAMARCA,atencion odontologica,primera consulta,2023-01-01,13,7,9,17,5,17,13,23,19,10,0,7,0,0,140
HUMANATA,atencion odontologica,primera consulta,2023-01-01,3,4,17,24,6,21,21,44,12,27,0,1,0,2,182
ICHOCA,atencion odontologica,primera consulta,2023-01-01,3,0,7,11,7,10,13,13,7,2,0,3,0,0,76
ICLA,atencion odontologica,primera consulta,2023-01-01,13,16,12,21,14,22,19,50,6,4,0,9,0,0,186
INCAHUASI,atencion odontologica,primera consulta,2023-01-01,8,6,19,27,13,33,18,62,2,4,0,15,0,2,209
INQUISIVI,atencion odontologica,primera consulta,2023-01-01,5,3,7,13,3,8,12,11,8,5,0,1,0,0,76
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2023-01-01,16,13,33,39,15,22,30,58,8,7,0,2,0,0,243
IXIAMAS,atencion odontologica,primera consulta,2023-01-01,3,5,26,31,11,18,23,28,4,1,0,4,0,0,154
JESUS DE MACHACA,atencion odontologica,primera consulta,2023-01-01,11,11,23,22,18,25,24,59,17,16,0,3,0,7,236
LA ASUNTA,atencion odontologica,primera consulta,2023-01-01,89,94,117,133,64,87,118,229,16,16,0,45,0,10,1018
LA GUARDIA,atencion odontologica,primera consulta,2023-01-01,30,72,91,87,21,46,47,161,18,17,0,13,0,0,603
LA PAZ,atencion odontologica,primera consulta,2023-01-01,364,390,956,1029,479,535,837,1469,296,251,0,113,0,13,6732
LA RIVERA,atencion odontologica,primera consulta,2023-01-01,1,3,3,5,0,2,4,4,0,1,0,0,0,0,23
LAGUNILLAS,atencion odontologica,primera consulta,2023-01-01,12,4,13,16,6,10,5,38,4,1,0,2,0,0,111
LAJA,atencion odontologica,primera consulta,2023-01-01,28,42,45,72,34,39,34,107,13,33,0,17,0,10,474
LAS CARRERAS,atencion odontologica,primera consulta,2023-01-01,2,1,20,12,3,13,26,55,4,4,0,0,0,0,140
LICOMA PAMPA,atencion odontologica,primera consulta,2023-01-01,5,5,11,12,3,4,4,11,0,0,0,2,0,0,57
LLALLAGUA,atencion odontologica,primera consulta,2023-01-01,29,32,85,75,55,66,43,124,8,7,0,13,0,0,537
LORETO,atencion odontologica,primera consulta,2023-01-01,0,1,1,5,1,2,1,4,0,0,0,1,0,0,16
LURIBAY,atencion odontologica,primera consulta,2023-01-01,13,8,17,27,7,19,34,44,4,6,0,4,0,1,184
MACHACAMARCA,atencion odontologica,primera consulta,2023-01-01,4,2,16,15,6,8,9,16,2,3,0,2,0,0,83
MACHARETI,atencion odontologica,primera consulta,2023-01-01,0,2,6,16,1,6,4,26,0,2,0,2,0,0,65
MAGDALENA,atencion odontologica,primera consulta,2023-01-01,2,1,14,12,14,18,10,27,4,4,0,3,0,0,109
MAIRANA,atencion odontologica,primera consulta,2023-01-01,22,24,41,54,6,26,27,76,18,16,0,16,0,8,334
MALLA,atencion odontologica,primera consulta,2023-01-01,6,11,5,8,6,6,16,17,4,3,0,3,0,2,87
MAPIRI,atencion odontologica,primera consulta,2023-01-01,11,2,19,23,3,6,10,36,2,2,0,8,0,0,122
MECAPACA,atencion odontologica,primera consulta,2023-01-01,11,8,34,35,11,30,31,50,4,4,0,3,0,2,223
MINEROS,atencion odontologica,primera consulta,2023-01-01,21,21,26,29,0,32,12,72,9,11,0,34,0,3,270
MIZQUE,atencion odontologica,primera consulta,2023-01-01,8,9,27,32,13,16,10,48,5,2,0,10,0,3,183
MOCOMOCO,atencion odontologica,primera consulta,2023-01-01,7,14,27,41,32,43,54,88,15,15,0,8,0,2,346
MOJINETE,atencion odontologica,primera consulta,2023-01-01,1,1,4,4,0,3,1,5,0,0,0,0,0,0,19
MOJOCOYA,atencion odontologica,primera consulta,2023-01-01,5,8,21,29,10,12,22,57,2,1,0,7,0,0,174
MONTEAGUDO,atencion odontologica,primera consulta,2023-01-01,10,14,54,74,24,54,48,94,7,4,0,9,0,0,392
MONTERO,atencion odontologica,primera consulta,2023-01-01,152,151,205,232,60,116,93,345,34,38,0,109,0,16,1551
MORO MORO,atencion odontologica,primera consulta,2023-01-01,1,7,18,14,0,8,10,23,3,3,0,1,0,1,89
MOROCHATA,atencion odontologica,primera consulta,2023-01-01,10,5,28,22,11,19,9,45,4,10,0,0,0,0,163
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2023-01-01,6,0,6,4,0,1,2,7,2,0,0,1,0,0,29
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2023-01-01,0,4,5,2,1,5,3,6,0,1,0,1,0,0,28
OCURI,atencion odontologica,primera consulta,2023-01-01,15,14,18,30,9,17,29,62,22,26,0,16,0,2,260
OKINAWA,atencion odontologica,primera consulta,2023-01-01,3,4,10,17,8,14,11,38,8,2,0,9,0,0,124
OMEREQUE,atencion odontologica,primera consulta,2023-01-01,0,0,1,1,1,3,3,6,0,0,0,0,0,0,15
ORURO,atencion odontologica,primera consulta,2023-01-01,216,225,755,898,363,460,650,1471,136,134,0,300,0,35,5643
PADCAYA,atencion odontologica,primera consulta,2023-01-01,3,8,28,27,21,32,30,101,5,5,0,3,0,0,263
PADILLA,atencion odontologica,primera consulta,2023-01-01,9,11,31,42,12,45,35,72,9,4,0,9,0,3,282
PAILON,atencion odontologica,primera consulta,2023-01-01,5,16,30,34,8,20,15,52,4,6,0,1,0,3,194
PALCA,atencion odontologica,primera consulta,2023-01-01,45,42,111,112,65,66,77,146,42,31,0,6,0,2,745
PALOS BLANCOS,atencion odontologica,primera consulta,2023-01-01,25,17,74,66,26,37,41,73,5,3,0,9,0,3,379
PAMPA AULLAGAS,atencion odontologica,primera consulta,2023-01-01,4,0,7,5,4,0,5,10,4,4,0,1,0,0,44
PAMPA GRANDE,atencion odontologica,primera consulta,2023-01-01,4,4,11,11,5,18,15,30,0,4,0,1,0,3,106
PAPEL PAMPA,atencion odontologica,primera consulta,2023-01-01,4,3,7,10,8,6,13,31,11,6,0,2,0,0,101
PASORAPA,atencion odontologica,primera consulta,2023-01-01,2,3,11,12,2,9,7,29,5,5,0,4,0,0,89
PATACAMAYA,atencion odontologica,primera consulta,2023-01-01,26,26,66,74,35,31,11,55,4,4,0,36,0,6,374
PAZÑA,atencion odontologica,primera consulta,2023-01-01,7,9,24,47,12,10,23,40,7,7,0,3,0,0,189
PELECHUCO,atencion odontologica,primera consulta,2023-01-01,24,18,25,28,6,23,30,66,4,8,0,4,0,0,236
POCOATA,atencion odontologica,primera consulta,2023-01-01,4,4,25,30,9,13,18,30,5,8,0,1,0,1,148
POCONA,atencion odontologica,primera consulta,2023-01-01,1,3,5,10,8,11,7,21,1,3,0,0,0,0,70
POJO (CBBA),atencion odontologica,primera consulta,2023-01-01,10,11,32,50,20,26,21,58,5,8,0,4,0,0,245
POOPO,atencion odontologica,primera consulta,2023-01-01,11,13,29,34,9,35,30,48,8,17,0,9,0,0,243
PORCO,atencion odontologica,primera consulta,2023-01-01,6,19,12,25,1,13,9,57,3,3,0,36,0,1,185
POROMA,atencion odontologica,primera consulta,2023-01-01,17,26,6,8,2,4,15,30,5,4,0,11,0,0,128
PORONGO,atencion odontologica,primera consulta,2023-01-01,14,23,25,34,8,24,20,56,22,19,0,13,0,2,260
PORTACHUELO,atencion odontologica,primera consulta,2023-01-01,1,1,19,8,9,14,5,15,1,1,0,0,0,0,74
PORVENIR,atencion odontologica,primera consulta,2023-01-01,8,8,20,37,15,25,15,37,2,2,0,10,0,1,180
POTOSI,atencion odontologica,primera consulta,2023-01-01,92,110,276,314,118,199,201,602,42,24,0,158,0,13,2149
PRESTO,atencion odontologica,primera consulta,2023-01-01,5,7,24,18,8,13,28,32,5,3,0,5,0,0,148
PUCARA,atencion odontologica,primera consulta,2023-01-01,1,0,6,2,0,0,1,7,2,0,0,0,0,1,20
PUCARANI,atencion odontologica,primera consulta,2023-01-01,28,37,69,111,70,90,64,178,15,20,0,26,0,4,712
PUERTO ACOSTA,atencion odontologica,primera consulta,2023-01-01,12,7,17,20,16,14,19,41,10,8,0,4,0,0,168
PUERTO CARABUCO,atencion odontologica,primera consulta,2023-01-01,9,8,29,38,23,29,41,80,12,13,0,2,0,0,284
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2023-01-01,3,7,12,21,6,12,11,26,6,5,0,1,0,0,110
PUERTO PEREZ,atencion odontologica,primera consulta,2023-01-01,0,2,0,3,6,3,6,7,3,1,0,2,0,0,33
PUERTO QUIJARRO,atencion odontologica,primera consulta,2023-01-01,7,4,3,3,1,1,3,7,8,9,0,0,0,0,46
PUERTO RICO,atencion odontologica,primera consulta,2023-01-01,6,0,15,7,5,9,10,21,2,0,0,0,0,0,75
PUERTO SUAREZ,atencion odontologica,primera consulta,2023-01-01,1,3,18,19,12,12,15,26,4,0,0,6,0,0,116
PUERTO VILLARROEL,atencion odontologica,primera consulta,2023-01-01,8,15,43,57,27,36,21,78,6,2,0,8,0,5,306
PUNA,atencion odontologica,primera consulta,2023-01-01,17,17,26,44,21,41,28,73,22,33,0,10,0,3,335
PUNATA,atencion odontologica,primera consulta,2023-01-01,13,10,45,34,11,29,24,67,10,2,0,10,0,5,260
QUIABAYA,atencion odontologica,primera consulta,2023-01-01,2,7,15,11,10,14,17,40,3,1,0,1,0,1,122
QUILLACOLLO,atencion odontologica,primera consulta,2023-01-01,44,51,145,160,67,82,94,233,18,29,0,13,0,4,940
QUIME,atencion odontologica,primera consulta,2023-01-01,7,12,29,52,15,20,25,57,4,4,0,8,0,3,236
QUIRUSILLAS,atencion odontologica,primera consulta,2023-01-01,2,0,7,4,2,2,4,7,3,2,0,0,0,1,34
RAVELO,atencion odontologica,primera consulta,2023-01-01,27,39,20,21,15,17,67,121,101,101,0,9,0,2,540
REYES,atencion odontologica,primera consulta,2023-01-01,0,2,2,3,2,4,3,4,0,0,0,0,0,0,20
RIBERALTA,atencion odontologica,primera consulta,2023-01-01,62,76,157,192,59,126,94,318,17,14,0,252,0,6,1373
ROBORE,atencion odontologica,primera consulta,2023-01-01,0,0,2,1,0,3,2,2,1,0,0,0,0,0,11
RURRENABAQUE,atencion odontologica,primera consulta,2023-01-01,7,5,29,22,9,14,16,28,8,3,0,3,0,0,144
SABAYA,atencion odontologica,primera consulta,2023-01-01,8,6,18,17,9,9,20,34,3,9,0,4,0,0,137
SACABA,atencion odontologica,primera consulta,2023-01-01,89,84,287,359,118,188,177,440,64,69,0,21,0,8,1904
SACABAMBA,atencion odontologica,primera consulta,2023-01-01,3,1,4,4,3,3,6,9,4,3,0,0,0,1,41
SACACA,atencion odontologica,primera consulta,2023-01-01,0,4,19,10,9,27,32,53,13,13,0,4,0,1,185
SAIPINA,atencion odontologica,primera consulta,2023-01-01,2,3,17,31,6,8,4,30,3,1,0,1,0,1,107
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2023-01-01,11,6,37,38,14,26,42,69,16,24,0,3,0,3,289
SAMAIPATA,atencion odontologica,primera consulta,2023-01-01,5,8,21,30,6,16,18,68,3,4,0,16,0,3,198
SAN AGUSTIN,atencion odontologica,primera consulta,2023-01-01,0,0,5,3,0,1,4,5,0,0,0,2,0,0,20
SAN ANDRES,atencion odontologica,primera consulta,2023-01-01,4,4,7,11,14,13,18,21,2,3,0,0,0,1,98
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2023-01-01,6,9,18,15,5,9,20,22,13,38,0,3,0,1,159
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2023-01-01,4,2,3,6,1,5,4,8,1,2,0,0,0,0,36
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2023-01-01,0,3,4,8,2,8,4,14,4,2,0,0,0,0,49
SAN BENITO,atencion odontologica,primera consulta,2023-01-01,8,6,19,33,9,25,20,46,1,7,0,0,0,0,174
