municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
PALCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
COLPA BELGICA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,2,2
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,2,2
VIACHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-10-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-11-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-11-01,2,2
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-11-01,1,1
UYUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-12-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2018-12-01,1,1
