municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-04-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-04-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-04-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-04-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-04-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,3,3
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-05-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,2,2
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-09-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-10-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-11-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,3,3
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2018-12-01,1,1
