municipality,group,variable,month,RN con apego precoz,TOTAL
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CATACORA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,11,11
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CHARAÑA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
CHIPAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,10,10
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,7,7
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2018-01-01,9,9
COLLANA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
COLOMI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,27,27
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,8,8
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,14,14
COMANCHE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
COMBAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
COROICO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CORQUE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
COTOCA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
CUEVO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CULPINA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,10,10
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
CURVA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
DESAGUADERO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
EUCALIPTUS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
FILADELFIA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
GUANAY,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
GUTIERREZ,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
HUACARETA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
HUANUNI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
HUARINA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
HUATAJATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
HUMANATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
ICLA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,11,11
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
LAGUNILLAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
LAJA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,6,6
LICOMA PAMPA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
LORETO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
LURIBAY,atencion de partos en domicilio,rn con apego precoz,2018-01-01,7,7
MALLA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
MECAPACA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,6,6
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
OCURI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,14,14
ORURO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
PADILLA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
PALCA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
PASORAPA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,8,8
PAZÑA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,8,8
POCOATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,20,20
PORCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
POROMA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,8,8
PORONGO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
PRESTO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,9,9
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,15,15
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,12,12
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
PUNA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
QUIABAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,10,10
QUIME,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con apego precoz,2018-01-01,9,9
RAVELO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SACABA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SACABAMBA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SACACA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,9,9
SAN AGUSTIN,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,8,8
SAN LORENZO(PND),atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
SAN PEDRO(PND),atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
SAPAHAQUI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,6,6
SENA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
SICAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SIPE SIPE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
SORATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,8,8
SUCRE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
TACOPAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,23,23
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
TARACO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
TARIJA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
TARVITA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
TIAWANACU,atencion de partos en domicilio,rn con apego precoz,2018-01-01,10,10
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,18,18
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
TOCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
TOLATA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
TOLEDO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
TOMAVE,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,12,12
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,5,5
TURCO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
UMALA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,7,7
UNCIA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
UYUNI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
VACAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
VIACHA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
VILA VILA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,6,6
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
VILLA RIVERO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
VINTO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
VITICHI,atencion de partos en domicilio,rn con apego precoz,2018-01-01,3,3
WALDO BALLIVIAN,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
YACO,atencion de partos en domicilio,rn con apego precoz,2018-01-01,9,9
YACUIBA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
YOCALLA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,2,2
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2018-01-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,rn con apego precoz,2018-01-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,15,15
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
AIQUILE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
ALALAY,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
ALCALA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ALTO BENI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2018-02-01,12,12
ANDAMARCA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ANZALDO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
ARBIETO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ARQUE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,8,8
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
AYATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2018-02-01,10,10
AZURDUY,atencion de partos en domicilio,rn con apego precoz,2018-02-01,7,7
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,8,8
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,5,5
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
BOLPEBRA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CALACOTO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CALAMARCA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,8,8
CAPINOTA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,5,5
CARAPARI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,11,11
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
CHARAÑA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CHIPAYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,12,12
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,9,9
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
COLOMI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,23,23
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,7,7
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,11,11
COMANCHE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
COMBAYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,7,7
COROICO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
CORQUE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
COTOCA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,11,11
CUEVO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
CULPINA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
EL TORNO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2018-02-01,5,5
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ESCOMA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
EUCALIPTUS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
FILADELFIA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
GUANAY,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
HUACARETA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
HUARACAJE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
HUARINA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
HUMANATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ICHOCA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
ICLA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,9,9
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
LAJA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,10,10
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,5,5
LURIBAY,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
MAGDALENA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
MAPIRI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
MIZQUE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,8,8
MOJOCOYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
MONTEAGUDO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
OCURI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
OMEREQUE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
ORURO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PALCA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PAZÑA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
POCOATA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,23,23
POJO (CBBA),atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
PORCO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
POROMA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
PRESTO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,7,7
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2018-02-01,28,28
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PUERTO RICO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
PUNA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
QUIABAYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
QUILLACOLLO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con apego precoz,2018-02-01,7,7
RAVELO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,10,10
REYES,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
RIBERALTA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2018-02-01,3,3
SABAYA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
SACABA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
SACACA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
SAN ANDRES,atencion de partos en domicilio,rn con apego precoz,2018-02-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2018-02-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con apego precoz,2018-02-01,2,2
