municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-02-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-02-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-02-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-02-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-02-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,7,7
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-03-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,31,31
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,2,2
COBIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,5,5
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-04-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,17,17
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,3,3
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-05-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,23,23
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,5,5
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,3,3
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,5,5
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,14,14
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,4,4
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2018-07-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,18,18
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,2,2
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
TEOPONTE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-08-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,27,27
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,4,4
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SAN RAMON BENI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-09-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,26,26
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,4,4
COROICO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-10-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,17,17
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,3,3
COPACABANA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,5,5
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-11-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,18,18
CARAPARI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,5,5
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera empirica,2018-12-01,1,1
