municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,5,5
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,8,8
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,7,7
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,17,17
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,6,6
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,9,9
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,6,6
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,8,8
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,10,10
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,11,11
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,13,13
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,6,6
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,10,10
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,7,7
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,5,5
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,6,6
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,3,3
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,5,5
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-01-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,11,11
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,5,5
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
ALCALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,10,10
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
BOLPEBRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,8,8
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,8,8
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,17,17
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,6,6
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,7,7
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,11,11
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
EL TORNO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
ESCOMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,7,7
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,8,8
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,19,19
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,18,18
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,6,6
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,5,5
REYES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2018-02-01,5,5
