municipality,group,variable,month,Partos atendidos por otros,TOTAL
PELECHUCO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
PORONGO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,11,11
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,3,3
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,5,5
VINTO,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por otros,2018-01-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,4,4
CHARAGUA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,12,12
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,6,6
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,5,5
TAHUA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,6,6
YUNCHARA,atencion de partos en domicilio,partos atendidos por otros,2018-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,5,5
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,24,24
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,5,5
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
POCONA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,5,5
REYES,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,6,6
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
SENA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2018-03-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
BOLPEBRA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,3,3
COROICO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
CRUZ DE MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,16,16
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
MAPIRI,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,5,5
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2018-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,3,3
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
PORTACHUELO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,5,5
VINTO,atencion de partos en domicilio,partos atendidos por otros,2018-05-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2018-06-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,5,5
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,8,8
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,3,3
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,6,6
PADILLA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
SAIPINA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,3,3
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2018-06-01,1,1
