municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
HUARACAJE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,4,4
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,3,3
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-02-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,3,3
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,5,5
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,8,8
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,3,3
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-03-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,31,31
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,3,3
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
CRUZ DE MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,5,5
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,2,2
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-04-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,17,17
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,4,4
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,3,3
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,5,5
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,3,3
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,23,23
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,5,5
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,3,3
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,7,7
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,5,5
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,6,6
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-06-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,14,14
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,6,6
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,3,3
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,6,6
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,2,2
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,18,18
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,3,3
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,3,3
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,4,4
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,5,5
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-08-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,2,2
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
