,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PUNA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,0,1,1
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,3,4
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,6,5,11
SAN ANDRES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,2,2,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,2,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,2,0,2
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,85,55,140
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,3,0,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,0,1,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,4,2,6
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,2,4,6
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,2,2,4
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,0,1
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,3,3,6
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,4,1,5
VILLA SERRANO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,1,2
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,1,2,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,6,2,8
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,6,0,6
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-01-01,4,4,8
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,7,2,9
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,4,1,5
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,8,9,17
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,3,0,3
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,1,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,1,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,6,2,8
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,22,12,34
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,6,1,7
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,3,4,7
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,4,0,4
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,4,0,4
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,4,0,4
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,0,2
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,17,4,21
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,0,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,0,2,2
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,1,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,8,6,14
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,4,2,6
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,4,0,4
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,7,4,11
PUNA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,0,1,1
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,1,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,1,3
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,70,55,125
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,1,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,6,5,11
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,7,4,11
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,0,2
VACAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,2,4
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,2,1,3
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,5,1,6
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,7,1,8
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,3,1,4
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-02-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,2,5
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,1,2
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,4,7
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,5,4,9
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,14,5,19
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,1,2
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,1,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,1,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,0,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,2,5
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,31,20,51
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,5,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,5,0,5
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,1,3
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,6,3,9
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,10,7,17
LAJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
LAS CARRERAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,2,2
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,1,2
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,1,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,2,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,7,4,11
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,10,6,16
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
PAMPA GRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,5,0,5
PUERTO RICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,6,2,8
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,5,4,9
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,5,0,5
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,2,3
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,3,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
SAN JOAQUIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,1,3
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,93,69,162
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,4,1,5
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,10,3,13
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,1,4
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,5,0,5
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,9,5,14
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,1,2
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,3,7,10
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,14,4,18
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,6,6,12
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,2,2
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,1,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,3,0,3
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,1,2
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,11,4,15
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,0,2
CHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,3,0,3
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,2,2
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,13,15,28
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,2,3
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,3,0,3
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,0,2
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,15,12,27
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,7,9
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,5,1,6
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,0,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,8,1,9
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,9,5,14
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,8,1,9
MOROCHATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,5,6,11
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
PAMPA AULLAGAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
POOPO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,0,2
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
