,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,6,13
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,5,10
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,3,3
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,0,3
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,7,12
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,32,22,54
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,198,117,315
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,12,14,26
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,4,9
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,3,3
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,4,10
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,7,13
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,10,21
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,5,12
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,17,11,28
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,10,11,21
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,3,7
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,162,151,313
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,5,5
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,30,23,53
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,2,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,8,9
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,18,26,44
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,1,6
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,4,7
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,5,10
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,20,10,30
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,3,3
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,41,6,47
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,0,6
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,15,12,27
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,35,34,69
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,229,203,432
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,6,6
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,29,7,36
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,0,3
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,3,6
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,5,9
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,3,6
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,2,13
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,8,11,19
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,61,52,113
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,6,10
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,9,2,11
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,0,2
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,114,98,212
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,3,6
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,9,16
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,17,6,23
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,2,5
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,2,5
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,1,5
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,3,7
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,4,6
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,8,14
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,1,5
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,0,5
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,178,24,202
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,2,2
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,3,6
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,0,4
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,49,2,51
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,40,45,85
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,3,5
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,13,9,22
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,45,54,99
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,0,3
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,0,4
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,18,30,48
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,9,14
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,53,51,104
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,9,20
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,2,3
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,4,10
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,6,13
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,8,19
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,14,9,23
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,6,9
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,12,15,27
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,9,8,17
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,0,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,9,20
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,4,7
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,2,9
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,4,0,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,478,430,908
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,6,12
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,14,25
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,7,14
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,2,2
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,8,4,12
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,105,99,204
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,1,6
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,51,43,94
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,7,3,10
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,4,6
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,4,15
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,11,10,21
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,4,4
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,7,10
TODOS SANTOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,1,3
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,3,6
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,3,6
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,3,5
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,2,5
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,42,18,60
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,16,12,28
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,2,2
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,2,7
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,0,2
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,10,16
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,4,9
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,9,13,22
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,6,9
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,17,23,40
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,2,8
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,1,4
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,7,10
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,32,30,62
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,0,3
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,9,12,21
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,6,15,21
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,2,4
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,48,34,82
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,80,62,142
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,3,4
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,1,0,1
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,48,45,93
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,0,1,1
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,5,5,10
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,2,4,6
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-01-01,3,0,3
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,5,5,10
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,0,2
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,8,10,18
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,1,2,3
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,4,6
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,1,1,2
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,3,0,3
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,7,8,15
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,0,1,1
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,0,2
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,2,4
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,4,2,6
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,5,7
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,5,1,6
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,0,1,1
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,19,5,24
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,3,2,5
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,1,3
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,0,1,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,15,6,21
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,3,5
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,3,2,5
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,7,7,14
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,7,4,11
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,6,1,7
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,0,2
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,0,1,1
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,4,1,5
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,2,2,4
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,7,8,15
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,7,4,11
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,10,10,20
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,46,35,81
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,3,2,5
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,1,1,2
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-02-01,3,0,3
