,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-01-01,3,5,8
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-01-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-01-01,2,0,2
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,3,4
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,4,3,7
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,3,3
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,3,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,2,1,3
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,2,2,4
SAMAIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,14,17,31
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
TARATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,1,2
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,3,1,4
VILLA SERRANO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,6,7
VILLAZON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-02-01,1,4,5
ACACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,2,2
AYATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,2,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,2,3
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,3,4,7
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,3,5
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,6,8,14
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,3,0,3
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,4,3,7
LAJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
MECAPACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,5,0,5
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
PORVENIR,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,2,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,3,3,6
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,3,0,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,1,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,20,24,44
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,1,3
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,2,3
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,2,2
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,0,2
TOTORA(CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,2,3
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,1,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,3,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,1,2,3
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-03-01,2,0,2
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,2,2
ARQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,4,6
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,4,1,5
CHALLAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,1,2
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,0,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,6,4,10
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,4,2,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,16,13,29
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,2,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,1,3
MOROCHATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,1,3
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,4,0,4
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,1,2
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,19,14,33
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
TACACOMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,2,2,4
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,3,0,3
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-04-01,1,1,2
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,2,2
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
ARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,1,2
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,1,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,2,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,3,5,8
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,3,4,7
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,3,2,5
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,2,3
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,5,1,6
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,2,3
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,3,4
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,3,2,5
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,3,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,4,5
SAMAIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,4,4
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,2,5,7
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,20,23,43
SANTIVAÑES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
TARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,2,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,6,4,10
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,5,2,7
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,2,5,7
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,2,1,3
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,2,2
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,3,0,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,4,3,7
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,2,3
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,2,1,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,5,5,10
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,2,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,1,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,2,0,2
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,5,4,9
PALCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
POCONA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,0,1
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,1,3,4
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,3,1,4
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2017-06-01,0,1,1
