,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-02-01,0,1,1
AIQUILE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,2,2,4
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,5,1,6
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,6,2,8
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
OCURI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,5,2,7
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,2,1,3
TAPACARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,2,1,3
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-03-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,3,0,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,3,2,5
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,3,2,5
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,5,0,5
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
MALLA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,5,4,9
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,2,1,3
TARATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,4,0,4
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,4,1,5
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,2,3,5
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,2,0,2
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,9,3,12
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,4,4
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-05-01,0,1,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,1,2
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,3,3
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,3,0,3
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,13,11,24
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,1,2
SORATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,1,1
TACACOMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,3,3
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-06-01,0,1,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,0,2,2
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,3,2,5
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,3,2,5
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,5,2,7
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,5,4,9
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,2,0,2
TEOPONTE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,0,1
TOMAVE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-07-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,2,2
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,4,4,8
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,3,7,10
SAPAHAQUI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,1,2
TAPACARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,2,2,4
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-08-01,0,1,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,3,4
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,5,5,10
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,5,3,8
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,6,1,7
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,1,2
TEOPONTE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,0,1
TOMAVE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-09-01,0,2,2
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,7,0,7
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,3,2,5
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,1,0,1
SAN ANDRES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,6,5,11
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,1,1,2
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,3,3
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-10-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,6,9,15
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,2,1,3
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,6,4,10
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,2,0,2
POCONA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,2,1,3
PUNATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,8,5,13
SAPAHAQUI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,2,0,2
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-11-01,2,0,2
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,3,0,3
CULPINA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,2,2
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,2,0,2
SAN LUCAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
TEOPONTE,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2017-12-01,0,1,1
