,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,3,1,4
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
PAZÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,2,2
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,6,3,9
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,4,3,7
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,5,4,9
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,5,6,11
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,2,3
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,3,0,3
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,0,2
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,1,3
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,83,52,135
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,3,0,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,2,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,1,3
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,4,6
TINGUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,2,4
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,2,4
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,3,1,4
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,2,4
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,4,1,5
VILLA SERRANO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,3,4
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,0,3,3
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,6,2,8
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,9,2,11
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-01-01,2,4,6
ACACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,4,2,6
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,2,1,3
CHUMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,2,2,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,7,10,17
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,2,3
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,13,9,22
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,5,2,7
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,3,3,6
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,4,0,4
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
IXIAMAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,6,0,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,2,2,4
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,17,7,24
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,7,4,11
MOROCHATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,4,1,5
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,3,2,5
PELECHUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
POCOATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,3,1,4
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,5,4,9
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,2,6,8
REYES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,4,5
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,3,4
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,1,2
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,68,50,118
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,6,2,8
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,3,1,4
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,5,1,6
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,4,1,5
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,5,1,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,6,1,7
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,8,2,10
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,4,0,4
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-02-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,2,4
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,0,2
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,4,6
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,2,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,4,3,7
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,4,1,5
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,8,7,15
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,1,4
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,1,3
CORQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,16,10,26
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,4,4
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,0,3
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,1,3
HUATAJATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,2,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,4,2,6
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,9,13,22
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
LAS CARRERAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,2,2
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,1,2
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,1,2
MECAPACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,1,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,2,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,9,5,14
MOROCHATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,1,6
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,2,5
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,0,3
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,4,1,5
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
PUERTO RICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,4,0,4
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,2,7
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,3,8
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,1,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,2,7
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,2,2
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,3,4
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,100,75,175
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,1,4
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,0,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,6,2,8
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,1,3
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,3,8
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,4,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,0,2
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,6,3,9
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,9,2,11
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,5,5,10
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-03-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,3,1,4
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,0,2
AUCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
BAURES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,7,2,9
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,3,0,3
CHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,4,0,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,17,7,24
