,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
BELLA FLOR,malaria,de 5 anos y mas,2022-02-01,17,4,1,0,18,4,22
COBIJA,malaria,de 5 anos y mas,2022-02-01,8,5,0,0,8,5,13
CONCEPCION,malaria,de 5 anos y mas,2022-02-01,15,37,0,0,15,37,52
CORIPATA,malaria,de 5 anos y mas,2022-02-01,0,1,1,0,1,1,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-02-01,2,2,0,0,2,2,4
FILADELFIA,malaria,de 5 anos y mas,2022-02-01,3,0,0,0,3,0,3
GUAYARAMERIN,malaria,de 5 anos y mas,2022-02-01,53,46,2,1,55,47,102
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-02-01,2,1,0,0,2,1,3
IXIAMAS,malaria,de 5 anos y mas,2022-02-01,59,24,15,0,74,24,98
LA PAZ,malaria,de 5 anos y mas,2022-02-01,0,0,0,0,0,0,0
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-02-01,14,9,0,0,14,9,23
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-02-01,7,5,0,0,7,5,12
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-02-01,10,3,0,0,10,3,13
PUERTO RICO,malaria,de 5 anos y mas,2022-02-01,33,19,0,0,33,19,52
REYES,malaria,de 5 anos y mas,2022-02-01,6,2,0,0,6,2,8
RIBERALTA,malaria,de 5 anos y mas,2022-02-01,203,133,21,1,224,134,358
RURRENABAQUE,malaria,de 5 anos y mas,2022-02-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-02-01,21,9,0,0,21,9,30
SAN PEDRO(PND),malaria,de 5 anos y mas,2022-02-01,2,0,0,0,2,0,2
SANTA ROSA,malaria,de 5 anos y mas,2022-02-01,8,8,0,0,8,8,16
SENA,malaria,de 5 anos y mas,2022-02-01,87,50,1,1,88,51,139
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-02-01,3,2,0,0,3,2,5
YACUIBA,malaria,de 5 anos y mas,2022-02-01,1,0,0,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2022-03-01,32,10,0,0,32,10,42
COBIJA,malaria,de 5 anos y mas,2022-03-01,7,3,0,0,7,3,10
CONCEPCION,malaria,de 5 anos y mas,2022-03-01,14,37,0,0,14,37,51
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-03-01,7,7,0,0,7,7,14
FILADELFIA,malaria,de 5 anos y mas,2022-03-01,2,0,0,0,2,0,2
GUAYARAMERIN,malaria,de 5 anos y mas,2022-03-01,29,14,0,0,29,14,43
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-03-01,4,2,0,0,4,2,6
IXIAMAS,malaria,de 5 anos y mas,2022-03-01,79,32,10,4,89,36,125
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-03-01,11,3,0,0,11,3,14
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-03-01,13,7,0,0,13,7,20
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-03-01,17,3,3,0,20,3,23
PUERTO RICO,malaria,de 5 anos y mas,2022-03-01,32,31,0,0,32,31,63
REYES,malaria,de 5 anos y mas,2022-03-01,10,7,1,2,11,9,20
RIBERALTA,malaria,de 5 anos y mas,2022-03-01,246,148,3,1,249,149,398
RURRENABAQUE,malaria,de 5 anos y mas,2022-03-01,3,0,0,0,3,0,3
SAN BORJA,malaria,de 5 anos y mas,2022-03-01,0,2,0,0,0,2,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-03-01,24,22,1,0,25,22,47
SAN PEDRO(PND),malaria,de 5 anos y mas,2022-03-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2022-03-01,6,7,0,0,6,7,13
SENA,malaria,de 5 anos y mas,2022-03-01,100,61,4,0,104,61,165
TARVITA,malaria,de 5 anos y mas,2022-03-01,9,15,0,0,9,15,24
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-03-01,4,0,0,0,4,0,4
BELLA FLOR,malaria,de 5 anos y mas,2022-04-01,15,7,0,0,15,7,22
COBIJA,malaria,de 5 anos y mas,2022-04-01,4,1,0,0,4,1,5
CONCEPCION,malaria,de 5 anos y mas,2022-04-01,7,14,0,0,7,14,21
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-04-01,7,2,0,0,7,2,9
FILADELFIA,malaria,de 5 anos y mas,2022-04-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 5 anos y mas,2022-04-01,86,35,0,0,86,35,121
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-04-01,5,1,0,0,5,1,6
IXIAMAS,malaria,de 5 anos y mas,2022-04-01,93,43,28,7,121,50,171
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-04-01,7,0,0,0,7,0,7
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-04-01,14,8,0,0,14,8,22
PORVENIR,malaria,de 5 anos y mas,2022-04-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-04-01,12,3,0,0,12,3,15
PUERTO RICO,malaria,de 5 anos y mas,2022-04-01,44,23,0,0,44,23,67
REYES,malaria,de 5 anos y mas,2022-04-01,8,15,0,0,8,15,23
RIBERALTA,malaria,de 5 anos y mas,2022-04-01,184,94,7,4,191,98,289
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-04-01,46,28,0,0,46,28,74
SAN PEDRO(PND),malaria,de 5 anos y mas,2022-04-01,2,0,0,0,2,0,2
SANTA ROSA,malaria,de 5 anos y mas,2022-04-01,4,3,0,0,4,3,7
SENA,malaria,de 5 anos y mas,2022-04-01,66,59,4,5,70,64,134
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-04-01,3,3,0,0,3,3,6
BELLA FLOR,malaria,de 5 anos y mas,2022-05-01,22,10,0,0,22,10,32
CARANAVI,malaria,de 5 anos y mas,2022-05-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2022-05-01,6,6,0,0,6,6,12
CONCEPCION,malaria,de 5 anos y mas,2022-05-01,12,18,0,0,12,18,30
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-05-01,8,2,0,0,8,2,10
FILADELFIA,malaria,de 5 anos y mas,2022-05-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2022-05-01,93,68,0,0,93,68,161
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-05-01,0,1,0,0,0,1,1
IXIAMAS,malaria,de 5 anos y mas,2022-05-01,69,43,20,8,89,51,140
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-05-01,3,4,0,0,3,4,7
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-05-01,11,10,0,0,11,10,21
PORVENIR,malaria,de 5 anos y mas,2022-05-01,3,1,0,0,3,1,4
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-05-01,4,2,0,0,4,2,6
PUERTO RICO,malaria,de 5 anos y mas,2022-05-01,29,24,0,0,29,24,53
REYES,malaria,de 5 anos y mas,2022-05-01,8,1,0,0,8,1,9
RIBERALTA,malaria,de 5 anos y mas,2022-05-01,172,91,4,1,176,92,268
SAN BORJA,malaria,de 5 anos y mas,2022-05-01,2,0,0,0,2,0,2
SAN BUENA VENTURA,malaria,de 5 anos y mas,2022-05-01,2,0,0,1,2,1,3
SAN JULIAN,malaria,de 5 anos y mas,2022-05-01,2,0,1,0,3,0,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-05-01,36,21,0,0,36,21,57
SANTA ROSA,malaria,de 5 anos y mas,2022-05-01,3,1,0,0,3,1,4
SENA,malaria,de 5 anos y mas,2022-05-01,65,32,23,11,88,43,131
TOCO,malaria,de 5 anos y mas,2022-05-01,0,16,0,0,0,16,16
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-05-01,4,2,0,0,4,2,6
BELLA FLOR,malaria,de 5 anos y mas,2022-06-01,19,5,0,0,19,5,24
COBIJA,malaria,de 5 anos y mas,2022-06-01,7,4,0,0,7,4,11
CONCEPCION,malaria,de 5 anos y mas,2022-06-01,8,37,0,0,8,37,45
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-06-01,6,3,0,0,6,3,9
FILADELFIA,malaria,de 5 anos y mas,2022-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2022-06-01,133,75,0,1,133,76,209
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-06-01,4,1,0,0,4,1,5
IXIAMAS,malaria,de 5 anos y mas,2022-06-01,33,23,14,12,47,35,82
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-06-01,3,3,0,0,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-06-01,5,3,0,0,5,3,8
PORVENIR,malaria,de 5 anos y mas,2022-06-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-06-01,11,4,0,0,11,4,15
PUERTO RICO,malaria,de 5 anos y mas,2022-06-01,35,14,0,0,35,14,49
REYES,malaria,de 5 anos y mas,2022-06-01,5,6,0,0,5,6,11
RIBERALTA,malaria,de 5 anos y mas,2022-06-01,223,98,10,2,233,100,333
RURRENABAQUE,malaria,de 5 anos y mas,2022-06-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-06-01,25,14,0,0,25,14,39
SAN PEDRO(PND),malaria,de 5 anos y mas,2022-06-01,2,0,0,0,2,0,2
SANTA ROSA,malaria,de 5 anos y mas,2022-06-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2022-06-01,57,38,3,3,60,41,101
TRINIDAD,malaria,de 5 anos y mas,2022-06-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-06-01,3,1,0,0,3,1,4
BELLA FLOR,malaria,de 5 anos y mas,2022-07-01,13,10,0,0,13,10,23
CARANAVI,malaria,de 5 anos y mas,2022-07-01,0,2,0,0,0,2,2
CHARAGUA,malaria,de 5 anos y mas,2022-07-01,4,6,0,0,4,6,10
COBIJA,malaria,de 5 anos y mas,2022-07-01,1,2,0,0,1,2,3
CONCEPCION,malaria,de 5 anos y mas,2022-07-01,18,27,0,0,18,27,45
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-07-01,10,5,0,0,10,5,15
GUAYARAMERIN,malaria,de 5 anos y mas,2022-07-01,66,49,0,0,66,49,115
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-07-01,1,1,0,0,1,1,2
IXIAMAS,malaria,de 5 anos y mas,2022-07-01,11,4,3,0,14,4,18
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-07-01,8,5,0,0,8,5,13
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-07-01,9,6,0,0,9,6,15
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-07-01,8,3,1,0,9,3,12
PUERTO RICO,malaria,de 5 anos y mas,2022-07-01,24,21,0,0,24,21,45
REYES,malaria,de 5 anos y mas,2022-07-01,13,8,0,0,13,8,21
RIBERALTA,malaria,de 5 anos y mas,2022-07-01,116,81,3,1,119,82,201
RURRENABAQUE,malaria,de 5 anos y mas,2022-07-01,2,1,0,0,2,1,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-07-01,19,22,0,0,19,22,41
SENA,malaria,de 5 anos y mas,2022-07-01,49,35,11,5,60,40,100
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-07-01,2,1,0,0,2,1,3
BELLA FLOR,malaria,de 5 anos y mas,2022-08-01,5,4,0,0,5,4,9
COBIJA,malaria,de 5 anos y mas,2022-08-01,1,4,0,0,1,4,5
CONCEPCION,malaria,de 5 anos y mas,2022-08-01,14,36,0,0,14,36,50
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2022-08-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-08-01,2,2,0,0,2,2,4
GUAYARAMERIN,malaria,de 5 anos y mas,2022-08-01,87,39,2,0,89,39,128
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-08-01,1,3,0,0,1,3,4
IXIAMAS,malaria,de 5 anos y mas,2022-08-01,14,8,5,3,19,11,30
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-08-01,8,1,0,0,8,1,9
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-08-01,12,6,0,0,12,6,18
PORVENIR,malaria,de 5 anos y mas,2022-08-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-08-01,4,1,0,0,4,1,5
PUERTO RICO,malaria,de 5 anos y mas,2022-08-01,17,11,0,0,17,11,28
REYES,malaria,de 5 anos y mas,2022-08-01,16,10,0,0,16,10,26
RIBERALTA,malaria,de 5 anos y mas,2022-08-01,156,96,11,3,167,99,266
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-08-01,30,14,0,0,30,14,44
SAN PEDRO(PND),malaria,de 5 anos y mas,2022-08-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2022-08-01,3,1,0,0,3,1,4
SAPAHAQUI,malaria,de 5 anos y mas,2022-08-01,0,0,0,2,0,2,2
SENA,malaria,de 5 anos y mas,2022-08-01,52,35,17,11,69,46,115
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-08-01,3,0,0,0,3,0,3
BELLA FLOR,malaria,de 5 anos y mas,2022-09-01,8,4,0,0,8,4,12
COBIJA,malaria,de 5 anos y mas,2022-09-01,0,2,0,0,0,2,2
COCHABAMBA,malaria,de 5 anos y mas,2022-09-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-09-01,2,7,0,0,2,7,9
FILADELFIA,malaria,de 5 anos y mas,2022-09-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2022-09-01,56,28,0,0,56,28,84
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-09-01,3,2,0,0,3,2,5
IXIAMAS,malaria,de 5 anos y mas,2022-09-01,15,5,8,1,23,6,29
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-09-01,4,5,0,0,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-09-01,8,1,0,0,8,1,9
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-09-01,0,2,0,0,0,2,2
PUERTO RICO,malaria,de 5 anos y mas,2022-09-01,20,15,0,0,20,15,35
REYES,malaria,de 5 anos y mas,2022-09-01,19,8,8,11,27,19,46
RIBERALTA,malaria,de 5 anos y mas,2022-09-01,135,68,6,3,141,71,212
SAN JULIAN,malaria,de 5 anos y mas,2022-09-01,0,1,1,2,1,3,4
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-09-01,26,22,0,0,26,22,48
SANTA ROSA,malaria,de 5 anos y mas,2022-09-01,5,2,0,0,5,2,7
SENA,malaria,de 5 anos y mas,2022-09-01,17,14,0,0,17,14,31
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-09-01,1,2,0,0,1,2,3
BELLA FLOR,malaria,de 5 anos y mas,2022-10-01,10,4,0,0,10,4,14
COBIJA,malaria,de 5 anos y mas,2022-10-01,2,0,0,0,2,0,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-10-01,6,3,1,1,7,4,11
GUAYARAMERIN,malaria,de 5 anos y mas,2022-10-01,48,30,0,0,48,30,78
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-10-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 5 anos y mas,2022-10-01,15,4,3,1,18,5,23
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-10-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-10-01,2,2,0,0,2,2,4
PORVENIR,malaria,de 5 anos y mas,2022-10-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-10-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,de 5 anos y mas,2022-10-01,19,26,8,3,27,29,56
REYES,malaria,de 5 anos y mas,2022-10-01,7,5,1,0,8,5,13
RIBERALTA,malaria,de 5 anos y mas,2022-10-01,132,101,3,0,135,101,236
SAN BORJA,malaria,de 5 anos y mas,2022-10-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2022-10-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-10-01,21,12,0,0,21,12,33
SANTA ROSA,malaria,de 5 anos y mas,2022-10-01,4,3,0,0,4,3,7
SENA,malaria,de 5 anos y mas,2022-10-01,56,21,5,7,61,28,89
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-10-01,0,2,0,0,0,2,2
BELLA FLOR,malaria,de 5 anos y mas,2022-11-01,13,9,0,0,13,9,22
CARANAVI,malaria,de 5 anos y mas,2022-11-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2022-11-01,2,1,0,0,2,1,3
CONCEPCION,malaria,de 5 anos y mas,2022-11-01,6,19,0,0,6,19,25
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-11-01,2,3,1,0,3,3,6
FILADELFIA,malaria,de 5 anos y mas,2022-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2022-11-01,43,8,0,0,43,8,51
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-11-01,4,1,0,0,4,1,5
IXIAMAS,malaria,de 5 anos y mas,2022-11-01,4,4,7,0,11,4,15
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-11-01,15,3,1,0,16,3,19
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-11-01,5,5,0,0,5,5,10
PORVENIR,malaria,de 5 anos y mas,2022-11-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-11-01,2,1,0,0,2,1,3
PUERTO RICO,malaria,de 5 anos y mas,2022-11-01,21,12,0,1,21,13,34
REYES,malaria,de 5 anos y mas,2022-11-01,7,7,0,0,7,7,14
RIBERALTA,malaria,de 5 anos y mas,2022-11-01,266,116,0,2,266,118,384
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-11-01,34,30,0,0,34,30,64
SAN PEDRO(PND),malaria,de 5 anos y mas,2022-11-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2022-11-01,12,16,0,0,12,16,28
SENA,malaria,de 5 anos y mas,2022-11-01,50,31,10,13,60,44,104
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2022-11-01,3,0,0,0,3,0,3
BELLA FLOR,malaria,de 5 anos y mas,2022-12-01,8,5,0,0,8,5,13
COBIJA,malaria,de 5 anos y mas,2022-12-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2022-12-01,5,2,0,0,5,2,7
GUAYARAMERIN,malaria,de 5 anos y mas,2022-12-01,49,23,1,0,50,23,73
INGAVI (HUMAITA),malaria,de 5 anos y mas,2022-12-01,4,1,0,0,4,1,5
IXIAMAS,malaria,de 5 anos y mas,2022-12-01,19,11,13,3,32,14,46
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2022-12-01,6,5,0,0,6,5,11
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2022-12-01,6,3,0,0,6,3,9
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2022-12-01,7,4,0,0,7,4,11
PUERTO RICO,malaria,de 5 anos y mas,2022-12-01,15,10,1,1,16,11,27
REYES,malaria,de 5 anos y mas,2022-12-01,5,5,0,0,5,5,10
RIBERALTA,malaria,de 5 anos y mas,2022-12-01,216,139,6,6,222,145,367
RURRENABAQUE,malaria,de 5 anos y mas,2022-12-01,1,1,0,0,1,1,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2022-12-01,52,29,0,0,52,29,81
SANTA ROSA,malaria,de 5 anos y mas,2022-12-01,6,3,1,0,7,3,10
SENA,malaria,de 5 anos y mas,2022-12-01,75,46,5,3,80,49,129
