,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,1,0,1,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,1,0,0,2
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,7,7,3,3,20
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,8,5,5,4,22
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,2,2,5
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,1,1,2,5
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,1,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,124,168,292
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,2,0,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,2,0,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,5,9,1,0,15
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,3,6,10
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,4,4,4,2,14
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,4,0,2,8
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,4,1,1,8
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,3,1,0,0,4
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,4,2,0,1,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,2,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,2,1,2,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,74,67,1,3,145
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,2,2,0,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,2,0,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,10,5,0,0,15
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,4,4,0,0,8
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,0,0,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,6,7,0,0,13
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,2,0,0,4
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,2,0,0,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,2,0,0,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,1,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,1,1,3,2,7
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,5,4,4,1,14
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,2,1,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-01-01,4,3,1,1,9
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,0,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,2,0,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,4,0,0,5
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,1,2,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,6,4,10
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,1,1,3
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,2,1,5
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,28,34,0,0,62
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,0,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,2,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,0,0,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
COMANCHE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,0,1,1
COMBAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,3,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,2,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,7,2,1,0,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,40,55,5,11,111
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,1,0,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,1,4,2,10
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,1,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,11,7,1,2,21
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,28,19,3,3,53
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,2,1,1,4
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,0,0,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,1,0,2,6
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,7,4,2,2,15
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,10,7,0,1,18
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,2,0,3
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,2,1,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,1,2,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,1,1,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,6,0,2,11
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,1,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,2,0,0,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,2,2,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,4,6,2,1,13
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,4,4,9
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,7,3,11
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,6,7,2,1,16
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,1,1,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,4,2,0,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,2,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,1,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,1,6,3,13
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,0,0,1,4
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,6,3,1,2,12
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,124,109,4,2,239
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,2,0,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,1,0,0,4
TARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,4,2,0,0,6
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,0,0,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,7,4,0,0,11
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,1,3,5
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,1,0,0,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,0,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,2,2,0,6
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,3,0,1,4
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,1,2
VITICHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,2,0,0,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,6,4,0,0,10
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,3,3,3,3,12
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-02-01,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,3,0,5
ALALAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,4,2,1,0,7
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,8,4,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,1,1,3
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,4,3,1,0,8
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,0,0,1,4
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,2,2,0,7
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,1,1,4
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,2,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,1,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,3,2,5
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,0,1,3
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,1,0,2,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,3,2,2,1,8
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,2,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,30,24,13,14,81
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,2,4,3,1,10
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,2,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,0,1,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,1,5,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,0,0,2,1,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,0,3,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2018-03-01,1,0,2,2,5
