,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-01-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-01-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-01-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-01-01,0,0,1,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-01-01,1,1,1,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-01-01,1,0,1,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,1,0,0,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,1,0,1
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,3,0,0,4
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,2,0,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,5,2,3,11
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,1,3,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,5,2,0,1,8
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,1,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,1,0,3,5
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,1,1,0,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,2,1,0,4
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,2,0,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,0,1,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,2,1,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,4,1,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,7,11,0,0,18
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,2,1,0,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,1,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,2,2,0,0,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,0,1,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-02-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,0,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,0,0,1,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,1,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,2,3,5
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,3,7,0,0,10
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,7,8,4,5,24
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,1,1,0,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,4,3,1,0,8
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,4,2,0,1,7
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,1,1,1,5
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,8,1,9
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,1,2,2,6
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,0,1,1,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,0,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,2,1,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,1,4,2,8
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,5,8,2,2,17
SENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,0,2,2
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,1,0,1,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,1,2,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,0,2,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,0,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,1,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-03-01,2,1,0,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,2,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,2,1,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,1,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,5,1,1,3,10
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,3,1,0,2,6
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,2,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,9,16,2,4,31
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,3,1,0,0,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,8,4,2,0,14
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,1,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,3,1,0,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,2,5,4,3,14
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,3,0,0,0,3
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,2,2,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,2,0,2
QUIME,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,2,0,1,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,2,0,2,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,3,4
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,2,0,1,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,2,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,2,1,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,14,14,18,15,61
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,2,3,0,0,5
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,0,1,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,3,3,3,10
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,1,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,1,1,1,3
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,2,2,1,1,6
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,0,0,2,1,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-04-01,1,0,1,1,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,1,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,1,1,1,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,3,2,0,2,7
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,1,1,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,2,3,0,0,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,13,7,6,10,36
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,1,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,2,1,1,0,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,3,8,0,0,11
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,0,0,2,2
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,3,3,1,2,9
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,4,2,7
PALCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 2da dosis,2018-05-01,0,1,0,0,1
