,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,6,6,3,4,19
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,9,7,3,3,22
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,1,2,3
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,1,0,2
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,2,0,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,4,7,0,0,11
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,4,3,0,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,2,5,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,6,0,0,7
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,3,0,1,1,5
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,2,1,0,0,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,2,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,2,5,1,0,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,5,3,0,0,8
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,3,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,72,71,3,3,149
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,2,2,0,5
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,2,0,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,0,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,4,2,0,0,6
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,4,3,0,1,8
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,0,0,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,13,15,0,0,28
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,2,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,2,1,0,0,3
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,4,0,1,6
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,2,0,0,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,1,1,2,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,5,5,4,1,15
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,2,1,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-01-01,4,4,1,1,10
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,1,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,0,0,0,2
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,2,0,0,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,2,0,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,1,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,1,2,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,6,4,10
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,1,1,3
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,1,0,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,0,2,1,5
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,18,28,2,1,49
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,0,0,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,2,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,0,0,0,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,1,0,1
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,0,3,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,6,3,1,0,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,33,50,6,11,100
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,1,0,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
GUAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,3,1,3,2,9
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,0,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,10,7,1,2,20
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,35,24,4,4,67
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,1,0,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,1,1,0,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,3,1,0,2,6
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,1,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,7,5,2,3,17
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,10,7,0,2,19
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,4,3,8
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,2,1,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,2,3
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,1,1,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,5,6,0,1,12
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,8,14,0,0,22
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,1,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,2,0,0,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,2,2,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,4,2,1,7
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,4,4,9
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,5,3,9
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,4,5,1,1,11
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,1,1,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,5,4,5,7,21
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,1,2,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,2,0,0,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,3,1,6,3,13
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,3,0,0,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,2,0,0,4
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,125,101,8,9,243
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,4,2,0,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,1,1,1,5
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,3,0,0,0,3
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,8,5,0,0,13
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,2,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,1,4,6
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,3,1,0,0,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,2,2,2,0,6
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,3,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,0,1,1,2
VITICHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,6,4,0,0,10
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-02-01,4,2,3,2,11
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,5,5,2,3,15
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,1,1,0,3
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,4,7,11
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,2,5,3,10
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,0,1,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,26,19,2,0,47
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,2,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,1,2,4
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,2,1,0,0,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,30,40,1,0,71
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,2,4,1,3,10
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,2,0,0,1,3
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,1,0,2,4
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,5,4,2,0,11
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,1,1,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,1,2
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,1,4,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,6,2,1,0,9
CATACORA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,1,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,2,3,6
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,2,3,3,4,12
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,3,2,5
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,9,7,17,14,47
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,1,0,1,3
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,3,4,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,5,8,0,1,14
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,1,0,2,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,3,2,2,1,8
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,43,60,2,7,112
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,2,3,2,0,7
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,1,0,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,1,5,6
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,6,5,0,1,12
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,2,1,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,2,1,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,2,2,5
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,2,0,0,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,9,7,1,0,17
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,1,0,0,0,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,4,2,3,4,13
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2018-03-01,124,127,89,76,416
