,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,0,1,0,0,1
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,11,13,0,0,24
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,13,12,0,0,25
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,7,5,0,0,12
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,5,4,0,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,0,0,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,8,5,1,0,14
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,2,0,0,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,2,3,0,0,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,3,0,0,0,3
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,1,2,0,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,1,1,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,6,2,0,0,8
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-02-01,0,0,1,0,1
ACACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,3,2,2,9
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,23,25,56,58,162
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,18,17,13,13,61
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,8,9,51,47,115
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,2,7,9
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,17,24,10,9,60
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,1,4,3,8
AYATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,2,2,3,8
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,19,30,26,24,99
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,17,12,0,0,29
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,2,12,9,24
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,33,45,58,52,188
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,32,33,31,31,127
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,11,18,26,28,83
CALACOTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,7,0,1,11
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,4,4,1,12
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,0,3,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,34,26,3,4,67
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,0,1,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,11,10,2,4,27
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,7,16,12,42
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,33,27,11,12,83
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,13,7,20
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,10,10,4,8,32
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,10,4,3,21
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,1,10,5,19
CHOQUE COTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,2,1,1,5
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,10,3,0,2,15
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,7,8,6,28
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,15,14,6,3,38
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,14,14,17,5,50
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,2,3,5
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,203,170,149,141,663
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,11,13,7,5,36
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,16,17,2,0,35
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,3,0,0,7
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,4,2,6
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,15,14,4,6,39
COMBAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,2,2,5,11
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,22,6,1,41
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,15,52,41,120
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,20,20,3,4,47
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,2,1,1,6
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,3,7,8,25
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,3,5,6,19
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,59,50,5,2,116
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,6,12,3,5,26
CURVA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,3,1,4
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,8,25,38,83
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,550,536,690,718,2494
EL CHORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,2,1,2,5
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,3,7,5,19
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,59,45,45,51,200
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,24,26,23,23,96
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,2,3,4,16
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,9,3,5,22
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,4,0,0,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,11,8,19
GUAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,29,38,12,13,92
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,10,9,37,28,84
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,6,4,3,17
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,3,8,3,16
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,8,6,4,8,26
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,1,0,1,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,4,3,3,11
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,5,2,6,17
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,0,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,8,3,0,16
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,16,4,5,2,27
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,232,238,23,22,515
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,19,28,14,17,78
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,3,2,5
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,0,2,3,6
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,24,10,32,36,102
LLICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,4,0,0,5
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,3,0,0,7
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,13,7,0,0,20
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,1,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,24,44,6,5,79
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,1,0,1,2
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,13,2,3,30
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,36,22,1,0,59
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,68,57,32,43,200
MORO MORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,3,0,0,6
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,1,0,0,3
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,290,294,68,89,741
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,7,3,3,17
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,20,16,4,1,41
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,3,2,5
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,5,1,1,8
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,20,11,13,11,55
PASORAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,1,4,2,7
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,6,18,23,49
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,6,8,39,40,93
POOPO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,11,15,10,43
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,13,10,5,40
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,8,4,3,20
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,246,246,83,75,650
PUCARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,1,0,0,3
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,33,30,41,46,150
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,2,14,16,34
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,6,6,14,24,50
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,5,3,6,18
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,10,10,0,0,20
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,10,6,0,0,16
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,9,0,0,16
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,2,0,1,7
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,30,24,9,4,67
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,3,10,8,23
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,8,8,8,10,34
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,14,8,7,7,36
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,20,15,4,1,40
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,9,2,0,0,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,4,12,9,30
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,6,8,1,3,18
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,2,16,18,39
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,22,23,0,0,45
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,34,36,0,0,70
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,21,17,38
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,11,9,0,6,26
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,9,9,2,4,24
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,6,5,1,2,14
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,2,2,1,10
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,32,21,7,4,64
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,0,0,1,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,10,0,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,4,3,6,15
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,14,8,14,24,60
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,6,0,0,6
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,4,5,7,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,203,231,37,33,504
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,23,21,5,16,65
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,13,5,15,9,42
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,21,16,19,18,74
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,6,4,3,18
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,1,2,4,11
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,5,4,0,11
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,5,5,22,21,53
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,126,127,35,28,316
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,6,5,11
TAHUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,7,2,6,5,20
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,5,3,0,11
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,14,3,3,32
TARACO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,3,1,2,0,6
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,69,61,5,10,145
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,40,18,4,4,66
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,3,16,9,32
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,1,1,2,5
TOLEDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,1,1,0,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,1,7,11,5,24
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,2,10,15,29
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,13,10,3,2,28
TRIGAL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,30,22,5,1,58
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,28,29,5,7,69
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,1,3,7,13
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,14,21,8,2,45
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,10,0,16,16,42
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,42,40,2,3,87
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,8,5,0,0,13
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,0,0,0,2,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,14,19,6,8,47
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,48,61,32,29,170
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,32,31,10,10,83
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,5,3,2,12
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,28,19,14,19,80
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,16,13,3,0,32
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,2,5,0,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,22,24,2,2,50
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,8,9,3,0,20
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,4,2,1,4,11
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2018-03-01,12,10,1,2,25
