,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
TORO TORO,chagas,tratamientos de 15 anos y mas,2018-01-01,1,1,0,0,1,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-01-01,9,19,26,28,35,47,82
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-01-01,6,15,1,0,7,15,22
VILLAZON,chagas,tratamientos de 15 anos y mas,2018-01-01,1,0,0,3,1,3,4
VINTO,chagas,tratamientos de 15 anos y mas,2018-01-01,0,0,1,4,1,4,5
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-02-01,1,0,0,0,1,0,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2018-02-01,1,1,0,0,1,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-02-01,23,42,4,11,27,53,80
ICLA,chagas,tratamientos de 15 anos y mas,2018-02-01,1,1,0,0,1,1,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-02-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2018-02-01,2,0,0,1,2,1,3
OMEREQUE,chagas,tratamientos de 15 anos y mas,2018-02-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2018-02-01,4,3,0,0,4,3,7
SACABAMBA,chagas,tratamientos de 15 anos y mas,2018-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-02-01,9,6,0,0,9,6,15
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2018-02-01,0,0,1,2,1,2,3
SUCRE,chagas,tratamientos de 15 anos y mas,2018-02-01,25,33,0,0,25,33,58
TARIJA,chagas,tratamientos de 15 anos y mas,2018-02-01,9,24,1,2,10,26,36
TORO TORO,chagas,tratamientos de 15 anos y mas,2018-02-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-02-01,0,0,11,19,11,19,30
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2018-02-01,0,0,1,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-02-01,13,8,0,0,13,8,21
ALCALA,chagas,tratamientos de 15 anos y mas,2018-03-01,0,2,0,0,0,2,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-03-01,4,1,0,0,4,1,5
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-03-01,43,58,11,16,54,74,128
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2018-03-01,1,0,0,0,1,0,1
ICLA,chagas,tratamientos de 15 anos y mas,2018-03-01,1,1,0,0,1,1,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-03-01,3,0,0,0,3,0,3
MOROCHATA,chagas,tratamientos de 15 anos y mas,2018-03-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2018-03-01,5,6,1,0,6,6,12
SACABA,chagas,tratamientos de 15 anos y mas,2018-03-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2018-03-01,25,21,22,16,47,37,84
TARIJA,chagas,tratamientos de 15 anos y mas,2018-03-01,18,30,9,14,27,44,71
TOLATA,chagas,tratamientos de 15 anos y mas,2018-03-01,0,0,0,1,0,1,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2018-03-01,0,0,1,1,1,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-03-01,0,0,7,17,7,17,24
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2018-03-01,1,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-03-01,10,13,2,6,12,19,31
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-04-01,1,1,0,0,1,1,2
ALCALA,chagas,tratamientos de 15 anos y mas,2018-04-01,0,0,0,1,0,1,1
ARANI,chagas,tratamientos de 15 anos y mas,2018-04-01,2,1,0,0,2,1,3
CAPINOTA,chagas,tratamientos de 15 anos y mas,2018-04-01,3,3,0,0,3,3,6
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-04-01,0,1,1,1,1,2,3
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-04-01,1,3,0,0,1,3,4
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-04-01,33,48,13,42,46,90,136
CORIPATA,chagas,tratamientos de 15 anos y mas,2018-04-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2018-04-01,0,2,0,0,0,2,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-04-01,1,1,0,0,1,1,2
GENERAL SAAVEDRA,chagas,tratamientos de 15 anos y mas,2018-04-01,1,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2018-04-01,0,2,0,0,0,2,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2018-04-01,0,1,0,0,0,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-04-01,2,2,0,0,2,2,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2018-04-01,5,1,3,1,8,2,10
PUNATA,chagas,tratamientos de 15 anos y mas,2018-04-01,3,6,3,4,6,10,16
RIBERALTA,chagas,tratamientos de 15 anos y mas,2018-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-04-01,84,2,0,0,84,2,86
SICAYA,chagas,tratamientos de 15 anos y mas,2018-04-01,2,1,0,0,2,1,3
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2018-04-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2018-04-01,42,34,13,21,55,55,110
TARIJA,chagas,tratamientos de 15 anos y mas,2018-04-01,1,3,6,16,7,19,26
TORO TORO,chagas,tratamientos de 15 anos y mas,2018-04-01,5,0,0,0,5,0,5
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-04-01,35,27,0,0,35,27,62
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2018-04-01,1,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2018-04-01,1,4,0,0,1,4,5
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-04-01,2,5,0,0,2,5,7
VINTO,chagas,tratamientos de 15 anos y mas,2018-04-01,1,4,0,0,1,4,5
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-05-01,1,0,0,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-05-01,1,2,0,0,1,2,3
CAPINOTA,chagas,tratamientos de 15 anos y mas,2018-05-01,1,2,0,0,1,2,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-05-01,1,2,4,0,5,2,7
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-05-01,48,53,32,35,80,88,168
CORIPATA,chagas,tratamientos de 15 anos y mas,2018-05-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2018-05-01,2,0,0,0,2,0,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-05-01,3,0,0,0,3,0,3
ICLA,chagas,tratamientos de 15 anos y mas,2018-05-01,0,0,2,2,2,2,4
MAIRANA,chagas,tratamientos de 15 anos y mas,2018-05-01,1,1,0,0,1,1,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-05-01,0,1,3,0,3,1,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2018-05-01,5,1,1,1,6,2,8
MORO MORO,chagas,tratamientos de 15 anos y mas,2018-05-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2018-05-01,2,8,2,2,4,10,14
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-05-01,8,2,0,0,8,2,10
SHINAOTA,chagas,tratamientos de 15 anos y mas,2018-05-01,1,0,0,0,1,0,1
SICAYA,chagas,tratamientos de 15 anos y mas,2018-05-01,0,1,0,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2018-05-01,4,4,1,0,5,4,9
SUCRE,chagas,tratamientos de 15 anos y mas,2018-05-01,31,41,38,28,69,69,138
TARIJA,chagas,tratamientos de 15 anos y mas,2018-05-01,4,4,10,16,14,20,34
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-05-01,11,17,0,0,11,17,28
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2018-05-01,1,1,0,0,1,1,2
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2018-05-01,0,0,1,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-05-01,16,23,7,5,23,28,51
VILLAZON,chagas,tratamientos de 15 anos y mas,2018-05-01,0,1,1,0,1,1,2
VINTO,chagas,tratamientos de 15 anos y mas,2018-05-01,0,2,1,0,1,2,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-06-01,2,2,0,0,2,2,4
ARANI,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,1,1,1,2,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,1,3,1,3,4
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2018-06-01,0,8,0,0,0,8,8
CAPINOTA,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,2,0,2,1,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-06-01,1,1,1,2,2,3,5
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-06-01,1,1,1,3,2,4,6
CLIZA,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,0,1,0,2,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-06-01,30,61,25,40,55,101,156
CORIPATA,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2018-06-01,0,2,0,0,0,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,1,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,1,0,1,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,0,2,0,2,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2018-06-01,1,0,0,2,1,2,3
LA PAZ,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,0,1,0,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,0,2,0,2,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2018-06-01,5,1,1,1,6,2,8
MORO MORO,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,0,0,0,1,1
MOROCHATA,chagas,tratamientos de 15 anos y mas,2018-06-01,1,0,0,0,1,0,1
PUCARA,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2018-06-01,5,8,2,5,7,13,20
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-06-01,30,25,0,52,30,77,107
SICAYA,chagas,tratamientos de 15 anos y mas,2018-06-01,1,0,0,1,1,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2018-06-01,44,54,4,5,48,59,107
TACACHI,chagas,tratamientos de 15 anos y mas,2018-06-01,2,0,0,0,2,0,2
TARIJA,chagas,tratamientos de 15 anos y mas,2018-06-01,1,0,0,2,1,2,3
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2018-06-01,1,1,0,0,1,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-06-01,14,15,33,25,47,40,87
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2018-06-01,1,2,1,2,2,4,6
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-06-01,9,12,12,16,21,28,49
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2018-06-01,2,2,0,0,2,2,4
VILLAZON,chagas,tratamientos de 15 anos y mas,2018-06-01,0,0,1,1,1,1,2
VINTO,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,0,1,0,2,2
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2018-06-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-07-01,1,0,0,0,1,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2018-07-01,1,3,0,0,1,3,4
ARANI,chagas,tratamientos de 15 anos y mas,2018-07-01,0,1,0,0,0,1,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-07-01,0,2,1,0,1,2,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-07-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-07-01,0,2,0,0,0,2,2
CKOCHAS,chagas,tratamientos de 15 anos y mas,2018-07-01,1,1,0,0,1,1,2
CLIZA,chagas,tratamientos de 15 anos y mas,2018-07-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-07-01,17,32,31,44,48,76,124
CORIPATA,chagas,tratamientos de 15 anos y mas,2018-07-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2018-07-01,0,0,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2018-07-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-07-01,2,4,2,0,4,4,8
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2018-07-01,3,1,0,0,3,1,4
ICLA,chagas,tratamientos de 15 anos y mas,2018-07-01,0,2,0,0,0,2,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2018-07-01,0,1,0,0,0,1,1
MORO MORO,chagas,tratamientos de 15 anos y mas,2018-07-01,0,0,0,1,0,1,1
MOROCHATA,chagas,tratamientos de 15 anos y mas,2018-07-01,2,3,0,0,2,3,5
PUNATA,chagas,tratamientos de 15 anos y mas,2018-07-01,6,5,2,2,8,7,15
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2018-07-01,1,3,0,0,1,3,4
RAVELO,chagas,tratamientos de 15 anos y mas,2018-07-01,0,2,0,0,0,2,2
RIBERALTA,chagas,tratamientos de 15 anos y mas,2018-07-01,1,0,0,0,1,0,1
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2018-07-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-07-01,2,3,0,0,2,3,5
SICAYA,chagas,tratamientos de 15 anos y mas,2018-07-01,0,0,1,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2018-07-01,0,0,4,3,4,3,7
SUCRE,chagas,tratamientos de 15 anos y mas,2018-07-01,15,15,35,33,50,48,98
TARIJA,chagas,tratamientos de 15 anos y mas,2018-07-01,11,17,4,1,15,18,33
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-07-01,1,5,11,15,12,20,32
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2018-07-01,0,0,1,1,1,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-07-01,14,13,16,14,30,27,57
VINTO,chagas,tratamientos de 15 anos y mas,2018-07-01,1,3,1,2,2,5,7
YACUIBA,chagas,tratamientos de 15 anos y mas,2018-07-01,0,1,0,0,0,1,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2018-07-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-08-01,1,3,0,0,1,3,4
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-08-01,1,5,0,2,1,7,8
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2018-08-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,1,0,1,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-08-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-08-01,0,1,0,0,0,1,1
CLIZA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-08-01,20,45,33,42,53,87,140
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,0,1,0,1,1
EL PUENTE(TJA),chagas,tratamientos de 15 anos y mas,2018-08-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-08-01,0,1,1,0,1,1,2
EL VILLAR,chagas,tratamientos de 15 anos y mas,2018-08-01,2,1,0,0,2,1,3
ICLA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,3,0,0,0,3,3
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,1,0,0,0,1,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,1,1,1,1,2
MORO MORO,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,0,1,0,1,1
MOROCHATA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,1,0,1,0,1
PUCARA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2018-08-01,1,5,2,7,3,12,15
RAVELO,chagas,tratamientos de 15 anos y mas,2018-08-01,1,4,0,0,1,4,5
SAN BENITO,chagas,tratamientos de 15 anos y mas,2018-08-01,1,1,0,0,1,1,2
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2018-08-01,6,3,0,0,6,3,9
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2018-08-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-08-01,4,0,0,1,4,1,5
SICAYA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,1,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,0,2,0,2,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2018-08-01,1,2,0,0,1,2,3
SUCRE,chagas,tratamientos de 15 anos y mas,2018-08-01,31,33,17,37,48,70,118
TACACHI,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,2,0,2,0,2
TARABUCO,chagas,tratamientos de 15 anos y mas,2018-08-01,1,1,0,0,1,1,2
TARIJA,chagas,tratamientos de 15 anos y mas,2018-08-01,19,35,1,1,20,36,56
TOLATA,chagas,tratamientos de 15 anos y mas,2018-08-01,1,1,0,1,1,2,3
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,14,15,14,15,29
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,0,3,0,3,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-08-01,6,13,10,15,16,28,44
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2018-08-01,0,0,2,1,2,1,3
VINTO,chagas,tratamientos de 15 anos y mas,2018-08-01,1,2,0,1,1,3,4
YACUIBA,chagas,tratamientos de 15 anos y mas,2018-08-01,0,3,0,0,0,3,3
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2018-08-01,0,1,1,0,1,1,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-09-01,2,0,0,0,2,0,2
ALCALA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,2,1,1,1,3,4
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-09-01,0,5,1,1,1,6,7
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,0,4,0,4,4
CAMIRI,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,1,0,1,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-09-01,3,2,1,1,4,3,7
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-09-01,25,40,15,18,40,58,98
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-09-01,0,1,1,1,1,2,3
EL VILLAR,chagas,tratamientos de 15 anos y mas,2018-09-01,2,1,0,0,2,1,3
ICLA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,0,2,0,2,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2018-09-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2018-09-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-09-01,0,2,0,0,0,2,2
MOROCHATA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,2,4,2,4,6
PADCAYA,chagas,tratamientos de 15 anos y mas,2018-09-01,1,1,0,0,1,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2018-09-01,4,5,5,1,9,6,15
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,0,1,0,1,1
RAVELO,chagas,tratamientos de 15 anos y mas,2018-09-01,0,1,0,0,0,1,1
SACABAMBA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,1,0,0,0,1,1
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-09-01,1,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2018-09-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2018-09-01,24,34,3,4,27,38,65
TARABUCO,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,1,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2018-09-01,2,3,1,2,3,5,8
TOLATA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,0,1,0,1,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,4,0,4,0,4
TUPIZA,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,1,5,1,5,6
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2018-09-01,0,1,0,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2018-09-01,7,9,10,12,17,21,38
WARNES,chagas,tratamientos de 15 anos y mas,2018-09-01,0,0,1,0,1,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2018-09-01,1,2,0,0,1,2,3
YOTALA,chagas,tratamientos de 15 anos y mas,2018-09-01,4,3,0,0,4,3,7
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2018-09-01,0,1,1,0,1,1,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2018-10-01,2,0,0,0,2,0,2
ALCALA,chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,2,0,3,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2018-10-01,2,1,0,3,2,4,6
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,0,0,1,1
CAMIRI,chagas,tratamientos de 15 anos y mas,2018-10-01,0,3,0,0,0,3,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2018-10-01,11,32,18,32,29,64,93
EL PUENTE(TJA),chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,0,1,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,0,1,0,1,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2018-10-01,0,2,2,0,2,2,4
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2018-10-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,0,0,1,1
ORURO,chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,0,0,1,1
PUCARA,chagas,tratamientos de 15 anos y mas,2018-10-01,1,0,0,0,1,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2018-10-01,6,10,1,4,7,14,21
RAVELO,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,0,1,0,1,1
SACABA,chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,0,0,1,1
SACABAMBA,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,0,1,0,1,1
SAN ANDRES,chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,0,0,1,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,1,1,1,1,2
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,6,3,6,3,9
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2018-10-01,0,0,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2018-10-01,0,1,0,1,0,2,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2018-10-01,1,0,2,2,3,2,5
SUCRE,chagas,tratamientos de 15 anos y mas,2018-10-01,29,33,12,16,41,49,90
