,group,variable,month,PERSONAS DE 21 A 59 AÑOS NUEVO,PERSONAS DE 21 A 59 AÑOS NUEVO,PERSONAS DE 21 A 59 AÑOS REPETIDO,PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 21 a 59 anos,2012-01-01,191,386,25,23,216,409,625
AZURDUY,consulta externa,personas de 21 a 59 anos,2012-01-01,108,325,1,0,109,325,434
BATALLAS,consulta externa,personas de 21 a 59 anos,2012-01-01,62,135,0,10,62,145,207
BAURES,consulta externa,personas de 21 a 59 anos,2012-01-01,77,130,9,7,86,137,223
BELEN DE ANDAMARCA,consulta externa,personas de 21 a 59 anos,2012-01-01,33,21,3,0,36,21,57
BELEN DE URMIRI,consulta externa,personas de 21 a 59 anos,2012-01-01,19,40,0,2,19,42,61
BELLA FLOR,consulta externa,personas de 21 a 59 anos,2012-01-01,51,41,6,1,57,42,99
BERMEJO,consulta externa,personas de 21 a 59 anos,2012-01-01,1064,2239,106,192,1170,2431,3601
BETANZOS,consulta externa,personas de 21 a 59 anos,2012-01-01,331,687,28,51,359,738,1097
BOLIVAR,consulta externa,personas de 21 a 59 anos,2012-01-01,25,54,1,1,26,55,81
BOLPEBRA,consulta externa,personas de 21 a 59 anos,2012-01-01,46,50,2,0,48,50,98
BOYUIBE,consulta externa,personas de 21 a 59 anos,2012-01-01,65,175,5,9,70,184,254
BUENA VISTA,consulta externa,personas de 21 a 59 anos,2012-01-01,123,231,2,2,125,233,358
CABEZAS,consulta externa,personas de 21 a 59 anos,2012-01-01,430,491,12,17,442,508,950
CAIROMA,consulta externa,personas de 21 a 59 anos,2012-01-01,128,198,5,3,133,201,334
"CAIZA ""D""",consulta externa,personas de 21 a 59 anos,2012-01-01,92,159,0,1,92,160,252
CAJUATA,consulta externa,personas de 21 a 59 anos,2012-01-01,132,209,3,3,135,212,347
CALACOTO,consulta externa,personas de 21 a 59 anos,2012-01-01,19,62,0,0,19,62,81
CALAMARCA,consulta externa,personas de 21 a 59 anos,2012-01-01,101,227,17,35,118,262,380
CAMARGO,consulta externa,personas de 21 a 59 anos,2012-01-01,320,705,13,62,333,767,1100
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 21 a 59 anos,2012-01-01,59,117,2,6,61,123,184
CAMIRI,consulta externa,personas de 21 a 59 anos,2012-01-01,941,1386,76,222,1017,1608,2625
CAPINOTA,consulta externa,personas de 21 a 59 anos,2012-01-01,190,340,49,69,239,409,648
CAQUIAVIRI,consulta externa,personas de 21 a 59 anos,2012-01-01,57,98,5,5,62,103,165
CARACOLLO,consulta externa,personas de 21 a 59 anos,2012-01-01,80,193,13,21,93,214,307
CARANAVI,consulta externa,personas de 21 a 59 anos,2012-01-01,378,732,45,108,423,840,1263
CARANGAS,consulta externa,personas de 21 a 59 anos,2012-01-01,19,27,1,1,20,28,48
CARAPARI,consulta externa,personas de 21 a 59 anos,2012-01-01,458,725,6,3,464,728,1192
CARIPUYO,consulta externa,personas de 21 a 59 anos,2012-01-01,49,129,1,0,50,129,179
CARMEN RIVERO TORREZ,consulta externa,personas de 21 a 59 anos,2012-01-01,68,72,3,5,71,77,148
CATACORA,consulta externa,personas de 21 a 59 anos,2012-01-01,17,35,3,5,20,40,60
CHACARILLA,consulta externa,personas de 21 a 59 anos,2012-01-01,17,10,7,0,24,10,34
CHALLAPATA,consulta externa,personas de 21 a 59 anos,2012-01-01,430,660,31,58,461,718,1179
CHAQUI,consulta externa,personas de 21 a 59 anos,2012-01-01,69,119,1,2,70,121,191
CHARAGUA,consulta externa,personas de 21 a 59 anos,2012-01-01,205,371,12,25,217,396,613
CHARAÑA,consulta externa,personas de 21 a 59 anos,2012-01-01,33,43,2,6,35,49,84
CHAYANTA,consulta externa,personas de 21 a 59 anos,2012-01-01,83,192,1,4,84,196,280
CHIMORE,consulta externa,personas de 21 a 59 anos,2012-01-01,281,419,11,35,292,454,746
CHIPAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,8,20,0,3,8,23,31
CHOQUE COTA,consulta externa,personas de 21 a 59 anos,2012-01-01,40,55,3,2,43,57,100
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 21 a 59 anos,2012-01-01,120,230,12,57,132,287,419
CHUMA,consulta externa,personas de 21 a 59 anos,2012-01-01,109,168,4,10,113,178,291
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 21 a 59 anos,2012-01-01,30,76,0,0,30,76,106
CKOCHAS,consulta externa,personas de 21 a 59 anos,2012-01-01,146,402,4,21,150,423,573
CLIZA,consulta externa,personas de 21 a 59 anos,2012-01-01,81,160,25,49,106,209,315
COBIJA,consulta externa,personas de 21 a 59 anos,2012-01-01,911,1406,192,656,1103,2062,3165
COCAPATA,consulta externa,personas de 21 a 59 anos,2012-01-01,50,70,2,6,52,76,128
COCHABAMBA,consulta externa,personas de 21 a 59 anos,2012-01-01,14450,27427,9661,20189,24111,47616,71727
COIPASA,consulta externa,personas de 21 a 59 anos,2012-01-01,15,26,0,0,15,26,41
COLCAPIRHUA,consulta externa,personas de 21 a 59 anos,2012-01-01,336,652,343,421,679,1073,1752
"COLCHA ""K""",consulta externa,personas de 21 a 59 anos,2012-01-01,124,303,4,10,128,313,441
COLLANA,consulta externa,personas de 21 a 59 anos,2012-01-01,14,37,0,11,14,48,62
COLOMI,consulta externa,personas de 21 a 59 anos,2012-01-01,90,151,1,2,91,153,244
COLPA BELGICA,consulta externa,personas de 21 a 59 anos,2012-01-01,123,184,40,41,163,225,388
COLQUECHACA,consulta externa,personas de 21 a 59 anos,2012-01-01,108,433,2,1,110,434,544
COLQUENCHA,consulta externa,personas de 21 a 59 anos,2012-01-01,60,141,6,8,66,149,215
COLQUIRI,consulta externa,personas de 21 a 59 anos,2012-01-01,170,320,84,59,254,379,633
COMANCHE,consulta externa,personas de 21 a 59 anos,2012-01-01,15,19,2,1,17,20,37
COMARAPA,consulta externa,personas de 21 a 59 anos,2012-01-01,191,451,37,56,228,507,735
COMBAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,11,27,0,2,11,29,40
CONCEPCION,consulta externa,personas de 21 a 59 anos,2012-01-01,55,69,19,9,74,78,152
COPACABANA,consulta externa,personas de 21 a 59 anos,2012-01-01,108,124,1,1,109,125,234
CORIPATA,consulta externa,personas de 21 a 59 anos,2012-01-01,124,189,16,16,140,205,345
CORO CORO,consulta externa,personas de 21 a 59 anos,2012-01-01,98,156,14,22,112,178,290
COROICO,consulta externa,personas de 21 a 59 anos,2012-01-01,156,252,40,102,196,354,550
CORQUE,consulta externa,personas de 21 a 59 anos,2012-01-01,51,68,1,1,52,69,121
COTAGAITA,consulta externa,personas de 21 a 59 anos,2012-01-01,496,848,12,49,508,897,1405
COTOCA,consulta externa,personas de 21 a 59 anos,2012-01-01,167,391,0,9,167,400,567
CRUZ DE MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2012-01-01,10,5,0,0,10,5,15
CUATRO CAÑADAS,consulta externa,personas de 21 a 59 anos,2012-01-01,203,371,7,10,210,381,591
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 21 a 59 anos,2012-01-01,8,24,1,0,9,24,33
CUEVO,consulta externa,personas de 21 a 59 anos,2012-01-01,64,107,0,10,64,117,181
CULPINA,consulta externa,personas de 21 a 59 anos,2012-01-01,131,355,1,3,132,358,490
CURAHUARA DE CARANGAS,consulta externa,personas de 21 a 59 anos,2012-01-01,41,67,3,0,44,67,111
CURVA,consulta externa,personas de 21 a 59 anos,2012-01-01,18,40,0,2,18,42,60
DESAGUADERO,consulta externa,personas de 21 a 59 anos,2012-01-01,33,87,1,3,34,90,124
EL ALTO,consulta externa,personas de 21 a 59 anos,2012-01-01,6285,14881,3710,8146,9995,23027,33022
EL CHORO,consulta externa,personas de 21 a 59 anos,2012-01-01,28,46,1,1,29,47,76
EL PUENTE(STC),consulta externa,personas de 21 a 59 anos,2012-01-01,102,157,0,1,102,158,260
EL PUENTE(TJA),consulta externa,personas de 21 a 59 anos,2012-01-01,277,548,3,5,280,553,833
EL TORNO,consulta externa,personas de 21 a 59 anos,2012-01-01,665,1445,111,149,776,1594,2370
EL VILLAR,consulta externa,personas de 21 a 59 anos,2012-01-01,120,190,0,1,120,191,311
ENTRE RIOS TRJ,consulta externa,personas de 21 a 59 anos,2012-01-01,576,1160,13,11,589,1171,1760
ENTRE RIOS CBBA,consulta externa,personas de 21 a 59 anos,2012-01-01,388,512,30,26,418,538,956
ESCARA,consulta externa,personas de 21 a 59 anos,2012-01-01,14,16,0,3,14,19,33
ESCOMA,consulta externa,personas de 21 a 59 anos,2012-01-01,63,68,7,11,70,79,149
ESMERALDA,consulta externa,personas de 21 a 59 anos,2012-01-01,14,8,0,0,14,8,22
EUCALIPTUS,consulta externa,personas de 21 a 59 anos,2012-01-01,28,78,2,0,30,78,108
EUREKA (SANTOS MERCADO),consulta externa,personas de 21 a 59 anos,2012-01-01,32,35,0,0,32,35,67
EXALTACION,consulta externa,personas de 21 a 59 anos,2012-01-01,13,20,1,0,14,20,34
FERNANDEZ ALONSO,consulta externa,personas de 21 a 59 anos,2012-01-01,94,275,0,10,94,285,379
FILADELFIA,consulta externa,personas de 21 a 59 anos,2012-01-01,95,110,1,0,96,110,206
GENERAL SAAVEDRA,consulta externa,personas de 21 a 59 anos,2012-01-01,95,293,7,7,102,300,402
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 21 a 59 anos,2012-01-01,84,171,8,16,92,187,279
GUANAY,consulta externa,personas de 21 a 59 anos,2012-01-01,129,219,5,10,134,229,363
GUAQUI,consulta externa,personas de 21 a 59 anos,2012-01-01,23,62,2,2,25,64,89
GUAYARAMERIN,consulta externa,personas de 21 a 59 anos,2012-01-01,904,1976,291,545,1195,2521,3716
GUTIERREZ,consulta externa,personas de 21 a 59 anos,2012-01-01,179,265,6,5,185,270,455
HUACARETA,consulta externa,personas de 21 a 59 anos,2012-01-01,113,161,13,16,126,177,303
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 21 a 59 anos,2012-01-01,51,94,0,0,51,94,145
HUACHACALLA,consulta externa,personas de 21 a 59 anos,2012-01-01,73,49,1,0,74,49,123
HUANUNI,consulta externa,personas de 21 a 59 anos,2012-01-01,1659,1084,503,365,2162,1449,3611
HUARACAJE,consulta externa,personas de 21 a 59 anos,2012-01-01,18,73,5,4,23,77,100
HUARINA,consulta externa,personas de 21 a 59 anos,2012-01-01,22,79,0,2,22,81,103
HUAYLLAMARCA,consulta externa,personas de 21 a 59 anos,2012-01-01,20,35,0,0,20,35,55
HUMANATA,consulta externa,personas de 21 a 59 anos,2012-01-01,24,40,1,1,25,41,66
ICHOCA,consulta externa,personas de 21 a 59 anos,2012-01-01,30,31,1,0,31,31,62
ICLA,consulta externa,personas de 21 a 59 anos,2012-01-01,116,316,1,7,117,323,440
INCAHUASI,consulta externa,personas de 21 a 59 anos,2012-01-01,23,129,0,4,23,133,156
INGAVI (HUMAITA),consulta externa,personas de 21 a 59 anos,2012-01-01,81,109,9,2,90,111,201
INQUISIVI,consulta externa,personas de 21 a 59 anos,2012-01-01,67,124,0,1,67,125,192
IRUPANA (VILLA DE LANZA),consulta externa,personas de 21 a 59 anos,2012-01-01,151,225,13,24,164,249,413
IXIAMAS,consulta externa,personas de 21 a 59 anos,2012-01-01,72,110,4,10,76,120,196
JESUS DE MACHACA,consulta externa,personas de 21 a 59 anos,2012-01-01,287,284,23,36,310,320,630
LA ASUNTA,consulta externa,personas de 21 a 59 anos,2012-01-01,224,606,13,43,237,649,886
LA GUARDIA,consulta externa,personas de 21 a 59 anos,2012-01-01,389,855,47,77,436,932,1368
LA PAZ,consulta externa,personas de 21 a 59 anos,2012-01-01,20117,42529,15768,28097,35885,70626,106511
LA RIVERA,consulta externa,personas de 21 a 59 anos,2012-01-01,11,11,2,2,13,13,26
LAGUNILLAS,consulta externa,personas de 21 a 59 anos,2012-01-01,69,127,3,2,72,129,201
LAJA,consulta externa,personas de 21 a 59 anos,2012-01-01,67,148,5,17,72,165,237
LAS CARRERAS,consulta externa,personas de 21 a 59 anos,2012-01-01,114,162,2,0,116,162,278
LICOMA PAMPA,consulta externa,personas de 21 a 59 anos,2012-01-01,42,56,6,4,48,60,108
LLALLAGUA,consulta externa,personas de 21 a 59 anos,2012-01-01,220,694,14,45,234,739,973
LLICA,consulta externa,personas de 21 a 59 anos,2012-01-01,67,123,2,2,69,125,194
LORETO,consulta externa,personas de 21 a 59 anos,2012-01-01,67,114,4,2,71,116,187
LURIBAY,consulta externa,personas de 21 a 59 anos,2012-01-01,155,220,25,14,180,234,414
MACHACAMARCA,consulta externa,personas de 21 a 59 anos,2012-01-01,110,115,26,13,136,128,264
MACHARETI,consulta externa,personas de 21 a 59 anos,2012-01-01,153,305,3,7,156,312,468
MAGDALENA,consulta externa,personas de 21 a 59 anos,2012-01-01,119,336,30,64,149,400,549
MAIRANA,consulta externa,personas de 21 a 59 anos,2012-01-01,104,292,5,31,109,323,432
MALLA,consulta externa,personas de 21 a 59 anos,2012-01-01,19,30,0,0,19,30,49
MAPIRI,consulta externa,personas de 21 a 59 anos,2012-01-01,177,162,3,3,180,165,345
MECAPACA,consulta externa,personas de 21 a 59 anos,2012-01-01,84,128,4,4,88,132,220
MINEROS,consulta externa,personas de 21 a 59 anos,2012-01-01,67,200,2,5,69,205,274
MIZQUE,consulta externa,personas de 21 a 59 anos,2012-01-01,89,226,5,16,94,242,336
MOCOMOCO,consulta externa,personas de 21 a 59 anos,2012-01-01,131,199,13,21,144,220,364
MOJINETE,consulta externa,personas de 21 a 59 anos,2012-01-01,1,16,0,2,1,18,19
MOJOCOYA,consulta externa,personas de 21 a 59 anos,2012-01-01,58,218,1,10,59,228,287
MONTEAGUDO,consulta externa,personas de 21 a 59 anos,2012-01-01,650,1592,82,191,732,1783,2515
MONTERO,consulta externa,personas de 21 a 59 anos,2012-01-01,1044,2422,295,868,1339,3290,4629
MORO MORO,consulta externa,personas de 21 a 59 anos,2012-01-01,33,119,1,4,34,123,157
MOROCHATA,consulta externa,personas de 21 a 59 anos,2012-01-01,41,118,1,1,42,119,161
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 21 a 59 anos,2012-01-01,47,43,4,5,51,48,99
NAZACARA DE PACAJES,consulta externa,personas de 21 a 59 anos,2012-01-01,1,4,0,1,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 21 a 59 anos,2012-01-01,44,52,3,5,47,57,104
OCURI,consulta externa,personas de 21 a 59 anos,2012-01-01,84,276,2,26,86,302,388
OKINAWA,consulta externa,personas de 21 a 59 anos,2012-01-01,140,372,3,27,143,399,542
OMEREQUE,consulta externa,personas de 21 a 59 anos,2012-01-01,84,165,5,12,89,177,266
ORURO,consulta externa,personas de 21 a 59 anos,2012-01-01,5996,11777,1583,3989,7579,15766,23345
PADCAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,696,1221,17,32,713,1253,1966
PADILLA,consulta externa,personas de 21 a 59 anos,2012-01-01,346,846,7,58,353,904,1257
PAILON,consulta externa,personas de 21 a 59 anos,2012-01-01,169,203,33,101,202,304,506
PALCA,consulta externa,personas de 21 a 59 anos,2012-01-01,115,164,5,4,120,168,288
PALOS BLANCOS,consulta externa,personas de 21 a 59 anos,2012-01-01,334,634,27,25,361,659,1020
PAMPA AULLAGAS,consulta externa,personas de 21 a 59 anos,2012-01-01,39,41,1,0,40,41,81
PAMPA GRANDE,consulta externa,personas de 21 a 59 anos,2012-01-01,47,131,5,4,52,135,187
PAPEL PAMPA,consulta externa,personas de 21 a 59 anos,2012-01-01,78,117,14,9,92,126,218
PASORAPA,consulta externa,personas de 21 a 59 anos,2012-01-01,36,73,2,7,38,80,118
PATACAMAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,114,234,5,9,119,243,362
PAZÑA,consulta externa,personas de 21 a 59 anos,2012-01-01,90,136,17,12,107,148,255
PELECHUCO,consulta externa,personas de 21 a 59 anos,2012-01-01,108,157,8,3,116,160,276
POCOATA,consulta externa,personas de 21 a 59 anos,2012-01-01,92,203,1,0,93,203,296
POCONA,consulta externa,personas de 21 a 59 anos,2012-01-01,180,314,7,2,187,316,503
POJO (CBBA),consulta externa,personas de 21 a 59 anos,2012-01-01,105,119,3,1,108,120,228
POOPO,consulta externa,personas de 21 a 59 anos,2012-01-01,85,121,18,21,103,142,245
PORCO,consulta externa,personas de 21 a 59 anos,2012-01-01,84,143,1,1,85,144,229
POROMA,consulta externa,personas de 21 a 59 anos,2012-01-01,130,452,4,2,134,454,588
PORONGO,consulta externa,personas de 21 a 59 anos,2012-01-01,145,202,6,0,151,202,353
PORTACHUELO,consulta externa,personas de 21 a 59 anos,2012-01-01,231,557,60,179,291,736,1027
PORVENIR,consulta externa,personas de 21 a 59 anos,2012-01-01,43,40,0,0,43,40,83
POSTRER VALLE,consulta externa,personas de 21 a 59 anos,2012-01-01,35,44,2,0,37,44,81
POTOSI,consulta externa,personas de 21 a 59 anos,2012-01-01,5174,9743,1855,3887,7029,13630,20659
PRESTO,consulta externa,personas de 21 a 59 anos,2012-01-01,75,190,1,2,76,192,268
PUCARA,consulta externa,personas de 21 a 59 anos,2012-01-01,38,40,2,0,40,40,80
PUCARANI,consulta externa,personas de 21 a 59 anos,2012-01-01,76,157,2,8,78,165,243
PUERTO ACOSTA,consulta externa,personas de 21 a 59 anos,2012-01-01,24,64,2,0,26,64,90
PUERTO CARABUCO,consulta externa,personas de 21 a 59 anos,2012-01-01,131,180,14,11,145,191,336
PUERTO GONZALO MORENO,consulta externa,personas de 21 a 59 anos,2012-01-01,102,208,10,19,112,227,339
PUERTO PEREZ,consulta externa,personas de 21 a 59 anos,2012-01-01,26,41,0,4,26,45,71
PUERTO QUIJARRO,consulta externa,personas de 21 a 59 anos,2012-01-01,213,273,10,8,223,281,504
PUERTO RICO,consulta externa,personas de 21 a 59 anos,2012-01-01,140,238,1,0,141,238,379
PUERTO SILES,consulta externa,personas de 21 a 59 anos,2012-01-01,15,31,0,0,15,31,46
PUERTO SUAREZ,consulta externa,personas de 21 a 59 anos,2012-01-01,656,749,57,103,713,852,1565
PUERTO VILLARROEL,consulta externa,personas de 21 a 59 anos,2012-01-01,678,996,48,302,726,1298,2024
PUNA,consulta externa,personas de 21 a 59 anos,2012-01-01,123,494,5,21,128,515,643
PUNATA,consulta externa,personas de 21 a 59 anos,2012-01-01,283,920,114,358,397,1278,1675
QUIABAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,22,55,1,0,23,55,78
QUILLACOLLO,consulta externa,personas de 21 a 59 anos,2012-01-01,724,1852,272,683,996,2535,3531
QUIME,consulta externa,personas de 21 a 59 anos,2012-01-01,336,186,7,2,343,188,531
QUIRUSILLAS,consulta externa,personas de 21 a 59 anos,2012-01-01,44,61,3,2,47,63,110
RAVELO,consulta externa,personas de 21 a 59 anos,2012-01-01,179,349,5,2,184,351,535
REYES,consulta externa,personas de 21 a 59 anos,2012-01-01,138,361,0,0,138,361,499
RIBERALTA,consulta externa,personas de 21 a 59 anos,2012-01-01,716,2665,43,434,759,3099,3858
ROBORE,consulta externa,personas de 21 a 59 anos,2012-01-01,268,703,35,130,303,833,1136
RURRENABAQUE,consulta externa,personas de 21 a 59 anos,2012-01-01,221,275,233,242,454,517,971
SABAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,110,107,8,6,118,113,231
SACABA,consulta externa,personas de 21 a 59 anos,2012-01-01,805,1580,272,400,1077,1980,3057
SACABAMBA,consulta externa,personas de 21 a 59 anos,2012-01-01,25,54,1,1,26,55,81
SACACA,consulta externa,personas de 21 a 59 anos,2012-01-01,151,336,7,8,158,344,502
SAIPINA,consulta externa,personas de 21 a 59 anos,2012-01-01,64,171,7,2,71,173,244
SALINAS DE GARCI MENDOZA,consulta externa,personas de 21 a 59 anos,2012-01-01,106,133,3,1,109,134,243
SAMAIPATA,consulta externa,personas de 21 a 59 anos,2012-01-01,121,206,0,3,121,209,330
SAN AGUSTIN,consulta externa,personas de 21 a 59 anos,2012-01-01,49,102,2,2,51,104,155
SAN ANDRES,consulta externa,personas de 21 a 59 anos,2012-01-01,215,392,32,38,247,430,677
SAN ANDRES DE MACHACA,consulta externa,personas de 21 a 59 anos,2012-01-01,15,59,1,2,16,61,77
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 21 a 59 anos,2012-01-01,6,33,0,3,6,36,42
SAN ANTONIO DE LOMERIO,consulta externa,personas de 21 a 59 anos,2012-01-01,44,58,0,2,44,60,104
SAN BENITO,consulta externa,personas de 21 a 59 anos,2012-01-01,46,103,9,17,55,120,175
SAN BORJA,consulta externa,personas de 21 a 59 anos,2012-01-01,313,947,41,275,354,1222,1576
SAN BUENA VENTURA,consulta externa,personas de 21 a 59 anos,2012-01-01,137,264,7,9,144,273,417
SAN CARLOS,consulta externa,personas de 21 a 59 anos,2012-01-01,194,602,3,17,197,619,816
SAN IGNACIO,consulta externa,personas de 21 a 59 anos,2012-01-01,457,843,27,100,484,943,1427
SAN IGNACIO DE VELASCO,consulta externa,personas de 21 a 59 anos,2012-01-01,559,1041,35,109,594,1150,1744
SAN JAVIER(BNI),consulta externa,personas de 21 a 59 anos,2012-01-01,31,58,3,2,34,60,94
SAN JAVIER(STC),consulta externa,personas de 21 a 59 anos,2012-01-01,70,177,3,13,73,190,263
SAN JOAQUIN,consulta externa,personas de 21 a 59 anos,2012-01-01,12,44,213,215,225,259,484
SAN JOSE DE CHIQUITOS,consulta externa,personas de 21 a 59 anos,2012-01-01,172,511,24,73,196,584,780
SAN JUAN DE YAPACANI,consulta externa,personas de 21 a 59 anos,2012-01-01,169,322,23,29,192,351,543
SAN JULIAN,consulta externa,personas de 21 a 59 anos,2012-01-01,552,1127,3,109,555,1236,1791
SAN LORENZO(PND),consulta externa,personas de 21 a 59 anos,2012-01-01,46,73,1,1,47,74,121
SAN LORENZO(TJA),consulta externa,personas de 21 a 59 anos,2012-01-01,283,829,7,31,290,860,1150
SAN LUCAS,consulta externa,personas de 21 a 59 anos,2012-01-01,299,1108,7,11,306,1119,1425
SAN MATIAS,consulta externa,personas de 21 a 59 anos,2012-01-01,71,71,0,4,71,75,146
SAN MIGUEL DE VELASCO,consulta externa,personas de 21 a 59 anos,2012-01-01,60,124,5,34,65,158,223
SAN PABLO DE LIPEZ,consulta externa,personas de 21 a 59 anos,2012-01-01,79,121,1,8,80,129,209
SAN PEDRO,consulta externa,personas de 21 a 59 anos,2012-01-01,339,552,20,41,359,593,952
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 21 a 59 anos,2012-01-01,79,315,1,5,80,320,400
SAN PEDRO DE CURAHUARA,consulta externa,personas de 21 a 59 anos,2012-01-01,39,114,1,7,40,121,161
SAN PEDRO DE QUEMES,consulta externa,personas de 21 a 59 anos,2012-01-01,14,14,2,3,16,17,33
SAN PEDRO DE TIQUINA,consulta externa,personas de 21 a 59 anos,2012-01-01,30,46,5,7,35,53,88
SAN PEDRO(PND),consulta externa,personas de 21 a 59 anos,2012-01-01,28,49,0,1,28,50,78
SAN RAFAEL,consulta externa,personas de 21 a 59 anos,2012-01-01,84,151,3,13,87,164,251
SAN RAMON BENI,consulta externa,personas de 21 a 59 anos,2012-01-01,115,265,25,66,140,331,471
SAN RAMON SCZ,consulta externa,personas de 21 a 59 anos,2012-01-01,115,194,48,183,163,377,540
SANTA ANA,consulta externa,personas de 21 a 59 anos,2012-01-01,297,660,56,105,353,765,1118
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 21 a 59 anos,2012-01-01,28155,52891,7569,28534,35724,81425,117149
SANTA ROSA,consulta externa,personas de 21 a 59 anos,2012-01-01,134,382,17,36,151,418,569
SANTA ROSA DEL SARA,consulta externa,personas de 21 a 59 anos,2012-01-01,203,418,7,8,210,426,636
SANTIAGO DE CALLAPA,consulta externa,personas de 21 a 59 anos,2012-01-01,13,22,1,0,14,22,36
SANTIAGO DE HUARI,consulta externa,personas de 21 a 59 anos,2012-01-01,192,231,16,21,208,252,460
SANTIAGO DE HUATA,consulta externa,personas de 21 a 59 anos,2012-01-01,41,57,8,3,49,60,109
SANTIAGO DE MACHACA,consulta externa,personas de 21 a 59 anos,2012-01-01,10,22,0,0,10,22,32
SANTIVAÑES,consulta externa,personas de 21 a 59 anos,2012-01-01,51,102,14,22,65,124,189
SANTUARIO DE QUILLACAS,consulta externa,personas de 21 a 59 anos,2012-01-01,15,18,0,0,15,18,33
SAPAHAQUI,consulta externa,personas de 21 a 59 anos,2012-01-01,113,123,3,9,116,132,248
SENA,consulta externa,personas de 21 a 59 anos,2012-01-01,57,55,0,0,57,55,112
SHINAOTA,consulta externa,personas de 21 a 59 anos,2012-01-01,361,612,43,68,404,680,1084
SICA SICA (VILLA AROMA),consulta externa,personas de 21 a 59 anos,2012-01-01,218,317,4,10,222,327,549
SICAYA,consulta externa,personas de 21 a 59 anos,2012-01-01,10,25,3,1,13,26,39
SIPE SIPE,consulta externa,personas de 21 a 59 anos,2012-01-01,111,310,2,12,113,322,435
SOPACHUY,consulta externa,personas de 21 a 59 anos,2012-01-01,72,191,5,4,77,195,272
SORACACHI,consulta externa,personas de 21 a 59 anos,2012-01-01,74,111,0,3,74,114,188
