,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2012-01-01,69,100,8,9,77,109,186
AZURDUY,consulta externa,personas de 60 anos y mas,2012-01-01,61,101,3,1,64,102,166
BATALLAS,consulta externa,personas de 60 anos y mas,2012-01-01,157,131,11,10,168,141,309
BAURES,consulta externa,personas de 60 anos y mas,2012-01-01,19,9,2,2,21,11,32
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2012-01-01,17,33,13,0,30,33,63
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2012-01-01,9,10,1,0,10,10,20
BELLA FLOR,consulta externa,personas de 60 anos y mas,2012-01-01,10,3,0,0,10,3,13
BERMEJO,consulta externa,personas de 60 anos y mas,2012-01-01,396,365,37,37,433,402,835
BETANZOS,consulta externa,personas de 60 anos y mas,2012-01-01,258,420,42,46,300,466,766
BOLIVAR,consulta externa,personas de 60 anos y mas,2012-01-01,14,23,2,2,16,25,41
BOLPEBRA,consulta externa,personas de 60 anos y mas,2012-01-01,10,12,3,1,13,13,26
BOYUIBE,consulta externa,personas de 60 anos y mas,2012-01-01,45,70,5,12,50,82,132
BUENA VISTA,consulta externa,personas de 60 anos y mas,2012-01-01,97,83,3,1,100,84,184
CABEZAS,consulta externa,personas de 60 anos y mas,2012-01-01,93,133,4,7,97,140,237
CAIROMA,consulta externa,personas de 60 anos y mas,2012-01-01,103,86,6,6,109,92,201
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2012-01-01,56,97,0,7,56,104,160
CAJUATA,consulta externa,personas de 60 anos y mas,2012-01-01,120,120,11,30,131,150,281
CALACOTO,consulta externa,personas de 60 anos y mas,2012-01-01,64,58,6,8,70,66,136
CALAMARCA,consulta externa,personas de 60 anos y mas,2012-01-01,75,75,47,49,122,124,246
CAMARGO,consulta externa,personas de 60 anos y mas,2012-01-01,243,350,23,57,266,407,673
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2012-01-01,47,71,5,6,52,77,129
CAMIRI,consulta externa,personas de 60 anos y mas,2012-01-01,797,911,109,93,906,1004,1910
CAPINOTA,consulta externa,personas de 60 anos y mas,2012-01-01,94,130,26,31,120,161,281
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2012-01-01,59,56,26,19,85,75,160
CARACOLLO,consulta externa,personas de 60 anos y mas,2012-01-01,34,47,15,10,49,57,106
CARANAVI,consulta externa,personas de 60 anos y mas,2012-01-01,210,108,91,62,301,170,471
CARANGAS,consulta externa,personas de 60 anos y mas,2012-01-01,0,7,0,4,0,11,11
CARAPARI,consulta externa,personas de 60 anos y mas,2012-01-01,76,106,0,1,76,107,183
CARIPUYO,consulta externa,personas de 60 anos y mas,2012-01-01,12,14,0,1,12,15,27
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2012-01-01,10,10,4,8,14,18,32
CATACORA,consulta externa,personas de 60 anos y mas,2012-01-01,11,14,6,3,17,17,34
CHACARILLA,consulta externa,personas de 60 anos y mas,2012-01-01,19,19,0,3,19,22,41
CHALLAPATA,consulta externa,personas de 60 anos y mas,2012-01-01,151,178,56,41,207,219,426
CHAQUI,consulta externa,personas de 60 anos y mas,2012-01-01,50,113,2,4,52,117,169
CHARAGUA,consulta externa,personas de 60 anos y mas,2012-01-01,203,256,20,52,223,308,531
CHARAÑA,consulta externa,personas de 60 anos y mas,2012-01-01,1,7,0,0,1,7,8
CHAYANTA,consulta externa,personas de 60 anos y mas,2012-01-01,81,93,0,0,81,93,174
CHIMORE,consulta externa,personas de 60 anos y mas,2012-01-01,91,58,4,6,95,64,159
CHIPAYA,consulta externa,personas de 60 anos y mas,2012-01-01,7,3,0,0,7,3,10
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2012-01-01,22,36,5,2,27,38,65
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2012-01-01,70,62,25,19,95,81,176
CHUMA,consulta externa,personas de 60 anos y mas,2012-01-01,120,129,10,18,130,147,277
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2012-01-01,10,4,0,0,10,4,14
CKOCHAS,consulta externa,personas de 60 anos y mas,2012-01-01,58,79,8,2,66,81,147
CLIZA,consulta externa,personas de 60 anos y mas,2012-01-01,56,78,63,92,119,170,289
COBIJA,consulta externa,personas de 60 anos y mas,2012-01-01,183,191,70,102,253,293,546
COCAPATA,consulta externa,personas de 60 anos y mas,2012-01-01,17,16,2,2,19,18,37
COCHABAMBA,consulta externa,personas de 60 anos y mas,2012-01-01,8021,8973,6642,8883,14663,17856,32519
COIPASA,consulta externa,personas de 60 anos y mas,2012-01-01,1,4,0,0,1,4,5
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2012-01-01,150,90,182,94,332,184,516
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2012-01-01,71,106,9,9,80,115,195
COLLANA,consulta externa,personas de 60 anos y mas,2012-01-01,15,41,20,26,35,67,102
COLOMI,consulta externa,personas de 60 anos y mas,2012-01-01,31,36,4,1,35,37,72
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2012-01-01,96,77,45,43,141,120,261
COLQUECHACA,consulta externa,personas de 60 anos y mas,2012-01-01,57,110,3,1,60,111,171
COLQUENCHA,consulta externa,personas de 60 anos y mas,2012-01-01,98,137,12,12,110,149,259
COLQUIRI,consulta externa,personas de 60 anos y mas,2012-01-01,65,80,5,7,70,87,157
COMANCHE,consulta externa,personas de 60 anos y mas,2012-01-01,38,35,2,1,40,36,76
COMARAPA,consulta externa,personas de 60 anos y mas,2012-01-01,102,126,19,22,121,148,269
COMBAYA,consulta externa,personas de 60 anos y mas,2012-01-01,27,33,6,1,33,34,67
CONCEPCION,consulta externa,personas de 60 anos y mas,2012-01-01,28,27,45,27,73,54,127
COPACABANA,consulta externa,personas de 60 anos y mas,2012-01-01,86,67,16,8,102,75,177
CORIPATA,consulta externa,personas de 60 anos y mas,2012-01-01,64,51,16,23,80,74,154
CORO CORO,consulta externa,personas de 60 anos y mas,2012-01-01,72,43,11,4,83,47,130
COROICO,consulta externa,personas de 60 anos y mas,2012-01-01,119,88,77,94,196,182,378
CORQUE,consulta externa,personas de 60 anos y mas,2012-01-01,20,22,5,1,25,23,48
COTAGAITA,consulta externa,personas de 60 anos y mas,2012-01-01,296,479,47,47,343,526,869
COTOCA,consulta externa,personas de 60 anos y mas,2012-01-01,63,86,102,125,165,211,376
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2012-01-01,3,2,0,0,3,2,5
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2012-01-01,57,54,3,1,60,55,115
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2012-01-01,14,28,0,0,14,28,42
CUEVO,consulta externa,personas de 60 anos y mas,2012-01-01,45,91,6,12,51,103,154
CULPINA,consulta externa,personas de 60 anos y mas,2012-01-01,120,190,2,1,122,191,313
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2012-01-01,34,43,0,0,34,43,77
CURVA,consulta externa,personas de 60 anos y mas,2012-01-01,26,38,5,1,31,39,70
DESAGUADERO,consulta externa,personas de 60 anos y mas,2012-01-01,40,33,13,25,53,58,111
EL ALTO,consulta externa,personas de 60 anos y mas,2012-01-01,2465,2659,1892,2046,4357,4705,9062
EL CHORO,consulta externa,personas de 60 anos y mas,2012-01-01,20,18,5,9,25,27,52
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2012-01-01,26,25,0,0,26,25,51
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2012-01-01,74,160,1,4,75,164,239
EL TORNO,consulta externa,personas de 60 anos y mas,2012-01-01,615,705,73,59,688,764,1452
EL VILLAR,consulta externa,personas de 60 anos y mas,2012-01-01,73,119,3,6,76,125,201
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2012-01-01,110,160,3,2,113,162,275
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2012-01-01,67,62,15,3,82,65,147
ESCARA,consulta externa,personas de 60 anos y mas,2012-01-01,8,14,2,5,10,19,29
ESCOMA,consulta externa,personas de 60 anos y mas,2012-01-01,43,48,39,17,82,65,147
ESMERALDA,consulta externa,personas de 60 anos y mas,2012-01-01,4,4,0,0,4,4,8
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2012-01-01,45,43,4,3,49,46,95
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2012-01-01,3,6,1,0,4,6,10
EXALTACION,consulta externa,personas de 60 anos y mas,2012-01-01,6,6,0,0,6,6,12
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2012-01-01,78,75,1,2,79,77,156
FILADELFIA,consulta externa,personas de 60 anos y mas,2012-01-01,39,27,0,0,39,27,66
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2012-01-01,104,88,10,8,114,96,210
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2012-01-01,51,87,17,20,68,107,175
GUANAY,consulta externa,personas de 60 anos y mas,2012-01-01,116,86,21,25,137,111,248
GUAQUI,consulta externa,personas de 60 anos y mas,2012-01-01,55,91,8,21,63,112,175
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2012-01-01,430,599,205,265,635,864,1499
GUTIERREZ,consulta externa,personas de 60 anos y mas,2012-01-01,71,88,4,5,75,93,168
HUACARETA,consulta externa,personas de 60 anos y mas,2012-01-01,61,75,3,5,64,80,144
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2012-01-01,27,75,0,1,27,76,103
HUACHACALLA,consulta externa,personas de 60 anos y mas,2012-01-01,15,19,1,0,16,19,35
HUANUNI,consulta externa,personas de 60 anos y mas,2012-01-01,243,223,70,66,313,289,602
HUARACAJE,consulta externa,personas de 60 anos y mas,2012-01-01,14,10,2,2,16,12,28
HUARINA,consulta externa,personas de 60 anos y mas,2012-01-01,91,115,42,36,133,151,284
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2012-01-01,33,45,3,1,36,46,82
HUMANATA,consulta externa,personas de 60 anos y mas,2012-01-01,41,35,1,4,42,39,81
ICHOCA,consulta externa,personas de 60 anos y mas,2012-01-01,34,22,2,0,36,22,58
ICLA,consulta externa,personas de 60 anos y mas,2012-01-01,81,124,3,2,84,126,210
INCAHUASI,consulta externa,personas de 60 anos y mas,2012-01-01,19,45,2,9,21,54,75
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2012-01-01,26,27,2,3,28,30,58
INQUISIVI,consulta externa,personas de 60 anos y mas,2012-01-01,60,60,1,2,61,62,123
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2012-01-01,109,87,33,32,142,119,261
IXIAMAS,consulta externa,personas de 60 anos y mas,2012-01-01,17,12,3,0,20,12,32
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2012-01-01,361,470,107,145,468,615,1083
LA ASUNTA,consulta externa,personas de 60 anos y mas,2012-01-01,66,69,24,13,90,82,172
LA GUARDIA,consulta externa,personas de 60 anos y mas,2012-01-01,99,123,17,11,116,134,250
LA PAZ,consulta externa,personas de 60 anos y mas,2012-01-01,9511,12569,9318,15586,18829,28155,46984
LA RIVERA,consulta externa,personas de 60 anos y mas,2012-01-01,3,6,1,2,4,8,12
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2012-01-01,20,41,0,1,20,42,62
LAJA,consulta externa,personas de 60 anos y mas,2012-01-01,183,225,13,19,196,244,440
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2012-01-01,47,62,0,1,47,63,110
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2012-01-01,23,24,12,14,35,38,73
LLALLAGUA,consulta externa,personas de 60 anos y mas,2012-01-01,85,169,5,15,90,184,274
LLICA,consulta externa,personas de 60 anos y mas,2012-01-01,40,58,1,1,41,59,100
LORETO,consulta externa,personas de 60 anos y mas,2012-01-01,32,22,2,1,34,23,57
LURIBAY,consulta externa,personas de 60 anos y mas,2012-01-01,106,104,6,6,112,110,222
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2012-01-01,73,93,12,16,85,109,194
MACHARETI,consulta externa,personas de 60 anos y mas,2012-01-01,75,99,4,1,79,100,179
MAGDALENA,consulta externa,personas de 60 anos y mas,2012-01-01,62,53,40,70,102,123,225
MAIRANA,consulta externa,personas de 60 anos y mas,2012-01-01,48,57,3,5,51,62,113
MALLA,consulta externa,personas de 60 anos y mas,2012-01-01,9,14,3,1,12,15,27
MAPIRI,consulta externa,personas de 60 anos y mas,2012-01-01,69,57,3,3,72,60,132
MECAPACA,consulta externa,personas de 60 anos y mas,2012-01-01,31,44,0,1,31,45,76
MINEROS,consulta externa,personas de 60 anos y mas,2012-01-01,10,15,0,0,10,15,25
MIZQUE,consulta externa,personas de 60 anos y mas,2012-01-01,72,86,13,13,85,99,184
MOCOMOCO,consulta externa,personas de 60 anos y mas,2012-01-01,82,87,8,9,90,96,186
MOJINETE,consulta externa,personas de 60 anos y mas,2012-01-01,6,1,0,0,6,1,7
MOJOCOYA,consulta externa,personas de 60 anos y mas,2012-01-01,75,155,6,8,81,163,244
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2012-01-01,425,650,85,87,510,737,1247
MONTERO,consulta externa,personas de 60 anos y mas,2012-01-01,510,587,174,219,684,806,1490
MORO MORO,consulta externa,personas de 60 anos y mas,2012-01-01,37,77,1,6,38,83,121
MOROCHATA,consulta externa,personas de 60 anos y mas,2012-01-01,19,22,0,1,19,23,42
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2012-01-01,12,1,1,0,13,1,14
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2012-01-01,2,9,0,0,2,9,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2012-01-01,8,7,1,4,9,11,20
OCURI,consulta externa,personas de 60 anos y mas,2012-01-01,38,53,1,1,39,54,93
OKINAWA,consulta externa,personas de 60 anos y mas,2012-01-01,68,72,5,8,73,80,153
OMEREQUE,consulta externa,personas de 60 anos y mas,2012-01-01,58,113,1,0,59,113,172
ORURO,consulta externa,personas de 60 anos y mas,2012-01-01,3566,4116,1949,2144,5515,6260,11775
PADCAYA,consulta externa,personas de 60 anos y mas,2012-01-01,176,284,7,13,183,297,480
PADILLA,consulta externa,personas de 60 anos y mas,2012-01-01,162,318,48,109,210,427,637
PAILON,consulta externa,personas de 60 anos y mas,2012-01-01,48,51,15,15,63,66,129
PALCA,consulta externa,personas de 60 anos y mas,2012-01-01,121,79,10,5,131,84,215
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2012-01-01,118,102,170,99,288,201,489
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2012-01-01,10,15,0,0,10,15,25
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2012-01-01,19,23,1,3,20,26,46
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2012-01-01,153,165,24,18,177,183,360
PASORAPA,consulta externa,personas de 60 anos y mas,2012-01-01,28,46,0,0,28,46,74
PATACAMAYA,consulta externa,personas de 60 anos y mas,2012-01-01,87,73,2,8,89,81,170
PAZÑA,consulta externa,personas de 60 anos y mas,2012-01-01,66,64,17,21,83,85,168
PELECHUCO,consulta externa,personas de 60 anos y mas,2012-01-01,18,14,1,2,19,16,35
POCOATA,consulta externa,personas de 60 anos y mas,2012-01-01,51,107,0,0,51,107,158
POCONA,consulta externa,personas de 60 anos y mas,2012-01-01,47,99,0,1,47,100,147
POJO (CBBA),consulta externa,personas de 60 anos y mas,2012-01-01,18,34,2,3,20,37,57
POOPO,consulta externa,personas de 60 anos y mas,2012-01-01,68,88,19,17,87,105,192
PORCO,consulta externa,personas de 60 anos y mas,2012-01-01,8,26,0,0,8,26,34
POROMA,consulta externa,personas de 60 anos y mas,2012-01-01,83,79,5,2,88,81,169
PORONGO,consulta externa,personas de 60 anos y mas,2012-01-01,55,40,4,1,59,41,100
PORTACHUELO,consulta externa,personas de 60 anos y mas,2012-01-01,170,190,95,96,265,286,551
PORVENIR,consulta externa,personas de 60 anos y mas,2012-01-01,24,25,0,0,24,25,49
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2012-01-01,15,34,1,3,16,37,53
POTOSI,consulta externa,personas de 60 anos y mas,2012-01-01,1934,2722,1296,1688,3230,4410,7640
PRESTO,consulta externa,personas de 60 anos y mas,2012-01-01,63,80,1,2,64,82,146
PUCARA,consulta externa,personas de 60 anos y mas,2012-01-01,12,23,0,1,12,24,36
PUCARANI,consulta externa,personas de 60 anos y mas,2012-01-01,160,159,28,27,188,186,374
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2012-01-01,159,193,1,2,160,195,355
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2012-01-01,79,89,6,13,85,102,187
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2012-01-01,67,44,22,9,89,53,142
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2012-01-01,49,64,1,9,50,73,123
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2012-01-01,117,119,2,0,119,119,238
PUERTO RICO,consulta externa,personas de 60 anos y mas,2012-01-01,62,40,0,0,62,40,102
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2012-01-01,120,142,36,49,156,191,347
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2012-01-01,112,71,15,3,127,74,201
PUNA,consulta externa,personas de 60 anos y mas,2012-01-01,130,223,7,14,137,237,374
PUNATA,consulta externa,personas de 60 anos y mas,2012-01-01,203,324,152,224,355,548,903
QUIABAYA,consulta externa,personas de 60 anos y mas,2012-01-01,55,38,13,3,68,41,109
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2012-01-01,652,897,322,550,974,1447,2421
QUIME,consulta externa,personas de 60 anos y mas,2012-01-01,62,65,40,11,102,76,178
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2012-01-01,28,45,7,15,35,60,95
RAVELO,consulta externa,personas de 60 anos y mas,2012-01-01,104,180,3,5,107,185,292
REYES,consulta externa,personas de 60 anos y mas,2012-01-01,215,199,66,68,281,267,548
RIBERALTA,consulta externa,personas de 60 anos y mas,2012-01-01,371,406,126,135,497,541,1038
ROBORE,consulta externa,personas de 60 anos y mas,2012-01-01,226,286,55,47,281,333,614
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2012-01-01,191,187,202,237,393,424,817
SABAYA,consulta externa,personas de 60 anos y mas,2012-01-01,41,55,3,13,44,68,112
SACABA,consulta externa,personas de 60 anos y mas,2012-01-01,276,399,181,264,457,663,1120
SACABAMBA,consulta externa,personas de 60 anos y mas,2012-01-01,19,45,0,3,19,48,67
SACACA,consulta externa,personas de 60 anos y mas,2012-01-01,25,54,0,1,25,55,80
SAIPINA,consulta externa,personas de 60 anos y mas,2012-01-01,23,31,4,3,27,34,61
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2012-01-01,41,59,2,3,43,62,105
SAMAIPATA,consulta externa,personas de 60 anos y mas,2012-01-01,80,104,6,5,86,109,195
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2012-01-01,16,21,0,0,16,21,37
SAN ANDRES,consulta externa,personas de 60 anos y mas,2012-01-01,36,21,6,3,42,24,66
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2012-01-01,84,89,16,12,100,101,201
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2012-01-01,3,3,0,0,3,3,6
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2012-01-01,35,22,0,0,35,22,57
SAN BENITO,consulta externa,personas de 60 anos y mas,2012-01-01,48,93,40,20,88,113,201
SAN BORJA,consulta externa,personas de 60 anos y mas,2012-01-01,238,284,151,193,389,477,866
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2012-01-01,85,68,11,7,96,75,171
SAN CARLOS,consulta externa,personas de 60 anos y mas,2012-01-01,202,230,17,13,219,243,462
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2012-01-01,155,109,33,43,188,152,340
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2012-01-01,252,247,21,18,273,265,538
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2012-01-01,1,2,0,0,1,2,3
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2012-01-01,49,56,2,1,51,57,108
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2012-01-01,3,1,63,74,66,75,141
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2012-01-01,88,121,16,30,104,151,255
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2012-01-01,75,47,9,2,84,49,133
SAN JULIAN,consulta externa,personas de 60 anos y mas,2012-01-01,135,129,8,8,143,137,280
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2012-01-01,15,11,0,0,15,11,26
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2012-01-01,117,191,14,25,131,216,347
SAN LUCAS,consulta externa,personas de 60 anos y mas,2012-01-01,324,573,8,8,332,581,913
SAN MATIAS,consulta externa,personas de 60 anos y mas,2012-01-01,37,36,7,5,44,41,85
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2012-01-01,26,22,12,22,38,44,82
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2012-01-01,14,22,0,3,14,25,39
SAN PEDRO,consulta externa,personas de 60 anos y mas,2012-01-01,139,98,7,10,146,108,254
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2012-01-01,39,54,0,1,39,55,94
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2012-01-01,112,117,26,26,138,143,281
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2012-01-01,7,6,0,0,7,6,13
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2012-01-01,92,77,39,62,131,139,270
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2012-01-01,6,3,0,0,6,3,9
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2012-01-01,28,21,0,2,28,23,51
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2012-01-01,247,312,79,81,326,393,719
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2012-01-01,44,35,14,7,58,42,100
SANTA ANA,consulta externa,personas de 60 anos y mas,2012-01-01,119,140,80,98,199,238,437
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2012-01-01,11405,15116,3217,8696,14622,23812,38434
SANTA ROSA,consulta externa,personas de 60 anos y mas,2012-01-01,51,49,62,74,113,123,236
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2012-01-01,106,100,6,5,112,105,217
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2012-01-01,72,76,2,1,74,77,151
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2012-01-01,78,91,3,8,81,99,180
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2012-01-01,107,103,35,26,142,129,271
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2012-01-01,56,73,15,19,71,92,163
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2012-01-01,34,67,18,15,52,82,134
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2012-01-01,13,25,1,0,14,25,39
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2012-01-01,89,64,16,6,105,70,175
SENA,consulta externa,personas de 60 anos y mas,2012-01-01,17,8,1,0,18,8,26
SHINAOTA,consulta externa,personas de 60 anos y mas,2012-01-01,46,48,14,23,60,71,131
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2012-01-01,142,159,20,33,162,192,354
SICAYA,consulta externa,personas de 60 anos y mas,2012-01-01,6,11,4,3,10,14,24
SIPE SIPE,consulta externa,personas de 60 anos y mas,2012-01-01,36,48,2,1,38,49,87
SOPACHUY,consulta externa,personas de 60 anos y mas,2012-01-01,73,130,5,9,78,139,217
SORACACHI,consulta externa,personas de 60 anos y mas,2012-01-01,28,23,1,1,29,24,53
SORATA,consulta externa,personas de 60 anos y mas,2012-01-01,125,109,110,92,235,201,436
SUCRE,consulta externa,personas de 60 anos y mas,2012-01-01,4545,5472,1537,2138,6082,7610,13692
TACACHI,consulta externa,personas de 60 anos y mas,2012-01-01,1,15,0,0,1,15,16
TACACOMA,consulta externa,personas de 60 anos y mas,2012-01-01,36,20,17,7,53,27,80
TACOBAMBA,consulta externa,personas de 60 anos y mas,2012-01-01,22,42,0,0,22,42,64
TACOPAYA,consulta externa,personas de 60 anos y mas,2012-01-01,36,71,0,5,36,76,112
TAHUA,consulta externa,personas de 60 anos y mas,2012-01-01,12,15,0,0,12,15,27
TAPACARI,consulta externa,personas de 60 anos y mas,2012-01-01,39,123,1,9,40,132,172
