,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
COTOCA,rabia,no de personas con esquema clasico completo,2022-02-01,4,3,4,3,7
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-02-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema clasico completo,2022-02-01,19,12,19,12,31
EL TORNO,rabia,no de personas con esquema clasico completo,2022-02-01,4,10,4,10,14
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema clasico completo,2022-02-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-02-01,12,4,12,4,16
LA PAZ,rabia,no de personas con esquema clasico completo,2022-02-01,21,19,21,19,40
MAIRANA,rabia,no de personas con esquema clasico completo,2022-02-01,2,2,2,2,4
MONTERO,rabia,no de personas con esquema clasico completo,2022-02-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
PADILLA,rabia,no de personas con esquema clasico completo,2022-02-01,2,0,2,0,2
POTOSI,rabia,no de personas con esquema clasico completo,2022-02-01,241,178,241,178,419
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-02-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
SAIPINA,rabia,no de personas con esquema clasico completo,2022-02-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-02-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con esquema clasico completo,2022-02-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2022-02-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema clasico completo,2022-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-02-01,59,67,59,67,126
SIPE SIPE,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema clasico completo,2022-02-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-02-01,4,2,4,2,6
TIRAQUE (CBBA),rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
TOCO,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-02-01,12,16,12,16,28
TUPIZA,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-02-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2022-02-01,4,3,4,3,7
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-03-01,2,0,2,0,2
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-03-01,1,2,1,2,3
ARBIETO,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
CAMARGO,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema clasico completo,2022-03-01,2,0,2,0,2
CHUA COCANI,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
CHUMA,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-03-01,15,7,15,7,22
COLPA BELGICA,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-03-01,3,2,3,2,5
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema clasico completo,2022-03-01,21,19,21,19,40
EL TORNO,rabia,no de personas con esquema clasico completo,2022-03-01,12,5,12,5,17
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-03-01,8,9,8,9,17
LA PAZ,rabia,no de personas con esquema clasico completo,2022-03-01,32,18,32,18,50
LAJA,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2022-03-01,7,8,7,8,15
PADILLA,rabia,no de personas con esquema clasico completo,2022-03-01,1,1,1,1,2
PAILON,rabia,no de personas con esquema clasico completo,2022-03-01,2,2,2,2,4
PALOS BLANCOS,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2022-03-01,264,283,264,283,547
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema clasico completo,2022-03-01,4,1,4,1,5
SAIPINA,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-03-01,4,0,4,0,4
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2022-03-01,5,7,5,7,12
SAN RAMON BENI,rabia,no de personas con esquema clasico completo,2022-03-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-03-01,88,88,88,88,176
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2022-03-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con esquema clasico completo,2022-03-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema clasico completo,2022-03-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema clasico completo,2022-03-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-03-01,1,3,1,3,4
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2022-03-01,1,1,1,1,2
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-03-01,12,11,12,11,23
TUPIZA,rabia,no de personas con esquema clasico completo,2022-03-01,2,0,2,0,2
VIACHA,rabia,no de personas con esquema clasico completo,2022-03-01,167,91,167,91,258
WARNES,rabia,no de personas con esquema clasico completo,2022-03-01,5,3,5,3,8
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-04-01,1,1,1,1,2
ARBIETO,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-04-01,1,2,1,2,3
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-04-01,12,8,12,8,20
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2022-04-01,1,1,1,1,2
CORIPATA,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-04-01,4,3,4,3,7
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-04-01,0,2,0,2,2
EL ALTO,rabia,no de personas con esquema clasico completo,2022-04-01,16,19,16,19,35
EL TORNO,rabia,no de personas con esquema clasico completo,2022-04-01,8,6,8,6,14
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-04-01,11,6,11,6,17
LA PAZ,rabia,no de personas con esquema clasico completo,2022-04-01,38,19,38,19,57
MONTEAGUDO,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2022-04-01,6,11,6,11,17
PAILON,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema clasico completo,2022-04-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema clasico completo,2022-04-01,1,1,1,1,2
POTOSI,rabia,no de personas con esquema clasico completo,2022-04-01,463,285,463,285,748
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-04-01,6,2,6,2,8
SACABA,rabia,no de personas con esquema clasico completo,2022-04-01,4,3,4,3,7
SAN BENITO,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-04-01,2,0,2,0,2
SAN BUENA VENTURA,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2022-04-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-04-01,82,55,82,55,137
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
TARATA,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-04-01,4,5,4,5,9
TIRAQUE (CBBA),rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
TOLATA,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-04-01,5,13,5,13,18
TUPIZA,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-04-01,2,4,2,4,6
VILLA SERRANO,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema clasico completo,2022-04-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema clasico completo,2022-04-01,7,3,7,3,10
YACUIBA,rabia,no de personas con esquema clasico completo,2022-04-01,1,0,1,0,1
YOTALA,rabia,no de personas con esquema clasico completo,2022-04-01,2,0,2,0,2
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
ARBIETO,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema clasico completo,2022-05-01,5,2,5,2,7
CAMARGO,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-05-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-05-01,10,15,10,15,25
CORIPATA,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-05-01,5,2,5,2,7
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema clasico completo,2022-05-01,10,15,10,15,25
EL PUENTE(STC),rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
EL TORNO,rabia,no de personas con esquema clasico completo,2022-05-01,10,13,10,13,23
GAIOC JATUN AYLLU YURA,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
HUACARETA,rabia,no de personas con esquema clasico completo,2022-05-01,0,2,0,2,2
HUARINA,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-05-01,14,5,14,5,19
LA PAZ,rabia,no de personas con esquema clasico completo,2022-05-01,37,42,37,42,79
MECAPACA,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
MOJOCOYA,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
PAILON,rabia,no de personas con esquema clasico completo,2022-05-01,2,2,2,2,4
PALCA,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2022-05-01,62,141,62,141,203
PUERTO ACOSTA,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-05-01,3,1,3,1,4
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema clasico completo,2022-05-01,3,3,3,3,6
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-05-01,2,0,2,0,2
SAN CARLOS,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2022-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-05-01,103,58,103,58,161
SIPE SIPE,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-05-01,5,7,5,7,12
TARVITA,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-05-01,12,14,12,14,26
TUPIZA,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
UNCIA,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2022-05-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema clasico completo,2022-05-01,2,2,2,2,4
VILLA RIVERO,rabia,no de personas con esquema clasico completo,2022-05-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema clasico completo,2022-05-01,3,0,3,0,3
WARNES,rabia,no de personas con esquema clasico completo,2022-05-01,3,1,3,1,4
YOCALLA,rabia,no de personas con esquema clasico completo,2022-05-01,2,0,2,0,2
YOTALA,rabia,no de personas con esquema clasico completo,2022-05-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-06-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-06-01,2,1,2,1,3
ANCORAIMES,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-06-01,1,2,1,2,3
CARAPARI,rabia,no de personas con esquema clasico completo,2022-06-01,1,2,1,2,3
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-06-01,14,18,14,18,32
COLOMI,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-06-01,6,2,6,2,8
EL ALTO,rabia,no de personas con esquema clasico completo,2022-06-01,20,17,20,17,37
EL CHORO,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
EL TORNO,rabia,no de personas con esquema clasico completo,2022-06-01,3,6,3,6,9
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
HUACARETA,rabia,no de personas con esquema clasico completo,2022-06-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-06-01,13,10,13,10,23
LA PAZ,rabia,no de personas con esquema clasico completo,2022-06-01,26,40,26,40,66
MONTERO,rabia,no de personas con esquema clasico completo,2022-06-01,1,1,1,1,2
OCURI,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
OKINAWA,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2022-06-01,5,5,5,5,10
PADILLA,rabia,no de personas con esquema clasico completo,2022-06-01,0,2,0,2,2
PAILON,rabia,no de personas con esquema clasico completo,2022-06-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema clasico completo,2022-06-01,2,1,2,1,3
POTOSI,rabia,no de personas con esquema clasico completo,2022-06-01,437,21,437,21,458
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-06-01,1,4,1,4,5
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2022-06-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema clasico completo,2022-06-01,3,1,3,1,4
SALINAS DE GARCI MENDOZA,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-06-01,2,1,2,1,3
SAN BUENA VENTURA,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-06-01,102,74,102,74,176
SANTIVAÑES,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-06-01,8,8,8,8,16
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
TOCO,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-06-01,14,11,14,11,25
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-06-01,2,4,2,4,6
VILLA MONTES,rabia,no de personas con esquema clasico completo,2022-06-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema clasico completo,2022-06-01,3,2,3,2,5
YANACACHI,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
YAPACANI,rabia,no de personas con esquema clasico completo,2022-06-01,3,2,3,2,5
YOTALA,rabia,no de personas con esquema clasico completo,2022-06-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-07-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema clasico completo,2022-07-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
CAMARGO,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
CARAPARI,rabia,no de personas con esquema clasico completo,2022-07-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-07-01,15,8,15,8,23
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2022-07-01,2,0,2,0,2
CORIPATA,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-07-01,4,4,4,4,8
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema clasico completo,2022-07-01,14,19,14,19,33
EL TORNO,rabia,no de personas con esquema clasico completo,2022-07-01,8,6,8,6,14
HUACARETA,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-07-01,9,6,9,6,15
LA PAZ,rabia,no de personas con esquema clasico completo,2022-07-01,40,35,40,35,75
MAIRANA,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2022-07-01,5,5,5,5,10
POTOSI,rabia,no de personas con esquema clasico completo,2022-07-01,22,20,22,20,42
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2022-07-01,2,1,2,1,3
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2022-07-01,4,3,4,3,7
QUIME,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2022-07-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema clasico completo,2022-07-01,1,3,1,3,4
SAN BORJA,rabia,no de personas con esquema clasico completo,2022-07-01,2,1,2,1,3
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema clasico completo,2022-07-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2022-07-01,96,86,96,86,182
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2022-07-01,1,5,1,5,6
TRINIDAD,rabia,no de personas con esquema clasico completo,2022-07-01,13,10,13,10,23
TUPIZA,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2022-07-01,1,2,1,2,3
VINTO,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2022-07-01,4,5,4,5,9
YAPACANI,rabia,no de personas con esquema clasico completo,2022-07-01,2,0,2,0,2
YOCALLA,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
YOTALA,rabia,no de personas con esquema clasico completo,2022-07-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2022-08-01,3,1,3,1,4
CABEZAS,rabia,no de personas con esquema clasico completo,2022-08-01,1,1,1,1,2
CAMIRI,rabia,no de personas con esquema clasico completo,2022-08-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2022-08-01,13,7,13,7,20
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2022-08-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema clasico completo,2022-08-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2022-08-01,10,5,10,5,15
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2022-08-01,2,1,2,1,3
EL ALTO,rabia,no de personas con esquema clasico completo,2022-08-01,22,19,22,19,41
EL TORNO,rabia,no de personas con esquema clasico completo,2022-08-01,9,6,9,6,15
LA GUARDIA,rabia,no de personas con esquema clasico completo,2022-08-01,15,11,15,11,26
