,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
SAMAIPATA,rabia,no de personas que abandonaron esquema,2022-02-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-02-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-02-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-02-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-02-01,2,2,2,2,4
SUCRE,rabia,no de personas que abandonaron esquema,2022-02-01,8,6,8,6,14
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-02-01,7,2,7,2,9
UNCIA,rabia,no de personas que abandonaron esquema,2022-02-01,1,0,1,0,1
UYUNI,rabia,no de personas que abandonaron esquema,2022-02-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2022-02-01,0,2,0,2,2
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2022-02-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2022-02-01,0,1,0,1,1
ACACIO,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
ARBIETO,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2022-03-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-03-01,10,7,10,7,17
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2022-03-01,14,16,14,16,30
HUANUNI,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2022-03-01,8,13,8,13,21
MONTERO,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
OKINAWA,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2022-03-01,8,2,8,2,10
SACABA,rabia,no de personas que abandonaron esquema,2022-03-01,1,1,1,1,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-03-01,6,6,6,6,12
SAN PEDRO DE MACHA,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
SAN PEDRO DE QUEMES,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-03-01,7,6,7,6,13
SIPE SIPE,rabia,no de personas que abandonaron esquema,2022-03-01,0,2,0,2,2
SUCRE,rabia,no de personas que abandonaron esquema,2022-03-01,13,0,13,0,13
TARIJA,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-03-01,4,5,4,5,9
UNCIA,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
UYUNI,rabia,no de personas que abandonaron esquema,2022-03-01,4,2,4,2,6
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2022-03-01,1,0,1,0,1
VINTO,rabia,no de personas que abandonaron esquema,2022-03-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2022-03-01,3,0,3,0,3
ACHOCALLA,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
ANTEQUERA,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
BERMEJO,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-04-01,11,5,11,5,16
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
CORIPATA,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
COROICO,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
DESAGUADERO,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2022-04-01,10,12,10,12,22
EL TORNO,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
ICLA,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2022-04-01,15,12,15,12,27
MAIRANA,rabia,no de personas que abandonaron esquema,2022-04-01,1,1,1,1,2
MONTERO,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
OKINAWA,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2022-04-01,9,4,9,4,13
PALCA,rabia,no de personas que abandonaron esquema,2022-04-01,1,1,1,1,2
POOPO,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-04-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2022-04-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-04-01,3,0,3,0,3
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-04-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-04-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-04-01,6,2,6,2,8
SIPE SIPE,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2022-04-01,13,7,13,7,20
TARATA,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-04-01,9,9,9,9,18
UYUNI,rabia,no de personas que abandonaron esquema,2022-04-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
VILLA RIVERO,rabia,no de personas que abandonaron esquema,2022-04-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2022-04-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2022-04-01,1,3,1,3,4
YAPACANI,rabia,no de personas que abandonaron esquema,2022-04-01,1,1,1,1,2
CARMEN RIVERO TORREZ,rabia,no de personas que abandonaron esquema,2022-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-05-01,24,12,24,12,36
COROICO,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-05-01,1,1,1,1,2
EL ALTO,rabia,no de personas que abandonaron esquema,2022-05-01,10,13,10,13,23
GENERAL SAAVEDRA,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
HUACARETA,rabia,no de personas que abandonaron esquema,2022-05-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2022-05-01,12,10,12,10,22
MECAPACA,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2022-05-01,1,3,1,3,4
ORURO,rabia,no de personas que abandonaron esquema,2022-05-01,3,4,3,4,7
PAILON,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
PORONGO,rabia,no de personas que abandonaron esquema,2022-05-01,1,1,1,1,2
POTOSI,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
REYES,rabia,no de personas que abandonaron esquema,2022-05-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2022-05-01,1,2,1,2,3
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-05-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-05-01,3,4,3,4,7
SAN PEDRO DE QUEMES,rabia,no de personas que abandonaron esquema,2022-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-05-01,3,1,3,1,4
SHINAOTA,rabia,no de personas que abandonaron esquema,2022-05-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2022-05-01,12,7,12,7,19
TARIJA,rabia,no de personas que abandonaron esquema,2022-05-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2022-05-01,2,0,2,0,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-05-01,0,4,0,4,4
UYUNI,rabia,no de personas que abandonaron esquema,2022-05-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2022-05-01,1,2,1,2,3
WARNES,rabia,no de personas que abandonaron esquema,2022-05-01,22,2,22,2,24
YAPACANI,rabia,no de personas que abandonaron esquema,2022-05-01,1,0,1,0,1
BERMEJO,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
CARAPARI,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-06-01,10,13,10,13,23
COLPA BELGICA,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
COROICO,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2022-06-01,15,15,15,15,30
LA PAZ,rabia,no de personas que abandonaron esquema,2022-06-01,15,11,15,11,26
MAIRANA,rabia,no de personas que abandonaron esquema,2022-06-01,1,2,1,2,3
ORURO,rabia,no de personas que abandonaron esquema,2022-06-01,7,7,7,7,14
PALCA,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
PORONGO,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-06-01,2,0,2,0,2
REYES,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas que abandonaron esquema,2022-06-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-06-01,3,1,3,1,4
SAPAHAQUI,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2022-06-01,6,8,6,8,14
TARATA,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-06-01,5,1,5,1,6
UNCIA,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2022-06-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2022-06-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2022-06-01,7,0,7,0,7
YAPACANI,rabia,no de personas que abandonaron esquema,2022-06-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
CAPINOTA,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-07-01,11,8,11,8,19
COROICO,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2022-07-01,13,4,13,4,17
EL TORNO,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2022-07-01,17,13,17,13,30
MAPIRI,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
MINEROS,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
MONTERO,rabia,no de personas que abandonaron esquema,2022-07-01,3,1,3,1,4
ORURO,rabia,no de personas que abandonaron esquema,2022-07-01,6,9,6,9,15
PORTACHUELO,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-07-01,3,0,3,0,3
REYES,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2022-07-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-07-01,1,1,1,1,2
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-07-01,4,5,4,5,9
SANTA ROSA DEL SARA,rabia,no de personas que abandonaron esquema,2022-07-01,2,0,2,0,2
SUCRE,rabia,no de personas que abandonaron esquema,2022-07-01,7,6,7,6,13
TARIJA,rabia,no de personas que abandonaron esquema,2022-07-01,2,2,2,2,4
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-07-01,7,4,7,4,11
UYUNI,rabia,no de personas que abandonaron esquema,2022-07-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2022-07-01,3,0,3,0,3
YAPACANI,rabia,no de personas que abandonaron esquema,2022-07-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2022-08-01,0,3,0,3,3
CAPINOTA,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
CHIMORE,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
COBIJA,rabia,no de personas que abandonaron esquema,2022-08-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-08-01,15,9,15,9,24
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-08-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2022-08-01,12,16,12,16,28
LA ASUNTA,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2022-08-01,23,18,23,18,41
MAIRANA,rabia,no de personas que abandonaron esquema,2022-08-01,2,1,2,1,3
MINEROS,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2022-08-01,9,11,9,11,20
PADILLA,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
PALCA,rabia,no de personas que abandonaron esquema,2022-08-01,1,1,1,1,2
PUNATA,rabia,no de personas que abandonaron esquema,2022-08-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-08-01,1,1,1,1,2
REYES,rabia,no de personas que abandonaron esquema,2022-08-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2022-08-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-08-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-08-01,1,3,1,3,4
SAN MATIAS,rabia,no de personas que abandonaron esquema,2022-08-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-08-01,8,4,8,4,12
SORATA,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2022-08-01,12,11,12,11,23
TARATA,rabia,no de personas que abandonaron esquema,2022-08-01,2,1,2,1,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-08-01,5,9,5,9,14
UNCIA,rabia,no de personas que abandonaron esquema,2022-08-01,0,1,0,1,1
UYUNI,rabia,no de personas que abandonaron esquema,2022-08-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2022-08-01,2,0,2,0,2
VILLA SERRANO,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
VINTO,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
YOTALA,rabia,no de personas que abandonaron esquema,2022-08-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2022-09-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-09-01,20,14,20,14,34
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
CORIPATA,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2022-09-01,16,10,16,10,26
LA PAZ,rabia,no de personas que abandonaron esquema,2022-09-01,18,17,18,17,35
MECAPACA,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2022-09-01,13,8,13,8,21
PALCA,rabia,no de personas que abandonaron esquema,2022-09-01,0,1,0,1,1
POOPO,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
PORONGO,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-09-01,2,0,2,0,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2022-09-01,0,1,0,1,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-09-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-09-01,0,4,0,4,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-09-01,3,0,3,0,3
SIPE SIPE,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2022-09-01,10,9,10,9,19
TARIJA,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2022-09-01,0,3,0,3,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-09-01,5,7,5,7,12
VILLA SERRANO,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas que abandonaron esquema,2022-09-01,1,1,1,1,2
VILLAZON,rabia,no de personas que abandonaron esquema,2022-09-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
WALDO BALLIVIAN,rabia,no de personas que abandonaron esquema,2022-09-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2022-09-01,7,0,7,0,7
CAPINOTA,rabia,no de personas que abandonaron esquema,2022-10-01,1,1,1,1,2
CARAPARI,rabia,no de personas que abandonaron esquema,2022-10-01,0,1,0,1,1
COBIJA,rabia,no de personas que abandonaron esquema,2022-10-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2022-10-01,12,12,12,12,24
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
CORIPATA,rabia,no de personas que abandonaron esquema,2022-10-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2022-10-01,2,0,2,0,2
DESAGUADERO,rabia,no de personas que abandonaron esquema,2022-10-01,1,1,1,1,2
EL ALTO,rabia,no de personas que abandonaron esquema,2022-10-01,16,16,16,16,32
IXIAMAS,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2022-10-01,13,18,13,18,31
MECAPACA,rabia,no de personas que abandonaron esquema,2022-10-01,2,1,2,1,3
OKINAWA,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2022-10-01,16,14,16,14,30
PAILON,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
PALCA,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2022-10-01,2,1,2,1,3
RURRENABAQUE,rabia,no de personas que abandonaron esquema,2022-10-01,0,2,0,2,2
SACABA,rabia,no de personas que abandonaron esquema,2022-10-01,3,3,3,3,6
SAN BORJA,rabia,no de personas que abandonaron esquema,2022-10-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2022-10-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2022-10-01,4,4,4,4,8
SUCRE,rabia,no de personas que abandonaron esquema,2022-10-01,24,8,24,8,32
TARIJA,rabia,no de personas que abandonaron esquema,2022-10-01,2,2,2,2,4
TRINIDAD,rabia,no de personas que abandonaron esquema,2022-10-01,4,4,4,4,8
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2022-10-01,1,0,1,0,1
